"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alamance County, NC","37001","Female","F",935
,"Alamance County, NC","37001","Male","M",1023
,"Brunswick County, NC","37019","Female","F",452
,"Brunswick County, NC","37019","Male","M",535
,"Buncombe County, NC","37021","Female","F",1230
,"Buncombe County, NC","37021","Male","M",1252
,"Cabarrus County, NC","37025","Female","F",1223
,"Cabarrus County, NC","37025","Male","M",1286
,"Catawba County, NC","37035","Female","F",847
,"Catawba County, NC","37035","Male","M",846
,"Craven County, NC","37049","Female","F",652
,"Craven County, NC","37049","Male","M",685
,"Cumberland County, NC","37051","Female","F",2648
,"Cumberland County, NC","37051","Male","M",2753
,"Davidson County, NC","37057","Female","F",848
,"Davidson County, NC","37057","Male","M",903
,"Durham County, NC","37063","Female","F",2063
,"Durham County, NC","37063","Male","M",2089
,"Forsyth County, NC","37067","Female","F",2123
,"Forsyth County, NC","37067","Male","M",2207
,"Gaston County, NC","37071","Female","F",1210
,"Gaston County, NC","37071","Male","M",1315
,"Guilford County, NC","37081","Female","F",2962
,"Guilford County, NC","37081","Male","M",3153
,"Harnett County, NC","37085","Female","F",858
,"Harnett County, NC","37085","Male","M",987
,"Henderson County, NC","37089","Female","F",548
,"Henderson County, NC","37089","Male","M",545
,"Iredell County, NC","37097","Female","F",915
,"Iredell County, NC","37097","Male","M",976
,"Johnston County, NC","37101","Female","F",1124
,"Johnston County, NC","37101","Male","M",1175
,"Mecklenburg County, NC","37119","Female","F",7275
,"Mecklenburg County, NC","37119","Male","M",7375
,"New Hanover County, NC","37129","Female","F",1099
,"New Hanover County, NC","37129","Male","M",1046
,"Onslow County, NC","37133","Female","F",1909
,"Onslow County, NC","37133","Male","M",2014
,"Orange County, NC","37135","Female","F",585
,"Orange County, NC","37135","Male","M",549
,"Pitt County, NC","37147","Female","F",1024
,"Pitt County, NC","37147","Male","M",1061
,"Randolph County, NC","37151","Female","F",765
,"Randolph County, NC","37151","Male","M",755
,"Robeson County, NC","37155","Female","F",841
,"Robeson County, NC","37155","Male","M",858
,"Rowan County, NC","37159","Female","F",787
,"Rowan County, NC","37159","Male","M",806
,"Union County, NC","37179","Female","F",1183
,"Union County, NC","37179","Male","M",1273
,"Wake County, NC","37183","Female","F",6100
,"Wake County, NC","37183","Male","M",6478
,"Wayne County, NC","37191","Female","F",830
,"Wayne County, NC","37191","Male","M",809
,"Unidentified Counties, NC","37999","Female","F",15351
,"Unidentified Counties, NC","37999","Male","M",15813
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: North Carolina (37)"
"Year: 2018"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:52:12 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:52:12 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
