"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Blount County, TN","47009","Female","F",652
,"Blount County, TN","47009","Male","M",654
,"Davidson County, TN","47037","Female","F",4959
,"Davidson County, TN","47037","Male","M",5025
,"Hamilton County, TN","47065","Female","F",2092
,"Hamilton County, TN","47065","Male","M",2157
,"Knox County, TN","47093","Female","F",2492
,"Knox County, TN","47093","Male","M",2664
,"Montgomery County, TN","47125","Female","F",1739
,"Montgomery County, TN","47125","Male","M",1774
,"Rutherford County, TN","47149","Female","F",2034
,"Rutherford County, TN","47149","Male","M",2114
,"Shelby County, TN","47157","Female","F",6533
,"Shelby County, TN","47157","Male","M",6591
,"Sullivan County, TN","47163","Female","F",735
,"Sullivan County, TN","47163","Male","M",771
,"Sumner County, TN","47165","Female","F",1057
,"Sumner County, TN","47165","Male","M",1093
,"Washington County, TN","47179","Female","F",626
,"Washington County, TN","47179","Male","M",621
,"Williamson County, TN","47187","Female","F",1112
,"Williamson County, TN","47187","Male","M",1210
,"Wilson County, TN","47189","Female","F",824
,"Wilson County, TN","47189","Male","M",827
,"Unidentified Counties, TN","47999","Female","F",14800
,"Unidentified Counties, TN","47999","Male","M",15595
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Tennessee (47)"
"Year: 2018"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 2:02:06 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 2:02:06 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
