"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Cochise County, AZ","04003","Female","F",665
,"Cochise County, AZ","04003","Male","M",689
,"Coconino County, AZ","04005","Female","F",720
,"Coconino County, AZ","04005","Male","M",786
,"Maricopa County, AZ","04013","Female","F",25270
,"Maricopa County, AZ","04013","Male","M",26584
,"Mohave County, AZ","04015","Female","F",877
,"Mohave County, AZ","04015","Male","M",919
,"Navajo County, AZ","04017","Female","F",666
,"Navajo County, AZ","04017","Male","M",715
,"Pima County, AZ","04019","Female","F",5237
,"Pima County, AZ","04019","Male","M",5434
,"Pinal County, AZ","04021","Female","F",2196
,"Pinal County, AZ","04021","Male","M",2302
,"Yavapai County, AZ","04025","Female","F",848
,"Yavapai County, AZ","04025","Male","M",924
,"Yuma County, AZ","04027","Female","F",1558
,"Yuma County, AZ","04027","Male","M",1476
,"Unidentified Counties, AZ","04999","Female","F",1352
,"Unidentified Counties, AZ","04999","Male","M",1505
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Arizona (04)"
"Year: 2018"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:18:52 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:18:52 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
