"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Atlantic County, NJ","34001","Female","F",1389
,"Atlantic County, NJ","34001","Male","M",1408
,"Bergen County, NJ","34003","Female","F",4504
,"Bergen County, NJ","34003","Male","M",4648
,"Burlington County, NJ","34005","Female","F",2112
,"Burlington County, NJ","34005","Male","M",2253
,"Camden County, NJ","34007","Female","F",2989
,"Camden County, NJ","34007","Male","M",3168
,"Cumberland County, NJ","34011","Female","F",937
,"Cumberland County, NJ","34011","Male","M",980
,"Essex County, NJ","34013","Female","F",5137
,"Essex County, NJ","34013","Male","M",5288
,"Gloucester County, NJ","34015","Female","F",1394
,"Gloucester County, NJ","34015","Male","M",1368
,"Hudson County, NJ","34017","Female","F",5057
,"Hudson County, NJ","34017","Male","M",5177
,"Hunterdon County, NJ","34019","Female","F",513
,"Hunterdon County, NJ","34019","Male","M",455
,"Mercer County, NJ","34021","Female","F",1930
,"Mercer County, NJ","34021","Male","M",2069
,"Middlesex County, NJ","34023","Female","F",4287
,"Middlesex County, NJ","34023","Male","M",4585
,"Monmouth County, NJ","34025","Female","F",2904
,"Monmouth County, NJ","34025","Male","M",2984
,"Morris County, NJ","34027","Female","F",2119
,"Morris County, NJ","34027","Male","M",2368
,"Ocean County, NJ","34029","Female","F",4367
,"Ocean County, NJ","34029","Male","M",4648
,"Passaic County, NJ","34031","Female","F",3220
,"Passaic County, NJ","34031","Male","M",3322
,"Somerset County, NJ","34035","Female","F",1535
,"Somerset County, NJ","34035","Male","M",1675
,"Sussex County, NJ","34037","Female","F",599
,"Sussex County, NJ","34037","Male","M",604
,"Union County, NJ","34039","Female","F",3350
,"Union County, NJ","34039","Male","M",3427
,"Warren County, NJ","34041","Female","F",462
,"Warren County, NJ","34041","Male","M",558
,"Unidentified Counties, NJ","34999","Female","F",727
,"Unidentified Counties, NJ","34999","Male","M",706
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2018"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:49:13 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:49:13 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
