"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alachua County, FL","12001","Female","F",1338
,"Alachua County, FL","12001","Male","M",1395
,"Bay County, FL","12005","Female","F",1082
,"Bay County, FL","12005","Male","M",1105
,"Brevard County, FL","12009","Female","F",2596
,"Brevard County, FL","12009","Male","M",2713
,"Broward County, FL","12011","Female","F",10762
,"Broward County, FL","12011","Male","M",11166
,"Charlotte County, FL","12015","Female","F",530
,"Charlotte County, FL","12015","Male","M",510
,"Citrus County, FL","12017","Female","F",508
,"Citrus County, FL","12017","Male","M",517
,"Clay County, FL","12019","Female","F",1064
,"Clay County, FL","12019","Male","M",1118
,"Collier County, FL","12021","Female","F",1571
,"Collier County, FL","12021","Male","M",1628
,"Duval County, FL","12031","Female","F",6364
,"Duval County, FL","12031","Male","M",6609
,"Escambia County, FL","12033","Female","F",1846
,"Escambia County, FL","12033","Male","M",1887
,"Hernando County, FL","12053","Female","F",789
,"Hernando County, FL","12053","Male","M",828
,"Hillsborough County, FL","12057","Female","F",8359
,"Hillsborough County, FL","12057","Male","M",8767
,"Indian River County, FL","12061","Female","F",646
,"Indian River County, FL","12061","Male","M",648
,"Lake County, FL","12069","Female","F",1643
,"Lake County, FL","12069","Male","M",1725
,"Lee County, FL","12071","Female","F",3231
,"Lee County, FL","12071","Male","M",3562
,"Leon County, FL","12073","Female","F",1425
,"Leon County, FL","12073","Male","M",1490
,"Manatee County, FL","12081","Female","F",1721
,"Manatee County, FL","12081","Male","M",1731
,"Marion County, FL","12083","Female","F",1678
,"Marion County, FL","12083","Male","M",1798
,"Martin County, FL","12085","Female","F",606
,"Martin County, FL","12085","Male","M",645
,"Miami-Dade County, FL","12086","Female","F",15077
,"Miami-Dade County, FL","12086","Male","M",15955
,"Okaloosa County, FL","12091","Female","F",1320
,"Okaloosa County, FL","12091","Male","M",1397
,"Orange County, FL","12095","Female","F",8257
,"Orange County, FL","12095","Male","M",8662
,"Osceola County, FL","12097","Female","F",2218
,"Osceola County, FL","12097","Male","M",2219
,"Palm Beach County, FL","12099","Female","F",7350
,"Palm Beach County, FL","12099","Male","M",7716
,"Pasco County, FL","12101","Female","F",2476
,"Pasco County, FL","12101","Male","M",2608
,"Pinellas County, FL","12103","Female","F",3940
,"Pinellas County, FL","12103","Male","M",4186
,"Polk County, FL","12105","Female","F",3806
,"Polk County, FL","12105","Male","M",4041
,"St. Johns County, FL","12109","Female","F",1069
,"St. Johns County, FL","12109","Male","M",1173
,"St. Lucie County, FL","12111","Female","F",1510
,"St. Lucie County, FL","12111","Male","M",1613
,"Santa Rosa County, FL","12113","Female","F",926
,"Santa Rosa County, FL","12113","Male","M",1027
,"Sarasota County, FL","12115","Female","F",1417
,"Sarasota County, FL","12115","Male","M",1461
,"Seminole County, FL","12117","Female","F",2299
,"Seminole County, FL","12117","Male","M",2364
,"Volusia County, FL","12127","Female","F",2384
,"Volusia County, FL","12127","Male","M",2479
,"Unidentified Counties, FL","12999","Female","F",6280
,"Unidentified Counties, FL","12999","Male","M",6711
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Florida (12)"
"Year: 2018"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:26:22 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:26:22 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
