"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, IN","18003","Female","F",2550
,"Allen County, IN","18003","Male","M",2690
,"Clark County, IN","18019","Female","F",708
,"Clark County, IN","18019","Male","M",688
,"Delaware County, IN","18035","Female","F",499
,"Delaware County, IN","18035","Male","M",573
,"Elkhart County, IN","18039","Female","F",1491
,"Elkhart County, IN","18039","Male","M",1626
,"Hamilton County, IN","18057","Female","F",1865
,"Hamilton County, IN","18057","Male","M",1859
,"Hendricks County, IN","18063","Female","F",778
,"Hendricks County, IN","18063","Male","M",841
,"Johnson County, IN","18081","Female","F",889
,"Johnson County, IN","18081","Male","M",988
,"Lake County, IN","18089","Female","F",2812
,"Lake County, IN","18089","Male","M",2973
,"La Porte County, IN","18091","Female","F",619
,"La Porte County, IN","18091","Male","M",652
,"Madison County, IN","18095","Female","F",695
,"Madison County, IN","18095","Male","M",714
,"Marion County, IN","18097","Female","F",6896
,"Marion County, IN","18097","Male","M",7140
,"Monroe County, IN","18105","Female","F",616
,"Monroe County, IN","18105","Male","M",630
,"Porter County, IN","18127","Female","F",856
,"Porter County, IN","18127","Male","M",821
,"St. Joseph County, IN","18141","Female","F",1697
,"St. Joseph County, IN","18141","Male","M",1841
,"Tippecanoe County, IN","18157","Female","F",1084
,"Tippecanoe County, IN","18157","Male","M",1074
,"Vanderburgh County, IN","18163","Female","F",1049
,"Vanderburgh County, IN","18163","Male","M",1066
,"Vigo County, IN","18167","Female","F",557
,"Vigo County, IN","18167","Male","M",574
,"Unidentified Counties, IN","18999","Female","F",14250
,"Unidentified Counties, IN","18999","Male","M",14985
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Indiana (18)"
"Year: 2018"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:31:57 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:31:57 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
