"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Boone County, MO","29019","Under 15 years","15",Suppressed
,"Boone County, MO","29019","15-19 years","15-19",73
,"Boone County, MO","29019","20-24 years","20-24",336
,"Boone County, MO","29019","25-29 years","25-29",654
,"Boone County, MO","29019","30-34 years","30-34",660
,"Boone County, MO","29019","35-39 years","35-39",271
,"Boone County, MO","29019","40-44 years","40-44",53
,"Boone County, MO","29019","45-49 years","45-49",Suppressed
,"Boone County, MO","29019","50 years and over","50+",0
,"Clay County, MO","29047","Under 15 years","15",0
,"Clay County, MO","29047","15-19 years","15-19",101
,"Clay County, MO","29047","20-24 years","20-24",517
,"Clay County, MO","29047","25-29 years","25-29",1077
,"Clay County, MO","29047","30-34 years","30-34",896
,"Clay County, MO","29047","35-39 years","35-39",419
,"Clay County, MO","29047","40-44 years","40-44",90
,"Clay County, MO","29047","45-49 years","45-49",Suppressed
,"Clay County, MO","29047","50 years and over","50+",0
,"Franklin County, MO","29071","Under 15 years","15",0
,"Franklin County, MO","29071","15-19 years","15-19",54
,"Franklin County, MO","29071","20-24 years","20-24",267
,"Franklin County, MO","29071","25-29 years","25-29",419
,"Franklin County, MO","29071","30-34 years","30-34",307
,"Franklin County, MO","29071","35-39 years","35-39",103
,"Franklin County, MO","29071","40-44 years","40-44",24
,"Franklin County, MO","29071","45-49 years","45-49",0
,"Franklin County, MO","29071","50 years and over","50+",0
,"Greene County, MO","29077","Under 15 years","15",Suppressed
,"Greene County, MO","29077","15-19 years","15-19",208
,"Greene County, MO","29077","20-24 years","20-24",821
,"Greene County, MO","29077","25-29 years","25-29",1085
,"Greene County, MO","29077","30-34 years","30-34",794
,"Greene County, MO","29077","35-39 years","35-39",327
,"Greene County, MO","29077","40-44 years","40-44",72
,"Greene County, MO","29077","45-49 years","45-49",Suppressed
,"Greene County, MO","29077","50 years and over","50+",0
,"Jackson County, MO","29095","Under 15 years","15",Suppressed
,"Jackson County, MO","29095","15-19 years","15-19",562
,"Jackson County, MO","29095","20-24 years","20-24",2019
,"Jackson County, MO","29095","25-29 years","25-29",2816
,"Jackson County, MO","29095","30-34 years","30-34",2330
,"Jackson County, MO","29095","35-39 years","35-39",1094
,"Jackson County, MO","29095","40-44 years","40-44",221
