"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bartow County, GA","13015","Female","F",546
,"Bartow County, GA","13015","Male","M",627
,"Bibb County, GA","13021","Female","F",1032
,"Bibb County, GA","13021","Male","M",1031
,"Carroll County, GA","13045","Female","F",762
,"Carroll County, GA","13045","Male","M",778
,"Chatham County, GA","13051","Female","F",1739
,"Chatham County, GA","13051","Male","M",1818
,"Cherokee County, GA","13057","Female","F",1276
,"Cherokee County, GA","13057","Male","M",1286
,"Clarke County, GA","13059","Female","F",665
,"Clarke County, GA","13059","Male","M",686
,"Clayton County, GA","13063","Female","F",1811
,"Clayton County, GA","13063","Male","M",1962
,"Cobb County, GA","13067","Female","F",4402
,"Cobb County, GA","13067","Male","M",4525
,"Columbia County, GA","13073","Female","F",896
,"Columbia County, GA","13073","Male","M",921
,"Coweta County, GA","13077","Female","F",782
,"Coweta County, GA","13077","Male","M",793
,"DeKalb County, GA","13089","Female","F",5302
,"DeKalb County, GA","13089","Male","M",5483
,"Douglas County, GA","13097","Female","F",854
,"Douglas County, GA","13097","Male","M",846
,"Fayette County, GA","13113","Female","F",401
,"Fayette County, GA","13113","Male","M",466
,"Forsyth County, GA","13117","Female","F",1133
,"Forsyth County, GA","13117","Male","M",1173
,"Fulton County, GA","13121","Female","F",6095
,"Fulton County, GA","13121","Male","M",6557
,"Gwinnett County, GA","13135","Female","F",5257
,"Gwinnett County, GA","13135","Male","M",5598
,"Hall County, GA","13139","Female","F",1212
,"Hall County, GA","13139","Male","M",1284
,"Henry County, GA","13151","Female","F",1318
,"Henry County, GA","13151","Male","M",1387
,"Houston County, GA","13153","Female","F",1002
,"Houston County, GA","13153","Male","M",965
,"Lowndes County, GA","13185","Female","F",811
,"Lowndes County, GA","13185","Male","M",845
,"Muscogee County, GA","13215","Female","F",1435
,"Muscogee County, GA","13215","Male","M",1429
,"Paulding County, GA","13223","Female","F",861
,"Paulding County, GA","13223","Male","M",902
,"Richmond County, GA","13245","Female","F",1389
,"Richmond County, GA","13245","Male","M",1529
,"Whitfield County, GA","13313","Female","F",643
,"Whitfield County, GA","13313","Male","M",657
,"Unidentified Counties, GA","13999","Female","F",20088
,"Unidentified Counties, GA","13999","Male","M",20912
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Georgia (13)"
"Year: 2018"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:27:36 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:27:36 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
