"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Atlantic County, NJ","34001","Hispanic or Latino","2135-2",811
,"Atlantic County, NJ","34001","Not Hispanic or Latino","2186-5",1951
,"Atlantic County, NJ","34001","Unknown or Not Stated","9",35
,"Bergen County, NJ","34003","Hispanic or Latino","2135-2",2331
,"Bergen County, NJ","34003","Not Hispanic or Latino","2186-5",6681
,"Bergen County, NJ","34003","Unknown or Not Stated","9",140
,"Burlington County, NJ","34005","Hispanic or Latino","2135-2",511
,"Burlington County, NJ","34005","Not Hispanic or Latino","2186-5",3769
,"Burlington County, NJ","34005","Unknown or Not Stated","9",85
,"Camden County, NJ","34007","Hispanic or Latino","2135-2",1532
,"Camden County, NJ","34007","Not Hispanic or Latino","2186-5",4506
,"Camden County, NJ","34007","Unknown or Not Stated","9",119
,"Cumberland County, NJ","34011","Hispanic or Latino","2135-2",811
,"Cumberland County, NJ","34011","Not Hispanic or Latino","2186-5",1090
,"Cumberland County, NJ","34011","Unknown or Not Stated","9",16
,"Essex County, NJ","34013","Hispanic or Latino","2135-2",3104
,"Essex County, NJ","34013","Not Hispanic or Latino","2186-5",7087
,"Essex County, NJ","34013","Unknown or Not Stated","9",234
,"Gloucester County, NJ","34015","Hispanic or Latino","2135-2",273
,"Gloucester County, NJ","34015","Not Hispanic or Latino","2186-5",2459
,"Gloucester County, NJ","34015","Unknown or Not Stated","9",30
,"Hudson County, NJ","34017","Hispanic or Latino","2135-2",3696
,"Hudson County, NJ","34017","Not Hispanic or Latino","2186-5",6370
,"Hudson County, NJ","34017","Unknown or Not Stated","9",168
,"Hunterdon County, NJ","34019","Hispanic or Latino","2135-2",129
,"Hunterdon County, NJ","34019","Not Hispanic or Latino","2186-5",825
,"Hunterdon County, NJ","34019","Unknown or Not Stated","9",14
,"Mercer County, NJ","34021","Hispanic or Latino","2135-2",1243
,"Mercer County, NJ","34021","Not Hispanic or Latino","2186-5",2697
,"Mercer County, NJ","34021","Unknown or Not Stated","9",59
,"Middlesex County, NJ","34023","Hispanic or Latino","2135-2",2676
,"Middlesex County, NJ","34023","Not Hispanic or Latino","2186-5",6073
,"Middlesex County, NJ","34023","Unknown or Not Stated","9",123
,"Monmouth County, NJ","34025","Hispanic or Latino","2135-2",1113
,"Monmouth County, NJ","34025","Not Hispanic or Latino","2186-5",4678
,"Monmouth County, NJ","34025","Unknown or Not Stated","9",97
,"Morris County, NJ","34027","Hispanic or Latino","2135-2",832
,"Morris County, NJ","34027","Not Hispanic or Latino","2186-5",3524
,"Morris County, NJ","34027","Unknown or Not Stated","9",131
,"Ocean County, NJ","34029","Hispanic or Latino","2135-2",908
,"Ocean County, NJ","34029","Not Hispanic or Latino","2186-5",8030
,"Ocean County, NJ","34029","Unknown or Not Stated","9",77
,"Passaic County, NJ","34031","Hispanic or Latino","2135-2",3445
,"Passaic County, NJ","34031","Not Hispanic or Latino","2186-5",3026
,"Passaic County, NJ","34031","Unknown or Not Stated","9",71
,"Somerset County, NJ","34035","Hispanic or Latino","2135-2",742
,"Somerset County, NJ","34035","Not Hispanic or Latino","2186-5",2408
,"Somerset County, NJ","34035","Unknown or Not Stated","9",60
,"Sussex County, NJ","34037","Hispanic or Latino","2135-2",131
,"Sussex County, NJ","34037","Not Hispanic or Latino","2186-5",1049
,"Sussex County, NJ","34037","Unknown or Not Stated","9",23
,"Union County, NJ","34039","Hispanic or Latino","2135-2",2960
,"Union County, NJ","34039","Not Hispanic or Latino","2186-5",3701
,"Union County, NJ","34039","Unknown or Not Stated","9",116
,"Warren County, NJ","34041","Hispanic or Latino","2135-2",123
,"Warren County, NJ","34041","Not Hispanic or Latino","2186-5",877
,"Warren County, NJ","34041","Unknown or Not Stated","9",20
,"Unidentified Counties, NJ","34999","Hispanic or Latino","2135-2",226
,"Unidentified Counties, NJ","34999","Not Hispanic or Latino","2186-5",1189
,"Unidentified Counties, NJ","34999","Unknown or Not Stated","9",18
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2018"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 3:39:36 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 3:39:36 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
