"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Benton County, WA","53005","Hispanic or Latino","2135-2",829
,"Benton County, WA","53005","Not Hispanic or Latino","2186-5",1629
,"Benton County, WA","53005","Unknown or Not Stated","9",94
,"Clark County, WA","53011","Hispanic or Latino","2135-2",830
,"Clark County, WA","53011","Not Hispanic or Latino","2186-5",4569
,"Clark County, WA","53011","Unknown or Not Stated","9",83
,"Cowlitz County, WA","53015","Hispanic or Latino","2135-2",169
,"Cowlitz County, WA","53015","Not Hispanic or Latino","2186-5",1029
,"Cowlitz County, WA","53015","Unknown or Not Stated","9",37
,"King County, WA","53033","Hispanic or Latino","2135-2",3193
,"King County, WA","53033","Not Hispanic or Latino","2186-5",20486
,"King County, WA","53033","Unknown or Not Stated","9",668
,"Kitsap County, WA","53035","Hispanic or Latino","2135-2",404
,"Kitsap County, WA","53035","Not Hispanic or Latino","2186-5",2504
,"Kitsap County, WA","53035","Unknown or Not Stated","9",86
,"Pierce County, WA","53053","Hispanic or Latino","2135-2",1766
,"Pierce County, WA","53053","Not Hispanic or Latino","2186-5",9445
,"Pierce County, WA","53053","Unknown or Not Stated","9",267
,"Skagit County, WA","53057","Hispanic or Latino","2135-2",396
,"Skagit County, WA","53057","Not Hispanic or Latino","2186-5",969
,"Skagit County, WA","53057","Unknown or Not Stated","9",21
,"Snohomish County, WA","53061","Hispanic or Latino","2135-2",1357
,"Snohomish County, WA","53061","Not Hispanic or Latino","2186-5",7889
,"Snohomish County, WA","53061","Unknown or Not Stated","9",517
,"Spokane County, WA","53063","Hispanic or Latino","2135-2",404
,"Spokane County, WA","53063","Not Hispanic or Latino","2186-5",5263
,"Spokane County, WA","53063","Unknown or Not Stated","9",70
,"Thurston County, WA","53067","Hispanic or Latino","2135-2",406
,"Thurston County, WA","53067","Not Hispanic or Latino","2186-5",2658
,"Thurston County, WA","53067","Unknown or Not Stated","9",44
,"Whatcom County, WA","53073","Hispanic or Latino","2135-2",324
,"Whatcom County, WA","53073","Not Hispanic or Latino","2186-5",1817
,"Whatcom County, WA","53073","Unknown or Not Stated","9",20
,"Yakima County, WA","53077","Hispanic or Latino","2135-2",2149
,"Yakima County, WA","53077","Not Hispanic or Latino","2186-5",1304
,"Yakima County, WA","53077","Unknown or Not Stated","9",237
,"Unidentified Counties, WA","53999","Hispanic or Latino","2135-2",3846
,"Unidentified Counties, WA","53999","Not Hispanic or Latino","2186-5",8129
,"Unidentified Counties, WA","53999","Unknown or Not Stated","9",177
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Washington (53)"
"Year: 2018"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 3:57:06 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 3:57:06 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
