"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Hawaii County, HI","15001","Under 15 years","15",0
,"Hawaii County, HI","15001","15-19 years","15-19",130
,"Hawaii County, HI","15001","20-24 years","20-24",438
,"Hawaii County, HI","15001","25-29 years","25-29",678
,"Hawaii County, HI","15001","30-34 years","30-34",567
,"Hawaii County, HI","15001","35-39 years","35-39",325
,"Hawaii County, HI","15001","40-44 years","40-44",82
,"Hawaii County, HI","15001","45-49 years","45-49",Suppressed
,"Hawaii County, HI","15001","50 years and over","50+",0
,"Honolulu County, HI","15003","Under 15 years","15",Suppressed
,"Honolulu County, HI","15003","15-19 years","15-19",394
,"Honolulu County, HI","15003","20-24 years","20-24",2261
,"Honolulu County, HI","15003","25-29 years","25-29",3323
,"Honolulu County, HI","15003","30-34 years","30-34",3380
,"Honolulu County, HI","15003","35-39 years","35-39",2220
,"Honolulu County, HI","15003","40-44 years","40-44",537
,"Honolulu County, HI","15003","45-49 years","45-49",45
,"Honolulu County, HI","15003","50 years and over","50+",Suppressed
,"Maui County, HI","15009","Under 15 years","15",Suppressed
,"Maui County, HI","15009","15-19 years","15-19",91
,"Maui County, HI","15009","20-24 years","20-24",293
,"Maui County, HI","15009","25-29 years","25-29",498
,"Maui County, HI","15009","30-34 years","30-34",535
,"Maui County, HI","15009","35-39 years","35-39",334
,"Maui County, HI","15009","40-44 years","40-44",70
,"Maui County, HI","15009","45-49 years","45-49",Suppressed
,"Maui County, HI","15009","50 years and over","50+",Suppressed
,"Unidentified Counties, HI","15999","Under 15 years","15",0
,"Unidentified Counties, HI","15999","15-19 years","15-19",28
,"Unidentified Counties, HI","15999","20-24 years","20-24",125
,"Unidentified Counties, HI","15999","25-29 years","25-29",204
,"Unidentified Counties, HI","15999","30-34 years","30-34",232
,"Unidentified Counties, HI","15999","35-39 years","35-39",128
,"Unidentified Counties, HI","15999","40-44 years","40-44",28
,"Unidentified Counties, HI","15999","45-49 years","45-49",Suppressed
,"Unidentified Counties, HI","15999","50 years and over","50+",0
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Hawaii (15)"
"Year: 2018"
"Group By: County of Residence; Age of Mother 9"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 12:30:47 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 12:30:47 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
