"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Champaign County, IL","17019","Female","F",1087
,"Champaign County, IL","17019","Male","M",1167
,"Cook County, IL","17031","Female","F",30157
,"Cook County, IL","17031","Male","M",31640
,"DeKalb County, IL","17037","Female","F",546
,"DeKalb County, IL","17037","Male","M",546
,"DuPage County, IL","17043","Female","F",4953
,"DuPage County, IL","17043","Male","M",5345
,"Kane County, IL","17089","Female","F",3024
,"Kane County, IL","17089","Male","M",3313
,"Kankakee County, IL","17091","Female","F",621
,"Kankakee County, IL","17091","Male","M",616
,"Kendall County, IL","17093","Female","F",775
,"Kendall County, IL","17093","Male","M",741
,"Lake County, IL","17097","Female","F",3438
,"Lake County, IL","17097","Male","M",3657
,"LaSalle County, IL","17099","Female","F",523
,"LaSalle County, IL","17099","Male","M",569
,"McHenry County, IL","17111","Female","F",1470
,"McHenry County, IL","17111","Male","M",1517
,"McLean County, IL","17113","Female","F",879
,"McLean County, IL","17113","Male","M",938
,"Macon County, IL","17115","Female","F",588
,"Macon County, IL","17115","Male","M",681
,"Madison County, IL","17119","Female","F",1397
,"Madison County, IL","17119","Male","M",1468
,"Peoria County, IL","17143","Female","F",1232
,"Peoria County, IL","17143","Male","M",1272
,"Rock Island County, IL","17161","Female","F",850
,"Rock Island County, IL","17161","Male","M",881
,"St. Clair County, IL","17163","Female","F",1539
,"St. Clair County, IL","17163","Male","M",1570
,"Sangamon County, IL","17167","Female","F",1085
,"Sangamon County, IL","17167","Male","M",1155
,"Tazewell County, IL","17179","Female","F",648
,"Tazewell County, IL","17179","Male","M",743
,"Will County, IL","17197","Female","F",3682
,"Will County, IL","17197","Male","M",3636
,"Winnebago County, IL","17201","Female","F",1716
,"Winnebago County, IL","17201","Male","M",1781
,"Unidentified Counties, IL","17999","Female","F",10485
,"Unidentified Counties, IL","17999","Male","M",10884
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Illinois (17)"
"Year: 2018"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:30:44 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:30:44 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
