"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, OH","39003","Female","F",618
,"Allen County, OH","39003","Male","M",630
,"Ashtabula County, OH","39007","Female","F",532
,"Ashtabula County, OH","39007","Male","M",576
,"Butler County, OH","39017","Female","F",2237
,"Butler County, OH","39017","Male","M",2235
,"Clark County, OH","39023","Female","F",774
,"Clark County, OH","39023","Male","M",778
,"Clermont County, OH","39025","Female","F",1132
,"Clermont County, OH","39025","Male","M",1178
,"Columbiana County, OH","39029","Female","F",523
,"Columbiana County, OH","39029","Male","M",459
,"Cuyahoga County, OH","39035","Female","F",6730
,"Cuyahoga County, OH","39035","Male","M",7140
,"Delaware County, OH","39041","Female","F",1012
,"Delaware County, OH","39041","Male","M",1094
,"Fairfield County, OH","39045","Female","F",839
,"Fairfield County, OH","39045","Male","M",830
,"Franklin County, OH","39049","Female","F",9006
,"Franklin County, OH","39049","Male","M",9332
,"Greene County, OH","39057","Female","F",808
,"Greene County, OH","39057","Male","M",912
,"Hamilton County, OH","39061","Female","F",5314
,"Hamilton County, OH","39061","Male","M",5521
,"Lake County, OH","39085","Female","F",1098
,"Lake County, OH","39085","Male","M",1114
,"Licking County, OH","39089","Female","F",983
,"Licking County, OH","39089","Male","M",1008
,"Lorain County, OH","39093","Female","F",1554
,"Lorain County, OH","39093","Male","M",1645
,"Lucas County, OH","39095","Female","F",2672
,"Lucas County, OH","39095","Male","M",2746
,"Mahoning County, OH","39099","Female","F",1125
,"Mahoning County, OH","39099","Male","M",1219
,"Medina County, OH","39103","Female","F",846
,"Medina County, OH","39103","Male","M",829
,"Miami County, OH","39109","Female","F",586
,"Miami County, OH","39109","Male","M",594
,"Montgomery County, OH","39113","Female","F",3100
,"Montgomery County, OH","39113","Male","M",3380
,"Portage County, OH","39133","Female","F",659
,"Portage County, OH","39133","Male","M",733
,"Richland County, OH","39139","Female","F",657
,"Richland County, OH","39139","Male","M",696
,"Stark County, OH","39151","Female","F",1979
,"Stark County, OH","39151","Male","M",2096
,"Summit County, OH","39153","Female","F",2950
,"Summit County, OH","39153","Male","M",2984
,"Trumbull County, OH","39155","Female","F",1023
,"Trumbull County, OH","39155","Male","M",1046
,"Warren County, OH","39165","Female","F",1141
,"Warren County, OH","39165","Male","M",1165
,"Wayne County, OH","39169","Female","F",704
,"Wayne County, OH","39169","Male","M",743
,"Wood County, OH","39173","Female","F",644
,"Wood County, OH","39173","Male","M",623
,"Unidentified Counties, OH","39999","Female","F",14955
,"Unidentified Counties, OH","39999","Male","M",15627
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Ohio (39)"
"Year: 2018"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:54:20 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:54:20 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
