"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Alameda County, CA","06001","Hispanic or Latino","2135-2",4871
,"Alameda County, CA","06001","Not Hispanic or Latino","2186-5",12787
,"Alameda County, CA","06001","Unknown or Not Stated","9",582
,"Butte County, CA","06007","Hispanic or Latino","2135-2",486
,"Butte County, CA","06007","Not Hispanic or Latino","2186-5",1930
,"Butte County, CA","06007","Unknown or Not Stated","9",14
,"Contra Costa County, CA","06013","Hispanic or Latino","2135-2",4098
,"Contra Costa County, CA","06013","Not Hispanic or Latino","2186-5",7618
,"Contra Costa County, CA","06013","Unknown or Not Stated","9",286
,"El Dorado County, CA","06017","Hispanic or Latino","2135-2",303
,"El Dorado County, CA","06017","Not Hispanic or Latino","2186-5",1332
,"El Dorado County, CA","06017","Unknown or Not Stated","9",39
,"Fresno County, CA","06019","Hispanic or Latino","2135-2",8860
,"Fresno County, CA","06019","Not Hispanic or Latino","2186-5",5418
,"Fresno County, CA","06019","Unknown or Not Stated","9",187
,"Humboldt County, CA","06023","Hispanic or Latino","2135-2",235
,"Humboldt County, CA","06023","Not Hispanic or Latino","2186-5",1115
,"Humboldt County, CA","06023","Unknown or Not Stated","9",14
,"Imperial County, CA","06025","Hispanic or Latino","2135-2",2432
,"Imperial County, CA","06025","Not Hispanic or Latino","2186-5",171
,"Imperial County, CA","06025","Unknown or Not Stated","9",26
,"Kern County, CA","06029","Hispanic or Latino","2135-2",8060
,"Kern County, CA","06029","Not Hispanic or Latino","2186-5",4694
,"Kern County, CA","06029","Unknown or Not Stated","9",162
,"Kings County, CA","06031","Hispanic or Latino","2135-2",1429
,"Kings County, CA","06031","Not Hispanic or Latino","2186-5",810
,"Kings County, CA","06031","Unknown or Not Stated","9",23
,"Los Angeles County, CA","06037","Hispanic or Latino","2135-2",60302
,"Los Angeles County, CA","06037","Not Hispanic or Latino","2186-5",48636
,"Los Angeles County, CA","06037","Unknown or Not Stated","9",1333
,"Madera County, CA","06039","Hispanic or Latino","2135-2",1519
,"Madera County, CA","06039","Not Hispanic or Latino","2186-5",538
,"Madera County, CA","06039","Unknown or Not Stated","9",22
,"Marin County, CA","06041","Hispanic or Latino","2135-2",622
,"Marin County, CA","06041","Not Hispanic or Latino","2186-5",1305
,"Marin County, CA","06041","Unknown or Not Stated","9",200
,"Merced County, CA","06047","Hispanic or Latino","2135-2",2688
,"Merced County, CA","06047","Not Hispanic or Latino","2186-5",1154
,"Merced County, CA","06047","Unknown or Not Stated","9",33
,"Monterey County, CA","06053","Hispanic or Latino","2135-2",4509
,"Monterey County, CA","06053","Not Hispanic or Latino","2186-5",1326
,"Monterey County, CA","06053","Unknown or Not Stated","9",60
,"Napa County, CA","06055","Hispanic or Latino","2135-2",578
,"Napa County, CA","06055","Not Hispanic or Latino","2186-5",585
,"Napa County, CA","06055","Unknown or Not Stated","9",41
,"Orange County, CA","06059","Hispanic or Latino","2135-2",13978
,"Orange County, CA","06059","Not Hispanic or Latino","2186-5",20997
,"Orange County, CA","06059","Unknown or Not Stated","9",704
,"Placer County, CA","06061","Hispanic or Latino","2135-2",660
,"Placer County, CA","06061","Not Hispanic or Latino","2186-5",2930
,"Placer County, CA","06061","Unknown or Not Stated","9",73
,"Riverside County, CA","06065","Hispanic or Latino","2135-2",16637
,"Riverside County, CA","06065","Not Hispanic or Latino","2186-5",11338
,"Riverside County, CA","06065","Unknown or Not Stated","9",750
,"Sacramento County, CA","06067","Hispanic or Latino","2135-2",5167
,"Sacramento County, CA","06067","Not Hispanic or Latino","2186-5",13688
,"Sacramento County, CA","06067","Unknown or Not Stated","9",247
,"San Bernardino County, CA","06071","Hispanic or Latino","2135-2",16776
,"San Bernardino County, CA","06071","Not Hispanic or Latino","2186-5",11783
,"San Bernardino County, CA","06071","Unknown or Not Stated","9",435
,"San Diego County, CA","06073","Hispanic or Latino","2135-2",15685
,"San Diego County, CA","06073","Not Hispanic or Latino","2186-5",20332
,"San Diego County, CA","06073","Unknown or Not Stated","9",4053
,"San Francisco County, CA","06075","Hispanic or Latino","2135-2",1535
,"San Francisco County, CA","06075","Not Hispanic or Latino","2186-5",6886
,"San Francisco County, CA","06075","Unknown or Not Stated","9",276
,"San Joaquin County, CA","06077","Hispanic or Latino","2135-2",4634
,"San Joaquin County, CA","06077","Not Hispanic or Latino","2186-5",4513
,"San Joaquin County, CA","06077","Unknown or Not Stated","9",694
,"San Luis Obispo County, CA","06079","Hispanic or Latino","2135-2",803
,"San Luis Obispo County, CA","06079","Not Hispanic or Latino","2186-5",1465
,"San Luis Obispo County, CA","06079","Unknown or Not Stated","9",177
,"San Mateo County, CA","06081","Hispanic or Latino","2135-2",2260
,"San Mateo County, CA","06081","Not Hispanic or Latino","2186-5",5574
,"San Mateo County, CA","06081","Unknown or Not Stated","9",496
,"Santa Barbara County, CA","06083","Hispanic or Latino","2135-2",3420
,"Santa Barbara County, CA","06083","Not Hispanic or Latino","2186-5",1755
,"Santa Barbara County, CA","06083","Unknown or Not Stated","9",93
,"Santa Clara County, CA","06085","Hispanic or Latino","2135-2",5756
,"Santa Clara County, CA","06085","Not Hispanic or Latino","2186-5",13351
,"Santa Clara County, CA","06085","Unknown or Not Stated","9",2185
,"Santa Cruz County, CA","06087","Hispanic or Latino","2135-2",1300
,"Santa Cruz County, CA","06087","Not Hispanic or Latino","2186-5",1074
,"Santa Cruz County, CA","06087","Unknown or Not Stated","9",75
,"Shasta County, CA","06089","Hispanic or Latino","2135-2",216
,"Shasta County, CA","06089","Not Hispanic or Latino","2186-5",1722
,"Shasta County, CA","06089","Unknown or Not Stated","9",28
,"Solano County, CA","06095","Hispanic or Latino","2135-2",1761
,"Solano County, CA","06095","Not Hispanic or Latino","2186-5",3016
,"Solano County, CA","06095","Unknown or Not Stated","9",256
,"Sonoma County, CA","06097","Hispanic or Latino","2135-2",1575
,"Sonoma County, CA","06097","Not Hispanic or Latino","2186-5",2225
,"Sonoma County, CA","06097","Unknown or Not Stated","9",726
,"Stanislaus County, CA","06099","Hispanic or Latino","2135-2",3956
,"Stanislaus County, CA","06099","Not Hispanic or Latino","2186-5",3130
,"Stanislaus County, CA","06099","Unknown or Not Stated","9",278
,"Tulare County, CA","06107","Hispanic or Latino","2135-2",5082
,"Tulare County, CA","06107","Not Hispanic or Latino","2186-5",1749
,"Tulare County, CA","06107","Unknown or Not Stated","9",74
,"Ventura County, CA","06111","Hispanic or Latino","2135-2",5025
,"Ventura County, CA","06111","Not Hispanic or Latino","2186-5",3871
,"Ventura County, CA","06111","Unknown or Not Stated","9",169
,"Yolo County, CA","06113","Hispanic or Latino","2135-2",840
,"Yolo County, CA","06113","Not Hispanic or Latino","2186-5",1220
,"Yolo County, CA","06113","Unknown or Not Stated","9",75
,"Unidentified Counties, CA","06999","Hispanic or Latino","2135-2",3213
,"Unidentified Counties, CA","06999","Not Hispanic or Latino","2186-5",6481
,"Unidentified Counties, CA","06999","Unknown or Not Stated","9",244
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: California (06)"
"Year: 2018"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 3:11:17 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
