"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alameda County, CA","06001","Female","F",8995
,"Alameda County, CA","06001","Male","M",9245
,"Butte County, CA","06007","Female","F",1187
,"Butte County, CA","06007","Male","M",1243
,"Contra Costa County, CA","06013","Female","F",5914
,"Contra Costa County, CA","06013","Male","M",6088
,"El Dorado County, CA","06017","Female","F",815
,"El Dorado County, CA","06017","Male","M",859
,"Fresno County, CA","06019","Female","F",7061
,"Fresno County, CA","06019","Male","M",7404
,"Humboldt County, CA","06023","Female","F",670
,"Humboldt County, CA","06023","Male","M",694
,"Imperial County, CA","06025","Female","F",1285
,"Imperial County, CA","06025","Male","M",1344
,"Kern County, CA","06029","Female","F",6355
,"Kern County, CA","06029","Male","M",6561
,"Kings County, CA","06031","Female","F",1128
,"Kings County, CA","06031","Male","M",1134
,"Los Angeles County, CA","06037","Female","F",54169
,"Los Angeles County, CA","06037","Male","M",56102
,"Madera County, CA","06039","Female","F",991
,"Madera County, CA","06039","Male","M",1088
,"Marin County, CA","06041","Female","F",1056
,"Marin County, CA","06041","Male","M",1071
,"Merced County, CA","06047","Female","F",1909
,"Merced County, CA","06047","Male","M",1966
,"Monterey County, CA","06053","Female","F",2893
,"Monterey County, CA","06053","Male","M",3002
,"Napa County, CA","06055","Female","F",597
,"Napa County, CA","06055","Male","M",607
,"Orange County, CA","06059","Female","F",17399
,"Orange County, CA","06059","Male","M",18280
,"Placer County, CA","06061","Female","F",1778
,"Placer County, CA","06061","Male","M",1885
,"Riverside County, CA","06065","Female","F",14016
,"Riverside County, CA","06065","Male","M",14709
,"Sacramento County, CA","06067","Female","F",9238
,"Sacramento County, CA","06067","Male","M",9864
,"San Bernardino County, CA","06071","Female","F",14169
,"San Bernardino County, CA","06071","Male","M",14825
,"San Diego County, CA","06073","Female","F",19500
,"San Diego County, CA","06073","Male","M",20570
,"San Francisco County, CA","06075","Female","F",4258
,"San Francisco County, CA","06075","Male","M",4439
,"San Joaquin County, CA","06077","Female","F",4812
,"San Joaquin County, CA","06077","Male","M",5029
,"San Luis Obispo County, CA","06079","Female","F",1210
,"San Luis Obispo County, CA","06079","Male","M",1235
,"San Mateo County, CA","06081","Female","F",4031
,"San Mateo County, CA","06081","Male","M",4299
,"Santa Barbara County, CA","06083","Female","F",2638
,"Santa Barbara County, CA","06083","Male","M",2630
,"Santa Clara County, CA","06085","Female","F",10357
,"Santa Clara County, CA","06085","Male","M",10935
,"Santa Cruz County, CA","06087","Female","F",1231
,"Santa Cruz County, CA","06087","Male","M",1218
,"Shasta County, CA","06089","Female","F",969
,"Shasta County, CA","06089","Male","M",997
,"Solano County, CA","06095","Female","F",2482
,"Solano County, CA","06095","Male","M",2551
,"Sonoma County, CA","06097","Female","F",2177
,"Sonoma County, CA","06097","Male","M",2349
,"Stanislaus County, CA","06099","Female","F",3553
,"Stanislaus County, CA","06099","Male","M",3811
,"Tulare County, CA","06107","Female","F",3429
,"Tulare County, CA","06107","Male","M",3476
,"Ventura County, CA","06111","Female","F",4440
,"Ventura County, CA","06111","Male","M",4625
,"Yolo County, CA","06113","Female","F",1067
,"Yolo County, CA","06113","Male","M",1068
,"Unidentified Counties, CA","06999","Female","F",4752
,"Unidentified Counties, CA","06999","Male","M",5186
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: California (06)"
"Year: 2018"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:21:01 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:21:01 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
