"Notes","County of Residence","County of Residence Code","Age of Mother 9","Age of Mother 9 Code",Births
,"Berkeley County, WV","54003","Under 15 years","15",0
,"Berkeley County, WV","54003","15-19 years","15-19",82
,"Berkeley County, WV","54003","20-24 years","20-24",393
,"Berkeley County, WV","54003","25-29 years","25-29",489
,"Berkeley County, WV","54003","30-34 years","30-34",331
,"Berkeley County, WV","54003","35-39 years","35-39",160
,"Berkeley County, WV","54003","40-44 years","40-44",30
,"Berkeley County, WV","54003","45-49 years","45-49",Suppressed
,"Berkeley County, WV","54003","50 years and over","50+",Suppressed
,"Kanawha County, WV","54039","Under 15 years","15",Suppressed
,"Kanawha County, WV","54039","15-19 years","15-19",124
,"Kanawha County, WV","54039","20-24 years","20-24",533
,"Kanawha County, WV","54039","25-29 years","25-29",541
,"Kanawha County, WV","54039","30-34 years","30-34",436
,"Kanawha County, WV","54039","35-39 years","35-39",193
,"Kanawha County, WV","54039","40-44 years","40-44",32
,"Kanawha County, WV","54039","45-49 years","45-49",Suppressed
,"Kanawha County, WV","54039","50 years and over","50+",Suppressed
,"Unidentified Counties, WV","54999","Under 15 years","15",Suppressed
,"Unidentified Counties, WV","54999","15-19 years","15-19",1111
,"Unidentified Counties, WV","54999","20-24 years","20-24",4234
,"Unidentified Counties, WV","54999","25-29 years","25-29",4770
,"Unidentified Counties, WV","54999","30-34 years","30-34",3160
,"Unidentified Counties, WV","54999","35-39 years","35-39",1350
,"Unidentified Counties, WV","54999","40-44 years","40-44",241
,"Unidentified Counties, WV","54999","45-49 years","45-49",14
,"Unidentified Counties, WV","54999","50 years and over","50+",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: West Virginia (54)"
"Year: 2018"
"Group By: County of Residence; Age of Mother 9"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:13:03 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:13:03 AM"
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
