"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Adams County, PA","42001","Female","F",430
,"Adams County, PA","42001","Male","M",486
,"Allegheny County, PA","42003","Female","F",6194
,"Allegheny County, PA","42003","Male","M",6628
,"Beaver County, PA","42007","Female","F",760
,"Beaver County, PA","42007","Male","M",815
,"Berks County, PA","42011","Female","F",2184
,"Berks County, PA","42011","Male","M",2418
,"Blair County, PA","42013","Female","F",572
,"Blair County, PA","42013","Male","M",634
,"Bucks County, PA","42017","Female","F",2752
,"Bucks County, PA","42017","Male","M",2962
,"Butler County, PA","42019","Female","F",859
,"Butler County, PA","42019","Male","M",950
,"Cambria County, PA","42021","Female","F",591
,"Cambria County, PA","42021","Male","M",628
,"Centre County, PA","42027","Female","F",549
,"Centre County, PA","42027","Male","M",622
,"Chester County, PA","42029","Female","F",2629
,"Chester County, PA","42029","Male","M",2741
,"Cumberland County, PA","42041","Female","F",1261
,"Cumberland County, PA","42041","Male","M",1336
,"Dauphin County, PA","42043","Female","F",1652
,"Dauphin County, PA","42043","Male","M",1745
,"Delaware County, PA","42045","Female","F",3114
,"Delaware County, PA","42045","Male","M",3339
,"Erie County, PA","42049","Female","F",1378
,"Erie County, PA","42049","Male","M",1410
,"Fayette County, PA","42051","Female","F",614
,"Fayette County, PA","42051","Male","M",712
,"Franklin County, PA","42055","Female","F",846
,"Franklin County, PA","42055","Male","M",899
,"Lackawanna County, PA","42069","Female","F",982
,"Lackawanna County, PA","42069","Male","M",1051
,"Lancaster County, PA","42071","Female","F",3414
,"Lancaster County, PA","42071","Male","M",3561
,"Lebanon County, PA","42075","Female","F",754
,"Lebanon County, PA","42075","Male","M",808
,"Lehigh County, PA","42077","Female","F",2137
,"Lehigh County, PA","42077","Male","M",2215
,"Luzerne County, PA","42079","Female","F",1623
,"Luzerne County, PA","42079","Male","M",1687
,"Lycoming County, PA","42081","Female","F",610
,"Lycoming County, PA","42081","Male","M",592
,"Mercer County, PA","42085","Female","F",538
,"Mercer County, PA","42085","Male","M",540
,"Monroe County, PA","42089","Female","F",766
,"Monroe County, PA","42089","Male","M",752
,"Montgomery County, PA","42091","Female","F",4124
,"Montgomery County, PA","42091","Male","M",4391
,"Northampton County, PA","42095","Female","F",1459
,"Northampton County, PA","42095","Male","M",1450
,"Philadelphia County, PA","42101","Female","F",10075
,"Philadelphia County, PA","42101","Male","M",10616
,"Schuylkill County, PA","42107","Female","F",631
,"Schuylkill County, PA","42107","Male","M",641
,"Washington County, PA","42125","Female","F",1020
,"Washington County, PA","42125","Male","M",1043
,"Westmoreland County, PA","42129","Female","F",1379
,"Westmoreland County, PA","42129","Male","M",1470
,"York County, PA","42133","Female","F",2265
,"York County, PA","42133","Male","M",2442
,"Unidentified Counties, PA","42999","Female","F",7737
,"Unidentified Counties, PA","42999","Male","M",8190
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Pennsylvania (42)"
"Year: 2018"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:57:44 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:57:44 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
