Session Title,"Base Patients, % with HbA1c 6.5+, % with BMI 30+, by state and BRFSS age",,,
Session ID,2748555,,,
Data Model,Patients,,,
Population Base,All Patients,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,Base Patient,,,
Session Date Range,1/1/2023 - 7/17/2025,,,
Export User,Stephanie Perniciaro,,,
Date of Export,8/11/2025,,,
,,,,
,,,,
,Measures,Number of Patients,Percentage with Base Patient followed by Hemoglobin A1C 6.5% or more within 10 years (%),Percentage with Base Patient followed by BMI 30.0  or more within 10 years (%)
State of Residence (U.S.),Age in Years (Current),,,
,≥ 55 and < 65,108944,13%,51%
,65 or more,212120,15.2%,42.8%
,No value,11,-,-
,Total,687018,8.9%,41.6%
North Dakota,Less than 18,147992,0.291%,4.5%
,≥ 18 and < 25,57901,0.895%,24.6%
,≥ 25 and < 35,90452,1.7%,41.7%
,≥ 35 and < 45,91433,3.8%,50.2%
,≥ 45 and < 55,70802,8.4%,56.4%
,≥ 55 and < 65,73459,12.8%,55.9%
,65 or more,141501,17.1%,53%
,No value,10 or fewer,-,-
,Total,673542,6.8%,38.7%
New Hampshire,Less than 18,103026,0.529%,4.6%
,≥ 18 and < 25,48765,1.2%,19.4%
,≥ 25 and < 35,65865,1.5%,34.8%
,≥ 35 and < 45,70454,3%,42.4%
,≥ 45 and < 55,68997,6.5%,46.6%
,≥ 55 and < 65,97453,9.7%,46.1%
,65 or more,193462,12.4%,40.2%
,No value,10 or fewer,-,-
,Total,648025,6.5%,34.2%
Delaware,Less than 18,145432,0.386%,6%
,≥ 18 and < 25,48957,1.2%,26.5%
,≥ 25 and < 35,51643,1.9%,46.7%
,≥ 35 and < 45,53420,4.7%,53.1%
,≥ 45 and < 55,48735,10.7%,56%
,≥ 55 and < 65,63260,16.6%,54.4%
,65 or more,132131,19.7%,47.1%
,No value,10 or fewer,-,-
,Total,543586,8.5%,36.5%
South Dakota,Less than 18,112569,0.322%,4.1%
,≥ 18 and < 25,45513,0.903%,22%
,≥ 25 and < 35,63782,1.6%,36.3%
,≥ 35 and < 45,63030,3.6%,42.8%
,≥ 45 and < 55,53502,7.8%,47.6%
,≥ 55 and < 65,57615,11.4%,47.7%
,65 or more,113215,15.2%,44%
,No value,10 or fewer,-,-
,Total,509227,6.3%,32.9%
Vermont,Less than 18,60389,0.487%,4.5%
,≥ 18 and < 25,31062,1%,17.7%
,≥ 25 and < 35,48181,1.3%,29.7%
,≥ 35 and < 45,56155,2.2%,36%
,≥ 45 and < 55,52898,4.7%,39.4%
,≥ 55 and < 65,66722,7.4%,41.2%
,65 or more,139055,10%,37.6%
,No value,10 or fewer,-,-
,Total,454465,5.2%,31.5%
Montana,Less than 18,67761,0.239%,3.6%
,≥ 18 and < 25,35706,0.636%,16.4%
,≥ 25 and < 35,54757,1.1%,27.7%
,≥ 35 and < 45,50968,2.2%,33.7%
,≥ 45 and < 55,42945,5.2%,38.6%
,≥ 55 and < 65,44859,8.3%,39.3%
,65 or more,89500,10.8%,35.1%
,No value,10 or fewer,-,-
,Total,386501,4.6%,27.5%
New Mexico,Less than 18,30569,0.062%,5.2%
,≥ 18 and < 25,21032,0.647%,24.4%
,≥ 25 and < 35,41956,1.6%,38.9%
,≥ 35 and < 45,45154,3.5%,42.1%
,≥ 45 and < 55,41564,7.2%,45.3%
,≥ 55 and < 65,52116,10%,42.7%
,65 or more,118935,10.5%,33.2%
,No value,10 or fewer,-,-
,Total,351327,6.6%,34.9%
Wyoming,Less than 18,38669,0.403%,3.7%
,≥ 18 and < 25,15600,1%,21.1%
,≥ 25 and < 35,21098,1.6%,37.3%
,≥ 35 and < 45,22262,3.4%,42.9%
,≥ 45 and < 55,21072,7.5%,47.6%
,≥ 55 and < 65,24763,11%,46.9%
,65 or more,56891,14.1%,41.4%
,No value,10 or fewer,-,-
,Total,200355,6.9%,33.6%
Rhode Island,Less than 18,32229,0.146%,6.6%
,≥ 18 and < 25,16668,0.66%,20.1%
,≥ 25 and < 35,28121,1.5%,32.5%
,≥ 35 and < 45,24652,3.7%,40.8%
,≥ 45 and < 55,20663,8.2%,44.7%
,≥ 55 and < 65,26167,11.9%,43.9%
,65 or more,49107,13.4%,39.6%
,No value,10 or fewer,-,-
,Total,197608,6.5%,32.8%
District of Columbia,Less than 18,4628,-,3%
,≥ 18 and < 25,9048,0.575%,16.5%
,≥ 25 and < 35,39923,0.874%,21.3%
,≥ 35 and < 45,34697,1.9%,27.4%
,≥ 45 and < 55,21674,4.4%,33.2%
,≥ 55 and < 65,19755,8.5%,35.9%
,65 or more,31073,9.2%,27.6%
,No value,10 or fewer,-,-
,Total,160799,4.1%,26.4%
Puerto Rico,Less than 18,16186,-,7.4%
,≥ 18 and < 25,6455,0.511%,27.1%
,≥ 25 and < 35,9423,1.1%,40.4%
,≥ 35 and < 45,8520,3.4%,48.5%
,≥ 45 and < 55,9323,7.6%,52.5%
,≥ 55 and < 65,10886,11.7%,48.2%
,65 or more,14088,12%,33.5%
,No value,10 or fewer,-,-
,Total,74881,5.5%,34.4%
Alaska,Less than 18,2758,-,3.3%
,≥ 18 and < 25,1961,0.714%,15.8%
,≥ 25 and < 35,2371,1%,29.3%
,≥ 35 and < 45,2163,2.7%,37.8%
,≥ 45 and < 55,1815,6.3%,40.4%
,≥ 55 and < 65,2324,9%,36.9%
,65 or more,5347,10.2%,32.8%
,No value,10 or fewer,-,-
,Total,18739,5.2%,28.1%
Virgin Islands,Less than 18,199,-,-
,≥ 18 and < 25,130,-,14.6%
,≥ 25 and < 35,236,-,31.8%
,≥ 35 and < 45,481,2.7%,36.2%
,≥ 45 and < 55,933,7.3%,44.1%
,≥ 55 and < 65,1465,9.8%,43.3%
,65 or more,2990,13.1%,28.4%
,No value,10 or fewer,-,-
,Total,6434,9.7%,33.7%
Armed Forces Africa,Less than 18,232,-,-
,≥ 18 and < 25,89,-,-
,≥ 25 and < 35,121,-,28.9%
,≥ 35 and < 45,311,-,30.2%
,≥ 45 and < 55,387,-,31.3%
,≥ 55 and < 65,274,5.5%,36.5%
,65 or more,80,-,35%
,No value,10 or fewer,-,-
,Total,1494,2.3%,26.1%
Guam,Less than 18,80,-,-
,≥ 18 and < 25,46,-,-
,≥ 25 and < 35,83,-,32.5%
,≥ 35 and < 45,88,-,31.8%
,≥ 45 and < 55,131,-,44.3%
,≥ 55 and < 65,203,13.3%,38.9%
,65 or more,416,13%,32.5%
,No value,10 or fewer,-,-
,Total,1047,9.1%,31.9%
None of the above,Less than 18,260796,0.294%,4.3%
,≥ 18 and < 25,140538,0.823%,20.5%
,≥ 25 and < 35,291287,1.3%,30.5%
,≥ 35 and < 45,254508,2.9%,36.2%
,≥ 45 and < 55,204628,6.5%,40.3%
,≥ 55 and < 65,217132,9.8%,40.9%
,65 or more,361934,12.3%,36.6%
,No value,10 or fewer,-,-
,Total,1730833,5.3%,30.3%
Total,Less than 18,26844183,0.299%,5.5%
,≥ 18 and < 25,12068724,0.918%,24.2%
,≥ 25 and < 35,18692262,1.6%,38.5%
,≥ 35 and < 45,19148620,3.7%,44.7%
,≥ 45 and < 55,17809325,8.2%,48.2%
,≥ 55 and < 65,19799028,12.5%,48.2%
,65 or more,36821735,15.4%,42.4%
,No value,1008,17.7%,43.6%
,Total,151184885,7.1%,35.7%
