,,,65 Years or more,13,28299
,,,No value,10 or fewer,10 or fewer
,,,Total,142,120274
,,Illinois,Less than 15 Years,10 or fewer,23335
,,,≥ 15 and < 25 Years,10 or fewer,17389
,,,≥ 25 and < 45 Years,48,36153
,,,≥ 45 and < 65 Years,60,33303
,,,65 Years or more,24,38999
,,,No value,10 or fewer,10 or fewer
,,,Total,142,149179
,,Georgia,Less than 15 Years,10 or fewer,27033
,,,≥ 15 and < 25 Years,10 or fewer,14850
,,,≥ 25 and < 45 Years,70,32535
,,,≥ 45 and < 65 Years,35,29498
,,,65 Years or more,11,24996
,,,No value,10 or fewer,10 or fewer
,,,Total,125,128912
,,South Carolina,Less than 15 Years,10 or fewer,16866
,,,≥ 15 and < 25 Years,18,13723
,,,≥ 25 and < 45 Years,94,31838
,,,≥ 45 and < 65 Years,59,29339
,,,65 Years or more,20,29116
,,,No value,10 or fewer,10 or fewer
,,,Total,192,120884
,,New Jersey,Less than 15 Years,10 or fewer,10566
,,,≥ 15 and < 25 Years,10 or fewer,8282
,,,≥ 25 and < 45 Years,40,18800
,,,≥ 45 and < 65 Years,33,17760
,,,65 Years or more,10 or fewer,18983
,,,No value,10 or fewer,10 or fewer
,,,Total,86,74391
,,Colorado,Less than 15 Years,10 or fewer,19833
,,,≥ 15 and < 25 Years,22,11455
,,,≥ 25 and < 45 Years,49,22401
,,,≥ 45 and < 65 Years,11,15870
,,,65 Years or more,10 or fewer,15020
,,,No value,10 or fewer,10 or fewer
,,,Total,85,84579
,,Connecticut,Less than 15 Years,10 or fewer,12270
,,,≥ 15 and < 25 Years,10 or fewer,9231
,,,≥ 25 and < 45 Years,27,21225
,,,≥ 45 and < 65 Years,37,20139
,,,65 Years or more,10 or fewer,21366
,,,No value,10 or fewer,10 or fewer
,,,Total,76,84231
,,Massachusetts,Less than 15 Years,10 or fewer,9094
,,,≥ 15 and < 25 Years,10 or fewer,7940
,,,≥ 25 and < 45 Years,65,18949
,,,≥ 45 and < 65 Years,41,16689
,,,65 Years or more,10 or fewer,17814
,,,No value,10 or fewer,10 or fewer
,,,Total,112,70486
,,Indiana,Less than 15 Years,10 or fewer,10479
,,,≥ 15 and < 25 Years,13,9784
,,,≥ 25 and < 45 Years,70,22485
,,,≥ 45 and < 65 Years,44,20229
,,,65 Years or more,10 or fewer,20028
,,,No value,10 or fewer,10 or fewer
,,,Total,140,83005
,,Louisiana,Less than 15 Years,10 or fewer,12952
,,,≥ 15 and < 25 Years,16,9888
,,,≥ 25 and < 45 Years,71,20401
,,,≥ 45 and < 65 Years,22,17450
,,,65 Years or more,10 or fewer,15910
,,,No value,10 or fewer,10 or fewer
,,,Total,113,76601
,,Mississippi,Less than 15 Years,10 or fewer,8588
,,,≥ 15 and < 25 Years,15,6840
,,,≥ 25 and < 45 Years,17,15089
,,,≥ 45 and < 65 Years,10 or fewer,14180
,,,65 Years or more,10 or fewer,13795
,,,No value,10 or fewer,10 or fewer
,,,Total,42,58492
,,Tennessee,Less than 15 Years,10 or fewer,7738
,,,≥ 15 and < 25 Years,10 or fewer,5171
,,,≥ 25 and < 45 Years,31,10878
,,,≥ 45 and < 65 Years,12,10367
,,,65 Years or more,10 or fewer,10563
,,,No value,10 or fewer,10 or fewer
,,,Total,57,44717
,,Wisconsin,Less than 15 Years,10 or fewer,12496
,,,≥ 15 and < 25 Years,10 or fewer,8457
,,,≥ 25 and < 45 Years,31,17713
,,,≥ 45 and < 65 Years,12,16183
,,,65 Years or more,10 or fewer,17950
,,,No value,10 or fewer,10 or fewer
,,,Total,51,72799
,,Minnesota,Less than 15 Years,10 or fewer,8584
,,,≥ 15 and < 25 Years,17,7753
,,,≥ 25 and < 45 Years,66,17563
,,,≥ 45 and < 65 Years,26,15448
,,,65 Years or more,10 or fewer,17458
,,,No value,10 or fewer,10 or fewer
,,,Total,112,66806
,,Kentucky,Less than 15 Years,10 or fewer,12086
,,,≥ 15 and < 25 Years,10 or fewer,7195
,,,≥ 25 and < 45 Years,52,15340
,,,≥ 45 and < 65 Years,22,15066
,,,65 Years or more,10 or fewer,15704
,,,No value,10 or fewer,10 or fewer
,,,Total,88,65392
,,Maryland,Less than 15 Years,10 or fewer,8145
,,,≥ 15 and < 25 Years,12,6951
,,,≥ 25 and < 45 Years,39,17057
,,,≥ 45 and < 65 Years,30,15410
,,,65 Years or more,10 or fewer,15568
,,,No value,10 or fewer,13
,,,Total,87,63144
,,Oregon,Less than 15 Years,10 or fewer,6147
,,,≥ 15 and < 25 Years,10 or fewer,4791
,,,≥ 25 and < 45 Years,54,10354
,,,≥ 45 and < 65 Years,28,9306
,,,65 Years or more,10 or fewer,10818
,,,No value,10 or fewer,10 or fewer
,,,Total,100,41416
,,Iowa,Less than 15 Years,10 or fewer,5451
,,,≥ 15 and < 25 Years,10 or fewer,4052
,,,≥ 25 and < 45 Years,13,8584
,,,≥ 45 and < 65 Years,10 or fewer,7721
,,,65 Years or more,10 or fewer,8448
,,,No value,10 or fewer,10 or fewer
,,,Total,26,34256
,,Oklahoma,Less than 15 Years,10 or fewer,4550
,,,≥ 15 and < 25 Years,10 or fewer,3153
,,,≥ 25 and < 45 Years,17,7417
,,,≥ 45 and < 65 Years,10 or fewer,6837
,,,65 Years or more,10 or fewer,7385
,,,No value,10 or fewer,10 or fewer
,,,Total,31,29342
,,West Virginia,Less than 15 Years,10 or fewer,3465
,,,≥ 15 and < 25 Years,10 or fewer,3266
,,,≥ 25 and < 45 Years,10 or fewer,6636
,,,≥ 45 and < 65 Years,10 or fewer,7091
,,,65 Years or more,10 or fewer,7460
,,,No value,10 or fewer,10 or fewer
,,,Total,11,27918
,,Arizona,Less than 15 Years,10 or fewer,3647
,,,≥ 15 and < 25 Years,10 or fewer,2857
,,,≥ 25 and < 45 Years,17,6840
,,,≥ 45 and < 65 Years,10 or fewer,6621
,,,65 Years or more,10 or fewer,8440
,,,No value,10 or fewer,10 or fewer
,,,Total,27,28406
,,Arkansas,Less than 15 Years,10 or fewer,8704
,,,≥ 15 and < 25 Years,10 or fewer,4004
,,,≥ 25 and < 45 Years,13,8206
,,,≥ 45 and < 65 Years,10 or fewer,7041
,,,65 Years or more,10 or fewer,6629
,,,No value,10 or fewer,10 or fewer
,,,Total,25,34584
,,Washington,Less than 15 Years,10 or fewer,3786
,,,≥ 15 and < 25 Years,10 or fewer,3335
,,,≥ 25 and < 45 Years,37,8199
,,,≥ 45 and < 65 Years,23,7043
,,,65 Years or more,10 or fewer,8564
,,,No value,10 or fewer,10 or fewer
,,,Total,70,30927
,,Idaho,Less than 15 Years,10 or fewer,3087
,,,≥ 15 and < 25 Years,10 or fewer,3072
,,,≥ 25 and < 45 Years,15,6603
,,,≥ 45 and < 65 Years,10 or fewer,5981
,,,65 Years or more,10 or fewer,7018
,,,No value,10 or fewer,10 or fewer
,,,Total,23,25761
,,Kansas,Less than 15 Years,10 or fewer,1790
,,,≥ 15 and < 25 Years,10 or fewer,2028
,,,≥ 25 and < 45 Years,10 or fewer,4454
,,,≥ 45 and < 65 Years,10 or fewer,4084
,,,65 Years or more,10 or fewer,4600
,,,No value,10 or fewer,10 or fewer
,,,Total,17,16956
,,Hawaii,Less than 15 Years,10 or fewer,4010
,,,≥ 15 and < 25 Years,10 or fewer,2105
,,,≥ 25 and < 45 Years,10 or fewer,5128
,,,≥ 45 and < 65 Years,10 or fewer,5660
,,,65 Years or more,10 or fewer,6332
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,23235
,,Missouri,Less than 15 Years,10 or fewer,1297
,,,≥ 15 and < 25 Years,10 or fewer,2175
,,,≥ 25 and < 45 Years,10 or fewer,5311
,,,≥ 45 and < 65 Years,10 or fewer,4981
,,,65 Years or more,10 or fewer,5764
,,,No value,10 or fewer,10 or fewer
,,,Total,14,19528
,,Nebraska,Less than 15 Years,10 or fewer,2162
,,,≥ 15 and < 25 Years,10 or fewer,2606
,,,≥ 25 and < 45 Years,10 or fewer,5862
,,,≥ 45 and < 65 Years,10 or fewer,4733
,,,65 Years or more,10 or fewer,4799
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,20162
,,Maine,Less than 15 Years,10 or fewer,2004
,,,≥ 15 and < 25 Years,10 or fewer,2115
,,,≥ 25 and < 45 Years,17,5215
,,,≥ 45 and < 65 Years,10 or fewer,5436
,,,65 Years or more,10 or fewer,7075
,,,No value,10 or fewer,10 or fewer
,,,Total,26,21845
,,Nevada,Less than 15 Years,10 or fewer,3177
,,,≥ 15 and < 25 Years,10 or fewer,2096
,,,≥ 25 and < 45 Years,10 or fewer,5155
,,,≥ 45 and < 65 Years,10 or fewer,4789
,,,65 Years or more,10 or fewer,3589
,,,No value,10 or fewer,10 or fewer
,,,Total,15,18806
,,Rhode Island,Less than 15 Years,10 or fewer,3277
,,,≥ 15 and < 25 Years,10 or fewer,1727
,,,≥ 25 and < 45 Years,10 or fewer,3749
,,,≥ 45 and < 65 Years,10 or fewer,3909
,,,65 Years or more,10 or fewer,4687
,,,No value,10 or fewer,10 or fewer
,,,Total,13,17349
,,Alabama,Less than 15 Years,10 or fewer,1780
,,,≥ 15 and < 25 Years,10 or fewer,1837
,,,≥ 25 and < 45 Years,10 or fewer,4868
,,,≥ 45 and < 65 Years,10 or fewer,4835
,,,65 Years or more,10 or fewer,4535
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,17855
,,Delaware,Less than 15 Years,10 or fewer,4106
,,,≥ 15 and < 25 Years,10 or fewer,2032
,,,≥ 25 and < 45 Years,23,3907
,,,≥ 45 and < 65 Years,11,3384
,,,65 Years or more,10 or fewer,3467
,,,No value,10 or fewer,10 or fewer
,,,Total,34,16898
,,North Dakota,Less than 15 Years,10 or fewer,1586
,,,≥ 15 and < 25 Years,10 or fewer,1561
,,,≥ 25 and < 45 Years,10 or fewer,3606
,,,≥ 45 and < 65 Years,10 or fewer,2923
,,,65 Years or more,10 or fewer,2871
,,,No value,10 or fewer,10 or fewer
,,,Total,15,12547
,,Utah,Less than 15 Years,10 or fewer,232
,,,≥ 15 and < 25 Years,10 or fewer,833
,,,≥ 25 and < 45 Years,10 or fewer,2181
,,,≥ 45 and < 65 Years,10 or fewer,1708
,,,65 Years or more,10 or fewer,1169
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6123
,,Vermont,Less than 15 Years,10 or fewer,889
,,,≥ 15 and < 25 Years,10 or fewer,977
,,,≥ 25 and < 45 Years,10 or fewer,2336
,,,≥ 45 and < 65 Years,10 or fewer,2271
,,,65 Years or more,10 or fewer,2891
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,9364
,,Montana,Less than 15 Years,10 or fewer,765
,,,≥ 15 and < 25 Years,10 or fewer,630
,,,≥ 25 and < 45 Years,10 or fewer,1230
,,,≥ 45 and < 65 Years,10 or fewer,995
,,,65 Years or more,10 or fewer,1122
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,4742
,,New Hampshire,Less than 15 Years,10 or fewer,728
,,,≥ 15 and < 25 Years,10 or fewer,740
,,,≥ 25 and < 45 Years,10 or fewer,1612
,,,≥ 45 and < 65 Years,10 or fewer,1797
,,,65 Years or more,10 or fewer,2736
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7613
,,New Mexico,Less than 15 Years,10 or fewer,710
,,,≥ 15 and < 25 Years,10 or fewer,939
,,,≥ 25 and < 45 Years,10 or fewer,2468
,,,≥ 45 and < 65 Years,10 or fewer,2127
,,,65 Years or more,10 or fewer,2168
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8412
,,South Dakota,Less than 15 Years,10 or fewer,1019
,,,≥ 15 and < 25 Years,10 or fewer,877
,,,≥ 25 and < 45 Years,10 or fewer,1720
,,,≥ 45 and < 65 Years,10 or fewer,1563
,,,65 Years or more,10 or fewer,1794
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6973
,,Wyoming,Less than 15 Years,10 or fewer,587
,,,≥ 15 and < 25 Years,10 or fewer,624
,,,≥ 25 and < 45 Years,10 or fewer,1075
,,,≥ 45 and < 65 Years,10 or fewer,1011
,,,65 Years or more,10 or fewer,1105
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,4402
,,District of Columbia,Less than 15 Years,10 or fewer,146
,,,≥ 15 and < 25 Years,10 or fewer,215
,,,≥ 25 and < 45 Years,10 or fewer,939
,,,≥ 45 and < 65 Years,10 or fewer,422
,,,65 Years or more,10 or fewer,278
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,2001
,,Puerto Rico,Less than 15 Years,10 or fewer,68
,,,≥ 15 and < 25 Years,10 or fewer,36
,,,≥ 25 and < 45 Years,10 or fewer,90
,,,≥ 45 and < 65 Years,10 or fewer,103
,,,65 Years or more,10 or fewer,131
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,428
,,Alaska,Less than 15 Years,10 or fewer,32
,,,≥ 15 and < 25 Years,10 or fewer,37
,,,≥ 25 and < 45 Years,10 or fewer,43
,,,≥ 45 and < 65 Years,10 or fewer,63
,,,65 Years or more,10 or fewer,73
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,248
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,12
,,,≥ 45 and < 65 Years,10 or fewer,26
,,,65 Years or more,10 or fewer,23
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,68
,,None of the above,Less than 15 Years,10 or fewer,8096
,,,≥ 15 and < 25 Years,13,7112
,,,≥ 25 and < 45 Years,68,16265
,,,≥ 45 and < 65 Years,33,12552
,,,65 Years or more,10 or fewer,10800
,,,No value,10 or fewer,10 or fewer
,,,Total,120,54825
,,Total,Less than 15 Years,30,558506
,,,≥ 15 and < 25 Years,412,429846
,,,≥ 25 and < 45 Years,2213,971621
,,,≥ 45 and < 65 Years,1212,872172
,,,65 Years or more,358,905153
,,,No value,10 or fewer,37
,,,Total,4225,3737335
,Feb,Texas,Less than 15 Years,10 or fewer,51714
,,,≥ 15 and < 25 Years,15,31624
,,,≥ 25 and < 45 Years,62,66864
,,,≥ 45 and < 65 Years,16,59688
,,,65 Years or more,15,57382
,,,No value,10 or fewer,10 or fewer
,,,Total,108,267272
,,Florida,Less than 15 Years,10 or fewer,61437
,,,≥ 15 and < 25 Years,23,34542
,,,≥ 25 and < 45 Years,161,76372
,,,≥ 45 and < 65 Years,98,66251
,,,65 Years or more,27,69553
,,,No value,10 or fewer,10 or fewer
,,,Total,309,308157
,,Ohio,Less than 15 Years,10 or fewer,41205
,,,≥ 15 and < 25 Years,25,34571
,,,≥ 25 and < 45 Years,237,77870
,,,≥ 45 and < 65 Years,102,67951
,,,65 Years or more,21,67986
,,,No value,10 or fewer,10 or fewer
,,,Total,387,289583
,,Pennsylvania,Less than 15 Years,10 or fewer,26391
,,,≥ 15 and < 25 Years,21,21891
,,,≥ 25 and < 45 Years,100,50761
,,,≥ 45 and < 65 Years,59,47171
,,,65 Years or more,12,53773
,,,No value,10 or fewer,10 or fewer
,,,Total,194,199988
,,North Carolina,Less than 15 Years,10 or fewer,26738
,,,≥ 15 and < 25 Years,27,20188
,,,≥ 25 and < 45 Years,120,45172
,,,≥ 45 and < 65 Years,74,39655
,,,65 Years or more,18,40475
,,,No value,10 or fewer,10 or fewer
,,,Total,240,172230
,,New York,Less than 15 Years,10 or fewer,21326
,,,≥ 15 and < 25 Years,10 or fewer,18662
,,,≥ 25 and < 45 Years,77,43695
,,,≥ 45 and < 65 Years,64,38300
,,,65 Years or more,20,40388
,,,No value,10 or fewer,10 or fewer
,,,Total,167,162372
,,Virginia,Less than 15 Years,10 or fewer,23841
,,,≥ 15 and < 25 Years,25,18646
,,,≥ 25 and < 45 Years,105,44164
,,,≥ 45 and < 65 Years,86,38557
,,,65 Years or more,29,39366
,,,No value,10 or fewer,10 or fewer
,,,Total,245,164575
,,Michigan,Less than 15 Years,10 or fewer,16027
,,,≥ 15 and < 25 Years,10 or fewer,13853
,,,≥ 25 and < 45 Years,72,32532
,,,≥ 45 and < 65 Years,31,29662
,,,65 Years or more,20,32328
,,,No value,10 or fewer,10 or fewer
,,,Total,129,124402
,,California,Less than 15 Years,10 or fewer,19087
,,,≥ 15 and < 25 Years,20,12686
,,,≥ 25 and < 45 Years,96,30225
,,,≥ 45 and < 65 Years,50,26952
,,,65 Years or more,11,26373
,,,No value,10 or fewer,10 or fewer
,,,Total,177,115323
,,Illinois,Less than 15 Years,10 or fewer,25959
,,,≥ 15 and < 25 Years,10 or fewer,16599
,,,≥ 25 and < 45 Years,56,33939
,,,≥ 45 and < 65 Years,51,31079
,,,65 Years or more,10 or fewer,35500
,,,No value,10 or fewer,10 or fewer
,,,Total,126,143080
,,Georgia,Less than 15 Years,10 or fewer,27605
,,,≥ 15 and < 25 Years,10 or fewer,13636
,,,≥ 25 and < 45 Years,80,29542
,,,≥ 45 and < 65 Years,27,26604
,,,65 Years or more,10 or fewer,22331
,,,No value,10 or fewer,10 or fewer
,,,Total,122,119718
,,South Carolina,Less than 15 Years,10 or fewer,17123
,,,≥ 15 and < 25 Years,11,12877
,,,≥ 25 and < 45 Years,90,29126
,,,≥ 45 and < 65 Years,53,26389
,,,65 Years or more,16,25369
,,,No value,10 or fewer,10 or fewer
,,,Total,172,110886
,,New Jersey,Less than 15 Years,10 or fewer,10549
,,,≥ 15 and < 25 Years,10 or fewer,7599
,,,≥ 25 and < 45 Years,37,16415
,,,≥ 45 and < 65 Years,23,16053
,,,65 Years or more,10 or fewer,17018
,,,No value,10 or fewer,10 or fewer
,,,Total,69,67635
,,Colorado,Less than 15 Years,10 or fewer,21556
,,,≥ 15 and < 25 Years,13,10605
,,,≥ 25 and < 45 Years,58,20101
,,,≥ 45 and < 65 Years,20,14336
,,,65 Years or more,10 or fewer,13619
,,,No value,10 or fewer,10 or fewer
,,,Total,97,80218
,,Connecticut,Less than 15 Years,10 or fewer,12861
,,,≥ 15 and < 25 Years,10 or fewer,8513
,,,≥ 25 and < 45 Years,40,18552
,,,≥ 45 and < 65 Years,15,17932
,,,65 Years or more,10 or fewer,18867
,,,No value,10 or fewer,10 or fewer
,,,Total,68,76725
,,Massachusetts,Less than 15 Years,10 or fewer,9190
,,,≥ 15 and < 25 Years,10 or fewer,7504
,,,≥ 25 and < 45 Years,47,17182
,,,≥ 45 and < 65 Years,38,15039
,,,65 Years or more,10 or fewer,15846
,,,No value,10 or fewer,10 or fewer
,,,Total,101,64761
,,Indiana,Less than 15 Years,10 or fewer,11393
,,,≥ 15 and < 25 Years,18,9310
,,,≥ 25 and < 45 Years,93,20320
,,,≥ 45 and < 65 Years,36,18636
,,,65 Years or more,10 or fewer,18441
,,,No value,10 or fewer,10 or fewer
,,,Total,153,78100
,,Louisiana,Less than 15 Years,10 or fewer,12206
,,,≥ 15 and < 25 Years,10 or fewer,8935
,,,≥ 25 and < 45 Years,76,18223
,,,≥ 45 and < 65 Years,26,15871
,,,65 Years or more,10 or fewer,14697
,,,No value,10 or fewer,10 or fewer
,,,Total,118,69932
,,Mississippi,Less than 15 Years,10 or fewer,8222
,,,≥ 15 and < 25 Years,10 or fewer,6167
,,,≥ 25 and < 45 Years,15,13521
,,,≥ 45 and < 65 Years,10 or fewer,12651
,,,65 Years or more,10 or fewer,12158
,,,No value,10 or fewer,10 or fewer
,,,Total,35,52719
,,Tennessee,Less than 15 Years,10 or fewer,7681
,,,≥ 15 and < 25 Years,10 or fewer,4795
,,,≥ 25 and < 45 Years,35,9844
,,,≥ 45 and < 65 Years,11,9569
,,,65 Years or more,10 or fewer,9415
,,,No value,10 or fewer,10 or fewer
,,,Total,55,41304
,,Wisconsin,Less than 15 Years,10 or fewer,12509
,,,≥ 15 and < 25 Years,10 or fewer,7707
,,,≥ 25 and < 45 Years,27,16164
,,,≥ 45 and < 65 Years,10 or fewer,14832
,,,65 Years or more,10 or fewer,15996
,,,No value,10 or fewer,10 or fewer
,,,Total,44,67208
,,Minnesota,Less than 15 Years,10 or fewer,9166
,,,≥ 15 and < 25 Years,15,7696
,,,≥ 25 and < 45 Years,54,16621
,,,≥ 45 and < 65 Years,25,14581
,,,65 Years or more,10 or fewer,16709
,,,No value,10 or fewer,10 or fewer
,,,Total,100,64773
,,Kentucky,Less than 15 Years,10 or fewer,12632
,,,≥ 15 and < 25 Years,10 or fewer,6897
,,,≥ 25 and < 45 Years,48,14098
,,,≥ 45 and < 65 Years,32,14032
,,,65 Years or more,10 or fewer,14568
,,,No value,10 or fewer,10 or fewer
,,,Total,94,62227
,,Maryland,Less than 15 Years,10 or fewer,8398
,,,≥ 15 and < 25 Years,12,6608
,,,≥ 25 and < 45 Years,32,15274
,,,≥ 45 and < 65 Years,40,14019
,,,65 Years or more,10 or fewer,13775
,,,No value,10 or fewer,15
,,,Total,94,58089
,,Oregon,Less than 15 Years,10 or fewer,6487
,,,≥ 15 and < 25 Years,10 or fewer,4257
,,,≥ 25 and < 45 Years,45,9635
,,,≥ 45 and < 65 Years,10 or fewer,8659
,,,65 Years or more,10 or fewer,9726
,,,No value,10 or fewer,10 or fewer
,,,Total,66,38764
,,Iowa,Less than 15 Years,10 or fewer,5444
,,,≥ 15 and < 25 Years,10 or fewer,3703
,,,≥ 25 and < 45 Years,12,7871
,,,≥ 45 and < 65 Years,10 or fewer,7174
,,,65 Years or more,10 or fewer,7781
,,,No value,10 or fewer,10 or fewer
,,,Total,27,31974
,,Oklahoma,Less than 15 Years,10 or fewer,4383
,,,≥ 15 and < 25 Years,10 or fewer,2810
,,,≥ 25 and < 45 Years,29,6635
,,,≥ 45 and < 65 Years,10 or fewer,6433
,,,65 Years or more,10 or fewer,6800
,,,No value,10 or fewer,10 or fewer
,,,Total,46,27061
,,West Virginia,Less than 15 Years,10 or fewer,3826
,,,≥ 15 and < 25 Years,10 or fewer,3001
,,,≥ 25 and < 45 Years,10 or fewer,6177
,,,≥ 45 and < 65 Years,10 or fewer,6455
,,,65 Years or more,10 or fewer,6873
,,,No value,10 or fewer,10 or fewer
,,,Total,13,26332
,,Arizona,Less than 15 Years,10 or fewer,3599
,,,≥ 15 and < 25 Years,10 or fewer,2562
,,,≥ 25 and < 45 Years,18,6168
,,,≥ 45 and < 65 Years,10 or fewer,5956
,,,65 Years or more,10 or fewer,7844
,,,No value,10 or fewer,10 or fewer
,,,Total,28,26129
,,Arkansas,Less than 15 Years,10 or fewer,8108
,,,≥ 15 and < 25 Years,10 or fewer,3790
,,,≥ 25 and < 45 Years,23,7272
,,,≥ 45 and < 65 Years,10 or fewer,6513
,,,65 Years or more,10 or fewer,6077
,,,No value,10 or fewer,10 or fewer
,,,Total,29,31760
,,Washington,Less than 15 Years,10 or fewer,3994
,,,≥ 15 and < 25 Years,11,2948
,,,≥ 25 and < 45 Years,38,7658
,,,≥ 45 and < 65 Years,16,6547
,,,65 Years or more,10 or fewer,7958
,,,No value,10 or fewer,10 or fewer
,,,Total,68,29105
,,Idaho,Less than 15 Years,10 or fewer,3586
,,,≥ 15 and < 25 Years,10 or fewer,3071
,,,≥ 25 and < 45 Years,20,6394
,,,≥ 45 and < 65 Years,10 or fewer,5385
,,,65 Years or more,10 or fewer,6488
,,,No value,10 or fewer,10 or fewer
,,,Total,37,24924
,,Kansas,Less than 15 Years,10 or fewer,1809
,,,≥ 15 and < 25 Years,10 or fewer,1932
,,,≥ 25 and < 45 Years,10 or fewer,3921
,,,≥ 45 and < 65 Years,10 or fewer,3712
,,,65 Years or more,10 or fewer,4486
,,,No value,10 or fewer,10 or fewer
,,,Total,14,15860
,,Hawaii,Less than 15 Years,10 or fewer,3537
,,,≥ 15 and < 25 Years,10 or fewer,1835
,,,≥ 25 and < 45 Years,10 or fewer,4715
,,,≥ 45 and < 65 Years,10 or fewer,4878
,,,65 Years or more,10 or fewer,5696
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,20661
,,Missouri,Less than 15 Years,10 or fewer,1314
,,,≥ 15 and < 25 Years,10 or fewer,2020
,,,≥ 25 and < 45 Years,10 or fewer,4788
,,,≥ 45 and < 65 Years,10 or fewer,4516
,,,65 Years or more,10 or fewer,5300
,,,No value,10 or fewer,10 or fewer
,,,Total,16,17938
,,Nebraska,Less than 15 Years,10 or fewer,2227
,,,≥ 15 and < 25 Years,10 or fewer,2595
,,,≥ 25 and < 45 Years,10 or fewer,5386
,,,≥ 45 and < 65 Years,10 or fewer,4469
,,,65 Years or more,10 or fewer,4427
,,,No value,10 or fewer,10 or fewer
,,,Total,11,19104
,,Maine,Less than 15 Years,10 or fewer,1993
