,,,≥ 15 and < 25 Years,10 or fewer,1893
,,,≥ 25 and < 45 Years,10 or fewer,4783
,,,≥ 45 and < 65 Years,14,4788
,,,65 Years or more,10 or fewer,6170
,,,No value,10 or fewer,10 or fewer
,,,Total,25,19627
,,Nevada,Less than 15 Years,10 or fewer,3516
,,,≥ 15 and < 25 Years,10 or fewer,1979
,,,≥ 25 and < 45 Years,10 or fewer,4760
,,,≥ 45 and < 65 Years,10 or fewer,4295
,,,65 Years or more,10 or fewer,3362
,,,No value,10 or fewer,10 or fewer
,,,Total,21,17912
,,Rhode Island,Less than 15 Years,10 or fewer,3111
,,,≥ 15 and < 25 Years,10 or fewer,1638
,,,≥ 25 and < 45 Years,15,3530
,,,≥ 45 and < 65 Years,10 or fewer,3811
,,,65 Years or more,10 or fewer,4480
,,,No value,10 or fewer,10 or fewer
,,,Total,21,16570
,,Alabama,Less than 15 Years,10 or fewer,1762
,,,≥ 15 and < 25 Years,10 or fewer,1793
,,,≥ 25 and < 45 Years,10 or fewer,4266
,,,≥ 45 and < 65 Years,10 or fewer,4460
,,,65 Years or more,10 or fewer,4269
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,16550
,,Delaware,Less than 15 Years,10 or fewer,3914
,,,≥ 15 and < 25 Years,10 or fewer,1911
,,,≥ 25 and < 45 Years,12,3600
,,,≥ 45 and < 65 Years,10 or fewer,3061
,,,65 Years or more,10 or fewer,3209
,,,No value,10 or fewer,10 or fewer
,,,Total,25,15695
,,North Dakota,Less than 15 Years,10 or fewer,1611
,,,≥ 15 and < 25 Years,10 or fewer,1450
,,,≥ 25 and < 45 Years,13,3323
,,,≥ 45 and < 65 Years,10 or fewer,2513
,,,65 Years or more,10 or fewer,2746
,,,No value,10 or fewer,10 or fewer
,,,Total,18,11643
,,Utah,Less than 15 Years,10 or fewer,238
,,,≥ 15 and < 25 Years,10 or fewer,775
,,,≥ 25 and < 45 Years,10 or fewer,1969
,,,≥ 45 and < 65 Years,10 or fewer,1599
,,,65 Years or more,10 or fewer,1105
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,5686
,,Vermont,Less than 15 Years,10 or fewer,952
,,,≥ 15 and < 25 Years,10 or fewer,903
,,,≥ 25 and < 45 Years,10 or fewer,2135
,,,≥ 45 and < 65 Years,10 or fewer,1968
,,,65 Years or more,10 or fewer,2497
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8455
,,Montana,Less than 15 Years,10 or fewer,687
,,,≥ 15 and < 25 Years,10 or fewer,651
,,,≥ 25 and < 45 Years,10 or fewer,1115
,,,≥ 45 and < 65 Years,10 or fewer,872
,,,65 Years or more,10 or fewer,1049
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,4374
,,New Hampshire,Less than 15 Years,10 or fewer,765
,,,≥ 15 and < 25 Years,10 or fewer,722
,,,≥ 25 and < 45 Years,10 or fewer,1512
,,,≥ 45 and < 65 Years,10 or fewer,1732
,,,65 Years or more,10 or fewer,2360
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7091
,,New Mexico,Less than 15 Years,10 or fewer,781
,,,≥ 15 and < 25 Years,10 or fewer,863
,,,≥ 25 and < 45 Years,10 or fewer,2386
,,,≥ 45 and < 65 Years,10 or fewer,1883
,,,65 Years or more,10 or fewer,1892
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7805
,,South Dakota,Less than 15 Years,10 or fewer,951
,,,≥ 15 and < 25 Years,10 or fewer,743
,,,≥ 25 and < 45 Years,10 or fewer,1448
,,,≥ 45 and < 65 Years,10 or fewer,1329
,,,65 Years or more,10 or fewer,1608
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6079
,,Wyoming,Less than 15 Years,10 or fewer,615
,,,≥ 15 and < 25 Years,10 or fewer,530
,,,≥ 25 and < 45 Years,10 or fewer,997
,,,≥ 45 and < 65 Years,10 or fewer,864
,,,65 Years or more,10 or fewer,1056
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,4062
,,District of Columbia,Less than 15 Years,10 or fewer,174
,,,≥ 15 and < 25 Years,10 or fewer,201
,,,≥ 25 and < 45 Years,10 or fewer,779
,,,≥ 45 and < 65 Years,10 or fewer,385
,,,65 Years or more,10 or fewer,260
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,1799
,,Puerto Rico,Less than 15 Years,10 or fewer,42
,,,≥ 15 and < 25 Years,10 or fewer,54
,,,≥ 25 and < 45 Years,10 or fewer,60
,,,≥ 45 and < 65 Years,10 or fewer,77
,,,65 Years or more,10 or fewer,79
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,312
,,Alaska,Less than 15 Years,10 or fewer,28
,,,≥ 15 and < 25 Years,10 or fewer,32
,,,≥ 25 and < 45 Years,10 or fewer,51
,,,≥ 45 and < 65 Years,10 or fewer,49
,,,65 Years or more,10 or fewer,65
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,225
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,10 or fewer
,,,≥ 45 and < 65 Years,10 or fewer,12
,,,65 Years or more,10 or fewer,18
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,40
,,None of the above,Less than 15 Years,10 or fewer,7976
,,,≥ 15 and < 25 Years,10 or fewer,6699
,,,≥ 25 and < 45 Years,59,14773
,,,≥ 45 and < 65 Years,21,11361
,,,65 Years or more,10 or fewer,9915
,,,No value,10 or fewer,10 or fewer
,,,Total,91,50724
,,Total,Less than 15 Years,22,572247
,,,≥ 15 and < 25 Years,367,399474
,,,≥ 25 and < 45 Years,2179,884691
,,,≥ 45 and < 65 Years,1127,791566
,,,65 Years or more,313,817529
,,,No value,10 or fewer,31
,,,Total,4008,3465538
,Mar,Texas,Less than 15 Years,10 or fewer,62160
,,,≥ 15 and < 25 Years,32,37626
,,,≥ 25 and < 45 Years,80,79508
,,,≥ 45 and < 65 Years,32,68082
,,,65 Years or more,13,65723
,,,No value,10 or fewer,10 or fewer
,,,Total,157,313099
,,Florida,Less than 15 Years,10 or fewer,65125
,,,≥ 15 and < 25 Years,20,37957
,,,≥ 25 and < 45 Years,216,86270
,,,≥ 45 and < 65 Years,92,73277
,,,65 Years or more,27,77071
,,,No value,10 or fewer,10 or fewer
,,,Total,359,339700
,,Ohio,Less than 15 Years,10 or fewer,47322
,,,≥ 15 and < 25 Years,35,38922
,,,≥ 25 and < 45 Years,230,87909
,,,≥ 45 and < 65 Years,111,76078
,,,65 Years or more,21,76517
,,,No value,10 or fewer,10 or fewer
,,,Total,400,326748
,,Pennsylvania,Less than 15 Years,10 or fewer,29663
,,,≥ 15 and < 25 Years,14,24090
,,,≥ 25 and < 45 Years,103,57147
,,,≥ 45 and < 65 Years,54,52786
,,,65 Years or more,17,60067
,,,No value,10 or fewer,10 or fewer
,,,Total,190,223754
,,North Carolina,Less than 15 Years,10 or fewer,31144
,,,≥ 15 and < 25 Years,24,22261
,,,≥ 25 and < 45 Years,150,50566
,,,≥ 45 and < 65 Years,62,44252
,,,65 Years or more,18,45695
,,,No value,10 or fewer,10 or fewer
,,,Total,256,193919
,,New York,Less than 15 Years,10 or fewer,24029
,,,≥ 15 and < 25 Years,13,21625
,,,≥ 25 and < 45 Years,104,49850
,,,≥ 45 and < 65 Years,82,43461
,,,65 Years or more,10 or fewer,45951
,,,No value,10 or fewer,10 or fewer
,,,Total,208,184917
,,Virginia,Less than 15 Years,10 or fewer,27584
,,,≥ 15 and < 25 Years,23,20725
,,,≥ 25 and < 45 Years,96,49283
,,,≥ 45 and < 65 Years,87,42414
,,,65 Years or more,14,43689
,,,No value,10 or fewer,10 or fewer
,,,Total,220,183695
,,Michigan,Less than 15 Years,10 or fewer,19356
,,,≥ 15 and < 25 Years,10 or fewer,15779
,,,≥ 25 and < 45 Years,65,36874
,,,≥ 45 and < 65 Years,42,33235
,,,65 Years or more,16,36900
,,,No value,10 or fewer,10 or fewer
,,,Total,128,142144
,,California,Less than 15 Years,10 or fewer,21186
,,,≥ 15 and < 25 Years,21,14193
,,,≥ 25 and < 45 Years,96,34131
,,,≥ 45 and < 65 Years,25,30049
,,,65 Years or more,10 or fewer,29745
,,,No value,10 or fewer,10 or fewer
,,,Total,151,129304
,,Illinois,Less than 15 Years,10 or fewer,30257
,,,≥ 15 and < 25 Years,13,18468
,,,≥ 25 and < 45 Years,51,37732
,,,≥ 45 and < 65 Years,53,34895
,,,65 Years or more,19,40561
,,,No value,10 or fewer,10 or fewer
,,,Total,136,161915
,,Georgia,Less than 15 Years,10 or fewer,31825
,,,≥ 15 and < 25 Years,14,15980
,,,≥ 25 and < 45 Years,73,33907
,,,≥ 45 and < 65 Years,34,30308
,,,65 Years or more,18,25406
,,,No value,10 or fewer,10 or fewer
,,,Total,140,137426
,,South Carolina,Less than 15 Years,10 or fewer,19409
,,,≥ 15 and < 25 Years,26,14189
,,,≥ 25 and < 45 Years,129,32135
,,,≥ 45 and < 65 Years,45,29106
,,,65 Years or more,10 or fewer,28345
,,,No value,10 or fewer,10 or fewer
,,,Total,211,123187
,,New Jersey,Less than 15 Years,10 or fewer,11789
,,,≥ 15 and < 25 Years,10 or fewer,8332
,,,≥ 25 and < 45 Years,38,18352
,,,≥ 45 and < 65 Years,23,17884
,,,65 Years or more,10 or fewer,18653
,,,No value,10 or fewer,10 or fewer
,,,Total,74,75010
,,Colorado,Less than 15 Years,10 or fewer,25025
,,,≥ 15 and < 25 Years,17,11874
,,,≥ 25 and < 45 Years,78,22811
,,,≥ 45 and < 65 Years,20,16451
,,,65 Years or more,10 or fewer,15870
,,,No value,10 or fewer,10 or fewer
,,,Total,123,92031
,,Connecticut,Less than 15 Years,10 or fewer,14040
,,,≥ 15 and < 25 Years,10 or fewer,9583
,,,≥ 25 and < 45 Years,52,21438
,,,≥ 45 and < 65 Years,34,20285
,,,65 Years or more,10 or fewer,21357
,,,No value,10 or fewer,10 or fewer
,,,Total,90,86703
,,Massachusetts,Less than 15 Years,10 or fewer,10617
,,,≥ 15 and < 25 Years,10 or fewer,8487
,,,≥ 25 and < 45 Years,70,19796
,,,≥ 45 and < 65 Years,39,17179
,,,65 Years or more,11,18174
,,,No value,10 or fewer,10 or fewer
,,,Total,128,74253
,,Indiana,Less than 15 Years,10 or fewer,12753
,,,≥ 15 and < 25 Years,22,10034
,,,≥ 25 and < 45 Years,115,23106
,,,≥ 45 and < 65 Years,48,20362
,,,65 Years or more,12,20798
,,,No value,10 or fewer,10 or fewer
,,,Total,197,87053
,,Louisiana,Less than 15 Years,10 or fewer,14313
,,,≥ 15 and < 25 Years,13,9863
,,,≥ 25 and < 45 Years,83,20562
,,,≥ 45 and < 65 Years,35,17176
,,,65 Years or more,10 or fewer,16018
,,,No value,10 or fewer,10 or fewer
,,,Total,135,77932
,,Mississippi,Less than 15 Years,10 or fewer,9182
,,,≥ 15 and < 25 Years,10 or fewer,6872
,,,≥ 25 and < 45 Years,23,14779
,,,≥ 45 and < 65 Years,10 or fewer,14191
,,,65 Years or more,10 or fewer,13756
,,,No value,10 or fewer,10 or fewer
,,,Total,44,58781
,,Tennessee,Less than 15 Years,10 or fewer,8623
,,,≥ 15 and < 25 Years,10 or fewer,5263
,,,≥ 25 and < 45 Years,42,11003
,,,≥ 45 and < 65 Years,12,10425
,,,65 Years or more,10 or fewer,10320
,,,No value,10 or fewer,10 or fewer
,,,Total,65,45634
,,Wisconsin,Less than 15 Years,10 or fewer,14337
,,,≥ 15 and < 25 Years,10 or fewer,8457
,,,≥ 25 and < 45 Years,22,18347
,,,≥ 45 and < 65 Years,18,16909
,,,65 Years or more,10 or fewer,18125
,,,No value,10 or fewer,10 or fewer
,,,Total,46,76175
,,Minnesota,Less than 15 Years,10 or fewer,10794
,,,≥ 15 and < 25 Years,20,8108
,,,≥ 25 and < 45 Years,66,19034
,,,≥ 45 and < 65 Years,27,16219
,,,65 Years or more,10 or fewer,18374
,,,No value,10 or fewer,10 or fewer
,,,Total,116,72529
,,Kentucky,Less than 15 Years,10 or fewer,14709
,,,≥ 15 and < 25 Years,11,7698
,,,≥ 25 and < 45 Years,48,15817
,,,≥ 45 and < 65 Years,27,15731
,,,65 Years or more,10 or fewer,16634
,,,No value,10 or fewer,10 or fewer
,,,Total,91,70589
,,Maryland,Less than 15 Years,10 or fewer,9265
,,,≥ 15 and < 25 Years,18,7355
,,,≥ 25 and < 45 Years,42,17195
,,,≥ 45 and < 65 Years,33,15419
,,,65 Years or more,10 or fewer,15414
,,,No value,10 or fewer,20
,,,Total,98,64668
,,Oregon,Less than 15 Years,10 or fewer,7645
,,,≥ 15 and < 25 Years,15,4842
,,,≥ 25 and < 45 Years,47,10882
,,,≥ 45 and < 65 Years,12,9664
,,,65 Years or more,10 or fewer,11056
,,,No value,10 or fewer,10 or fewer
,,,Total,85,44089
,,Iowa,Less than 15 Years,10 or fewer,6438
,,,≥ 15 and < 25 Years,10 or fewer,4092
,,,≥ 25 and < 45 Years,15,8799
,,,≥ 45 and < 65 Years,10 or fewer,7846
,,,65 Years or more,10 or fewer,8957
,,,No value,10 or fewer,10 or fewer
,,,Total,26,36132
,,Oklahoma,Less than 15 Years,10 or fewer,4905
,,,≥ 15 and < 25 Years,10 or fewer,3184
,,,≥ 25 and < 45 Years,28,7662
,,,≥ 45 and < 65 Years,10 or fewer,7056
,,,65 Years or more,10 or fewer,7605
,,,No value,10 or fewer,10 or fewer
,,,Total,39,30412
,,West Virginia,Less than 15 Years,10 or fewer,4831
,,,≥ 15 and < 25 Years,10 or fewer,3747
,,,≥ 25 and < 45 Years,10 or fewer,7769
,,,≥ 45 and < 65 Years,10 or fewer,8102
,,,65 Years or more,10 or fewer,8642
,,,No value,10 or fewer,10 or fewer
,,,Total,17,33091
,,Arizona,Less than 15 Years,10 or fewer,4049
,,,≥ 15 and < 25 Years,10 or fewer,2897
,,,≥ 25 and < 45 Years,26,7048
,,,≥ 45 and < 65 Years,10 or fewer,6736
,,,65 Years or more,10 or fewer,8884
,,,No value,10 or fewer,10 or fewer
,,,Total,40,29614
,,Arkansas,Less than 15 Years,10 or fewer,9233
,,,≥ 15 and < 25 Years,10 or fewer,4215
,,,≥ 25 and < 45 Years,23,8100
,,,≥ 45 and < 65 Years,10 or fewer,7310
,,,65 Years or more,10 or fewer,6884
,,,No value,10 or fewer,10 or fewer
,,,Total,36,35742
,,Washington,Less than 15 Years,10 or fewer,4825
,,,≥ 15 and < 25 Years,11,3507
,,,≥ 25 and < 45 Years,40,8681
,,,≥ 45 and < 65 Years,21,7608
,,,65 Years or more,10 or fewer,8945
,,,No value,10 or fewer,10 or fewer
,,,Total,75,33566
,,Idaho,Less than 15 Years,10 or fewer,3955
,,,≥ 15 and < 25 Years,10 or fewer,3401
,,,≥ 25 and < 45 Years,16,6809
,,,≥ 45 and < 65 Years,10 or fewer,6135
,,,65 Years or more,10 or fewer,7261
,,,No value,10 or fewer,10 or fewer
,,,Total,24,27561
,,Kansas,Less than 15 Years,10 or fewer,2401
,,,≥ 15 and < 25 Years,10 or fewer,2647
,,,≥ 25 and < 45 Years,10 or fewer,5977
,,,≥ 45 and < 65 Years,10 or fewer,5416
,,,65 Years or more,10 or fewer,6595
,,,No value,10 or fewer,10 or fewer
,,,Total,23,23036
,,Hawaii,Less than 15 Years,10 or fewer,3831
,,,≥ 15 and < 25 Years,10 or fewer,2066
,,,≥ 25 and < 45 Years,10 or fewer,5284
,,,≥ 45 and < 65 Years,10 or fewer,5508
,,,65 Years or more,10 or fewer,6489
,,,No value,10 or fewer,10 or fewer
,,,Total,11,23178
,,Missouri,Less than 15 Years,10 or fewer,2033
,,,≥ 15 and < 25 Years,10 or fewer,2793
,,,≥ 25 and < 45 Years,17,6653
,,,≥ 45 and < 65 Years,10 or fewer,6339
,,,65 Years or more,10 or fewer,7285
,,,No value,10 or fewer,10 or fewer
,,,Total,28,25103
,,Nebraska,Less than 15 Years,10 or fewer,2460
,,,≥ 15 and < 25 Years,10 or fewer,2879
,,,≥ 25 and < 45 Years,10 or fewer,6000
,,,≥ 45 and < 65 Years,10 or fewer,5103
,,,65 Years or more,10 or fewer,5388
,,,No value,10 or fewer,10 or fewer
,,,Total,11,21830
,,Maine,Less than 15 Years,10 or fewer,2575
,,,≥ 15 and < 25 Years,10 or fewer,2085
,,,≥ 25 and < 45 Years,17,5512
,,,≥ 45 and < 65 Years,10 or fewer,5425
,,,65 Years or more,10 or fewer,7201
,,,No value,10 or fewer,10 or fewer
,,,Total,32,22798
,,Nevada,Less than 15 Years,10 or fewer,3740
,,,≥ 15 and < 25 Years,10 or fewer,2188
,,,≥ 25 and < 45 Years,10 or fewer,5412
,,,≥ 45 and < 65 Years,10 or fewer,4991
,,,65 Years or more,10 or fewer,3550
,,,No value,10 or fewer,10 or fewer
,,,Total,19,19881
,,Rhode Island,Less than 15 Years,10 or fewer,3822
,,,≥ 15 and < 25 Years,10 or fewer,2100
,,,≥ 25 and < 45 Years,10 or fewer,4140
,,,≥ 45 and < 65 Years,10 or fewer,4395
,,,65 Years or more,10 or fewer,5172
,,,No value,10 or fewer,10 or fewer
,,,Total,20,19629
,,Alabama,Less than 15 Years,10 or fewer,1905
,,,≥ 15 and < 25 Years,10 or fewer,1830
,,,≥ 25 and < 45 Years,10 or fewer,4624
,,,≥ 45 and < 65 Years,10 or fewer,4767
,,,65 Years or more,10 or fewer,4624
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,17750
,,Delaware,Less than 15 Years,10 or fewer,4742
,,,≥ 15 and < 25 Years,10 or fewer,2022
,,,≥ 25 and < 45 Years,20,4068
,,,≥ 45 and < 65 Years,10 or fewer,3394
,,,65 Years or more,10 or fewer,3584
,,,No value,10 or fewer,10 or fewer
,,,Total,35,17811
,,North Dakota,Less than 15 Years,10 or fewer,1669
,,,≥ 15 and < 25 Years,10 or fewer,1442
,,,≥ 25 and < 45 Years,10 or fewer,3725
,,,≥ 45 and < 65 Years,10 or fewer,2806
,,,65 Years or more,10 or fewer,2969
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,12611
,,Utah,Less than 15 Years,10 or fewer,275
,,,≥ 15 and < 25 Years,10 or fewer,887
,,,≥ 25 and < 45 Years,10 or fewer,2314
,,,≥ 45 and < 65 Years,10 or fewer,1686
,,,65 Years or more,10 or fewer,1198
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6360
,,Vermont,Less than 15 Years,10 or fewer,1037
,,,≥ 15 and < 25 Years,10 or fewer,1018
,,,≥ 25 and < 45 Years,10 or fewer,2257
,,,≥ 45 and < 65 Years,10 or fewer,2394
,,,65 Years or more,10 or fewer,2823
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,9529
,,Montana,Less than 15 Years,10 or fewer,707
,,,≥ 15 and < 25 Years,10 or fewer,712
,,,≥ 25 and < 45 Years,10 or fewer,1275
,,,≥ 45 and < 65 Years,10 or fewer,1050
,,,65 Years or more,10 or fewer,1125
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,4869
,,New Hampshire,Less than 15 Years,10 or fewer,748
,,,≥ 15 and < 25 Years,10 or fewer,777
,,,≥ 25 and < 45 Years,10 or fewer,1759
,,,≥ 45 and < 65 Years,10 or fewer,1892
,,,65 Years or more,10 or fewer,2771
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7947
,,New Mexico,Less than 15 Years,10 or fewer,815
,,,≥ 15 and < 25 Years,10 or fewer,951
,,,≥ 25 and < 45 Years,10 or fewer,2612
,,,≥ 45 and < 65 Years,10 or fewer,2137
,,,65 Years or more,10 or fewer,2214
,,,No value,10 or fewer,10 or fewer
,,,Total,14,8729
,,South Dakota,Less than 15 Years,10 or fewer,1045
,,,≥ 15 and < 25 Years,10 or fewer,763
,,,≥ 25 and < 45 Years,10 or fewer,1675
,,,≥ 45 and < 65 Years,10 or fewer,1499
,,,65 Years or more,10 or fewer,1774
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6756
,,Wyoming,Less than 15 Years,10 or fewer,736
,,,≥ 15 and < 25 Years,10 or fewer,584
,,,≥ 25 and < 45 Years,10 or fewer,1103
,,,≥ 45 and < 65 Years,10 or fewer,1014
,,,65 Years or more,10 or fewer,1206
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,4643
,,District of Columbia,Less than 15 Years,10 or fewer,174
,,,≥ 15 and < 25 Years,10 or fewer,272
,,,≥ 25 and < 45 Years,10 or fewer,867
,,,≥ 45 and < 65 Years,10 or fewer,438
,,,65 Years or more,10 or fewer,275
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,2028
,,Puerto Rico,Less than 15 Years,10 or fewer,41
,,,≥ 15 and < 25 Years,10 or fewer,44
,,,≥ 25 and < 45 Years,10 or fewer,89
,,,≥ 45 and < 65 Years,10 or fewer,63
,,,65 Years or more,10 or fewer,89
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,326
,,Alaska,Less than 15 Years,10 or fewer,21
,,,≥ 15 and < 25 Years,10 or fewer,45
,,,≥ 25 and < 45 Years,10 or fewer,55
,,,≥ 45 and < 65 Years,10 or fewer,61
,,,65 Years or more,10 or fewer,73
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,255
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,13
,,,≥ 45 and < 65 Years,10 or fewer,17
,,,65 Years or more,10 or fewer,40
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,77
,,None of the above,Less than 15 Years,10 or fewer,8491
,,,≥ 15 and < 25 Years,11,7421
,,,≥ 25 and < 45 Years,65,16643
,,,≥ 45 and < 65 Years,32,12812
,,,65 Years or more,11,10994
,,,No value,10 or fewer,10 or fewer
,,,Total,119,56361
,,Total,Less than 15 Years,21,653660
,,,≥ 15 and < 25 Years,468,449155
,,,≥ 25 and < 45 Years,2462,1005359
,,,≥ 45 and < 65 Years,1185,889838
,,,65 Years or more,317,924836
,,,No value,10 or fewer,32
,,,Total,4453,3922880
,Apr,Texas,Less than 15 Years,10 or fewer,63731
,,,≥ 15 and < 25 Years,26,37349
,,,≥ 25 and < 45 Years,68,77692
,,,≥ 45 and < 65 Years,33,65903
,,,65 Years or more,11,63555
,,,No value,10 or fewer,10 or fewer
,,,Total,139,308230
,,Florida,Less than 15 Years,10 or fewer,63819
,,,≥ 15 and < 25 Years,25,37103
,,,≥ 25 and < 45 Years,210,83866
,,,≥ 45 and < 65 Years,126,71741
,,,65 Years or more,29,73789
,,,No value,10 or fewer,10 or fewer
,,,Total,390,330318
,,Ohio,Less than 15 Years,10 or fewer,44370
,,,≥ 15 and < 25 Years,39,36731
,,,≥ 25 and < 45 Years,256,83584
,,,≥ 45 and < 65 Years,107,74020
,,,65 Years or more,22,74795
,,,No value,10 or fewer,10 or fewer
,,,Total,425,313500
,,Pennsylvania,Less than 15 Years,10 or fewer,26976
,,,≥ 15 and < 25 Years,18,23099
,,,≥ 25 and < 45 Years,115,54047
,,,≥ 45 and < 65 Years,58,50752
,,,65 Years or more,18,58726
,,,No value,10 or fewer,10 or fewer
,,,Total,211,213601
,,North Carolina,Less than 15 Years,10 or fewer,27533
,,,≥ 15 and < 25 Years,30,21436
,,,≥ 25 and < 45 Years,156,49200
,,,≥ 45 and < 65 Years,74,43351
,,,65 Years or more,20,44612
,,,No value,10 or fewer,10 or fewer
,,,Total,284,186135
,,New York,Less than 15 Years,10 or fewer,22375
,,,≥ 15 and < 25 Years,15,21131
,,,≥ 25 and < 45 Years,105,48623
,,,≥ 45 and < 65 Years,81,43579
,,,65 Years or more,19,46137
,,,No value,10 or fewer,10 or fewer
,,,Total,221,181845
,,Virginia,Less than 15 Years,10 or fewer,25132
,,,≥ 15 and < 25 Years,28,20102
,,,≥ 25 and < 45 Years,113,47177
,,,≥ 45 and < 65 Years,87,41266
,,,65 Years or more,29,42309
,,,No value,10 or fewer,10 or fewer
,,,Total,259,175986
,,Michigan,Less than 15 Years,10 or fewer,18138
,,,≥ 15 and < 25 Years,10 or fewer,15546
,,,≥ 25 and < 45 Years,73,35104
,,,≥ 45 and < 65 Years,36,32775
,,,65 Years or more,15,36142
,,,No value,10 or fewer,10 or fewer
,,,Total,135,137705
,,California,Less than 15 Years,10 or fewer,20977
,,,≥ 15 and < 25 Years,17,13940
,,,≥ 25 and < 45 Years,93,33152
,,,≥ 45 and < 65 Years,38,29453
,,,65 Years or more,14,28545
,,,No value,10 or fewer,10 or fewer
,,,Total,163,126067
,,Illinois,Less than 15 Years,10 or fewer,26998
,,,≥ 15 and < 25 Years,10 or fewer,18061
,,,≥ 25 and < 45 Years,72,36154
,,,≥ 45 and < 65 Years,63,33733
,,,65 Years or more,20,38838
,,,No value,10 or fewer,10 or fewer
,,,Total,164,153787
,,Georgia,Less than 15 Years,10 or fewer,29520
,,,≥ 15 and < 25 Years,12,14872
,,,≥ 25 and < 45 Years,65,32739
,,,≥ 45 and < 65 Years,34,29297
,,,65 Years or more,15,24640
,,,No value,10 or fewer,10 or fewer
,,,Total,128,131068
,,South Carolina,Less than 15 Years,10 or fewer,17444
,,,≥ 15 and < 25 Years,17,13809
,,,≥ 25 and < 45 Years,100,31084
,,,≥ 45 and < 65 Years,58,28361
,,,65 Years or more,14,28049
,,,No value,10 or fewer,10 or fewer
,,,Total,190,118750
,,New Jersey,Less than 15 Years,10 or fewer,10933
,,,≥ 15 and < 25 Years,10 or fewer,8170
,,,≥ 25 and < 45 Years,45,18011
,,,≥ 45 and < 65 Years,36,17249
,,,65 Years or more,10 or fewer,18368
,,,No value,10 or fewer,10 or fewer
,,,Total,93,72731
,,Colorado,Less than 15 Years,10 or fewer,24050
,,,≥ 15 and < 25 Years,22,11979
,,,≥ 25 and < 45 Years,79,22426
,,,≥ 45 and < 65 Years,27,15616
,,,65 Years or more,10 or fewer,15127
,,,No value,10 or fewer,10 or fewer
,,,Total,133,89199
,,Connecticut,Less than 15 Years,10 or fewer,12703
,,,≥ 15 and < 25 Years,10 or fewer,9132
,,,≥ 25 and < 45 Years,48,20369
,,,≥ 45 and < 65 Years,34,19490
,,,65 Years or more,10 or fewer,20812
,,,No value,10 or fewer,10 or fewer
,,,Total,95,82506
,,Massachusetts,Less than 15 Years,10 or fewer,10162
,,,≥ 15 and < 25 Years,10 or fewer,8325
,,,≥ 25 and < 45 Years,49,19245
,,,≥ 45 and < 65 Years,46,16987
,,,65 Years or more,10 or fewer,18226
,,,No value,10 or fewer,10 or fewer
,,,Total,113,72945
,,Indiana,Less than 15 Years,10 or fewer,11950
,,,≥ 15 and < 25 Years,13,10084
,,,≥ 25 and < 45 Years,91,22524
,,,≥ 45 and < 65 Years,32,20115
,,,65 Years or more,10 or fewer,20045
,,,No value,10 or fewer,10 or fewer
,,,Total,144,84718
,,Louisiana,Less than 15 Years,10 or fewer,12614
,,,≥ 15 and < 25 Years,10 or fewer,9342
,,,≥ 25 and < 45 Years,55,19469
,,,≥ 45 and < 65 Years,35,16730
,,,65 Years or more,10 or fewer,15398
,,,No value,10 or fewer,10 or fewer
,,,Total,108,73553
,,Mississippi,Less than 15 Years,10 or fewer,9337
,,,≥ 15 and < 25 Years,10 or fewer,6896
,,,≥ 25 and < 45 Years,17,14707
,,,≥ 45 and < 65 Years,13,13840
,,,65 Years or more,10 or fewer,13283
,,,No value,10 or fewer,10 or fewer
,,,Total,40,58063
,,Tennessee,Less than 15 Years,10 or fewer,8287
,,,≥ 15 and < 25 Years,10 or fewer,5378
