Session Title,Number of ED Encounters by State of Residence (U.S.) and Age at Time of Visit Range,,,
Session Description,"All ED Enouncters as base,Slice by 53 states of residenceSlice by 6 age groups",,,
Session ID,2726769,,,
Data Model,ED Encounters,,,
Population Base,All ED Encounters,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,,,,
Session Date Range,12/29/2024 12:00 AM - 9/10/2025 12:00 AM (Based On Arrival Date),,,
Measure,Number of ED Encounters,,,
Export User,Stephanie Perniciaro,,,
Date of Export,9/23/2025,,,
,,,,
,,,,
,,,,Number of ED Encounters
State of Residence (U.S.),Age at Time of Visit,Year,Week,
Florida,Less than 1 Years,2024 – 2025,Dec 29 – Jan 4,2737
,,2025,Jan 5 – Jan 11,2086
,,,Jan 12 – Jan 18,2040
,,,Jan 19 – Jan 25,2038
,,,Jan 26 – Feb 1,2263
,,,Feb 2 – Feb 8,2272
,,,Feb 9 – Feb 15,2086
,,,Feb 16 – Feb 22,1949
,,,Feb 23 – Mar 1,1963
,,,Mar 2 – Mar 8,1995
,,,Mar 9 – Mar 15,2005
,,,Mar 16 – Mar 22,2092
,,,Mar 23 – Mar 29,1981
,,,Mar 30 – Apr 5,2067
,,,Apr 6 – Apr 12,1908
,,,Apr 13 – Apr 19,1914
,,,Apr 20 – Apr 26,2106
,,,Apr 27 – May 3,2020
,,,May 4 – May 10,1834
,,,May 11 – May 17,1926
,,,May 18 – May 24,2090
,,,May 25 – May 31,1972
,,,Jun 1 – Jun 7,1941
,,,Jun 8 – Jun 14,1865
,,,Jun 15 – Jun 21,1832
,,,Jun 22 – Jun 28,1938
,,,Jun 29 – Jul 5,1763
,,,Jul 6 – Jul 12,1898
,,,Jul 13 – Jul 19,1831
,,,Jul 20 – Jul 26,1984
,,,Jul 27 – Aug 2,1847
,,,Aug 3 – Aug 9,1930
,,,Aug 10 – Aug 16,1953
,,,Aug 17 – Aug 23,2245
,,,Aug 24 – Aug 30,2384
,,,Aug 31 – Sep 6,2235
,,,Sep 7 – Sep 10,10 or fewer
,≥ 1 and < 5 Years,2024 – 2025,Dec 29 – Jan 4,6124
,,2025,Jan 5 – Jan 11,5257
,,,Jan 12 – Jan 18,6001
,,,Jan 19 – Jan 25,5912
,,,Jan 26 – Feb 1,6424
,,,Feb 2 – Feb 8,6277
,,,Feb 9 – Feb 15,5882
,,,Feb 16 – Feb 22,5518
,,,Feb 23 – Mar 1,5461
,,,Mar 2 – Mar 8,5638
,,,Mar 9 – Mar 15,5866
,,,Mar 16 – Mar 22,5548
,,,Mar 23 – Mar 29,5552
,,,Mar 30 – Apr 5,5218
,,,Apr 6 – Apr 12,5325
,,,Apr 13 – Apr 19,5416
,,,Apr 20 – Apr 26,5495
,,,Apr 27 – May 3,5537
,,,May 4 – May 10,5321
,,,May 11 – May 17,5341
,,,May 18 – May 24,5524
,,,May 25 – May 31,5389
,,,Jun 1 – Jun 7,5175
,,,Jun 8 – Jun 14,4873
,,,Jun 15 – Jun 21,4698
,,,Jun 22 – Jun 28,4531
,,,Jun 29 – Jul 5,4282
,,,Jul 6 – Jul 12,4318
,,,Jul 13 – Jul 19,4281
,,,Jul 20 – Jul 26,4304
,,,Jul 27 – Aug 2,4426
,,,Aug 3 – Aug 9,4203
,,,Aug 10 – Aug 16,4318
,,,Aug 17 – Aug 23,5037
,,,Aug 24 – Aug 30,5336
,,,Aug 31 – Sep 6,5240
,,,Sep 7 – Sep 10,18
,≥ 5 and < 18 Years,2024 – 2025,Dec 29 – Jan 4,8825
,,2025,Jan 5 – Jan 11,9749
,,,Jan 12 – Jan 18,11805
,,,Jan 19 – Jan 25,11531
,,,Jan 26 – Feb 1,13558
,,,Feb 2 – Feb 8,13444
,,,Feb 9 – Feb 15,12391
,,,Feb 16 – Feb 22,11178
,,,Feb 23 – Mar 1,11239
,,,Mar 2 – Mar 8,11782
,,,Mar 9 – Mar 15,11386
,,,Mar 16 – Mar 22,9135
,,,Mar 23 – Mar 29,10192
,,,Mar 30 – Apr 5,10762
,,,Apr 6 – Apr 12,11203
,,,Apr 13 – Apr 19,10802
,,,Apr 20 – Apr 26,11317
,,,Apr 27 – May 3,11092
,,,May 4 – May 10,10691
,,,May 11 – May 17,10422
,,,May 18 – May 24,10340
,,,May 25 – May 31,9175
,,,Jun 1 – Jun 7,8195
,,,Jun 8 – Jun 14,7565
,,,Jun 15 – Jun 21,7293
,,,Jun 22 – Jun 28,7326
,,,Jun 29 – Jul 5,6926
,,,Jul 6 – Jul 12,7093
,,,Jul 13 – Jul 19,6997
,,,Jul 20 – Jul 26,7001
,,,Jul 27 – Aug 2,7294
,,,Aug 3 – Aug 9,7119
,,,Aug 10 – Aug 16,8298
,,,Aug 17 – Aug 23,10536
,,,Aug 24 – Aug 30,11516
,,,Aug 31 – Sep 6,10290
,,,Sep 7 – Sep 10,40
,≥ 18 and < 50 Years,2024 – 2025,Dec 29 – Jan 4,38951
,,2025,Jan 5 – Jan 11,37126
,,,Jan 12 – Jan 18,36786
,,,Jan 19 – Jan 25,35925
,,,Jan 26 – Feb 1,38297
,,,Feb 2 – Feb 8,38049
,,,Feb 9 – Feb 15,36753
,,,Feb 16 – Feb 22,36057
,,,Feb 23 – Mar 1,35729
,,,Mar 2 – Mar 8,36005
,,,Mar 9 – Mar 15,37192
,,,Mar 16 – Mar 22,36282
,,,Mar 23 – Mar 29,36820
,,,Mar 30 – Apr 5,36911
,,,Apr 6 – Apr 12,36935
,,,Apr 13 – Apr 19,36223
,,,Apr 20 – Apr 26,36931
,,,Apr 27 – May 3,37280
,,,May 4 – May 10,36893
,,,May 11 – May 17,36927
,,,May 18 – May 24,37936
,,,May 25 – May 31,37237
,,,Jun 1 – Jun 7,36868
,,,Jun 8 – Jun 14,36530
,,,Jun 15 – Jun 21,36650
,,,Jun 22 – Jun 28,36946
,,,Jun 29 – Jul 5,35231
,,,Jul 6 – Jul 12,37748
,,,Jul 13 – Jul 19,37228
,,,Jul 20 – Jul 26,37142
,,,Jul 27 – Aug 2,37305
,,,Aug 3 – Aug 9,36830
,,,Aug 10 – Aug 16,37702
,,,Aug 17 – Aug 23,38054
,,,Aug 24 – Aug 30,38291
,,,Aug 31 – Sep 6,35877
,,,Sep 7 – Sep 10,134
,≥ 50 and < 65 Years,2024 – 2025,Dec 29 – Jan 4,16703
,,2025,Jan 5 – Jan 11,15876
,,,Jan 12 – Jan 18,15909
,,,Jan 19 – Jan 25,15364
,,,Jan 26 – Feb 1,16966
,,,Feb 2 – Feb 8,16687
,,,Feb 9 – Feb 15,16459
,,,Feb 16 – Feb 22,16152
,,,Feb 23 – Mar 1,16009
,,,Mar 2 – Mar 8,15753
,,,Mar 9 – Mar 15,15988
,,,Mar 16 – Mar 22,15674
,,,Mar 23 – Mar 29,15858
,,,Mar 30 – Apr 5,15847
,,,Apr 6 – Apr 12,15881
,,,Apr 13 – Apr 19,15449
,,,Apr 20 – Apr 26,16108
,,,Apr 27 – May 3,15846
,,,May 4 – May 10,15813
,,,May 11 – May 17,16125
,,,May 18 – May 24,16352
,,,May 25 – May 31,16124
,,,Jun 1 – Jun 7,16067
,,,Jun 8 – Jun 14,16218
,,,Jun 15 – Jun 21,16050
,,,Jun 22 – Jun 28,16095
,,,Jun 29 – Jul 5,15317
,,,Jul 6 – Jul 12,16529
,,,Jul 13 – Jul 19,16556
,,,Jul 20 – Jul 26,16539
,,,Jul 27 – Aug 2,16645
,,,Aug 3 – Aug 9,16380
,,,Aug 10 – Aug 16,16418
,,,Aug 17 – Aug 23,16548
,,,Aug 24 – Aug 30,16686
,,,Aug 31 – Sep 6,14538
,,,Sep 7 – Sep 10,50
,65 Years or more,2024 – 2025,Dec 29 – Jan 4,25467
,,2025,Jan 5 – Jan 11,24334
,,,Jan 12 – Jan 18,24375
,,,Jan 19 – Jan 25,22922
,,,Jan 26 – Feb 1,25343
,,,Feb 2 – Feb 8,25108
,,,Feb 9 – Feb 15,24103
,,,Feb 16 – Feb 22,23847
,,,Feb 23 – Mar 1,23723
,,,Mar 2 – Mar 8,23822
,,,Mar 9 – Mar 15,24273
,,,Mar 16 – Mar 22,23833
,,,Mar 23 – Mar 29,23906
,,,Mar 30 – Apr 5,24146
,,,Apr 6 – Apr 12,23689
,,,Apr 13 – Apr 19,23350
,,,Apr 20 – Apr 26,24142
,,,Apr 27 – May 3,23469
,,,May 4 – May 10,23495
,,,May 11 – May 17,23583
,,,May 18 – May 24,24466
,,,May 25 – May 31,23992
,,,Jun 1 – Jun 7,24117
,,,Jun 8 – Jun 14,24176
,,,Jun 15 – Jun 21,24229
,,,Jun 22 – Jun 28,23917
,,,Jun 29 – Jul 5,23420
,,,Jul 6 – Jul 12,24335
,,,Jul 13 – Jul 19,24058
,,,Jul 20 – Jul 26,24407
,,,Jul 27 – Aug 2,24331
,,,Aug 3 – Aug 9,24253
,,,Aug 10 – Aug 16,24539
,,,Aug 17 – Aug 23,24415
,,,Aug 24 – Aug 30,24739
,,,Aug 31 – Sep 6,19736
,,,Sep 7 – Sep 10,161
,No value,2024 – 2025,Dec 29 – Jan 4,10 or fewer
,,2025,Jan 5 – Jan 11,10 or fewer
,,,Jan 12 – Jan 18,10 or fewer
,,,Jan 19 – Jan 25,10 or fewer
,,,Jan 26 – Feb 1,10 or fewer
,,,Feb 2 – Feb 8,10 or fewer
,,,Feb 9 – Feb 15,10 or fewer
,,,Feb 16 – Feb 22,10 or fewer
,,,Feb 23 – Mar 1,10 or fewer
,,,Mar 2 – Mar 8,10 or fewer
,,,Mar 9 – Mar 15,10 or fewer
,,,Mar 16 – Mar 22,10 or fewer
,,,Mar 23 – Mar 29,10 or fewer
,,,Mar 30 – Apr 5,10 or fewer
,,,Apr 6 – Apr 12,10 or fewer
,,,Apr 13 – Apr 19,10 or fewer
,,,Apr 20 – Apr 26,10 or fewer
,,,Apr 27 – May 3,10 or fewer
,,,May 4 – May 10,10 or fewer
,,,May 11 – May 17,10 or fewer
,,,May 18 – May 24,10 or fewer
,,,May 25 – May 31,10 or fewer
,,,Jun 1 – Jun 7,10 or fewer
