Session Title,Number of Patients by Diagnosis (Encounter) and State of Residence (U.S.) and Age at Encounter in Years Range,,,,,
Session ID,2770767,,,,,
Data Model,Patients,,,,,
Population Base,All Patients,,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"Encounter Type: Emergency, Emergency to Inpatient",,,,,
Session Date Range,1/1/2024 - 12/31/2024,,,,,
Measure,Number of Patients,,,,,
Export User,Stephanie Perniciaro,,,,,
Date of Export,10/29/2025,,,,,
,,,,,,
,,,,,,
,,,Diagnosis (Encounter),Heat,None of the above,"Total: Total includes all data, including data from columns not currently displayed."
State of Residence (U.S.),Age at Encounter in Years,Year,Month,,,
Texas,Less than 15 Years,2024,Jan,10 or fewer,59469,59470
,,,Feb,10 or fewer,61182,61185
,,,Mar,10 or fewer,57121,57124
,,,Apr,10 or fewer,58742,58750
,,,May,48,60453,60501
,,,Jun,54,50527,50581
,,,Jul,51,47767,47818
,,,Aug,63,55738,55801
,,,Sep,34,62475,62509
,,,Oct,10 or fewer,74832,74842
,,,Nov,10 or fewer,76942,76945
,,,Dec,10 or fewer,79144,79145
,≥ 15 and < 25 Years,2024,Jan,10 or fewer,34055,34056
,,,Feb,10 or fewer,33164,33168
,,,Mar,12,32844,32856
,,,Apr,13,33992,34005
,,,May,76,34361,34437
,,,Jun,153,32990,33143
,,,Jul,154,33806,33960
,,,Aug,197,35670,35867
,,,Sep,53,36342,36395
,,,Oct,24,42724,42748
,,,Nov,10 or fewer,40571,40579
,,,Dec,10 or fewer,41884,41890
,≥ 25 and < 45 Years,2024,Jan,10 or fewer,72565,72567
,,,Feb,10 or fewer,68115,68116
,,,Mar,10 or fewer,68824,68830
,,,Apr,26,69882,69908
,,,May,152,72969,73121
,,,Jun,417,71934,72351
,,,Jul,405,75416,75821
,,,Aug,522,76199,76721
,,,Sep,90,73541,73631
,,,Oct,38,88250,88288
,,,Nov,12,83657,83669
,,,Dec,10 or fewer,89560,89566
,≥ 45 and < 65 Years,2024,Jan,10 or fewer,59841,59843
,,,Feb,10 or fewer,56420,56427
,,,Mar,10 or fewer,58568,58578
,,,Apr,10 or fewer,58226,58235
,,,May,129,60497,60626
,,,Jun,369,60183,60552
,,,Jul,346,62851,63197
,,,Aug,405,63843,64248
,,,Sep,82,61295,61377
,,,Oct,38,71574,71612
,,,Nov,13,68821,68834
,,,Dec,10 or fewer,74052,74062
,65 Years or more,2024,Jan,10 or fewer,60319,60323
,,,Feb,10 or fewer,56204,56208
,,,Mar,10 or fewer,58318,58326
,,,Apr,20,58292,58312
,,,May,93,60615,60708
,,,Jun,232,59475,59707
,,,Jul,283,62865,63148
,,,Aug,244,62810,63054
,,,Sep,73,60385,60458
,,,Oct,55,71127,71182
,,,Nov,15,69995,70010
,,,Dec,12,78297,78309
,No value,2024,Jan,10 or fewer,8704,8705
,,,Feb,10 or fewer,9599,9599
,,,Mar,10 or fewer,8588,8588
,,,Apr,10 or fewer,8592,8592
,,,May,10 or fewer,8991,8991
,,,Jun,10 or fewer,8567,8567
,,,Jul,10 or fewer,8568,8571
,,,Aug,10 or fewer,8911,8912
,,,Sep,10 or fewer,8676,8676
,,,Oct,10 or fewer,10287,10287
,,,Nov,10 or fewer,10221,10222
,,,Dec,10 or fewer,10429,10429
,"Total: Total includes all data under the Texas bucket, including data from rows not currently displayed.",2024,Jan,11,294922,294933
,,,Feb,19,284660,284679
,,,Mar,39,284224,284263
,,,Apr,76,287690,287766
,,,May,498,297847,298345
,,,Jun,1224,283640,284864
,,,Jul,1241,291234,292475
,,,Aug,1432,303129,304561
,,,Sep,332,302671,303003
,,,Oct,165,358761,358926
,,,Nov,52,350186,350238
,,,Dec,35,373316,373351
Florida,Less than 15 Years,2024,Jan,10 or fewer,52072,52076
,,,Feb,10 or fewer,55874,55875
,,,Mar,10 or fewer,57279,57286
,,,Apr,12,57413,57425
,,,May,31,56752,56783
,,,Jun,33,44068,44101
,,,Jul,43,42892,42935
,,,Aug,29,47501,47530
,,,Sep,29,55087,55116
,,,Oct,10 or fewer,55503,55513
,,,Nov,10 or fewer,67378,67385
