,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,12
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,40%,30
,,Maine,Less than 1,-,-,20
,,,≥ 1 and < 5,-,51.6%,31
,,,≥ 5 and < 18,-,-,33
,,,≥ 18 and < 50,-,13.8%,87
,,,≥ 50 and < 65,-,22.4%,49
,,,65 or more,-,18.8%,154
,,,No value,-,-,10 or fewer
,,,Total,-,20.6%,374
,,New Hampshire,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,19
,,,≥ 5 and < 18,-,-,14
,,,≥ 18 and < 50,-,45.8%,24
,,,≥ 50 and < 65,-,-,18
,,,65 or more,-,58.3%,36
,,,No value,-,-,10 or fewer
,,,Total,-,50%,118
,,Hawaii,Less than 1,-,45%,40
,,,≥ 1 and < 5,-,22%,91
,,,≥ 5 and < 18,-,14.2%,113
,,,≥ 18 and < 50,-,-,125
,,,≥ 50 and < 65,-,-,81
,,,65 or more,-,16.4%,116
,,,No value,-,-,10 or fewer
,,,Total,-,15.4%,566
,,Kansas,Less than 1,-,-,19
,,,≥ 1 and < 5,-,-,27
,,,≥ 5 and < 18,-,18.5%,81
,,,≥ 18 and < 50,-,23.1%,117
,,,≥ 50 and < 65,-,42.3%,78
,,,65 or more,-,34.6%,107
,,,No value,-,-,10 or fewer
,,,Total,-,28.4%,429
,,None of the above,Less than 1,2.2%,26.4%,504
,,,≥ 1 and < 5,1.6%,20.8%,1274
,,,≥ 5 and < 18,-,11.8%,2082
,,,≥ 18 and < 50,0.303%,13.7%,3625
,,,≥ 50 and < 65,-,22.7%,1325
,,,65 or more,0.809%,29.5%,2225
,,,No value,-,-,10 or fewer
,,,Total,0.643%,19%,11036
,,Total,Less than 1,7.3%,51.9%,5675
,,,≥ 1 and < 5,3%,45.7%,13099
,,,≥ 5 and < 18,0.618%,33.1%,17961
,,,≥ 18 and < 50,0.552%,32%,26999
,,,≥ 50 and < 65,1%,40.3%,11528
,,,65 or more,1.6%,46.9%,20227
,,,No value,-,-,10 or fewer
,,,Total,1.6%,39.4%,95491
,Jan 29 – Feb 4,Armed Forces America,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Arkansas,Less than 1,7.7%,83.9%,143
,,,≥ 1 and < 5,4.1%,77.6%,290
,,,≥ 5 and < 18,-,62.2%,270
,,,≥ 18 and < 50,-,48.2%,274
,,,≥ 50 and < 65,-,67.5%,117
,,,65 or more,-,60.3%,194
,,,No value,-,-,10 or fewer
,,,Total,2.1%,65.3%,1288
,,Delaware,Less than 1,-,82.2%,45
,,,≥ 1 and < 5,-,73.6%,106
,,,≥ 5 and < 18,-,55.6%,126
,,,≥ 18 and < 50,-,18.9%,106
,,,≥ 50 and < 65,-,27.3%,55
,,,65 or more,-,36.3%,91
,,,No value,-,-,10 or fewer
,,,Total,-,47.9%,530
,,Wyoming,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,77.8%,18
,,,≥ 5 and < 18,-,-,22
,,,≥ 18 and < 50,-,52.9%,34
,,,≥ 50 and < 65,-,-,14
,,,65 or more,-,58.3%,24
,,,No value,-,-,10 or fewer
,,,Total,-,57.5%,120
,,Montana,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,14
,,,≥ 5 and < 18,-,-,25
,,,≥ 18 and < 50,-,-,32
,,,≥ 50 and < 65,-,-,11
,,,65 or more,-,-,17
,,,No value,-,-,10 or fewer
,,,Total,-,33%,106
,,Kentucky,Less than 1,-,51.4%,146
,,,≥ 1 and < 5,-,52.3%,327
,,,≥ 5 and < 18,-,43.8%,356
,,,≥ 18 and < 50,-,32.2%,422
,,,≥ 50 and < 65,-,41.2%,216
,,,65 or more,-,47.2%,422
,,,No value,-,-,10 or fewer
,,,Total,1.1%,43.7%,1889
,,Illinois,Less than 1,6.2%,71.5%,242
,,,≥ 1 and < 5,1.9%,63.1%,574
,,,≥ 5 and < 18,-,49.2%,769
,,,≥ 18 and < 50,1.3%,40.7%,964
,,,≥ 50 and < 65,-,50.1%,337
,,,65 or more,2%,56.7%,818
,,,No value,-,-,10 or fewer
,,,Total,1.9%,52.3%,3704
,,West Virginia,Less than 1,-,77.1%,35
,,,≥ 1 and < 5,-,83.3%,60
,,,≥ 5 and < 18,-,75.7%,144
,,,≥ 18 and < 50,-,64.1%,209
,,,≥ 50 and < 65,-,64.3%,115
,,,65 or more,-,73.7%,194
,,,No value,-,-,10 or fewer
,,,Total,1.5%,70.9%,757
,,Iowa,Less than 1,-,72.8%,81
,,,≥ 1 and < 5,-,60.9%,151
,,,≥ 5 and < 18,-,35.7%,115
,,,≥ 18 and < 50,-,48.3%,205
,,,≥ 50 and < 65,-,58%,81
,,,65 or more,-,64.7%,170
,,,No value,-,-,10 or fewer
,,,Total,3.1%,55.8%,803
,,Wisconsin,Less than 1,-,60.3%,151
,,,≥ 1 and < 5,-,46%,287
,,,≥ 5 and < 18,-,35.6%,452
,,,≥ 18 and < 50,-,39.6%,515
,,,≥ 50 and < 65,-,49.5%,218
,,,65 or more,-,60.5%,324
,,,No value,-,-,10 or fewer
,,,Total,1.5%,45.8%,1947
,,South Dakota,Less than 1,-,-,20
,,,≥ 1 and < 5,-,46.9%,32
,,,≥ 5 and < 18,-,-,14
,,,≥ 18 and < 50,-,60%,35
,,,≥ 50 and < 65,-,-,13
,,,65 or more,-,58.1%,31
,,,No value,-,-,10 or fewer
,,,Total,-,55.2%,145
,,Virgin Islands,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Colorado,Less than 1,7.4%,52.5%,297
,,,≥ 1 and < 5,3.6%,40.2%,579
,,,≥ 5 and < 18,-,28.4%,743
,,,≥ 18 and < 50,-,40.9%,646
,,,≥ 50 and < 65,-,61.2%,165
,,,65 or more,4.9%,69.4%,284
,,,No value,-,-,10 or fewer
,,,Total,2.9%,42.8%,2714
,,North Dakota,Less than 1,-,75%,20
,,,≥ 1 and < 5,-,59.5%,42
,,,≥ 5 and < 18,-,57.7%,26
,,,≥ 18 and < 50,-,43.6%,94
,,,≥ 50 and < 65,-,39.4%,33
,,,65 or more,-,43.7%,71
,,,No value,-,-,10 or fewer
,,,Total,4.9%,49%,286
,,Minnesota,Less than 1,-,60.4%,91
,,,≥ 1 and < 5,7.7%,60%,220
,,,≥ 5 and < 18,-,47.6%,294
,,,≥ 18 and < 50,-,45.9%,440
,,,≥ 50 and < 65,-,45.5%,191
,,,65 or more,3.1%,58.3%,384
,,,No value,-,-,10 or fewer
,,,Total,3.1%,51.9%,1620
,,Pennsylvania,Less than 1,8.1%,67.2%,259
,,,≥ 1 and < 5,-,59%,585
,,,≥ 5 and < 18,-,55.4%,771
,,,≥ 18 and < 50,1.3%,50.3%,1299
,,,≥ 50 and < 65,-,54.9%,592
,,,65 or more,1.5%,60.5%,1250
,,,No value,-,-,10 or fewer
,,,Total,1.6%,56.3%,4756
,,Oklahoma,Less than 1,-,63.6%,55
,,,≥ 1 and < 5,-,62.4%,133
,,,≥ 5 and < 18,-,48.5%,136
,,,≥ 18 and < 50,-,35.4%,226
,,,≥ 50 and < 65,-,46.2%,132
,,,65 or more,-,51.3%,240
,,,No value,-,-,10 or fewer
,,,Total,2.1%,48.6%,922
,,Nevada,Less than 1,-,51.2%,41
,,,≥ 1 and < 5,-,37.4%,91
,,,≥ 5 and < 18,-,25%,104
,,,≥ 18 and < 50,-,41.1%,107
,,,≥ 50 and < 65,-,47.4%,76
,,,65 or more,-,55%,80
,,,No value,-,-,10 or fewer
,,,Total,4.2%,41.1%,499
,,Maryland,Less than 1,-,70.5%,78
,,,≥ 1 and < 5,-,60.7%,196
,,,≥ 5 and < 18,-,51.1%,219
,,,≥ 18 and < 50,-,44.3%,436
,,,≥ 50 and < 65,-,54.3%,199
,,,65 or more,-,61.7%,381
,,,No value,-,-,10 or fewer
,,,Total,1.3%,54.5%,1510
,,Nebraska,Less than 1,-,62.5%,24
,,,≥ 1 and < 5,-,61.8%,34
,,,≥ 5 and < 18,-,38.5%,65
,,,≥ 18 and < 50,-,35.8%,106
,,,≥ 50 and < 65,-,54.7%,53
,,,65 or more,-,61.5%,91
,,,No value,-,-,10 or fewer
,,,Total,-,49.3%,373
,,Idaho,Less than 1,-,71.4%,35
,,,≥ 1 and < 5,-,48.8%,82
,,,≥ 5 and < 18,-,24.1%,87
,,,≥ 18 and < 50,-,20.7%,150
,,,≥ 50 and < 65,-,37.9%,66
,,,65 or more,-,39%,118
,,,No value,-,-,10 or fewer
,,,Total,3.7%,34.9%,538
,,Connecticut,Less than 1,-,51.9%,104
,,,≥ 1 and < 5,-,44.7%,228
,,,≥ 5 and < 18,-,37.8%,394
,,,≥ 18 and < 50,-,41.8%,464
,,,≥ 50 and < 65,-,55.9%,213
,,,65 or more,-,67.5%,385
,,,No value,-,-,10 or fewer
,,,Total,1.4%,49.1%,1788
,,Alaska,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New York,Less than 1,9.3%,68.9%,161
,,,≥ 1 and < 5,3.4%,57.3%,475
,,,≥ 5 and < 18,-,44.8%,591
,,,≥ 18 and < 50,-,44.2%,1105
,,,≥ 50 and < 65,-,52.7%,505
,,,65 or more,1.5%,63%,1034
,,,No value,-,-,10 or fewer
,,,Total,1.7%,53%,3871
,,Vermont,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,15
,,,≥ 18 and < 50,-,61.1%,54
,,,≥ 50 and < 65,-,46.2%,26
,,,65 or more,-,75%,40
,,,No value,-,-,10 or fewer
,,,Total,-,58.9%,151
,,Florida,Less than 1,5%,59.1%,626
,,,≥ 1 and < 5,2.2%,50.3%,1737
,,,≥ 5 and < 18,0.579%,42%,2764
,,,≥ 18 and < 50,0.409%,46.4%,2935
,,,≥ 50 and < 65,-,51.4%,1131
,,,65 or more,1%,56.3%,2011
,,,No value,-,-,10 or fewer
,,,Total,1.1%,48.9%,11204
,,Louisiana,Less than 1,-,74.7%,158
,,,≥ 1 and < 5,-,51.1%,368
,,,≥ 5 and < 18,-,23%,565
,,,≥ 18 and < 50,-,14.7%,811
,,,≥ 50 and < 65,-,20.6%,253
,,,65 or more,-,33.6%,402
,,,No value,-,-,10 or fewer
,,,Total,0.782%,29%,2557
,,Rhode Island,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,13
,,,No value,-,-,10 or fewer
,,,Total,-,58.3%,36
,,Indiana,Less than 1,-,66.3%,104
,,,≥ 1 and < 5,-,46.4%,211
,,,≥ 5 and < 18,-,30.8%,312
,,,≥ 18 and < 50,-,20.8%,625
,,,≥ 50 and < 65,-,33%,230
,,,65 or more,-,45.4%,452
,,,No value,-,-,10 or fewer
,,,Total,1.3%,34.9%,1934
,,Texas,Less than 1,5.9%,43.2%,546
,,,≥ 1 and < 5,3.1%,36.7%,1015
,,,≥ 5 and < 18,-,24.6%,1398
,,,≥ 18 and < 50,-,25.6%,2054
,,,≥ 50 and < 65,-,35.4%,913
,,,65 or more,-,40.3%,1512
,,,No value,-,-,10 or fewer
,,,Total,1.2%,32.4%,7438
,,Oregon,Less than 1,-,26.7%,90
,,,≥ 1 and < 5,-,20%,135
,,,≥ 5 and < 18,-,14.2%,134
,,,≥ 18 and < 50,-,18.6%,242
,,,≥ 50 and < 65,-,23.5%,98
,,,65 or more,-,27.5%,167
,,,No value,-,-,10 or fewer
,,,Total,1.8%,21.2%,866
,,Missouri,Less than 1,-,63.2%,19
,,,≥ 1 and < 5,-,66.7%,36
,,,≥ 5 and < 18,-,45.7%,35
,,,≥ 18 and < 50,-,35.5%,121
,,,≥ 50 and < 65,-,36.6%,71
,,,65 or more,-,52.3%,128
,,,No value,-,-,10 or fewer
,,,Total,2.9%,45.9%,410
,,Puerto Rico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,64.7%,17
,,South Carolina,Less than 1,-,64.8%,128
,,,≥ 1 and < 5,-,61.6%,398
,,,≥ 5 and < 18,-,49.2%,663
,,,≥ 18 and < 50,-,49.5%,983
,,,≥ 50 and < 65,-,47.9%,445
,,,65 or more,-,53.8%,637
,,,No value,-,-,10 or fewer
,,,Total,0.768%,52.2%,3254
,,North Carolina,Less than 1,-,50.4%,234
,,,≥ 1 and < 5,-,47.7%,597
,,,≥ 5 and < 18,-,36.6%,915
,,,≥ 18 and < 50,-,34.3%,1331
,,,≥ 50 and < 65,-,39.9%,604
,,,65 or more,1.2%,44.9%,962
,,,No value,-,-,10 or fewer
,,,Total,0.84%,40.2%,4643
,,Georgia,Less than 1,-,29.8%,349
,,,≥ 1 and < 5,-,19.9%,757
,,,≥ 5 and < 18,-,16.6%,1094
,,,≥ 18 and < 50,-,19.6%,918
,,,≥ 50 and < 65,-,30.1%,345
,,,65 or more,-,35.6%,539
,,,No value,-,-,10 or fewer
,,,Total,0.85%,22.8%,4002
,,Arizona,Less than 1,-,39.2%,51
,,,≥ 1 and < 5,-,37.5%,104
,,,≥ 5 and < 18,-,34.7%,147
,,,≥ 18 and < 50,-,45.1%,193
,,,≥ 50 and < 65,-,45.8%,96
,,,65 or more,-,59.5%,190
,,,No value,-,-,10 or fewer
,,,Total,2%,45.3%,781
,,California,Less than 1,10.7%,48%,298
,,,≥ 1 and < 5,3.2%,36.8%,500
,,,≥ 5 and < 18,-,27.2%,389
,,,≥ 18 and < 50,-,21.5%,744
,,,≥ 50 and < 65,-,28.8%,323
,,,65 or more,-,40%,625
,,,No value,-,-,10 or fewer
,,,Total,2.5%,32.5%,2879
,,Tennessee,Less than 1,-,60.2%,83
,,,≥ 1 and < 5,-,45.3%,181
,,,≥ 5 and < 18,-,25.1%,311
,,,≥ 18 and < 50,-,37.4%,342
,,,≥ 50 and < 65,-,49.1%,159
,,,65 or more,-,44.4%,248
,,,No value,-,-,10 or fewer
,,,Total,-,39.7%,1324
,,Washington,Less than 1,-,29.3%,41
,,,≥ 1 and < 5,-,28.7%,108
,,,≥ 5 and < 18,-,30.4%,92
,,,≥ 18 and < 50,-,22.8%,189
,,,≥ 50 and < 65,-,25.4%,67
,,,65 or more,-,40.1%,157
,,,No value,-,-,10 or fewer
,,,Total,2.1%,29.7%,654
,,Alabama,Less than 1,-,70.6%,17
,,,≥ 1 and < 5,-,57.6%,59
,,,≥ 5 and < 18,-,-,75
,,,≥ 18 and < 50,-,6.1%,180
,,,≥ 50 and < 65,-,-,64
,,,65 or more,-,25.4%,126
,,,No value,-,-,10 or fewer
,,,Total,-,20.7%,521
,,Utah,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,11
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,28
,,,≥ 50 and < 65,-,47.8%,23
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,43.5%,85
,,Michigan,Less than 1,-,43.4%,145
,,,≥ 1 and < 5,-,36.8%,302
,,,≥ 5 and < 18,-,23.9%,510
,,,≥ 18 and < 50,-,24.1%,802
,,,≥ 50 and < 65,-,31.6%,374
,,,65 or more,1.8%,41.6%,724
,,,No value,-,-,10 or fewer
,,,Total,1.1%,31.8%,2857
,,Mississippi,Less than 1,-,52%,125
,,,≥ 1 and < 5,-,44.5%,272
,,,≥ 5 and < 18,-,15%,401
,,,≥ 18 and < 50,-,18.1%,608
,,,≥ 50 and < 65,-,22.7%,229
,,,65 or more,-,23.6%,331
,,,No value,-,-,10 or fewer
,,,Total,0.61%,24.7%,1966
,,Virginia,Less than 1,-,43.2%,185
,,,≥ 1 and < 5,-,36.7%,499
,,,≥ 5 and < 18,-,24.1%,895
,,,≥ 18 and < 50,-,18.6%,1463
,,,≥ 50 and < 65,-,27.1%,627
,,,65 or more,1.3%,29.3%,998
,,,No value,-,-,10 or fewer
,,,Total,0.707%,26%,4667
,,Massachusetts,Less than 1,-,36.1%,72
,,,≥ 1 and < 5,-,41.2%,170
,,,≥ 5 and < 18,-,30%,227
,,,≥ 18 and < 50,-,30%,413
,,,≥ 50 and < 65,-,31.9%,163
,,,65 or more,-,40.2%,346
,,,No value,-,-,10 or fewer
,,,Total,-,34.4%,1391
,,Armed Forces Pacific,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New Mexico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,18
,,,≥ 5 and < 18,-,-,30
,,,≥ 18 and < 50,-,-,75
,,,≥ 50 and < 65,-,-,40
,,,65 or more,-,34.2%,38
,,,No value,-,-,10 or fewer
,,,Total,-,15.7%,204
,,District of Columbia,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,17
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,43.3%,30
,,Maine,Less than 1,-,-,12
,,,≥ 1 and < 5,-,36.1%,36
,,,≥ 5 and < 18,-,-,43
,,,≥ 18 and < 50,-,18.3%,82
,,,≥ 50 and < 65,-,-,49
,,,65 or more,-,15.2%,125
,,,No value,-,-,10 or fewer
,,,Total,-,18.7%,347
,,New Hampshire,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,14
,,,≥ 5 and < 18,-,-,12
,,,≥ 18 and < 50,-,37.9%,29
,,,≥ 50 and < 65,-,-,15
,,,65 or more,-,61.2%,49
,,,No value,-,-,10 or fewer
,,,Total,-,49.2%,126
,,Hawaii,Less than 1,-,37%,54
,,,≥ 1 and < 5,-,15.7%,83
,,,≥ 5 and < 18,-,9.9%,121
,,,≥ 18 and < 50,-,-,145
,,,≥ 50 and < 65,-,-,77
,,,65 or more,-,12.5%,128
,,,No value,-,-,10 or fewer
,,,Total,-,11.7%,608
,,Kansas,Less than 1,-,-,19
,,,≥ 1 and < 5,-,29.3%,41
,,,≥ 5 and < 18,-,-,76
,,,≥ 18 and < 50,-,15.4%,117
,,,≥ 50 and < 65,-,-,40
,,,65 or more,-,25.7%,105
,,,No value,-,-,10 or fewer
,,,Total,-,19.3%,398
,,None of the above,Less than 1,4%,28.7%,502
,,,≥ 1 and < 5,0.791%,18.6%,1390
,,,≥ 5 and < 18,-,12%,2515
,,,≥ 18 and < 50,-,12.1%,3763
,,,≥ 50 and < 65,-,19.9%,1452
,,,65 or more,-,25.6%,2164
,,,No value,-,-,10 or fewer
,,,Total,0.45%,17%,11786
,,Total,Less than 1,5.8%,52.5%,5922
,,,≥ 1 and < 5,2.2%,44.2%,13582
,,,≥ 5 and < 18,0.482%,32.2%,19484
,,,≥ 18 and < 50,0.457%,31%,27147
,,,≥ 50 and < 65,0.962%,38.8%,11327
,,,65 or more,1.4%,46.2%,19843
,,,No value,-,-,10 or fewer
,,,Total,1.3%,38.4%,97307
,Feb 5 – Feb 11,Armed Forces America,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Arkansas,Less than 1,-,74.4%,117
,,,≥ 1 and < 5,-,74.9%,251
,,,≥ 5 and < 18,-,55.6%,250
,,,≥ 18 and < 50,-,48.6%,276
,,,≥ 50 and < 65,-,54.1%,109
,,,65 or more,-,59.8%,189
,,,No value,-,-,10 or fewer
,,,Total,1.1%,60.4%,1192
,,Delaware,Less than 1,-,78%,41
,,,≥ 1 and < 5,-,75.7%,107
,,,≥ 5 and < 18,-,61.7%,128
,,,≥ 18 and < 50,-,28.2%,124
,,,≥ 50 and < 65,-,31.5%,54
,,,65 or more,-,31.6%,98
,,,No value,-,-,10 or fewer
,,,Total,-,49.8%,552
,,Wyoming,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,13
,,,≥ 5 and < 18,-,-,17
,,,≥ 18 and < 50,-,-,17
,,,≥ 50 and < 65,-,-,17
,,,65 or more,-,88.9%,18
,,,No value,-,-,10 or fewer
,,,Total,-,63.3%,90
,,Montana,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,16
,,,≥ 5 and < 18,-,-,14
,,,≥ 18 and < 50,-,-,23
,,,≥ 50 and < 65,-,-,11
,,,65 or more,-,-,22
,,,No value,-,-,10 or fewer
,,,Total,-,39.4%,94
,,Kentucky,Less than 1,9.9%,53.3%,182
,,,≥ 1 and < 5,-,45.3%,329
,,,≥ 5 and < 18,-,36.5%,416
,,,≥ 18 and < 50,-,33.3%,441
,,,≥ 50 and < 65,-,39%,236
,,,65 or more,-,46.9%,458
,,,No value,-,-,10 or fewer
,,,Total,1.7%,41.3%,2062
,,Illinois,Less than 1,6.6%,77.1%,227
,,,≥ 1 and < 5,1.9%,62%,619
,,,≥ 5 and < 18,-,47.2%,902
,,,≥ 18 and < 50,-,42.2%,1065
,,,≥ 50 and < 65,-,51.4%,440
,,,65 or more,1.4%,53.4%,879
,,,No value,-,-,10 or fewer
,,,Total,1.3%,51.5%,4132
,,West Virginia,Less than 1,-,82.5%,40
,,,≥ 1 and < 5,-,73.8%,103
,,,≥ 5 and < 18,-,63%,138
,,,≥ 18 and < 50,-,64.2%,204
,,,≥ 50 and < 65,-,68.8%,112
,,,65 or more,-,72.8%,184
,,,No value,-,-,10 or fewer
,,,Total,-,68.9%,781
,,Iowa,Less than 1,9.5%,58.6%,116
,,,≥ 1 and < 5,-,47.4%,175
,,,≥ 5 and < 18,-,50.7%,138
,,,≥ 18 and < 50,-,45.4%,216
,,,≥ 50 and < 65,-,60.5%,81
,,,65 or more,-,64.8%,193
,,,No value,-,-,10 or fewer
,,,Total,2.5%,53.6%,919
,,Wisconsin,Less than 1,-,58%,150
,,,≥ 1 and < 5,-,46.4%,306
,,,≥ 5 and < 18,-,29.3%,543
,,,≥ 18 and < 50,-,38.9%,588
,,,≥ 50 and < 65,-,47.7%,218
,,,65 or more,-,61.4%,365
,,,No value,-,-,10 or fewer
,,,Total,1.3%,43.5%,2170
,,South Dakota,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,42.3%,26
,,,≥ 5 and < 18,-,60%,25
,,,≥ 18 and < 50,-,36.5%,52
,,,≥ 50 and < 65,-,-,20
,,,65 or more,-,70.2%,47
,,,No value,-,-,10 or fewer
,,,Total,-,52.2%,180
,,Virgin Islands,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Colorado,Less than 1,7.1%,48.4%,312
,,,≥ 1 and < 5,2.6%,41%,647
,,,≥ 5 and < 18,-,31.2%,846
,,,≥ 18 and < 50,-,43.2%,692
,,,≥ 50 and < 65,-,60.3%,189
,,,65 or more,-,62.7%,271
,,,No value,-,-,10 or fewer
,,,Total,1.9%,42.7%,2957
,,North Dakota,Less than 1,-,80%,15
,,,≥ 1 and < 5,-,63.4%,41
,,,≥ 5 and < 18,-,50%,56
,,,≥ 18 and < 50,-,42.3%,104
,,,≥ 50 and < 65,-,55.3%,38
,,,65 or more,-,52.3%,65
,,,No value,-,-,10 or fewer
,,,Total,4.1%,51.7%,319
,,Minnesota,Less than 1,12.7%,61.8%,110
,,,≥ 1 and < 5,-,58%,231
,,,≥ 5 and < 18,-,42.5%,315
,,,≥ 18 and < 50,-,50.1%,457
,,,≥ 50 and < 65,-,48.9%,186
,,,65 or more,-,55.9%,392
,,,No value,-,-,10 or fewer
,,,Total,2.4%,51.7%,1691
,,Pennsylvania,Less than 1,-,68.1%,216
,,,≥ 1 and < 5,2.7%,63.6%,601
,,,≥ 5 and < 18,-,54.4%,888
,,,≥ 18 and < 50,-,47.8%,1383
,,,≥ 50 and < 65,-,54.1%,612
,,,65 or more,2.6%,58.9%,1327
,,,No value,-,-,10 or fewer
,,,Total,1.6%,55.4%,5027
,,Oklahoma,Less than 1,-,59.7%,67
,,,≥ 1 and < 5,-,63%,100
,,,≥ 5 and < 18,-,50.8%,122
,,,≥ 18 and < 50,-,36.9%,233
,,,≥ 50 and < 65,-,39.4%,137
,,,65 or more,-,54.5%,233
,,,No value,-,-,10 or fewer
,,,Total,-,48.4%,892
,,Nevada,Less than 1,-,35.9%,39
,,,≥ 1 and < 5,-,37.9%,95
,,,≥ 5 and < 18,-,25%,124
,,,≥ 18 and < 50,-,26.4%,125
,,,≥ 50 and < 65,-,45.2%,62
,,,65 or more,-,61.4%,83
,,,No value,-,-,10 or fewer
,,,Total,2.1%,36.6%,528
,,Maryland,Less than 1,-,67.8%,87
,,,≥ 1 and < 5,-,55.4%,184
,,,≥ 5 and < 18,-,55.3%,235
,,,≥ 18 and < 50,-,46.8%,391
,,,≥ 50 and < 65,-,51.4%,222
,,,65 or more,-,54.3%,350
,,,No value,-,-,10 or fewer
,,,Total,1.1%,53%,1469
,,Nebraska,Less than 1,-,62.1%,29
,,,≥ 1 and < 5,-,64.4%,59
,,,≥ 5 and < 18,-,29.3%,58
,,,≥ 18 and < 50,-,47.8%,138
,,,≥ 50 and < 65,-,61.2%,49
,,,65 or more,-,65.5%,113
,,,No value,-,-,10 or fewer
,,,Total,2.5%,54.5%,446
,,Idaho,Less than 1,-,53.3%,45
,,,≥ 1 and < 5,-,40.5%,79
,,,≥ 5 and < 18,-,29.4%,85
,,,≥ 18 and < 50,-,18.1%,193
,,,≥ 50 and < 65,-,30.4%,56
,,,65 or more,-,37.2%,148
,,,No value,-,-,10 or fewer
,,,Total,1.8%,31%,606
,,Connecticut,Less than 1,-,41.6%,113
,,,≥ 1 and < 5,-,41.9%,298
,,,≥ 5 and < 18,-,38.7%,336
,,,≥ 18 and < 50,-,40.3%,494
