Session Title,"Opioid Overdoses in ED, State Month Age",,,,
Session Description,ED encountersWA-WY by countycount pts with ED diagnosis opioid overdose,,,,
Session ID,2766034,,,,
Data Model,ED Encounters,,,,
Population Base,All ED Encounters,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,,,,,
Session Date Range,1/1/2025 - 9/30/2025 (Based On Arrival Date),,,,
Measure,Number of ED Encounters,,,,
Export User,Stephanie Perniciaro,,,,
Date of Export,10/16/2025,,,,
,,,,,
,,,,,
,,,ED Diagnoses,"ICD-10 OPIOID OVERDOSE, Initial Encounter",None of the above
Year,Month,State of Residence (U.S.),Age at Time of Visit,,
,,,65 Years or more,10 or fewer,11421
,,,No value,10 or fewer,10 or fewer
,,,Total,66,38315
,,Arkansas,Less than 15 Years,10 or fewer,9725
,,,≥ 15 and < 25 Years,10 or fewer,4091
,,,≥ 25 and < 45 Years,10 or fewer,7594
,,,≥ 45 and < 65 Years,10 or fewer,7153
,,,65 Years or more,10 or fewer,7104
,,,No value,10 or fewer,10 or fewer
,,,Total,12,35667
,,Washington,Less than 15 Years,10 or fewer,4716
,,,≥ 15 and < 25 Years,10 or fewer,3456
,,,≥ 25 and < 45 Years,18,8754
,,,≥ 45 and < 65 Years,11,7569
,,,65 Years or more,10 or fewer,9623
,,,No value,10 or fewer,10 or fewer
,,,Total,37,34118
,,Idaho,Less than 15 Years,10 or fewer,4348
,,,≥ 15 and < 25 Years,10 or fewer,3435
,,,≥ 25 and < 45 Years,10 or fewer,7309
,,,≥ 45 and < 65 Years,10 or fewer,6365
,,,65 Years or more,10 or fewer,8296
,,,No value,10 or fewer,10 or fewer
,,,Total,12,29753
,,Kansas,Less than 15 Years,10 or fewer,2592
,,,≥ 15 and < 25 Years,10 or fewer,2578
,,,≥ 25 and < 45 Years,10 or fewer,6242
,,,≥ 45 and < 65 Years,10 or fewer,5768
,,,65 Years or more,10 or fewer,7113
,,,No value,10 or fewer,10 or fewer
,,,Total,11,24293
,,Hawaii,Less than 15 Years,10 or fewer,4680
,,,≥ 15 and < 25 Years,10 or fewer,2561
,,,≥ 25 and < 45 Years,10 or fewer,6051
,,,≥ 45 and < 65 Years,10 or fewer,5991
,,,65 Years or more,10 or fewer,7334
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,26617
,,Missouri,Less than 15 Years,10 or fewer,1814
,,,≥ 15 and < 25 Years,10 or fewer,2610
,,,≥ 25 and < 45 Years,10 or fewer,6236
,,,≥ 45 and < 65 Years,10 or fewer,5983
,,,65 Years or more,10 or fewer,7593
,,,No value,10 or fewer,10 or fewer
,,,Total,13,24236
,,Nebraska,Less than 15 Years,10 or fewer,3069
,,,≥ 15 and < 25 Years,10 or fewer,2913
,,,≥ 25 and < 45 Years,10 or fewer,6376
,,,≥ 45 and < 65 Years,10 or fewer,5674
,,,65 Years or more,10 or fewer,6387
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,24419
,,Maine,Less than 15 Years,10 or fewer,2817
,,,≥ 15 and < 25 Years,10 or fewer,2052
,,,≥ 25 and < 45 Years,10 or fewer,5251
,,,≥ 45 and < 65 Years,10 or fewer,5516
,,,65 Years or more,10 or fewer,7760
,,,No value,10 or fewer,10 or fewer
,,,Total,16,23396
,,Nevada,Less than 15 Years,10 or fewer,3628
,,,≥ 15 and < 25 Years,10 or fewer,2107
,,,≥ 25 and < 45 Years,11,5256
,,,≥ 45 and < 65 Years,10 or fewer,4736
,,,65 Years or more,10 or fewer,3752
,,,No value,10 or fewer,10 or fewer
,,,Total,23,19479
,,Rhode Island,Less than 15 Years,10 or fewer,3640
,,,≥ 15 and < 25 Years,10 or fewer,1760
,,,≥ 25 and < 45 Years,12,3713
,,,≥ 45 and < 65 Years,10 or fewer,4104
,,,65 Years or more,10 or fewer,5467
,,,No value,10 or fewer,10 or fewer
,,,Total,19,18684
,,Alabama,Less than 15 Years,10 or fewer,1962
,,,≥ 15 and < 25 Years,10 or fewer,1970
,,,≥ 25 and < 45 Years,10 or fewer,4662
,,,≥ 45 and < 65 Years,10 or fewer,4725
,,,65 Years or more,10 or fewer,5185
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,18504
,,Delaware,Less than 15 Years,10 or fewer,4377
,,,≥ 15 and < 25 Years,10 or fewer,2010
,,,≥ 25 and < 45 Years,25,4167
,,,≥ 45 and < 65 Years,27,3601
,,,65 Years or more,10 or fewer,4204
,,,No value,10 or fewer,10 or fewer
,,,Total,56,18359
,,North Dakota,Less than 15 Years,10 or fewer,2091
,,,≥ 15 and < 25 Years,10 or fewer,1536
,,,≥ 25 and < 45 Years,10 or fewer,3579
,,,≥ 45 and < 65 Years,10 or fewer,2862
,,,65 Years or more,10 or fewer,3213
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,13281
,,Utah,Less than 15 Years,10 or fewer,252
,,,≥ 15 and < 25 Years,10 or fewer,889
,,,≥ 25 and < 45 Years,10 or fewer,2318
,,,≥ 45 and < 65 Years,10 or fewer,1793
,,,65 Years or more,10 or fewer,1221
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6473
,,Vermont,Less than 15 Years,10 or fewer,1026
,,,≥ 15 and < 25 Years,10 or fewer,982
,,,≥ 25 and < 45 Years,10 or fewer,2280
,,,≥ 45 and < 65 Years,10 or fewer,2305
,,,65 Years or more,10 or fewer,3181
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,9774
,,Montana,Less than 15 Years,10 or fewer,1422
,,,≥ 15 and < 25 Years,10 or fewer,1141
,,,≥ 25 and < 45 Years,10 or fewer,2187
,,,≥ 45 and < 65 Years,10 or fewer,1733
,,,65 Years or more,10 or fewer,2358
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8841
,,New Hampshire,Less than 15 Years,10 or fewer,892
,,,≥ 15 and < 25 Years,10 or fewer,910
,,,≥ 25 and < 45 Years,10 or fewer,1677
,,,≥ 45 and < 65 Years,10 or fewer,1916
,,,65 Years or more,10 or fewer,3121
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8516
,,New Mexico,Less than 15 Years,10 or fewer,902
,,,≥ 15 and < 25 Years,10 or fewer,770
,,,≥ 25 and < 45 Years,10 or fewer,2367
,,,≥ 45 and < 65 Years,10 or fewer,2040
,,,65 Years or more,10 or fewer,2317
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8396
,,South Dakota,Less than 15 Years,10 or fewer,1204
,,,≥ 15 and < 25 Years,10 or fewer,757
,,,≥ 25 and < 45 Years,10 or fewer,1706
,,,≥ 45 and < 65 Years,10 or fewer,1415
,,,65 Years or more,10 or fewer,1995
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7077
,,Wyoming,Less than 15 Years,10 or fewer,797
,,,≥ 15 and < 25 Years,10 or fewer,693
,,,≥ 25 and < 45 Years,10 or fewer,1219
,,,≥ 45 and < 65 Years,10 or fewer,1043
,,,65 Years or more,10 or fewer,1314
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,5066
,,District of Columbia,Less than 15 Years,10 or fewer,189
,,,≥ 15 and < 25 Years,10 or fewer,254
,,,≥ 25 and < 45 Years,10 or fewer,976
,,,≥ 45 and < 65 Years,10 or fewer,455
,,,65 Years or more,10 or fewer,283
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,2157
,,Puerto Rico,Less than 15 Years,10 or fewer,25
,,,≥ 15 and < 25 Years,10 or fewer,36
,,,≥ 25 and < 45 Years,10 or fewer,48
,,,≥ 45 and < 65 Years,10 or fewer,57
,,,65 Years or more,10 or fewer,79
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,245
,,Alaska,Less than 15 Years,10 or fewer,30
,,,≥ 15 and < 25 Years,10 or fewer,47
,,,≥ 25 and < 45 Years,10 or fewer,46
,,,≥ 45 and < 65 Years,10 or fewer,57
,,,65 Years or more,10 or fewer,110
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,290
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,10 or fewer
,,,≥ 45 and < 65 Years,10 or fewer,12
,,,65 Years or more,10 or fewer,52
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,79
,,None of the above,Less than 15 Years,10 or fewer,9256
,,,≥ 15 and < 25 Years,10 or fewer,7908
,,,≥ 25 and < 45 Years,57,17605
,,,≥ 45 and < 65 Years,15,13629
,,,65 Years or more,10 or fewer,11997
,,,No value,10 or fewer,10 or fewer
,,,Total,78,60395
,,Total,Less than 15 Years,14,705262
,,,≥ 15 and < 25 Years,197,490408
,,,≥ 25 and < 45 Years,1442,1118306
,,,≥ 45 and < 65 Years,783,1021495
,,,65 Years or more,288,1142444
,,,No value,10 or fewer,10 or fewer
,,,Total,2724,4477915
,Mar,Texas,Less than 15 Years,10 or fewer,75179
,,,≥ 15 and < 25 Years,13,47258
,,,≥ 25 and < 45 Years,58,106652
,,,≥ 45 and < 65 Years,35,92099
,,,65 Years or more,22,96215
,,,No value,10 or fewer,10 or fewer
,,,Total,131,417403
,,Florida,Less than 15 Years,10 or fewer,70055
,,,≥ 15 and < 25 Years,11,44483
,,,≥ 25 and < 45 Years,85,105593
,,,≥ 45 and < 65 Years,63,91686
,,,65 Years or more,25,105692
,,,No value,10 or fewer,10 or fewer
,,,Total,185,417509
,,Ohio,Less than 15 Years,10 or fewer,48860
,,,≥ 15 and < 25 Years,16,44876
,,,≥ 25 and < 45 Years,130,104267
,,,≥ 45 and < 65 Years,55,93172
,,,65 Years or more,21,104988
,,,No value,10 or fewer,10 or fewer
,,,Total,222,396163
,,Pennsylvania,Less than 15 Years,10 or fewer,28298
,,,≥ 15 and < 25 Years,10 or fewer,24740
,,,≥ 25 and < 45 Years,117,62105
,,,≥ 45 and < 65 Years,102,58231
,,,65 Years or more,26,71840
,,,No value,10 or fewer,10 or fewer
,,,Total,252,245214
,,North Carolina,Less than 15 Years,10 or fewer,29269
,,,≥ 15 and < 25 Years,21,25354
,,,≥ 25 and < 45 Years,90,58751
,,,≥ 45 and < 65 Years,39,53529
,,,65 Years or more,19,61088
,,,No value,10 or fewer,10 or fewer
,,,Total,170,227991
,,New York,Less than 15 Years,10 or fewer,25842
,,,≥ 15 and < 25 Years,10 or fewer,23607
,,,≥ 25 and < 45 Years,63,57507
,,,≥ 45 and < 65 Years,41,52709
,,,65 Years or more,11,60784
,,,No value,10 or fewer,10 or fewer
,,,Total,123,220449
,,Virginia,Less than 15 Years,10 or fewer,29137
,,,≥ 15 and < 25 Years,10 or fewer,24157
,,,≥ 25 and < 45 Years,46,56840
,,,≥ 45 and < 65 Years,41,49984
,,,65 Years or more,14,56003
,,,No value,10 or fewer,10 or fewer
,,,Total,109,216121
,,Michigan,Less than 15 Years,10 or fewer,24494
,,,≥ 15 and < 25 Years,10 or fewer,20630
,,,≥ 25 and < 45 Years,46,49952
,,,≥ 45 and < 65 Years,34,46984
,,,65 Years or more,29,55164
,,,No value,10 or fewer,10 or fewer
,,,Total,111,197224
,,California,Less than 15 Years,10 or fewer,25919
,,,≥ 15 and < 25 Years,14,21216
,,,≥ 25 and < 45 Years,81,52118
,,,≥ 45 and < 65 Years,31,44889
,,,65 Years or more,22,47665
,,,No value,10 or fewer,10 or fewer
,,,Total,149,191808
,,Illinois,Less than 15 Years,10 or fewer,29416
,,,≥ 15 and < 25 Years,10 or fewer,20494
,,,≥ 25 and < 45 Years,45,44612
,,,≥ 45 and < 65 Years,61,41129
,,,65 Years or more,16,50348
,,,No value,10 or fewer,10 or fewer
,,,Total,132,185999
,,Georgia,Less than 15 Years,10 or fewer,33750
,,,≥ 15 and < 25 Years,11,18334
,,,≥ 25 and < 45 Years,45,39068
,,,≥ 45 and < 65 Years,36,35650
,,,65 Years or more,12,32954
,,,No value,10 or fewer,10 or fewer
,,,Total,107,159756
,,South Carolina,Less than 15 Years,10 or fewer,20340
,,,≥ 15 and < 25 Years,11,16952
,,,≥ 25 and < 45 Years,56,38404
,,,≥ 45 and < 65 Years,31,36323
,,,65 Years or more,14,38575
,,,No value,10 or fewer,10 or fewer
,,,Total,112,150594
,,New Jersey,Less than 15 Years,10 or fewer,21514
,,,≥ 15 and < 25 Years,10 or fewer,14486
,,,≥ 25 and < 45 Years,49,34022
,,,≥ 45 and < 65 Years,62,30248
,,,65 Years or more,26,32521
,,,No value,10 or fewer,10 or fewer
,,,Total,141,132791
,,Colorado,Less than 15 Years,10 or fewer,27711
,,,≥ 15 and < 25 Years,22,14018
,,,≥ 25 and < 45 Years,117,29241
,,,≥ 45 and < 65 Years,36,20968
,,,65 Years or more,11,22687
,,,No value,10 or fewer,10 or fewer
,,,Total,188,114625
,,Connecticut,Less than 15 Years,10 or fewer,15529
,,,≥ 15 and < 25 Years,10 or fewer,11208
,,,≥ 25 and < 45 Years,61,27053
,,,≥ 45 and < 65 Years,44,25691
,,,65 Years or more,10 or fewer,29498
,,,No value,10 or fewer,10 or fewer
,,,Total,115,108979
,,Massachusetts,Less than 15 Years,10 or fewer,15452
,,,≥ 15 and < 25 Years,10 or fewer,11323
,,,≥ 25 and < 45 Years,47,25980
,,,≥ 45 and < 65 Years,25,23665
,,,65 Years or more,10 or fewer,29256
,,,No value,10 or fewer,10 or fewer
,,,Total,80,105676
,,Indiana,Less than 15 Years,10 or fewer,13081
,,,≥ 15 and < 25 Years,10 or fewer,10745
,,,≥ 25 and < 45 Years,60,25829
,,,≥ 45 and < 65 Years,23,23470
,,,65 Years or more,10 or fewer,25407
,,,No value,10 or fewer,10 or fewer
,,,Total,102,98532
,,Louisiana,Less than 15 Years,10 or fewer,13980
,,,≥ 15 and < 25 Years,10 or fewer,11302
,,,≥ 25 and < 45 Years,36,24139
,,,≥ 45 and < 65 Years,27,19585
,,,65 Years or more,10 or fewer,20054
,,,No value,10 or fewer,10 or fewer
,,,Total,80,89060
,,Mississippi,Less than 15 Years,10 or fewer,11734
,,,≥ 15 and < 25 Years,10 or fewer,9574
,,,≥ 25 and < 45 Years,13,20606
,,,≥ 45 and < 65 Years,11,20415
,,,65 Years or more,10 or fewer,21031
,,,No value,10 or fewer,10 or fewer
,,,Total,35,83360
,,Tennessee,Less than 15 Years,10 or fewer,14462
,,,≥ 15 and < 25 Years,10 or fewer,9282
,,,≥ 25 and < 45 Years,46,19395
,,,≥ 45 and < 65 Years,15,19077
,,,65 Years or more,10 or fewer,19824
,,,No value,10 or fewer,10 or fewer
,,,Total,73,82040
,,Wisconsin,Less than 15 Years,10 or fewer,13924
,,,≥ 15 and < 25 Years,10 or fewer,8424
,,,≥ 25 and < 45 Years,14,19190
,,,≥ 45 and < 65 Years,10 or fewer,17834
,,,65 Years or more,10 or fewer,21282
,,,No value,10 or fewer,10 or fewer
,,,Total,28,80654
,,Minnesota,Less than 15 Years,10 or fewer,11130
,,,≥ 15 and < 25 Years,28,8603
,,,≥ 25 and < 45 Years,64,19905
,,,≥ 45 and < 65 Years,28,17024
,,,65 Years or more,10 or fewer,22030
,,,No value,10 or fewer,10 or fewer
,,,Total,128,78692
,,Kentucky,Less than 15 Years,10 or fewer,15298
,,,≥ 15 and < 25 Years,10 or fewer,8387
,,,≥ 25 and < 45 Years,25,17766
,,,≥ 45 and < 65 Years,21,17698
,,,65 Years or more,10 or fewer,19437
,,,No value,10 or fewer,10 or fewer
,,,Total,56,78586
,,Maryland,Less than 15 Years,10 or fewer,9561
,,,≥ 15 and < 25 Years,10 or fewer,7759
,,,≥ 25 and < 45 Years,27,19162
,,,≥ 45 and < 65 Years,24,17225
,,,65 Years or more,10 or fewer,18663
,,,No value,10 or fewer,10 or fewer
,,,Total,61,72370
,,Oregon,Less than 15 Years,10 or fewer,8512
,,,≥ 15 and < 25 Years,10 or fewer,5893
,,,≥ 25 and < 45 Years,49,13350
,,,≥ 45 and < 65 Years,16,11640
,,,65 Years or more,10 or fewer,13599
,,,No value,10 or fewer,10 or fewer
,,,Total,79,52994
,,Iowa,Less than 15 Years,10 or fewer,7025
,,,≥ 15 and < 25 Years,10 or fewer,4458
,,,≥ 25 and < 45 Years,10 or fewer,10061
,,,≥ 45 and < 65 Years,10 or fewer,9372
,,,65 Years or more,10 or fewer,11379
,,,No value,10 or fewer,10 or fewer
,,,Total,12,42295
,,Oklahoma,Less than 15 Years,10 or fewer,9358
,,,≥ 15 and < 25 Years,10 or fewer,5298
,,,≥ 25 and < 45 Years,18,11720
,,,≥ 45 and < 65 Years,10 or fewer,10235
,,,65 Years or more,10 or fewer,10658
,,,No value,10 or fewer,10 or fewer
,,,Total,31,47269
,,West Virginia,Less than 15 Years,10 or fewer,5893
,,,≥ 15 and < 25 Years,10 or fewer,4834
,,,≥ 25 and < 45 Years,10 or fewer,9719
,,,≥ 45 and < 65 Years,10 or fewer,10818
,,,65 Years or more,10 or fewer,12810
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,44074
,,Arizona,Less than 15 Years,10 or fewer,4886
,,,≥ 15 and < 25 Years,10 or fewer,4207
,,,≥ 25 and < 45 Years,39,10080
,,,≥ 45 and < 65 Years,11,9506
,,,65 Years or more,10 or fewer,12306
,,,No value,10 or fewer,10 or fewer
,,,Total,64,40985
,,Arkansas,Less than 15 Years,10 or fewer,9860
,,,≥ 15 and < 25 Years,10 or fewer,4437
,,,≥ 25 and < 45 Years,10 or fewer,8445
,,,≥ 45 and < 65 Years,10 or fewer,7884
,,,65 Years or more,10 or fewer,8077
,,,No value,10 or fewer,10 or fewer
,,,Total,19,38703
,,Washington,Less than 15 Years,10 or fewer,4837
,,,≥ 15 and < 25 Years,10 or fewer,3732
,,,≥ 25 and < 45 Years,31,9478
,,,≥ 45 and < 65 Years,16,8512
,,,65 Years or more,10 or fewer,10643
,,,No value,10 or fewer,10 or fewer
,,,Total,61,37202
,,Idaho,Less than 15 Years,10 or fewer,4250
,,,≥ 15 and < 25 Years,10 or fewer,3760
,,,≥ 25 and < 45 Years,10 or fewer,8074
,,,≥ 45 and < 65 Years,10 or fewer,7214
,,,65 Years or more,10 or fewer,9218
,,,No value,10 or fewer,10 or fewer
,,,Total,19,32516
,,Kansas,Less than 15 Years,10 or fewer,2394
,,,≥ 15 and < 25 Years,10 or fewer,2693
,,,≥ 25 and < 45 Years,10 or fewer,7039
,,,≥ 45 and < 65 Years,10 or fewer,6187
,,,65 Years or more,10 or fewer,8081
,,,No value,10 or fewer,10 or fewer
,,,Total,19,26394
,,Hawaii,Less than 15 Years,10 or fewer,4655
,,,≥ 15 and < 25 Years,10 or fewer,2695
,,,≥ 25 and < 45 Years,10 or fewer,6454
,,,≥ 45 and < 65 Years,10 or fewer,6351
,,,65 Years or more,10 or fewer,7855
,,,No value,10 or fewer,10 or fewer
,,,Total,13,28010
,,Missouri,Less than 15 Years,10 or fewer,1998
,,,≥ 15 and < 25 Years,10 or fewer,2948
,,,≥ 25 and < 45 Years,12,7170
,,,≥ 45 and < 65 Years,10 or fewer,7011
,,,65 Years or more,10 or fewer,8740
,,,No value,10 or fewer,10 or fewer
,,,Total,18,27867
,,Nebraska,Less than 15 Years,10 or fewer,2857
,,,≥ 15 and < 25 Years,10 or fewer,3109
,,,≥ 25 and < 45 Years,10 or fewer,6831
,,,≥ 45 and < 65 Years,10 or fewer,5895
,,,65 Years or more,10 or fewer,6911
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,25603
,,Maine,Less than 15 Years,10 or fewer,2870
,,,≥ 15 and < 25 Years,10 or fewer,2329
,,,≥ 25 and < 45 Years,17,5913
,,,≥ 45 and < 65 Years,10 or fewer,5747
,,,65 Years or more,10 or fewer,8197
,,,No value,10 or fewer,10 or fewer
,,,Total,24,25056
,,Nevada,Less than 15 Years,10 or fewer,3552
,,,≥ 15 and < 25 Years,10 or fewer,2391
,,,≥ 25 and < 45 Years,15,5864
,,,≥ 45 and < 65 Years,10 or fewer,5091
,,,65 Years or more,10 or fewer,4207
,,,No value,10 or fewer,10 or fewer
,,,Total,28,21105
,,Rhode Island,Less than 15 Years,10 or fewer,3939
,,,≥ 15 and < 25 Years,10 or fewer,2031
,,,≥ 25 and < 45 Years,13,4223
,,,≥ 45 and < 65 Years,10 or fewer,4676
,,,65 Years or more,10 or fewer,5636
,,,No value,10 or fewer,10 or fewer
,,,Total,20,20505
,,Alabama,Less than 15 Years,10 or fewer,2105
,,,≥ 15 and < 25 Years,10 or fewer,2167
,,,≥ 25 and < 45 Years,10 or fewer,5130
,,,≥ 45 and < 65 Years,10 or fewer,5129
,,,65 Years or more,10 or fewer,5658
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,20189
,,Delaware,Less than 15 Years,10 or fewer,4355
,,,≥ 15 and < 25 Years,10 or fewer,2280
,,,≥ 25 and < 45 Years,27,4274
,,,≥ 45 and < 65 Years,13,3896
,,,65 Years or more,10 or fewer,4610
,,,No value,10 or fewer,10 or fewer
,,,Total,46,19415
,,North Dakota,Less than 15 Years,10 or fewer,2078
,,,≥ 15 and < 25 Years,10 or fewer,1652
,,,≥ 25 and < 45 Years,13,4154
,,,≥ 45 and < 65 Years,10 or fewer,3176
,,,65 Years or more,10 or fewer,3790
,,,No value,10 or fewer,10 or fewer
,,,Total,20,14850
,,Utah,Less than 15 Years,10 or fewer,274
,,,≥ 15 and < 25 Years,10 or fewer,927
,,,≥ 25 and < 45 Years,10 or fewer,2592
,,,≥ 45 and < 65 Years,10 or fewer,2001
,,,65 Years or more,10 or fewer,1473
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7267
,,Vermont,Less than 15 Years,10 or fewer,1080
,,,≥ 15 and < 25 Years,10 or fewer,1130
,,,≥ 25 and < 45 Years,10 or fewer,2514
,,,≥ 45 and < 65 Years,10 or fewer,2446
,,,65 Years or more,10 or fewer,3537
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,10707
,,Montana,Less than 15 Years,10 or fewer,1526
,,,≥ 15 and < 25 Years,10 or fewer,1220
,,,≥ 25 and < 45 Years,10 or fewer,2470
,,,≥ 45 and < 65 Years,10 or fewer,2202
,,,65 Years or more,10 or fewer,2702
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,10120
,,New Hampshire,Less than 15 Years,10 or fewer,959
,,,≥ 15 and < 25 Years,10 or fewer,924
,,,≥ 25 and < 45 Years,10 or fewer,1815
,,,≥ 45 and < 65 Years,10 or fewer,2074
,,,65 Years or more,10 or fewer,3252
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,9024
,,New Mexico,Less than 15 Years,10 or fewer,821
,,,≥ 15 and < 25 Years,10 or fewer,861
,,,≥ 25 and < 45 Years,10 or fewer,2564
,,,≥ 45 and < 65 Years,10 or fewer,2204
,,,65 Years or more,10 or fewer,2491
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8941
,,South Dakota,Less than 15 Years,10 or fewer,1246
,,,≥ 15 and < 25 Years,10 or fewer,800
,,,≥ 25 and < 45 Years,10 or fewer,1779
,,,≥ 45 and < 65 Years,10 or fewer,1599
,,,65 Years or more,10 or fewer,2107
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7531
,,Wyoming,Less than 15 Years,10 or fewer,814
,,,≥ 15 and < 25 Years,10 or fewer,682
,,,≥ 25 and < 45 Years,10 or fewer,1350
,,,≥ 45 and < 65 Years,10 or fewer,1157
,,,65 Years or more,10 or fewer,1483
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,5486
,,District of Columbia,Less than 15 Years,10 or fewer,236
,,,≥ 15 and < 25 Years,10 or fewer,250
,,,≥ 25 and < 45 Years,10 or fewer,933
,,,≥ 45 and < 65 Years,10 or fewer,516
,,,65 Years or more,10 or fewer,298
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,2233
,,Puerto Rico,Less than 15 Years,10 or fewer,19
,,,≥ 15 and < 25 Years,10 or fewer,22
,,,≥ 25 and < 45 Years,10 or fewer,54
,,,≥ 45 and < 65 Years,10 or fewer,79
,,,65 Years or more,10 or fewer,84
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,258
,,Alaska,Less than 15 Years,10 or fewer,28
,,,≥ 15 and < 25 Years,10 or fewer,45
,,,≥ 25 and < 45 Years,10 or fewer,53
,,,≥ 45 and < 65 Years,10 or fewer,64
,,,65 Years or more,10 or fewer,119
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,309
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,10 or fewer
,,,≥ 45 and < 65 Years,10 or fewer,22
,,,65 Years or more,10 or fewer,39
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,78
,,None of the above,Less than 15 Years,10 or fewer,8799
,,,≥ 15 and < 25 Years,10 or fewer,8571
,,,≥ 25 and < 45 Years,65,19256
,,,≥ 45 and < 65 Years,10 or fewer,14944
,,,65 Years or more,12,12954
,,,No value,10 or fewer,10 or fewer
,,,Total,93,64524
,,Total,Less than 15 Years,24,725164
,,,≥ 15 and < 25 Years,297,533563
,,,≥ 25 and < 45 Years,1784,1231525
,,,≥ 45 and < 65 Years,1010,1106933
,,,65 Years or more,398,1245920
,,,No value,10 or fewer,10 or fewer
,,,Total,3513,4843106
,Apr,Texas,Less than 15 Years,10 or fewer,76085
,,,≥ 15 and < 25 Years,17,46810
,,,≥ 25 and < 45 Years,66,104726
,,,≥ 45 and < 65 Years,36,90025
,,,65 Years or more,20,91995
,,,No value,10 or fewer,10 or fewer
,,,Total,140,409641
,,Florida,Less than 15 Years,10 or fewer,68157
,,,≥ 15 and < 25 Years,13,44207
,,,≥ 25 and < 45 Years,91,103791
,,,≥ 45 and < 65 Years,56,89305
,,,65 Years or more,38,101870
,,,No value,10 or fewer,10 or fewer
,,,Total,200,407330
,,Ohio,Less than 15 Years,10 or fewer,46293
,,,≥ 15 and < 25 Years,10 or fewer,44050
,,,≥ 25 and < 45 Years,142,101612
,,,≥ 45 and < 65 Years,103,90377
,,,65 Years or more,22,100919
,,,No value,10 or fewer,10 or fewer
,,,Total,274,383251
,,Pennsylvania,Less than 15 Years,10 or fewer,26455
,,,≥ 15 and < 25 Years,10 or fewer,24168
,,,≥ 25 and < 45 Years,144,61414
,,,≥ 45 and < 65 Years,101,56960
,,,65 Years or more,18,69697
,,,No value,10 or fewer,10 or fewer
,,,Total,273,238694
,,North Carolina,Less than 15 Years,10 or fewer,26824
,,,≥ 15 and < 25 Years,24,25168
,,,≥ 25 and < 45 Years,94,58041
,,,≥ 45 and < 65 Years,59,52532
,,,65 Years or more,19,58635
,,,No value,10 or fewer,10 or fewer
,,,Total,199,221200
,,New York,Less than 15 Years,10 or fewer,24355
,,,≥ 15 and < 25 Years,10 or fewer,23627
,,,≥ 25 and < 45 Years,71,57284
,,,≥ 45 and < 65 Years,62,52238
,,,65 Years or more,23,61794
,,,No value,10 or fewer,10 or fewer
,,,Total,159,219298
,,Virginia,Less than 15 Years,10 or fewer,25802
,,,≥ 15 and < 25 Years,13,22593
,,,≥ 25 and < 45 Years,70,55092
,,,≥ 45 and < 65 Years,47,47603
,,,65 Years or more,13,53967
,,,No value,10 or fewer,10 or fewer
,,,Total,145,205057
,,Michigan,Less than 15 Years,10 or fewer,22528
,,,≥ 15 and < 25 Years,10 or fewer,19769
,,,≥ 25 and < 45 Years,47,48207
,,,≥ 45 and < 65 Years,27,44428
,,,65 Years or more,12,53802
,,,No value,10 or fewer,10 or fewer
,,,Total,91,188734
,,California,Less than 15 Years,10 or fewer,23568
