,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,22131
,,Maine,Less than 15 Years,10 or fewer,2403
,,,≥ 15 and < 25 Years,10 or fewer,2131
,,,≥ 25 and < 45 Years,16,5234
,,,≥ 45 and < 65 Years,10 or fewer,5117
,,,65 Years or more,10 or fewer,7109
,,,No value,10 or fewer,10 or fewer
,,,Total,28,21994
,,Nevada,Less than 15 Years,10 or fewer,3371
,,,≥ 15 and < 25 Years,10 or fewer,1915
,,,≥ 25 and < 45 Years,10 or fewer,4857
,,,≥ 45 and < 65 Years,10 or fewer,4368
,,,65 Years or more,10 or fewer,3476
,,,No value,10 or fewer,10 or fewer
,,,Total,18,17987
,,Rhode Island,Less than 15 Years,10 or fewer,3682
,,,≥ 15 and < 25 Years,10 or fewer,1873
,,,≥ 25 and < 45 Years,10 or fewer,4061
,,,≥ 45 and < 65 Years,10 or fewer,4360
,,,65 Years or more,10 or fewer,5157
,,,No value,10 or fewer,10 or fewer
,,,Total,17,19133
,,Alabama,Less than 15 Years,10 or fewer,1761
,,,≥ 15 and < 25 Years,10 or fewer,1822
,,,≥ 25 and < 45 Years,10 or fewer,4614
,,,≥ 45 and < 65 Years,10 or fewer,4519
,,,65 Years or more,10 or fewer,4740
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,17456
,,Delaware,Less than 15 Years,10 or fewer,4663
,,,≥ 15 and < 25 Years,10 or fewer,2131
,,,≥ 25 and < 45 Years,10 or fewer,4135
,,,≥ 45 and < 65 Years,10 or fewer,3528
,,,65 Years or more,10 or fewer,3833
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,18290
,,North Dakota,Less than 15 Years,10 or fewer,1841
,,,≥ 15 and < 25 Years,10 or fewer,1473
,,,≥ 25 and < 45 Years,10 or fewer,3535
,,,≥ 45 and < 65 Years,10 or fewer,2936
,,,65 Years or more,10 or fewer,3011
,,,No value,10 or fewer,10 or fewer
,,,Total,11,12796
,,Utah,Less than 15 Years,10 or fewer,234
,,,≥ 15 and < 25 Years,10 or fewer,782
,,,≥ 25 and < 45 Years,10 or fewer,2161
,,,≥ 45 and < 65 Years,10 or fewer,1657
,,,65 Years or more,10 or fewer,1230
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6064
,,Vermont,Less than 15 Years,10 or fewer,1098
,,,≥ 15 and < 25 Years,10 or fewer,1004
,,,≥ 25 and < 45 Years,10 or fewer,2245
,,,≥ 45 and < 65 Years,10 or fewer,2237
,,,65 Years or more,10 or fewer,2999
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,9583
,,Montana,Less than 15 Years,10 or fewer,931
,,,≥ 15 and < 25 Years,10 or fewer,805
,,,≥ 25 and < 45 Years,10 or fewer,1480
,,,≥ 45 and < 65 Years,10 or fewer,1226
,,,65 Years or more,10 or fewer,1581
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6023
,,New Hampshire,Less than 15 Years,10 or fewer,830
,,,≥ 15 and < 25 Years,10 or fewer,839
,,,≥ 25 and < 45 Years,10 or fewer,1606
,,,≥ 45 and < 65 Years,10 or fewer,1800
,,,65 Years or more,10 or fewer,2786
,,,No value,10 or fewer,10 or fewer
,,,Total,12,7861
,,New Mexico,Less than 15 Years,10 or fewer,748
,,,≥ 15 and < 25 Years,10 or fewer,851
,,,≥ 25 and < 45 Years,10 or fewer,2357
,,,≥ 45 and < 65 Years,10 or fewer,1948
,,,65 Years or more,10 or fewer,2169
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8073
,,South Dakota,Less than 15 Years,10 or fewer,1232
,,,≥ 15 and < 25 Years,10 or fewer,792
,,,≥ 25 and < 45 Years,10 or fewer,1707
,,,≥ 45 and < 65 Years,10 or fewer,1499
,,,65 Years or more,10 or fewer,1827
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7057
,,Wyoming,Less than 15 Years,10 or fewer,850
,,,≥ 15 and < 25 Years,10 or fewer,713
,,,≥ 25 and < 45 Years,10 or fewer,1116
,,,≥ 45 and < 65 Years,10 or fewer,1002
,,,65 Years or more,10 or fewer,1269
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,4951
,,District of Columbia,Less than 15 Years,10 or fewer,208
,,,≥ 15 and < 25 Years,10 or fewer,234
,,,≥ 25 and < 45 Years,10 or fewer,865
,,,≥ 45 and < 65 Years,10 or fewer,425
,,,65 Years or more,10 or fewer,309
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,2042
,,Puerto Rico,Less than 15 Years,10 or fewer,27
,,,≥ 15 and < 25 Years,10 or fewer,31
,,,≥ 25 and < 45 Years,10 or fewer,66
,,,≥ 45 and < 65 Years,10 or fewer,68
,,,65 Years or more,10 or fewer,60
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,252
,,Alaska,Less than 15 Years,10 or fewer,31
,,,≥ 15 and < 25 Years,10 or fewer,27
,,,≥ 25 and < 45 Years,10 or fewer,56
,,,≥ 45 and < 65 Years,10 or fewer,57
,,,65 Years or more,10 or fewer,108
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,279
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,10 or fewer
,,,≥ 45 and < 65 Years,10 or fewer,10 or fewer
,,,65 Years or more,10 or fewer,23
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,45
,,None of the above,Less than 15 Years,10 or fewer,8302
,,,≥ 15 and < 25 Years,10 or fewer,7125
,,,≥ 25 and < 45 Years,61,16473
,,,≥ 45 and < 65 Years,24,12595
,,,65 Years or more,10 or fewer,11208
,,,No value,10 or fewer,10 or fewer
,,,Total,100,55704
,,Total,Less than 15 Years,19,671739
,,,≥ 15 and < 25 Years,314,458815
,,,≥ 25 and < 45 Years,1625,1030198
,,,≥ 45 and < 65 Years,869,913155
,,,65 Years or more,280,981472
,,,No value,10 or fewer,10 or fewer
,,,Total,3107,4055389
,Mar,Texas,Less than 15 Years,10 or fewer,61561
,,,≥ 15 and < 25 Years,24,37498
,,,≥ 25 and < 45 Years,59,80964
,,,≥ 45 and < 65 Years,34,71259
,,,65 Years or more,13,71079
,,,No value,10 or fewer,10 or fewer
,,,Total,131,322361
,,Florida,Less than 15 Years,10 or fewer,63700
,,,≥ 15 and < 25 Years,21,39495
,,,≥ 25 and < 45 Years,127,91423
,,,≥ 45 and < 65 Years,82,78398
,,,65 Years or more,28,87719
,,,No value,10 or fewer,10 or fewer
,,,Total,261,360735
,,Ohio,Less than 15 Years,10 or fewer,53141
,,,≥ 15 and < 25 Years,31,42851
,,,≥ 25 and < 45 Years,145,99101
,,,≥ 45 and < 65 Years,77,87558
,,,65 Years or more,34,93032
,,,No value,10 or fewer,10 or fewer
,,,Total,290,375683
,,Pennsylvania,Less than 15 Years,10 or fewer,29956
,,,≥ 15 and < 25 Years,10 or fewer,24018
,,,≥ 25 and < 45 Years,77,58922
,,,≥ 45 and < 65 Years,35,54138
,,,65 Years or more,17,64400
,,,No value,10 or fewer,10 or fewer
,,,Total,133,231434
,,North Carolina,Less than 15 Years,10 or fewer,30381
,,,≥ 15 and < 25 Years,21,23209
,,,≥ 25 and < 45 Years,94,53182
,,,≥ 45 and < 65 Years,48,47674
,,,65 Years or more,17,50793
,,,No value,10 or fewer,10 or fewer
,,,Total,184,205240
,,New York,Less than 15 Years,10 or fewer,24708
,,,≥ 15 and < 25 Years,12,21780
,,,≥ 25 and < 45 Years,87,52784
,,,≥ 45 and < 65 Years,46,46638
,,,65 Years or more,12,50981
,,,No value,10 or fewer,10 or fewer
,,,Total,157,196891
,,Virginia,Less than 15 Years,10 or fewer,29653
,,,≥ 15 and < 25 Years,17,22852
,,,≥ 25 and < 45 Years,81,54657
,,,≥ 45 and < 65 Years,39,46851
,,,65 Years or more,22,50243
,,,No value,10 or fewer,10 or fewer
,,,Total,160,204256
,,Michigan,Less than 15 Years,10 or fewer,20412
,,,≥ 15 and < 25 Years,10 or fewer,15809
,,,≥ 25 and < 45 Years,49,37075
,,,≥ 45 and < 65 Years,25,34222
,,,65 Years or more,20,39103
,,,No value,10 or fewer,10 or fewer
,,,Total,100,146621
,,California,Less than 15 Years,10 or fewer,24892
,,,≥ 15 and < 25 Years,12,19096
,,,≥ 25 and < 45 Years,103,47757
,,,≥ 45 and < 65 Years,53,41864
,,,65 Years or more,17,42142
,,,No value,10 or fewer,10 or fewer
,,,Total,185,175751
,,Illinois,Less than 15 Years,10 or fewer,31201
,,,≥ 15 and < 25 Years,10 or fewer,19407
,,,≥ 25 and < 45 Years,46,41661
,,,≥ 45 and < 65 Years,53,37977
,,,65 Years or more,20,45025
,,,No value,10 or fewer,10 or fewer
,,,Total,129,175271
,,Georgia,Less than 15 Years,10 or fewer,31430
,,,≥ 15 and < 25 Years,14,16719
,,,≥ 25 and < 45 Years,52,36022
,,,≥ 45 and < 65 Years,31,32066
,,,65 Years or more,18,28836
,,,No value,10 or fewer,10 or fewer
,,,Total,115,145073
,,South Carolina,Less than 15 Years,10 or fewer,20629
,,,≥ 15 and < 25 Years,10 or fewer,15461
,,,≥ 25 and < 45 Years,55,34407
,,,≥ 45 and < 65 Years,39,32492
,,,65 Years or more,10 or fewer,32871
,,,No value,10 or fewer,10 or fewer
,,,Total,107,135860
,,New Jersey,Less than 15 Years,10 or fewer,21728
,,,≥ 15 and < 25 Years,10 or fewer,13226
,,,≥ 25 and < 45 Years,46,30820
,,,≥ 45 and < 65 Years,64,27535
,,,65 Years or more,10 or fewer,28014
,,,No value,10 or fewer,10 or fewer
,,,Total,126,121323
,,Colorado,Less than 15 Years,10 or fewer,24917
,,,≥ 15 and < 25 Years,13,12779
,,,≥ 25 and < 45 Years,80,26693
,,,≥ 45 and < 65 Years,31,19073
,,,65 Years or more,10 or fewer,20049
,,,No value,10 or fewer,10 or fewer
,,,Total,125,103512
,,Connecticut,Less than 15 Years,10 or fewer,14817
,,,≥ 15 and < 25 Years,10 or fewer,9109
,,,≥ 25 and < 45 Years,27,21793
,,,≥ 45 and < 65 Years,23,20801
,,,65 Years or more,10 or fewer,22802
,,,No value,10 or fewer,10 or fewer
,,,Total,56,89322
,,Massachusetts,Less than 15 Years,10 or fewer,11522
,,,≥ 15 and < 25 Years,10 or fewer,9191
,,,≥ 25 and < 45 Years,45,21708
,,,≥ 45 and < 65 Years,28,18434
,,,65 Years or more,10 or fewer,20435
,,,No value,10 or fewer,10 or fewer
,,,Total,82,81292
,,Indiana,Less than 15 Years,10 or fewer,13570
,,,≥ 15 and < 25 Years,10 or fewer,10502
,,,≥ 25 and < 45 Years,74,24286
,,,≥ 45 and < 65 Years,24,21471
,,,65 Years or more,11,21764
,,,No value,10 or fewer,10 or fewer
,,,Total,119,91593
,,Louisiana,Less than 15 Years,10 or fewer,14103
,,,≥ 15 and < 25 Years,10 or fewer,10332
,,,≥ 25 and < 45 Years,54,21473
,,,≥ 45 and < 65 Years,31,17646
,,,65 Years or more,10 or fewer,16977
,,,No value,10 or fewer,10 or fewer
,,,Total,95,80531
,,Mississippi,Less than 15 Years,10 or fewer,8983
,,,≥ 15 and < 25 Years,10 or fewer,7434
,,,≥ 25 and < 45 Years,10 or fewer,15523
,,,≥ 45 and < 65 Years,10 or fewer,15340
,,,65 Years or more,10 or fewer,15646
,,,No value,10 or fewer,10 or fewer
,,,Total,22,62926
,,Tennessee,Less than 15 Years,10 or fewer,8159
,,,≥ 15 and < 25 Years,10 or fewer,5376
,,,≥ 25 and < 45 Years,20,10776
,,,≥ 45 and < 65 Years,10 or fewer,11068
,,,65 Years or more,10 or fewer,11063
,,,No value,10 or fewer,10 or fewer
,,,Total,37,46442
,,Wisconsin,Less than 15 Years,10 or fewer,15694
,,,≥ 15 and < 25 Years,10 or fewer,8290
,,,≥ 25 and < 45 Years,15,18383
,,,≥ 45 and < 65 Years,10 or fewer,16889
,,,65 Years or more,10 or fewer,19084
,,,No value,10 or fewer,10 or fewer
,,,Total,27,78340
,,Minnesota,Less than 15 Years,10 or fewer,13261
,,,≥ 15 and < 25 Years,13,8833
,,,≥ 25 and < 45 Years,46,19981
,,,≥ 45 and < 65 Years,17,16819
,,,65 Years or more,10 or fewer,20356
,,,No value,10 or fewer,10 or fewer
,,,Total,82,79250
,,Kentucky,Less than 15 Years,10 or fewer,14509
,,,≥ 15 and < 25 Years,10 or fewer,7711
,,,≥ 25 and < 45 Years,32,15976
,,,≥ 45 and < 65 Years,24,15763
,,,65 Years or more,10 or fewer,16978
,,,No value,10 or fewer,10 or fewer
,,,Total,62,70937
,,Maryland,Less than 15 Years,10 or fewer,9178
,,,≥ 15 and < 25 Years,10 or fewer,7227
,,,≥ 25 and < 45 Years,39,18033
,,,≥ 45 and < 65 Years,34,15855
,,,65 Years or more,10 or fewer,16689
,,,No value,10 or fewer,10 or fewer
,,,Total,81,66983
,,Oregon,Less than 15 Years,10 or fewer,7999
,,,≥ 15 and < 25 Years,10 or fewer,5266
,,,≥ 25 and < 45 Years,54,12008
,,,≥ 45 and < 65 Years,15,10625
,,,65 Years or more,10 or fewer,12347
,,,No value,10 or fewer,10 or fewer
,,,Total,83,48245
,,Iowa,Less than 15 Years,10 or fewer,6785
,,,≥ 15 and < 25 Years,10 or fewer,4128
,,,≥ 25 and < 45 Years,10 or fewer,9201
,,,≥ 45 and < 65 Years,10 or fewer,8068
,,,65 Years or more,10 or fewer,9455
,,,No value,10 or fewer,10 or fewer
,,,Total,16,37637
,,Oklahoma,Less than 15 Years,10 or fewer,9233
,,,≥ 15 and < 25 Years,10 or fewer,4916
,,,≥ 25 and < 45 Years,17,10544
,,,≥ 45 and < 65 Years,10 or fewer,9515
,,,65 Years or more,10 or fewer,9542
,,,No value,10 or fewer,10 or fewer
,,,Total,27,43750
,,West Virginia,Less than 15 Years,10 or fewer,5051
,,,≥ 15 and < 25 Years,10 or fewer,4276
,,,≥ 25 and < 45 Years,10 or fewer,8731
,,,≥ 45 and < 65 Years,10 or fewer,9390
,,,65 Years or more,10 or fewer,10388
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,37836
,,Arizona,Less than 15 Years,10 or fewer,4174
,,,≥ 15 and < 25 Years,10 or fewer,3365
,,,≥ 25 and < 45 Years,10 or fewer,8196
,,,≥ 45 and < 65 Years,10 or fewer,7624
,,,65 Years or more,10 or fewer,9924
,,,No value,10 or fewer,10 or fewer
,,,Total,18,33283
,,Arkansas,Less than 15 Years,10 or fewer,9761
,,,≥ 15 and < 25 Years,10 or fewer,4176
,,,≥ 25 and < 45 Years,10 or fewer,8160
,,,≥ 45 and < 65 Years,10 or fewer,7484
,,,65 Years or more,10 or fewer,7393
,,,No value,10 or fewer,10 or fewer
,,,Total,17,36974
,,Washington,Less than 15 Years,10 or fewer,4848
,,,≥ 15 and < 25 Years,10 or fewer,3533
,,,≥ 25 and < 45 Years,46,9186
,,,≥ 45 and < 65 Years,17,7907
,,,65 Years or more,10 or fewer,9529
,,,No value,10 or fewer,10 or fewer
,,,Total,75,35003
,,Idaho,Less than 15 Years,10 or fewer,4176
,,,≥ 15 and < 25 Years,10 or fewer,3503
,,,≥ 25 and < 45 Years,10 or fewer,7214
,,,≥ 45 and < 65 Years,10 or fewer,6376
,,,65 Years or more,10 or fewer,8013
,,,No value,10 or fewer,10 or fewer
,,,Total,22,29282
,,Kansas,Less than 15 Years,10 or fewer,2818
,,,≥ 15 and < 25 Years,10 or fewer,2864
,,,≥ 25 and < 45 Years,10 or fewer,6886
,,,≥ 45 and < 65 Years,10 or fewer,5986
,,,65 Years or more,10 or fewer,7444
,,,No value,10 or fewer,10 or fewer
,,,Total,15,25998
,,Hawaii,Less than 15 Years,10 or fewer,4547
,,,≥ 15 and < 25 Years,10 or fewer,2342
,,,≥ 25 and < 45 Years,10 or fewer,5773
,,,≥ 45 and < 65 Years,10 or fewer,6014
,,,65 Years or more,10 or fewer,7176
,,,No value,10 or fewer,10 or fewer
,,,Total,19,25852
,,Missouri,Less than 15 Years,10 or fewer,2256
,,,≥ 15 and < 25 Years,10 or fewer,2890
,,,≥ 25 and < 45 Years,10 or fewer,7022
,,,≥ 45 and < 65 Years,10 or fewer,6717
,,,65 Years or more,10 or fewer,7944
,,,No value,10 or fewer,10 or fewer
,,,Total,15,26829
,,Nebraska,Less than 15 Years,10 or fewer,3008
,,,≥ 15 and < 25 Years,10 or fewer,3026
,,,≥ 25 and < 45 Years,10 or fewer,6650
,,,≥ 45 and < 65 Years,10 or fewer,5468
,,,65 Years or more,10 or fewer,5864
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,24016
,,Maine,Less than 15 Years,10 or fewer,2749
,,,≥ 15 and < 25 Years,10 or fewer,2244
,,,≥ 25 and < 45 Years,14,5617
,,,≥ 45 and < 65 Years,10 or fewer,5539
,,,65 Years or more,10 or fewer,7597
,,,No value,10 or fewer,10 or fewer
,,,Total,26,23746
,,Nevada,Less than 15 Years,10 or fewer,3409
,,,≥ 15 and < 25 Years,10 or fewer,2059
,,,≥ 25 and < 45 Years,12,5032
,,,≥ 45 and < 65 Years,10 or fewer,4565
,,,65 Years or more,10 or fewer,3563
,,,No value,10 or fewer,10 or fewer
,,,Total,26,18628
,,Rhode Island,Less than 15 Years,10 or fewer,4326
,,,≥ 15 and < 25 Years,10 or fewer,1998
,,,≥ 25 and < 45 Years,11,4306
,,,≥ 45 and < 65 Years,10 or fewer,4417
,,,65 Years or more,10 or fewer,5401
,,,No value,10 or fewer,10 or fewer
,,,Total,18,20448
,,Alabama,Less than 15 Years,10 or fewer,1968
,,,≥ 15 and < 25 Years,10 or fewer,1930
,,,≥ 25 and < 45 Years,10 or fewer,4706
,,,≥ 45 and < 65 Years,10 or fewer,4877
,,,65 Years or more,10 or fewer,4989
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,18470
,,Delaware,Less than 15 Years,10 or fewer,5024
,,,≥ 15 and < 25 Years,10 or fewer,2101
,,,≥ 25 and < 45 Years,10 or fewer,4215
,,,≥ 45 and < 65 Years,10 or fewer,3789
,,,65 Years or more,10 or fewer,3994
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,19123
,,North Dakota,Less than 15 Years,10 or fewer,1912
,,,≥ 15 and < 25 Years,10 or fewer,1467
,,,≥ 25 and < 45 Years,10 or fewer,3801
,,,≥ 45 and < 65 Years,10 or fewer,2894
,,,65 Years or more,10 or fewer,3305
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,13379
,,Utah,Less than 15 Years,10 or fewer,221
,,,≥ 15 and < 25 Years,10 or fewer,823
,,,≥ 25 and < 45 Years,10 or fewer,2229
,,,≥ 45 and < 65 Years,10 or fewer,1815
,,,65 Years or more,10 or fewer,1329
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6417
,,Vermont,Less than 15 Years,10 or fewer,961
,,,≥ 15 and < 25 Years,10 or fewer,994
,,,≥ 25 and < 45 Years,10 or fewer,2482
,,,≥ 45 and < 65 Years,10 or fewer,2489
,,,65 Years or more,10 or fewer,3072
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,9998
,,Montana,Less than 15 Years,10 or fewer,1397
,,,≥ 15 and < 25 Years,10 or fewer,1060
,,,≥ 25 and < 45 Years,10 or fewer,2085
,,,≥ 45 and < 65 Years,10 or fewer,1859
,,,65 Years or more,10 or fewer,2578
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8979
,,New Hampshire,Less than 15 Years,10 or fewer,797
,,,≥ 15 and < 25 Years,10 or fewer,817
,,,≥ 25 and < 45 Years,10 or fewer,1772
,,,≥ 45 and < 65 Years,10 or fewer,1892
,,,65 Years or more,10 or fewer,2864
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8142
,,New Mexico,Less than 15 Years,10 or fewer,813
,,,≥ 15 and < 25 Years,10 or fewer,893
,,,≥ 25 and < 45 Years,10 or fewer,2541
,,,≥ 45 and < 65 Years,10 or fewer,1973
,,,65 Years or more,10 or fewer,2340
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8560
,,South Dakota,Less than 15 Years,10 or fewer,1337
,,,≥ 15 and < 25 Years,10 or fewer,814
,,,≥ 25 and < 45 Years,10 or fewer,1778
,,,≥ 45 and < 65 Years,10 or fewer,1558
,,,65 Years or more,10 or fewer,1923
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7410
,,Wyoming,Less than 15 Years,10 or fewer,710
,,,≥ 15 and < 25 Years,10 or fewer,607
,,,≥ 25 and < 45 Years,10 or fewer,1272
,,,≥ 45 and < 65 Years,10 or fewer,1112
,,,65 Years or more,10 or fewer,1333
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,5035
,,District of Columbia,Less than 15 Years,10 or fewer,219
,,,≥ 15 and < 25 Years,10 or fewer,238
,,,≥ 25 and < 45 Years,10 or fewer,940
,,,≥ 45 and < 65 Years,10 or fewer,469
,,,65 Years or more,10 or fewer,302
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,2168
,,Puerto Rico,Less than 15 Years,10 or fewer,22
,,,≥ 15 and < 25 Years,10 or fewer,36
,,,≥ 25 and < 45 Years,10 or fewer,55
,,,≥ 45 and < 65 Years,10 or fewer,69
,,,65 Years or more,10 or fewer,110
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,292
,,Alaska,Less than 15 Years,10 or fewer,34
,,,≥ 15 and < 25 Years,10 or fewer,47
,,,≥ 25 and < 45 Years,10 or fewer,45
,,,≥ 45 and < 65 Years,10 or fewer,60
,,,65 Years or more,10 or fewer,88
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,274
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,10 or fewer
,,,≥ 45 and < 65 Years,10 or fewer,21
,,,65 Years or more,10 or fewer,33
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,66
,,None of the above,Less than 15 Years,10 or fewer,8957
,,,≥ 15 and < 25 Years,10 or fewer,7783
,,,≥ 25 and < 45 Years,75,18013
,,,≥ 45 and < 65 Years,23,13505
,,,65 Years or more,11,11617
,,,No value,10 or fewer,10 or fewer
,,,Total,115,59875
,,Total,Less than 15 Years,21,691620
,,,≥ 15 and < 25 Years,305,478404
,,,≥ 25 and < 45 Years,1776,1093866
,,,≥ 45 and < 65 Years,984,971908
,,,65 Years or more,333,1047538
,,,No value,10 or fewer,10 or fewer
,,,Total,3419,4283342
,Apr,Texas,Less than 15 Years,10 or fewer,63225
,,,≥ 15 and < 25 Years,21,38940
,,,≥ 25 and < 45 Years,60,82623
,,,≥ 45 and < 65 Years,19,70779
,,,65 Years or more,14,71156
,,,No value,10 or fewer,10 or fewer
,,,Total,115,326724
,,Florida,Less than 15 Years,10 or fewer,64035
,,,≥ 15 and < 25 Years,23,39776
,,,≥ 25 and < 45 Years,127,89736
,,,≥ 45 and < 65 Years,85,77557
,,,65 Years or more,27,85185
,,,No value,10 or fewer,10 or fewer
,,,Total,263,356289
,,Ohio,Less than 15 Years,10 or fewer,48327
,,,≥ 15 and < 25 Years,18,42461
,,,≥ 25 and < 45 Years,165,95585
,,,≥ 45 and < 65 Years,63,86038
,,,65 Years or more,15,92784
,,,No value,10 or fewer,10 or fewer
,,,Total,263,365195
,,Pennsylvania,Less than 15 Years,10 or fewer,27829
,,,≥ 15 and < 25 Years,10 or fewer,24443
,,,≥ 25 and < 45 Years,88,57612
,,,≥ 45 and < 65 Years,65,53874
,,,65 Years or more,10 or fewer,63760
,,,No value,10 or fewer,10 or fewer
,,,Total,172,227518
,,North Carolina,Less than 15 Years,10 or fewer,27841
,,,≥ 15 and < 25 Years,26,23576
,,,≥ 25 and < 45 Years,104,52124
,,,≥ 45 and < 65 Years,42,47111
,,,65 Years or more,14,50696
,,,No value,10 or fewer,10 or fewer
,,,Total,188,201348
,,New York,Less than 15 Years,10 or fewer,22933
,,,≥ 15 and < 25 Years,10 or fewer,21976
,,,≥ 25 and < 45 Years,70,52610
,,,≥ 45 and < 65 Years,46,46678
,,,65 Years or more,22,51448
,,,No value,10 or fewer,10 or fewer
,,,Total,143,195646
,,Virginia,Less than 15 Years,10 or fewer,26494
,,,≥ 15 and < 25 Years,15,22551
,,,≥ 25 and < 45 Years,71,52714
,,,≥ 45 and < 65 Years,63,46416
,,,65 Years or more,15,50031
,,,No value,10 or fewer,10 or fewer
,,,Total,166,198206
,,Michigan,Less than 15 Years,10 or fewer,18972
,,,≥ 15 and < 25 Years,10 or fewer,15780
,,,≥ 25 and < 45 Years,48,36334
,,,≥ 45 and < 65 Years,21,33707
,,,65 Years or more,14,38623
,,,No value,10 or fewer,10 or fewer
,,,Total,88,143416
,,California,Less than 15 Years,10 or fewer,24532
,,,≥ 15 and < 25 Years,17,19066
,,,≥ 25 and < 45 Years,86,47365
,,,≥ 45 and < 65 Years,52,41948
,,,65 Years or more,18,42329
,,,No value,10 or fewer,10 or fewer
,,,Total,175,175240
,,Illinois,Less than 15 Years,10 or fewer,29054
,,,≥ 15 and < 25 Years,10 or fewer,19634
,,,≥ 25 and < 45 Years,56,41016
,,,≥ 45 and < 65 Years,43,37362
,,,65 Years or more,20,44392
,,,No value,10 or fewer,10 or fewer
,,,Total,130,171458
,,Georgia,Less than 15 Years,10 or fewer,28162
,,,≥ 15 and < 25 Years,10 or fewer,16478
,,,≥ 25 and < 45 Years,52,36086
,,,≥ 45 and < 65 Years,30,32320
,,,65 Years or more,13,28527
,,,No value,10 or fewer,10 or fewer
,,,Total,102,141573
,,South Carolina,Less than 15 Years,10 or fewer,18328
,,,≥ 15 and < 25 Years,12,15269
,,,≥ 25 and < 45 Years,57,34874
,,,≥ 45 and < 65 Years,39,32369
,,,65 Years or more,13,32749
,,,No value,10 or fewer,10 or fewer
,,,Total,121,133589
,,New Jersey,Less than 15 Years,10 or fewer,19071
,,,≥ 15 and < 25 Years,10 or fewer,13319
,,,≥ 25 and < 45 Years,31,29825
,,,≥ 45 and < 65 Years,66,27029
,,,65 Years or more,11,28048
,,,No value,10 or fewer,10 or fewer
,,,Total,114,117292
,,Colorado,Less than 15 Years,10 or fewer,25040
,,,≥ 15 and < 25 Years,22,13080
,,,≥ 25 and < 45 Years,83,25960
,,,≥ 45 and < 65 Years,25,18832
,,,65 Years or more,10 or fewer,19612
,,,No value,10 or fewer,10 or fewer
,,,Total,132,102526
,,Connecticut,Less than 15 Years,10 or fewer,12964
,,,≥ 15 and < 25 Years,10 or fewer,9524
,,,≥ 25 and < 45 Years,16,21896
,,,≥ 45 and < 65 Years,19,20797
,,,65 Years or more,10 or fewer,23001
,,,No value,10 or fewer,10 or fewer
,,,Total,40,88182
,,Massachusetts,Less than 15 Years,10 or fewer,10805
,,,≥ 15 and < 25 Years,10 or fewer,9085
,,,≥ 25 and < 45 Years,48,21083
,,,≥ 45 and < 65 Years,17,18263
,,,65 Years or more,10 or fewer,20310
,,,No value,10 or fewer,10 or fewer
,,,Total,70,79546
,,Indiana,Less than 15 Years,10 or fewer,12073
,,,≥ 15 and < 25 Years,12,10352
,,,≥ 25 and < 45 Years,53,23697
,,,≥ 45 and < 65 Years,23,20795
,,,65 Years or more,10 or fewer,21149
,,,No value,10 or fewer,10 or fewer
,,,Total,94,88066
,,Louisiana,Less than 15 Years,10 or fewer,12658
,,,≥ 15 and < 25 Years,10 or fewer,10316
,,,≥ 25 and < 45 Years,46,21741
,,,≥ 45 and < 65 Years,28,17726
,,,65 Years or more,10 or fewer,17054
,,,No value,10 or fewer,10 or fewer
,,,Total,88,79495
