Session Title,HA1C % or more and BMI by Age and County,,,
Session Description,states ND-VA,,,
Session ID,2733054,,,
Data Model,Patients,,,
Population Base,All Patients,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"State of Residence (U.S.): North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah, Vermont, Virginia",Base Patient,,
Session Date Range,1/1/2023 - 7/17/2025,,,
Export User,Stephanie Perniciaro,,,
Date of Export,8/7/2025,,,
,,,,
,,,,
,Measures,Number of Patients,Percentage with Base Patient followed by Hemoglobin A1C 6.5% or more within 10 years (%),Percentage with Base Patient followed by BMI 30.0  or more within 10 years (%)
Age in Years (Current),County of Residence,,,
,"FRANKLIN, VT",2587,1.7%,39%
,"MARION, SC",2632,2.7%,53.4%
,"SHELBY, OH",2411,1.7%,47.2%
,"FLUVANNA, VA",2609,2.1%,44.8%
,"VAN ZANDT, TX",2443,1.4%,49.4%
,"CHAMPAIGN, OH",2639,1.9%,54.3%
,"CHESTER, SC",2660,2%,52.5%
,"PUTNAM, OH",2344,1.4%,49.2%
,"JEFFERSON, OR",2827,2.6%,51.8%
,"WASHINGTON, OH",2576,2.3%,50.5%
,"LUBBOCK, TX",3596,3.4%,45.6%
,"FAIRFAX CITY, VA",3253,1%,29.4%
,"CHEROKEE, TX",2441,2.3%,51.2%
,"DOUGLAS, OR",2782,1.7%,32.1%
,"OBION, TN",2664,1.7%,54.6%
,"PITTSBURG, OK",1961,2.2%,46.3%
,"CLARENDON, SC",2083,2.4%,54%
,"TIOGA, PA",2237,1.8%,47.1%
,"CHESTERFIELD, SC",2282,1.8%,51.8%
,"MECKLENBURG, VA",2048,1.6%,53.2%
,"BEDFORD, VA",1578,0.824%,39.4%
,"ARMSTRONG, PA",2031,1.1%,46.7%
,"KNOX, OH",2285,2.5%,48.8%
,"WALLER, TX",2496,1.4%,44.3%
,"RUSK, TX",2380,2.3%,48.6%
,"BROWN, SD",3146,1.9%,40.4%
,"SUMMIT, UT",2018,0.694%,12.4%
,"RUSSELL, VA",2335,2%,56.4%
,"MORROW, OH",2250,2.6%,56%
,"ERATH, TX",2414,-,51.9%
,"GEORGETOWN, SC",1469,2.4%,40.7%
,"HANCOCK, OH",2665,1.7%,47.2%
,"CARROLL, TN",2184,2%,53.3%
,"GREENE, PA",2100,2.4%,55%
,"CAMERON, TX",3484,1.9%,10.8%
,"DILLON, SC",2387,2.6%,56.2%
,"JEFFERSON, OH",1901,1.9%,47.6%
,"DYER, TN",2214,2.7%,55.4%
,"PAGE, VA",1971,2.2%,56.3%
,"HARDIN, OH",2320,2.7%,53.4%
,"GIBSON, TN",2122,1.6%,51.1%
,"FAYETTE, TN",1823,1.9%,50%
,"DAVIDSON, TN",6730,0.565%,10.3%
,"ORANGE, VT",1954,1.2%,39.4%
,"STUTSMAN, ND",2360,1.9%,46.4%
,"NEWBERRY, SC",1815,2.1%,46.4%
,"NEW KENT, VA",1823,1.2%,45.4%
,"SEQUOYAH, OK",1887,1.5%,49.5%
,"LLANO, TX",1569,2.8%,52.1%
,"MILAM, TX",1854,2.5%,57.6%
,"HENRY, OH",1964,2%,52.3%
,"WILLIAMSBURG, SC",1820,3.4%,53.5%
,"POWHATAN, VA",1667,0.84%,43.3%
,"LOGAN, OH",1678,1.9%,48.6%
,"ABBEVILLE, SC",1781,2%,48.6%
,"WEAKLEY, TN",2218,1.7%,58.2%
,"LE FLORE, OK",1909,1.9%,48.9%
,"POLK, OR",2691,1.6%,33.4%
,"HILL, TX",1613,2%,54.4%
,"LAMPASAS, TX",1519,1.5%,54.3%
,"GRIMES, TX",1967,2.4%,52.9%
,"SUSQUEHANNA, PA",1567,1.6%,41.7%
,"TAZEWELL, VA",1628,1.8%,54.1%
,"FAIRFIELD, SC",1864,2.2%,50.2%
,"NAVARRO, TX",1657,2.4%,56.1%
,"COOKE, TX",1205,-,52.1%
,"LEE, VA",1718,1.4%,54.3%
,"GOOCHLAND, VA",1295,1.9%,39%
,"CODINGTON, SD",2134,2%,36.4%
,"LAWRENCE, PA",1982,1.6%,46.3%
,"GREENE, VA",1816,2.2%,49.8%
,"AUSTIN, TX",1401,1.2%,50%
,"WEBB, TX",2506,1.4%,17%
,"WALKER, TX",1532,1.7%,44.4%
,"MUSKINGUM, OH",2086,2.2%,49.7%
,"WILLIAMS, ND",2477,1.4%,47.6%
,"PRINCE GEORGE, VA",2089,1.9%,49.4%
,"WAYNESBORO CITY, VA",1822,2.1%,47.2%
,"SCOTT, VA",1563,1.9%,56.9%
,"ADAMS, OH",1577,2.5%,50.6%
,"CAMPBELL, VA",1318,1.6%,49.2%
,"PAYNE, OK",2135,1.8%,40%
,"WAYNE, PA",1379,1.2%,38.9%
,"CRAWFORD, PA",1320,-,49.1%
,"BAKER, OR",1521,1.6%,40.8%
,"TILLAMOOK, OR",1449,1.9%,34.4%
,"GUADALUPE, TX",2060,1.7%,30.9%
,"WASHINGTON, OK",1593,2.2%,50.1%
,"WHARTON, TX",1482,1.4%,51.2%
,"KLAMATH, OR",747,1.5%,32.8%
,"WYANDOT, OH",1652,2.1%,53.3%
,"DINWIDDIE, VA",1651,1.5%,54.6%
,"COLONIAL HEIGHTS CITY, VA",1763,2.9%,52.2%
,"RICHLAND, ND",1773,1.8%,48.7%
,"PANOLA, TX",1486,2.1%,54.1%
,"LAMOILLE, VT",1363,1.8%,28.6%
,"HOOD RIVER, OR",1695,2.4%,26.5%
,"STAUNTON CITY, VA",1474,2.1%,41.2%
,"PITTSYLVANIA, VA",1076,1.8%,48%
,"KING WILLIAM, VA",1488,2.2%,52.1%
,"MARION, TN",1451,2.5%,57.8%
,"WASCO, OR",1981,2.3%,34.7%
,"COLLETON, SC",1175,1.9%,48.8%
,"JOHNSON, TN",1243,2.3%,51.7%
,"GREGG, TX",1328,2%,44.4%
,"CALEDONIA, VT",1195,1.1%,31%
,"BROOKINGS, SD",2125,1.7%,37%
,"MERCER, OH",1008,3.2%,40.3%
,"NELSON, VA",1129,1.7%,44.1%
,"AMHERST, VA",1072,3.3%,50.4%
,"UNICOI, TN",1300,2.1%,50.5%
,"ANDERSON, TX",1168,2.1%,52.7%
,"MCINTOSH, OK",1065,2.2%,54.6%
,"LAWRENCE, OH",1575,1.4%,42.5%
,"CARROLL, OH",1293,1.1%,36.8%
,"FAYETTE, OH",1459,2.2%,54.8%
,"MCKENZIE, ND",2158,1.7%,49.2%
,"CHEROKEE, OK",1171,2.1%,45.8%
,"VAN WERT, OH",1367,2.9%,51.2%
,"POLK, TX",628,-,36%
,"TAYLOR, TX",2727,0.513%,15.1%
,"CLATSOP, OR",1155,1.4%,23.5%
,"BRISTOL CITY, VA",1419,1.6%,52.9%
,"SAN PATRICIO, TX",687,-,18%
,"SALUDA, SC",1257,1.8%,46.6%
,"MEADE, SD",1612,0.806%,35.6%
,"KNOX, TN",2105,0.713%,17.5%
,"LAUDERDALE, TN",1365,2.5%,61.7%
,"HOPEWELL CITY, VA",1658,3.3%,55.6%
,"SOUTHAMPTON, VA",1159,3%,54.7%
,"BURLESON, TX",1223,2.8%,54.7%
,"GREENSVILLE, VA",1393,2.4%,51.8%
,"CRAIG, OK",1193,1.7%,52.1%
,"SEQUATCHIE, TN",1308,1.5%,52.6%
,"SCIOTO, OH",1323,1.7%,44.5%
,"EDGEFIELD, SC",1148,2.8%,49%
,"KENDALL, TX",1031,1.1%,29.4%
,"VICTORIA, TX",698,1.7%,32.8%
,"MCNAIRY, TN",1036,2%,51.8%
,"HOCKING, OH",1305,1.8%,52.3%
,"ORLEANS, VT",900,1.9%,33.7%
,"WINCHESTER CITY, VA",1477,2.3%,43.2%
,"LANCASTER, VA",809,2%,50.1%
,"CLARKE, VA",981,1.3%,42.2%
,"DICKENSON, VA",1045,2.3%,57.8%
,"LAWRENCE, SD",1202,-,22.9%
,"UNION, SD",1231,1.5%,45.2%
,"WARREN, PA",1041,-,42%
,"PAULDING, OH",1283,2.4%,55.1%
,"NORTHUMBERLAND, VA",775,2.3%,51.7%
,"MARLBORO, SC",1142,2.5%,52.8%
,"MONTGOMERY, VA",1289,-,29.2%
,"CAROLINE, VA",1030,2.3%,47.1%
,"RAMSEY, ND",1096,-,44.7%
,"MIDDLESEX, VA",862,2.7%,50.7%
,"MADISON, VA",884,3.1%,49.1%
,"PERRY, OH",1257,1.8%,48.8%
,"CLAY, SD",2042,2%,33.7%
,"WALSH, ND",1070,1%,48.5%
,"RHEA, TN",1004,1.9%,53.1%
,"GUERNSEY, OH",920,1.5%,47.8%
,"DANVILLE CITY, VA",957,2.8%,47.4%
,"BRUNSWICK, VA",948,-,54.3%
,"POQUOSON CITY, VA",985,1.1%,44.5%
,"HARRISON, OH",978,1.7%,45.5%
,"WYTHE, VA",716,1.5%,49.6%
,"BARNES, ND",1055,1.5%,49.5%
,"BUCKINGHAM, VA",976,1.2%,45.4%
,"BOWIE, TX",751,2.7%,43.4%
,"FALLS CHURCH CITY, VA",1100,-,25.2%
,"CALHOUN, SC",962,3.5%,52.9%
,"FALLS, TX",959,2.6%,59.6%
,"ESSEX, VA",978,2.1%,54%
,"BUCHANAN, VA",824,1.6%,56.4%
,"WICHITA, TX",885,-,44.2%
,"CACHE, UT",1059,1.5%,25.3%
,"NORTHAMPTON, VA",761,2.4%,47.2%
,"ORANGE, TX",757,2.1%,39.2%
,"WASHINGTON, UT",809,-,19.9%
,"MONTGOMERY, TN",2201,0.5%,12.6%
,"KENT, RI",1678,1.2%,28.7%
,"BOSQUE, TX",715,1.8%,55.8%
,"FRANKLIN CITY, VA",1054,3.7%,58.3%
,"LIMESTONE, TX",932,1.8%,50.5%
,"BENNINGTON, VT",676,-,28.4%
,"PAWNEE, OK",916,1.2%,57.1%
,"CAMP, TX",894,1.8%,53.9%
,"WESTMORELAND, VA",806,2%,48.8%
,"ROBERTSON, TX",950,3.1%,57.5%
,"CALDWELL, TX",1104,1.7%,39.7%
,"ANGELINA, TX",604,2.6%,38.2%
,"HARDEMAN, TN",838,1.9%,55.1%
,"HENDERSON, TN",824,2.3%,55.9%
,"DELAWARE, OK",534,3%,41.9%
,"LEE, SC",979,4.1%,52.6%
,"MORROW, OR",1217,2.5%,50.8%
,"WYOMING, PA",795,-,40.8%
,"PALO PINTO, TX",678,-,45.9%
,"MEIGS, OH",808,3.2%,55.2%
,"MONROE, OH",786,2.3%,53.6%
,"COSHOCTON, OH",833,1.8%,46.3%
,"WILLIAMSBURG CITY, VA",1101,1.4%,33.9%
,"CURRY, OR",678,-,35.7%
,"MATAGORDA, TX",596,1.8%,44.3%
,"BRISTOL, RI",1134,-,30%
,"NOTTOWAY, VA",840,2.7%,51%
,"HENRY, VA",758,-,46.2%
,"MCCORMICK, SC",458,2.8%,48.7%
,"MATHEWS, VA",669,3%,47.1%
,"TITUS, TX",729,1.8%,49.8%
,"RICHMOND, VA",863,2.8%,49.1%
,"RUTHERFORD, TN",1659,0.723%,11.6%
,"ATASCOSA, TX",1004,2.6%,46.9%
,"MERCER, ND",762,2%,49.2%
,"ROBERTS, SD",885,2.5%,43.5%
,"TRAILL, ND",831,1.8%,48.6%
,"HARDIN, TX",530,-,41.3%
,"HOPKINS, TX",552,2.4%,44.9%
,"FANNIN, TX",673,-,48.6%
,"BENTON, TN",699,-,55.2%
,"MIDLAND, TX",724,-,37.8%
,"BLEDSOE, TN",750,-,55.1%
,"FULTON, PA",834,1.9%,53%
,"OSAGE, OK",831,2.2%,52%
,"HENRY, TN",857,1.8%,51.7%
,"LINCOLN, OK",749,3.2%,47.9%
,"BAMBERG, SC",684,2.6%,53.2%
,"UPSHUR, TX",669,2.8%,45.4%
,"INDIANA, PA",764,1.7%,39.3%
,"MEDINA, TX",854,1.6%,38.5%
,"AMELIA, VA",708,-,48.6%
,"ROLETTE, ND",690,3.5%,45.5%
,"COMANCHE, OK",992,1.8%,35.5%
,"OTTAWA, OK",502,-,46.6%
,"LEON, TX",552,-,50.2%
,"PRINCE EDWARD, VA",662,-,52.3%
,"EL PASO, TX",1007,1.5%,29.6%
,"JOSEPHINE, OR",970,-,15.3%
,"TURNER, SD",640,2%,41.6%
,"WASATCH, UT",577,-,21.3%
,"CHESTER, TN",670,-,54.3%
,"HARNEY, OR",715,2.9%,48.1%
,"JACKSON, OH",677,2.1%,48.9%
,"POTTAWATOMIE, OK",782,2%,42.8%
,"UNION, OR",529,2.1%,31.8%
,"PEMBINA, ND",597,-,41.4%
,"HUTCHINSON, TX",462,-,52.6%
,"LUNENBURG, VA",562,-,51.2%
,"SUSSEX, VA",715,1.7%,48.8%
,"APPOMATTOX, VA",523,-,52.4%
,"NACOGDOCHES, TX",473,-,38.5%
,"FREESTONE, TX",507,-,49.7%
,"HARDIN, TN",424,3.5%,46.5%
,"WALLOWA, OR",534,-,30.9%
,"JIM WELLS, TX",378,-,19%
,"CAMBRIA, PA",789,-,40.6%
,"SAN JACINTO, TX",410,-,45.9%
,"RUNNELS, TX",597,3.2%,54.6%
,"HOLMES, OH",631,-,30.7%
,"HASKELL, OK",545,2.8%,51%
,"WILLIAMSON, TN",865,-,12.5%
,"CHARLOTTE, VA",529,-,53.5%
,"LAMAR, TX",336,-,44.3%
,"HAYWOOD, TN",573,3.7%,56%
,"SOMERSET, PA",771,-,39.6%
,"PIKE, OH",629,3%,52.3%
,"LOGAN, OK",512,-,37.7%
,"MCLEAN, ND",569,-,47.6%
,"DAVISON, SD",661,2.9%,39.5%
,"OKFUSKEE, OK",568,3.7%,47.2%
,"BOX ELDER, UT",530,-,29.4%
,"BARNWELL, SC",546,-,49.6%
,"WILSON, TX",613,2.4%,38.7%
,"CARROLL, VA",333,-,41.1%
,"GRAND ISLE, VT",428,-,37.1%
,"KING AND QUEEN, VA",603,2.5%,50.6%
,"HAMPTON, SC",404,3.5%,50%
,"MCMINN, TN",517,-,47.2%
,"FAYETTE, TX",419,-,48.4%
,"BLANCO, TX",420,-,37.6%
,"COLORADO, TX",365,-,41.6%
,"NORTHUMBERLAND, PA",815,1.6%,40.6%
,"CROCKETT, TN",570,1.9%,55.3%
,"TRIPP, SD",695,1.7%,42.2%
,"GRAY, TX",370,-,54.3%
,"CHARLES CITY, VA",527,-,49.1%
,"LAKE, SD",542,-,39.5%
,"JASPER, SC",342,-,45%
,"VENANGO, PA",445,-,41.3%
,"ROCKBRIDGE, VA",293,-,41%
,"LEE, TX",586,2%,51.2%
,"GRADY, OK",480,-,40.6%
,"GALLIA, OH",512,-,45.5%
,"ROANOKE, VA",592,-,26.4%
,"RANSOM, ND",499,-,54.1%
,"HOWARD, TX",410,-,47.8%
,"ECTOR, TX",430,-,37.4%
,"MCCLAIN, OK",496,2.8%,41.9%
,"SURRY, VA",462,-,50.2%
,"BEADLE, SD",448,-,33.7%
,"KING GEORGE, VA",402,-,45%
,"MANASSAS PARK CITY, VA",792,2%,48.6%
,"DAY, SD",423,-,44.4%
,"HAMLIN, SD",540,-,30.2%
,"BENSON, ND",458,2.6%,43.4%
,"MONTAGUE, TX",276,-,43.5%
,"MOUNTRAIL, ND",564,4.6%,45%
,"GRANT, OR",348,-,33.6%
,"DEAF SMITH, TX",394,-,59.1%
,"UINTAH, UT",371,3.2%,38%
,"SUMNER, TN",844,-,12%
,"CARTER, OK",450,-,37.3%
,"CUMBERLAND, VA",500,-,55.6%
,"MADISON, TX",452,-,52.4%
,"BRULE, SD",492,-,42.9%
,"BLOUNT, TN",662,-,16.5%
,"COMANCHE, TX",415,-,52.3%
,"BROWN, TX",316,-,40.2%
,"NORTON CITY, VA",536,2.1%,55%
,"ROANOKE CITY, VA",699,2.6%,27.5%
,"MOORE, TX",438,-,54.6%
,"VAL VERDE, TX",448,4%,50%
,"MCCULLOCH, TX",424,3.5%,57.8%
,"BUTTE, SD",521,-,31.1%
,"JUNIATA, PA",452,-,46.2%
,"LATIMER, OK",392,-,46.2%
,"POLK, TN",338,-,47.6%
,"MORRIS, TX",383,-,53.5%
,"HANCOCK, TN",416,-,49.5%
,"MAVERICK, TX",500,-,46.2%
,"HAMBLEN, TN",550,-,50.9%
,"PULASKI, VA",357,-,49.9%
,"COLUMBIA, PA",579,-,40.8%
,"FREDERICKSBURG CITY, VA",617,1.8%,38.9%
,"VINTON, OH",484,2.7%,50.2%
,"RAINS, TX",245,-,45.7%
,"JASPER, TX",224,-,40.6%
,"COCKE, TN",375,-,49.6%
,"PATRICK, VA",244,-,44.3%
,"RAPPAHANNOCK, VA",297,-,39.7%
,"BRYAN, OK",251,-,41.4%
,"HUGHES, SD",433,-,32.3%
,"CENTRE, PA",574,-,24.7%
,"CUSTER, SD",291,-,30.2%
,"YANKTON, SD",465,2.8%,40%
,"KERR, TX",305,-,41.6%
,"ADAIR, OK",261,4.2%,45.2%
,"KAY, OK",349,-,41%
,"EASTLAND, TX",381,-,36.7%
,"DICKEY, ND",362,-,54.7%
,"SAN SABA, TX",262,-,53.1%
,"SHELBY, TX",294,-,48.3%
,"LAMOURE, ND",327,-,52.6%
,"CADDO, OK",320,-,54.1%
,"MARTINSVILLE CITY, VA",414,3.4%,44.2%
,"ARANSAS, TX",195,-,21.5%
,"HOUSTON, TX",243,-,40.7%
,"LAKE, OR",270,-,46.3%
,"MCCURTAIN, OK",278,-,32%
,"KLEBERG, TX",269,-,24.9%
,"CASS, TX",277,-,46.6%
,"FRANKLIN, VA",316,-,30.1%
,"DUNN, ND",424,3.1%,44.8%
,"WILSON, TN",652,-,11.7%
,"HARRISON, TX",285,-,42.5%
,"CAVALIER, ND",329,-,48%
,"PIERCE, ND",311,-,44.7%
,"DEUEL, SD",349,-,36.1%
,"TODD, SD",437,3.9%,50.3%
,"SARGENT, ND",394,-,50%
,"GARFIELD, OK",332,-,35.8%
,"LYCOMING, PA",501,-,32.1%
,"GRAYSON, VA",205,-,50.2%
,"CLARION, PA",255,-,35.7%
,"FALL RIVER, SD",263,-,33.5%
,"BLAIR, PA",442,-,36.4%
,"MCCOOK, SD",323,-,45.2%
,"HAMILTON, TX",248,-,47.2%
,"BANDERA, TX",269,-,31.6%
,"BEE, TX",171,-,26.9%
,"DECATUR, TN",231,-,54.5%
,"NELSON, ND",243,-,49.8%
,"IRON, UT",258,-,23.6%
,"SOMERVELL, TX",229,-,53.7%
,"HUNTINGDON, PA",327,-,48%
,"MCKEAN, PA",272,-,36.8%
,"NOWATA, OK",316,-,49.4%
,"HUGHES, OK",268,-,47%
,"POTTER, PA",245,-,39.6%
,"TRINITY, TX",171,-,48%
,"ANDERSON, TN",463,-,15.3%
,"MEIGS, TN",263,-,52.5%
,"CLARK, SD",295,-,29.5%
,"MCHENRY, ND",275,-,42.5%
,"DICKSON, TN",382,-,37.7%
,"GRUNDY, TN",268,-,46.6%
,"COKE, TX",262,-,56.1%
,"LAVACA, TX",171,-,32.2%
,"MORGAN, OH",260,-,49.6%
,"LAKE, TN",290,-,59.3%
,"CROCKETT, TX",263,-,56.3%
,"STEPHENS, OK",295,-,40.3%
,"LEXINGTON CITY, VA",176,-,30.1%
,"FRANKLIN, TX",171,-,44.4%
,"SULLIVAN, PA",185,-,42.7%
,"JACK, TX",157,-,38.2%
,"FOSTER, ND",248,-,48%
,"JACKSON, TX",162,-,45.1%
,"DUCHESNE, UT",225,-,35.6%
,"CARSON, TX",177,-,53.7%
,"CARBON, UT",151,-,33.1%
,"BEDFORD, PA",303,-,38.3%
,"STARR, TX",254,-,32.7%
,"CALHOUN, TX",149,-,36.9%
,"KINGSBURY, SD",242,-,33.9%
,"PONTOTOC, OK",220,-,42.7%
,"CUMBERLAND, TN",206,-,32%
,"JEFFERSON, PA",168,-,29.8%
,"CLEARFIELD, PA",229,-,37.1%
,"SIOUX, ND",284,4.2%,47.2%
,"GILLESPIE, TX",198,-,35.9%
,"YOUNG, TX",161,-,46%
,"ESSEX, VT",157,-,43.3%
,"TYLER, TX",132,-,43.9%
,"NOBLE, OH",223,-,48.4%
,"LYMAN, SD",278,-,37.8%
,"ALLENDALE, SC",214,-,50.9%
,"BLAND, VA",165,-,47.9%
,"DOUGLAS, SD",222,-,35.6%
,"GALAX CITY, VA",157,-,46.5%
,"BOTTINEAU, ND",191,-,37.7%
,"CUSTER, OK",213,-,39.9%
,"EDMUNDS, SD",225,-,40%
,"UVALDE, TX",259,-,48.6%
,"SAN JUAN, UT",153,-,43.1%
,"GRANT, SD",239,-,33.9%
,"TEXAS, OK",146,-,39%
,"BOTETOURT, VA",208,-,23.6%
,"GARVIN, OK",196,-,42.3%
,"GREGORY, SD",206,-,48.1%
,"MOODY, SD",230,-,44.3%
,"DALLAM, TX",171,-,55%
,"MAURY, TN",354,-,18.9%
,"SANPETE, UT",137,-,27.7%
,"HUMPHREYS, TN",191,-,45.5%
,"SUTTON, TX",181,-,58%
,"GRIGGS, ND",185,-,57.3%
,"GILES, VA",192,-,55.7%
,"SEMINOLE, OK",206,-,37.4%
,"CAMPBELL, TN",223,-,37.7%
,"WELLS, ND",154,-,40.9%
,"SPINK, SD",215,-,50.2%
,"RADFORD, VA",248,-,41.9%
,"EMMONS, ND",169,-,38.5%
,"SEVIER, TN",238,-,29.8%
,"DEWEY, SD",206,-,43.2%
,"LOUDON, TN",169,-,18.3%
,"CONCHO, TX",156,-,57.1%
,"MARSHALL, SD",183,-,43.7%
,"PUSHMATAHA, OK",132,-,45.5%
,"REAGAN, TX",217,-,61.3%
,"CHARLES MIX, SD",214,-,36.9%
,"TOWNER, ND",167,-,41.3%
,"FRANKLIN, TN",174,-,44.3%
,"RED RIVER, TX",94,-,42.6%
,"GRAND, UT",150,-,28.7%
,"EDDY, ND",183,-,38.3%
,"BECKHAM, OK",147,-,40.8%
,"HETTINGER, ND",179,-,35.2%
,"WALWORTH, SD",213,-,32.9%
,"MORGAN, UT",129,-,24.8%
,"JEFFERSON, TN",189,-,37%
,"BUENA VISTA CITY, VA",126,-,46%
,"FLOYD, VA",136,-,34.6%
,"PARMER, TX",131,-,52.7%
,"GRANT, ND",149,-,48.3%
,"ALLEGHANY, VA",107,-,42.1%
,"DUVAL, TX",90,-,21.1%
,"SWISHER, TX",116,-,55.2%
,"GRAINGER, TN",154,-,50%
,"SCHLEICHER, TX",138,-,62.3%
,"JACKSON, OK",243,-,40.7%
,"CALLAHAN, TX",188,-,14.9%
,"KIDDER, ND",154,-,40.9%
,"CORSON, SD",188,-,41%
,"ROANE, TN",190,-,15.8%
,"HUTCHINSON, SD",152,-,38.8%
,"FRIO, TX",207,-,37.2%
,"MCINTOSH, ND",125,-,43.2%
,"MIFFLIN, PA",234,-,31.2%
,"CHOCTAW, OK",129,-,32.6%
,"BOWMAN, ND",137,-,33.6%
,"STEELE, ND",154,-,51.3%
,"SALEM, VA",166,-,30.1%
,"SNYDER, PA",194,-,35.6%
,"ELK, PA",121,-,33.1%
,"PERKINS, SD",129,-,35.7%
,"MILLS, TX",86,-,48.8%
,"NOLAN, TX",186,-,24.2%
,"SEVIER, UT",90,-,42.2%
,"OCHILTREE, TX",95,-,55.8%
,"MONROE, TN",112,-,32.1%
,"COVINGTON CITY, VA",74,-,31.1%
,"COLEMAN, TX",95,-,36.8%
,"IRION, TX",127,-,54.3%
,"DONLEY, TX",73,-,42.5%
,"MARSHALL, OK",95,-,43.2%
,"DIVIDE, ND",107,-,53.3%
,"HIGHLAND, VA",61,-,37.7%
,"ATOKA, OK",109,-,32.1%
,"LOVE, OK",107,-,41.1%
,"LIVE OAK, TX",99,-,23.2%
,"CASTRO, TX",80,-,52.5%
,"WHEELER, OR",105,-,42.9%
,"BATH, VA",56,-,37.5%
,"WHEELER, TX",69,-,56.5%
,"ADAMS, ND",82,-,23.2%
,"LOGAN, ND",104,-,44.2%
,"KINGFISHER, OK",96,-,37.5%
,"HANSFORD, TX",81,-,51.9%
,"CLAIBORNE, TN",156,-,38.5%
,"AURORA, SD",118,-,41.5%
,"COFFEE, TN",170,-,31.8%
,"KARNES, TX",109,-,46.8%
,"BURKE, ND",113,-,54%
,"BUFFALO, SD",155,-,53.5%
,"MENARD, TX",97,-,59.8%
,"ARMSTRONG, TX",86,-,46.5%
,"BENNETT, SD",142,-,39.4%
,"CLAY, TX",69,-,39.1%
,"PUTNAM, TN",160,-,33.1%
,"MASON, TX",90,-,43.3%
,"STEPHENS, TX",103,-,32%
,"NOBLE, OK",95,-,37.9%
,"HALE, TX",105,-,40%
,"JONES, TX",199,-,13.6%
,"SABINE, TX",47,-,34%
,"ARCHER, TX",69,-,47.8%
,"OLIVER, ND",92,-,52.2%
,"CHEATHAM, TN",194,-,19.1%
,"HANSON, SD",81,-,34.6%
,"GONZALES, TX",111,-,34.2%
,"DELTA, TX",71,-,43.7%
,"STERLING, TX",93,-,57%
,"UNION, PA",143,-,23.8%
,"WOODWARD, OK",92,-,35.9%
,"OLDHAM, TX",88,-,42%
,"EMERY, UT",71,-,33.8%
,"JOHNSTON, OK",72,-,40.3%
,"GOLDEN VALLEY, ND",112,-,40.2%
,"NEWTON, TX",55,-,47.3%
,"WARREN, TN",148,-,41.2%
,"PECOS, TX",100,-,39%
,"ROBERTSON, TN",182,-,25.8%
,"MINER, SD",96,-,43.8%
,"BON HOMME, SD",101,-,29.7%
,"OGLALA LAKOTA, SD",128,-,37.5%
,"JACKSON, SD",118,-,38.1%
,"HAAKON, SD",103,-,35.9%
,"MURRAY, OK",86,-,44.2%
,"REFUGIO, TX",61,-,31.1%
,"HEMPHILL, TX",53,-,54.7%
,"SAN AUGUSTINE, TX",52,-,46.2%
,"MILLARD, UT",67,-,28.4%
,"WASHITA, OK",66,-,39.4%
,"KIOWA, OK",74,-,36.5%
,"MITCHELL, TX",102,-,39.2%
,"JUAB, UT",73,-,28.8%
,"GILLIAM, OR",79,-,39.2%
,"GOLIAD, TX",48,-,37.5%
,"RENVILLE, ND",91,-,45.1%
,"ZAVALA, TX",93,-,48.4%
,"MELLETTE, SD",80,-,43.8%
,"CLINTON, PA",108,-,30.6%
,"TILLMAN, OK",65,-,43.1%
,"MCPHERSON, SD",103,-,41.7%
,"ANDREWS, TX",64,-,37.5%
,"DIMMIT, TX",70,-,61.4%
,"BROOKS, TX",56,-,25%
,"SCURRY, TX",83,-,38.6%
,"CHILDRESS, TX",49,-,44.9%
,"BLAINE, OK",58,-,31%
,"HICKMAN, TN",90,-,31.1%
,"WILBARGER, TX",57,-,47.4%
,"SHERMAN, OR",92,-,29.3%
,"STANLEY, SD",71,-,38%
,"VAN BUREN, TN",63,-,36.5%
,"WILLACY, TX",152,-,11.8%
,"EMPORIA CITY, VA",103,-,54.4%
,"KIMBLE, TX",68,-,38.2%
,"COTTON, OK",67,-,28.4%
,"HOCKLEY, TX",73,-,45.2%
,"FAULK, SD",69,-,39.1%
,"ZAPATA, TX",85,-,18.8%
,"FOREST, PA",28,-,39.3%
,"MONTOUR, PA",145,-,26.2%
,"SHERIDAN, ND",56,-,48.2%
,"CAMPBELL, SD",47,-,31.9%
,"HALL, TX",35,-,40%
,"MARION, TX",38,-,50%
,"BEDFORD, TN",91,-,23.1%
,"SANBORN, SD",56,-,32.1%
,"WHITE, TN",62,-,32.3%
,"LIPSCOMB, TX",23,-,52.2%
,"SCOTT, TN",59,-,22%
,"COLLINGSWORTH, TX",26,-,53.8%
,"HARDING, SD",63,-,39.7%
,"JIM HOGG, TX",33,-,-
,"SHERMAN, TX",39,-,59%
,"COAL, OK",38,-,44.7%
,"KANE, UT",33,-,-
,"BREWSTER, TX",28,-,-
,"EDWARDS, TX",44,-,50%
,"MORGAN, TN",62,-,17.7%
,"RICH, UT",28,-,39.3%
,"STEWART, TN",58,-,34.5%
,"GAINES, TX",48,-,39.6%
,"MAJOR, OK",33,-,39.4%
,"CIMARRON, OK",23,-,-
,"UPTON, TX",43,-,51.2%
