Session Title,Number of Patients by Diagnosis (Encounter) and State of Residence (U.S.) and Age at Encounter in Years Range,,,,,
Session ID,2773423,,,,,
Data Model,Patients,,,,,
Population Base,All Patients,,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"Encounter Type: Emergency, Emergency to Inpatient",,,,,
Session Date Range,1/1/2023 - 12/31/2023,,,,,
Measure,Number of Patients,,,,,
Export User,Stephanie Perniciaro,,,,,
Date of Export,11/5/2025,,,,,
,,,,,,
,,,,,,
,,,Diagnosis (Encounter),firearms initial,None of the above,"Total: Total includes all data, including data from columns not currently displayed."
State of Residence (U.S.),Age at Encounter in Years,Year,Month,,,
Florida,Less than 15 Years,2023,Jan,10 or fewer,54972,54975
,,,Feb,10 or fewer,55719,55722
,,,Mar,10 or fewer,58747,58751
,,,Apr,10 or fewer,57586,57591
,,,May,10 or fewer,59131,59138
,,,Jun,10 or fewer,45386,45392
,,,Jul,10 or fewer,42623,42626
,,,Aug,10 or fewer,50632,50638
,,,Sep,10 or fewer,57609,57616
,,,Oct,10 or fewer,68252,68258
,,,Nov,10 or fewer,64120,64124
,,,Dec,10 or fewer,60766,60770
,≥ 15 and < 25 Years,2023,Jan,47,33445,33492
,,,Feb,40,30756,30796
,,,Mar,43,33413,33456
,,,Apr,46,32474,32520
,,,May,50,33462,33512
,,,Jun,52,31142,31194
,,,Jul,41,32354,32395
,,,Aug,53,33966,34019
,,,Sep,41,34535,34576
,,,Oct,59,35822,35881
,,,Nov,39,34358,34397
,,,Dec,37,33932,33969
,≥ 25 and < 45 Years,2023,Jan,68,72544,72612
,,,Feb,50,65844,65894
,,,Mar,57,73419,73476
,,,Apr,62,71558,71620
,,,May,63,76077,76140
,,,Jun,64,73633,73697
,,,Jul,53,75959,76012
,,,Aug,56,77634,77690
,,,Sep,53,74277,74330
,,,Oct,72,75932,76004
,,,Nov,56,74185,74241
,,,Dec,63,77118,77181
,≥ 45 and < 65 Years,2023,Jan,20,61894,61914
,,,Feb,15,55360,55375
,,,Mar,18,60668,60686
,,,Apr,12,59382,59394
,,,May,23,63468,63491
,,,Jun,10 or fewer,61650,61659
,,,Jul,20,64632,64652
,,,Aug,22,65519,65541
,,,Sep,22,63149,63171
,,,Oct,26,63522,63548
,,,Nov,18,61258,61276
,,,Dec,19,64770,64789
,65 Years or more,2023,Jan,10 or fewer,66145,66151
,,,Feb,10 or fewer,58305,58308
,,,Mar,10 or fewer,63736,63745
,,,Apr,10 or fewer,61366,61375
,,,May,10 or fewer,66661,66669
,,,Jun,10 or fewer,64908,64913
,,,Jul,10 or fewer,67239,67249
,,,Aug,10 or fewer,69104,69109
,,,Sep,10 or fewer,66653,66660
,,,Oct,10 or fewer,68313,68322
,,,Nov,10 or fewer,67997,68001
,,,Dec,10 or fewer,73830,73836
,No value,2023,Jan,10 or fewer,9101,9103
,,,Feb,10 or fewer,9585,9590
,,,Mar,10 or fewer,9206,9210
,,,Apr,10 or fewer,8626,8629
,,,May,10 or fewer,8907,8911
,,,Jun,10 or fewer,9012,9017
,,,Jul,10 or fewer,8597,8598
,,,Aug,10 or fewer,8968,8973
,,,Sep,10 or fewer,8658,8663
,,,Oct,10 or fewer,8543,8549
,,,Nov,10 or fewer,9068,9075
,,,Dec,10 or fewer,9015,9020
,"Total: Total includes all data under the Florida bucket, including data from rows not currently displayed.",2023,Jan,146,298059,298205
,,,Feb,116,275549,275665
,,,Mar,135,299151,299286
,,,Apr,137,290973,291110
,,,May,155,307672,307827
,,,Jun,141,285706,285847
,,,Jul,128,291371,291499
,,,Aug,147,305796,305943
,,,Sep,135,304853,304988
,,,Oct,178,320353,320531
,,,Nov,128,310959,311087
,,,Dec,134,319389,319523
Texas,Less than 15 Years,2023,Jan,10 or fewer,53838,53844
,,,Feb,10 or fewer,49014,49021
,,,Mar,10 or fewer,58628,58633
,,,Apr,10 or fewer,60044,60052
,,,May,10 or fewer,62249,62256
,,,Jun,10 or fewer,47473,47480
,,,Jul,14,43754,43768
,,,Aug,10 or fewer,52940,52950
,,,Sep,10 or fewer,61042,61050
,,,Oct,11,64982,64993
,,,Nov,10 or fewer,69430,69434
,,,Dec,10 or fewer,69897,69903
,≥ 15 and < 25 Years,2023,Jan,75,31190,31265
,,,Feb,62,28147,28209
,,,Mar,77,33111,33188
,,,Apr,93,32845,32938
,,,May,76,33950,34026
,,,Jun,69,31948,32017
,,,Jul,96,33133,33229
,,,Aug,69,34998,35067
,,,Sep,65,35317,35382
,,,Oct,66,34282,34348
,,,Nov,65,32968,33033
,,,Dec,82,33600,33682
,≥ 25 and < 45 Years,2023,Jan,75,64018,64093
,,,Feb,65,57646,57711
,,,Mar,77,67785,67862
,,,Apr,74,65997,66071
,,,May,96,70464,70560
,,,Jun,82,70354,70436
,,,Jul,105,71525,71630
,,,Aug,86,73186,73272
,,,Sep,83,69598,69681
,,,Oct,79,68547,68626
,,,Nov,69,67212,67281
,,,Dec,84,70771,70855
,≥ 45 and < 65 Years,2023,Jan,27,54587,54614
,,,Feb,28,49670,49698
,,,Mar,25,56390,56415
,,,Apr,32,54516,54548
,,,May,30,57834,57864
,,,Jun,29,57066,57095
,,,Jul,27,59179,59206
,,,Aug,34,60477,60511
,,,Sep,24,57629,57653
,,,Oct,36,56808,56844
,,,Nov,17,55049,55066
,,,Dec,21,59064,59085
,65 Years or more,2023,Jan,10 or fewer,52152,52156
,,,Feb,10 or fewer,47767,47775
,,,Mar,10 or fewer,53762,53772
,,,Apr,10 or fewer,51942,51950
,,,May,10 or fewer,54694,54701
,,,Jun,10 or fewer,54438,54445
,,,Jul,10 or fewer,55861,55871
,,,Aug,10 or fewer,56819,56829
,,,Sep,15,54857,54872
,,,Oct,10 or fewer,55867,55874
,,,Nov,10 or fewer,55407,55415
,,,Dec,10 or fewer,61192,61199
,No value,2023,Jan,11,8567,8578
,,,Feb,10 or fewer,8117,8121
,,,Mar,10 or fewer,8659,8666
,,,Apr,10 or fewer,8193,8203
,,,May,10 or fewer,8444,8449
,,,Jun,10 or fewer,8466,8471
,,,Jul,10 or fewer,8000,8003
,,,Aug,10 or fewer,8368,8374
,,,Sep,10 or fewer,8337,8345
,,,Oct,10 or fewer,8015,8025
,,,Nov,11,8189,8200
,,,Dec,10 or fewer,8775,8778
,"Total: Total includes all data under the Texas bucket, including data from rows not currently displayed.",2023,Jan,198,264323,264521
,,,Feb,174,240333,240507
,,,Mar,201,278299,278500
,,,Apr,225,273513,273738
,,,May,221,287613,287834
,,,Jun,199,269715,269914
,,,Jul,255,271431,271686
,,,Aug,215,286753,286968
,,,Sep,203,286748,286951
,,,Oct,209,288464,288673
,,,Nov,174,288221,288395
,,,Dec,203,303270,303473
Ohio,Less than 15 Years,2023,Jan,10 or fewer,34593,34597
,,,Feb,10 or fewer,38049,38053
,,,Mar,10 or fewer,43346,43349
,,,Apr,10 or fewer,40816,40823
,,,May,10 or fewer,43626,43633
,,,Jun,13,33188,33201
,,,Jul,10 or fewer,32038,32044
,,,Aug,10 or fewer,34776,34779
,,,Sep,10 or fewer,42055,42062
,,,Oct,10 or fewer,45575,45585
,,,Nov,10 or fewer,47710,47715
,,,Dec,10 or fewer,53794,53800
,≥ 15 and < 25 Years,2023,Jan,83,32716,32799
,,,Feb,54,30814,30868
,,,Mar,67,34354,34421
,,,Apr,78,32510,32588
,,,May,86,34129,34215
,,,Jun,90,31752,31842
,,,Jul,91,33118,33209
,,,Aug,78,34800,34878
,,,Sep,74,36655,36729
,,,Oct,105,38927,39032
,,,Nov,67,36888,36955
,,,Dec,58,37938,37996
,≥ 25 and < 45 Years,2023,Jan,92,72834,72926
,,,Feb,75,67221,67296
,,,Mar,90,74994,75084
,,,Apr,90,71080,71170
,,,May,121,75134,75255
,,,Jun,93,73259,73352
,,,Jul,140,76918,77058
,,,Aug,115,77663,77778
,,,Sep,92,76201,76293
,,,Oct,89,81035,81124
,,,Nov,98,78569,78667
,,,Dec,77,84510,84587
,≥ 45 and < 65 Years,2023,Jan,34,61737,61771
,,,Feb,27,56448,56475
,,,Mar,24,62639,62663
,,,Apr,21,60909,60930
,,,May,34,64017,64051
,,,Jun,27,63425,63452
,,,Jul,37,65885,65922
,,,Aug,32,65889,65921
,,,Sep,28,64945,64973
,,,Oct,33,69525,69558
,,,Nov,16,67899,67915
,,,Dec,31,72888,72919
,65 Years or more,2023,Jan,10 or fewer,59864,59874
,,,Feb,12,55197,55209
,,,Mar,10 or fewer,61468,61476
,,,Apr,10 or fewer,60462,60472
,,,May,10 or fewer,64510,64517
,,,Jun,14,62619,62633
,,,Jul,10 or fewer,64584,64591
,,,Aug,10 or fewer,65279,65288
,,,Sep,10 or fewer,65813,65820
,,,Oct,10 or fewer,72930,72940
,,,Nov,10 or fewer,71630,71639
,,,Dec,13,78962,78975
,No value,2023,Jan,12,6859,6871
,,,Feb,10 or fewer,6896,6904
,,,Mar,10 or fewer,7017,7025
,,,Apr,10 or fewer,6706,6709
,,,May,10 or fewer,6612,6620
,,,Jun,10 or fewer,7012,7021
,,,Jul,10 or fewer,6114,6121
,,,Aug,12,6847,6859
,,,Sep,10 or fewer,6338,6348
,,,Oct,10 or fewer,7182,7188
,,,Nov,10 or fewer,7517,7525
,,,Dec,10 or fewer,8121,8128
,"Total: Total includes all data under the Ohio bucket, including data from rows not currently displayed.",2023,Jan,235,268567,268802
,,,Feb,180,254605,254785
,,,Mar,200,283774,283974
,,,Apr,209,272459,272668
,,,May,263,287993,288256
,,,Jun,246,271222,271468
,,,Jul,288,278611,278899
,,,Aug,249,285220,285469
,,,Sep,218,291971,292189
,,,Oct,253,315137,315390
,,,Nov,203,310176,310379
,,,Dec,192,336152,336344
Pennsylvania,Less than 15 Years,2023,Jan,10 or fewer,23830,23832
,,,Feb,10 or fewer,25021,25024
,,,Mar,10 or fewer,27783,27784
,,,Apr,10 or fewer,25393,25397
,,,May,10 or fewer,26970,26973
,,,Jun,10 or fewer,21377,21380
,,,Jul,10 or fewer,20690,20696
,,,Aug,10 or fewer,19714,19718
,,,Sep,10 or fewer,23126,23127
,,,Oct,10 or fewer,25624,25627
,,,Nov,10 or fewer,27567,27568
,,,Dec,10 or fewer,31206,31208
,≥ 15 and < 25 Years,2023,Jan,50,21025,21075
,,,Feb,42,19866,19908
,,,Mar,51,21637,21688
,,,Apr,49,20737,20786
,,,May,56,21580,21636
,,,Jun,49,20250,20299
,,,Jul,53,21425,21478
,,,Aug,51,21542,21593
,,,Sep,36,22182,22218
,,,Oct,41,22550,22591
,,,Nov,36,20981,21017
,,,Dec,24,21924,21948
,≥ 25 and < 45 Years,2023,Jan,67,48917,48984
,,,Feb,60,44324,44384
,,,Mar,75,49176,49251
,,,Apr,71,46823,46894
,,,May,83,49596,49679
,,,Jun,84,48826,48910
,,,Jul,78,51807,51885
,,,Aug,65,51394,51459
,,,Sep,56,49174,49230
,,,Oct,70,49726,49796
,,,Nov,52,47593,47645
,,,Dec,54,51220,51274
,≥ 45 and < 65 Years,2023,Jan,15,44248,44263
,,,Feb,16,39861,39877
,,,Mar,19,44099,44118
,,,Apr,11,42415,42426
,,,May,22,45559,45581
,,,Jun,16,44497,44513
,,,Jul,22,46741,46763
,,,Aug,11,47135,47146
,,,Sep,15,44250,44265
,,,Oct,29,45279,45308
,,,Nov,23,42997,43020
,,,Dec,20,46379,46399
,65 Years or more,2023,Jan,10 or fewer,49503,49512
,,,Feb,10 or fewer,44463,44470
,,,Mar,12,49004,49016
,,,Apr,13,48416,48429
,,,May,10 or fewer,50375,50381
,,,Jun,10 or fewer,49693,49703
,,,Jul,10 or fewer,51492,51498
,,,Aug,10 or fewer,52087,52096
,,,Sep,10 or fewer,50793,50800
,,,Oct,10 or fewer,52218,52224
,,,Nov,10 or fewer,51337,51347
,,,Dec,10 or fewer,56453,56463
,No value,2023,Jan,10 or fewer,6690,6693
,,,Feb,10 or fewer,6631,6634
,,,Mar,10 or fewer,6439,6449
,,,Apr,12,5845,5857
,,,May,13,5915,5928
,,,Jun,10 or fewer,6113,6120
,,,Jul,10 or fewer,5537,5539
,,,Aug,10 or fewer,6156,6165
,,,Sep,10 or fewer,5768,5776
,,,Oct,10 or fewer,5997,6001
,,,Nov,10 or fewer,6178,6182
,,,Dec,10 or fewer,6719,6724
,"Total: Total includes all data under the Pennsylvania bucket, including data from rows not currently displayed.",2023,Jan,146,194191,194337
,,,Feb,131,180148,180279
,,,Mar,168,198117,198285
,,,Apr,160,189603,189763
,,,May,183,199965,200148
,,,Jun,169,190732,190901
,,,Jul,167,197670,197837
,,,Aug,149,198002,198151
,,,Sep,123,195263,195386
,,,Oct,153,201374,201527
,,,Nov,126,196644,196770
,,,Dec,115,213881,213996
New York,Less than 15 Years,2023,Jan,10 or fewer,19500,19501
,,,Feb,10 or fewer,19718,19718
,,,Mar,10 or fewer,22275,22276
,,,Apr,10 or fewer,20745,20747
,,,May,10 or fewer,22742,22743
,,,Jun,10 or fewer,19715,19718
,,,Jul,10 or fewer,18908,18911
,,,Aug,10 or fewer,16955,16956
,,,Sep,10 or fewer,19289,19290
,,,Oct,10 or fewer,21366,21366
,,,Nov,10 or fewer,22827,22827
,,,Dec,10 or fewer,27533,27534
,≥ 15 and < 25 Years,2023,Jan,13,18072,18085
,,,Feb,12,16970,16982
,,,Mar,17,19390,19407
,,,Apr,11,19017,19028
,,,May,23,19680,19703
,,,Jun,21,18197,18218
,,,Jul,32,19466,19498
,,,Aug,19,19105,19124
,,,Sep,11,20518,20529
,,,Oct,12,20788,20800
,,,Nov,11,18985,18996
,,,Dec,14,19807,19821
