Session Title,Positive RSV Tests and RSV tests and Number of Encounters by State of Residence (U.S.) and Age in Years Range,,,,,
Session ID,2747766,,,,,
Data Model,Encounters,,,,,
Population Base,All Encounters,,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"Diagnosis (All): Pneumonia due to Streptococcus pneumoniae( ICD-10-CM: J13.* ), Acute nasopharyngitis (common cold)( ICD-10-CM: J00.* ), Acute sinusitis( ICD-10-CM: J01.* ), Acute pharyngitis( ICD-10-CM: J02.* ), Acute tonsillitis( ICD-10-CM: J03.* ), Acute laryngitis and tracheitis( ICD-10-CM: J04.* ), Acute obstructive laryngitis (croup) and epiglottitis( ICD-10-CM: J05.* ), Acute upper respiratory infections of multiple and unspecified sites( ICD-10-CM: J06.* ), Influenza due to certain identified influenza viruses( ICD-10-CM: J09.* ), Influenza due to other identified influenza virus( ICD-10-CM: J10.* ), Influenza due to unidentified influenza virus( ICD-10-CM: J11.* ), Viral pneumonia, not elsewhere classified( ICD-10-CM: J12.* ), Pneumonia due to hemophilus influenzae( ICD-10-CM: J14.* ), Bacterial pneumonia, not elsewhere classified( ICD-10-CM: J15.* ), Pneumonia due to other infectious organisms, not elsewhere classified( ICD-10-CM: J16.* ), Pneumonia in diseases classified elsewhere( ICD-10-CM: J17.* ), Pneumonia, unspecified organism( ICD-10-CM: J18.* ), Acute bronchitis( ICD-10-CM: J20.* ), Acute bronchiolitis( ICD-10-CM: J21.* ), Unspecified acute lower respiratory infection( ICD-10-CM: J22.* )",Encounter Type: ED Encounter,,,,
Session Date Range,1/1/2023 - 12/31/2023 (Based On Encounter Start Date),,,,,
Export User,Stephanie Perniciaro,,,,,
Date of Export,8/5/2025,,,,,
,,,,,,
,,,,,,
,,,Measures,Positive RSV Tests (%),RSV tests (%),Number of Encounters
Year,Week,State of Residence (U.S.),Age in Years,,,
,,,≥ 18 and < 49,0.068%,23.4%,22100
,,,≥ 49 and < 65,0.197%,31.3%,9635
,,,65 or more,0.116%,37.2%,17247
,,,No value,-,-,10 or fewer
,,,Total,0.299%,29%,72807
,Jun 18 – Jun 24,Arkansas,Less than 1,-,61.2%,67
,,,≥ 1 and < 5,-,53.7%,136
,,,≥ 5 and < 18,-,46.7%,105
,,,≥ 18 and < 49,-,36.2%,185
,,,≥ 49 and < 65,-,41.2%,85
,,,65 or more,-,56.3%,135
,,,No value,-,-,10 or fewer
,,,Total,-,47.8%,713
,,Delaware,Less than 1,-,60%,20
,,,≥ 1 and < 5,-,38.7%,75
,,,≥ 5 and < 18,-,28.6%,84
,,,≥ 18 and < 49,-,23.6%,89
,,,≥ 49 and < 65,-,-,31
,,,65 or more,-,30.8%,78
,,,No value,-,-,10 or fewer
,,,Total,-,31.3%,377
,,Wyoming,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,11
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,60%,20
,,,≥ 49 and < 65,-,-,11
,,,65 or more,-,56.5%,23
,,,No value,-,-,10 or fewer
,,,Total,-,45.5%,77
,,Montana,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,20
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,20
,,,No value,-,-,10 or fewer
,,,Total,-,28.1%,64
,,Kentucky,Less than 1,-,35.2%,105
,,,≥ 1 and < 5,-,25%,172
,,,≥ 5 and < 18,-,15.9%,145
,,,≥ 18 and < 49,-,21.8%,289
,,,≥ 49 and < 65,-,37.2%,191
,,,65 or more,-,37.4%,321
,,,No value,-,-,10 or fewer
,,,Total,1.3%,29.2%,1223
,,Iowa,Less than 1,-,41.5%,41
,,,≥ 1 and < 5,-,33%,109
,,,≥ 5 and < 18,-,32.8%,64
,,,≥ 18 and < 49,-,31.1%,161
,,,≥ 49 and < 65,-,42.6%,68
,,,65 or more,-,45.9%,135
,,,No value,-,-,10 or fewer
,,,Total,-,37.2%,578
,,Illinois,Less than 1,-,64.7%,102
,,,≥ 1 and < 5,-,50.8%,313
,,,≥ 5 and < 18,-,29%,352
,,,≥ 18 and < 49,-,27%,752
,,,≥ 49 and < 65,-,34.1%,343
,,,65 or more,-,40.1%,741
,,,No value,-,-,10 or fewer
,,,Total,-,36.3%,2603
,,West Virginia,Less than 1,-,61.1%,18
,,,≥ 1 and < 5,-,61.5%,39
,,,≥ 5 and < 18,-,55.3%,47
,,,≥ 18 and < 49,-,48%,127
,,,≥ 49 and < 65,-,48.1%,104
,,,65 or more,-,53.7%,175
,,,No value,-,-,10 or fewer
,,,Total,-,52.2%,510
,,Wisconsin,Less than 1,-,22.4%,76
,,,≥ 1 and < 5,-,22.5%,231
,,,≥ 5 and < 18,-,17.1%,245
,,,≥ 18 and < 49,-,23.9%,352
,,,≥ 49 and < 65,-,26.8%,149
,,,65 or more,-,47.1%,257
,,,No value,-,-,10 or fewer
,,,Total,-,27.2%,1310
,,South Dakota,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,19
,,,≥ 5 and < 18,-,-,13
,,,≥ 18 and < 49,-,34.3%,35
,,,≥ 49 and < 65,-,-,12
,,,65 or more,-,56.7%,30
,,,No value,-,-,10 or fewer
,,,Total,-,44.9%,118
,,Colorado,Less than 1,-,18.3%,126
,,,≥ 1 and < 5,-,11.2%,295
,,,≥ 5 and < 18,-,11.8%,382
,,,≥ 18 and < 49,-,26%,534
,,,≥ 49 and < 65,-,41.9%,167
,,,65 or more,-,53.7%,257
,,,No value,-,-,10 or fewer
,,,Total,-,25.4%,1761
,,North Dakota,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,17
,,,≥ 5 and < 18,-,-,20
,,,≥ 18 and < 49,-,26.6%,64
,,,≥ 49 and < 65,-,41.4%,29
,,,65 or more,-,38.7%,62
,,,No value,-,-,10 or fewer
,,,Total,-,33.2%,199
,,Minnesota,Less than 1,-,42.4%,59
,,,≥ 1 and < 5,-,41.1%,163
,,,≥ 5 and < 18,-,23.7%,236
,,,≥ 18 and < 49,-,25.8%,396
,,,≥ 49 and < 65,-,37.3%,166
,,,65 or more,-,37.7%,302
,,,No value,-,-,10 or fewer
,,,Total,-,32.2%,1322
,,Nevada,Less than 1,-,36.1%,36
,,,≥ 1 and < 5,-,36.4%,44
,,,≥ 5 and < 18,-,31.6%,38
,,,≥ 18 and < 49,-,35.5%,93
,,,≥ 49 and < 65,-,50%,48
,,,65 or more,-,41.9%,74
,,,No value,-,-,10 or fewer
,,,Total,-,38.7%,333
,,Pennsylvania,Less than 1,-,41.4%,116
,,,≥ 1 and < 5,-,36.1%,321
,,,≥ 5 and < 18,-,26.2%,367
,,,≥ 18 and < 49,-,32.9%,1080
,,,≥ 49 and < 65,-,38.2%,482
,,,65 or more,-,46.9%,986
,,,No value,-,-,10 or fewer
,,,Total,-,37.6%,3352
,,Oklahoma,Less than 1,-,42.2%,64
,,,≥ 1 and < 5,-,30%,100
,,,≥ 5 and < 18,-,22.4%,98
,,,≥ 18 and < 49,-,17.3%,179
,,,≥ 49 and < 65,-,24%,125
,,,65 or more,-,34.7%,225
,,,No value,-,-,10 or fewer
,,,Total,-,27.6%,791
,,Nebraska,Less than 1,-,61.9%,21
,,,≥ 1 and < 5,-,39.4%,33
,,,≥ 5 and < 18,-,-,35
,,,≥ 18 and < 49,-,32.1%,106
,,,≥ 49 and < 65,-,41.5%,41
,,,65 or more,-,37.6%,101
,,,No value,-,-,10 or fewer
,,,Total,-,37.1%,337
,,Maryland,Less than 1,-,55.9%,59
,,,≥ 1 and < 5,-,43.9%,123
,,,≥ 5 and < 18,-,33.1%,169
,,,≥ 18 and < 49,-,31.4%,350
,,,≥ 49 and < 65,-,40.5%,153
,,,65 or more,-,43.2%,317
,,,No value,-,-,10 or fewer
,,,Total,-,38.6%,1171
,,Idaho,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,55
,,,≥ 5 and < 18,-,-,44
,,,≥ 18 and < 49,-,10.2%,118
,,,≥ 49 and < 65,-,30.2%,63
,,,65 or more,-,40.4%,109
,,,No value,-,-,10 or fewer
,,,Total,-,23.1%,399
,,Virgin Islands,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Connecticut,Less than 1,-,31.9%,47
,,,≥ 1 and < 5,-,17.6%,148
,,,≥ 5 and < 18,-,16.2%,216
,,,≥ 18 and < 49,-,24.1%,440
,,,≥ 49 and < 65,-,40.3%,181
,,,65 or more,-,44.6%,336
,,,No value,-,-,10 or fewer
,,,Total,-,29.6%,1368
,,Alaska,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Vermont,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,19
,,,≥ 18 and < 49,-,33.3%,42
,,,≥ 49 and < 65,-,-,20
,,,65 or more,-,53.8%,39
,,,No value,-,-,10 or fewer
,,,Total,-,41.8%,134
,,New York,Less than 1,-,55%,109
,,,≥ 1 and < 5,-,39.1%,338
,,,≥ 5 and < 18,-,29.2%,487
,,,≥ 18 and < 49,-,30.6%,942
,,,≥ 49 and < 65,-,35.1%,484
,,,65 or more,-,43.4%,996
,,,No value,-,-,10 or fewer
,,,Total,-,36.5%,3356
,,Florida,Less than 1,5.8%,50.7%,381
,,,≥ 1 and < 5,4.1%,39.4%,1148
,,,≥ 5 and < 18,-,34.9%,1204
,,,≥ 18 and < 49,-,41.9%,2302
,,,≥ 49 and < 65,-,46.4%,997
,,,65 or more,-,50.7%,1741
,,,No value,-,-,10 or fewer
,,,Total,1.2%,43.4%,7774
,,Louisiana,Less than 1,-,70.1%,87
,,,≥ 1 and < 5,-,40%,205
,,,≥ 5 and < 18,-,20.2%,213
,,,≥ 18 and < 49,-,14.3%,442
,,,≥ 49 and < 65,-,17%,176
,,,65 or more,-,34.6%,243
,,,No value,-,-,10 or fewer
,,,Total,-,26.6%,1366
,,Indiana,Less than 1,-,37.3%,67
,,,≥ 1 and < 5,-,35.3%,133
,,,≥ 5 and < 18,-,19.8%,116
,,,≥ 18 and < 49,-,16%,432
,,,≥ 49 and < 65,-,23.7%,232
,,,65 or more,-,33.2%,395
,,,No value,-,-,10 or fewer
,,,Total,-,25.5%,1375
,,Texas,Less than 1,-,39.2%,296
,,,≥ 1 and < 5,1.8%,28.7%,655
,,,≥ 5 and < 18,-,16.1%,621
,,,≥ 18 and < 49,-,20.6%,1580
,,,≥ 49 and < 65,-,30.8%,688
,,,65 or more,-,35.9%,1263
,,,No value,-,-,10 or fewer
,,,Total,0.49%,27.3%,5103
,,Rhode Island,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,20
,,Oregon,Less than 1,-,-,39
,,,≥ 1 and < 5,-,-,86
,,,≥ 5 and < 18,-,9.4%,159
,,,≥ 18 and < 49,-,12.9%,186
,,,≥ 49 and < 65,-,28.8%,80
,,,65 or more,-,29%,162
,,,No value,-,-,10 or fewer
,,,Total,-,17%,712
,,Puerto Rico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,16
,,Missouri,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,20
,,,≥ 5 and < 18,-,-,26
,,,≥ 18 and < 49,-,22%,109
,,,≥ 49 and < 65,-,34%,53
,,,65 or more,-,45%,129
,,,No value,-,-,10 or fewer
,,,Total,-,34.6%,344
,,South Carolina,Less than 1,-,56.7%,67
,,,≥ 1 and < 5,-,38.1%,189
,,,≥ 5 and < 18,-,34.7%,202
,,,≥ 18 and < 49,-,29.6%,689
,,,≥ 49 and < 65,-,28.5%,291
,,,65 or more,-,34.7%,505
,,,No value,-,-,10 or fewer
,,,Total,-,33%,1943
,,Arizona,Less than 1,-,60%,25
,,,≥ 1 and < 5,-,28.8%,59
,,,≥ 5 and < 18,-,30.2%,63
,,,≥ 18 and < 49,-,31.9%,144
,,,≥ 49 and < 65,-,47.1%,68
,,,65 or more,-,50.4%,121
,,,No value,-,-,10 or fewer
,,,Total,-,39.6%,480
,,Georgia,Less than 1,-,22.3%,175
,,,≥ 1 and < 5,-,17.8%,409
,,,≥ 5 and < 18,-,15.6%,366
,,,≥ 18 and < 49,-,16.4%,701
,,,≥ 49 and < 65,-,19.1%,277
,,,65 or more,-,24.4%,427
,,,No value,-,-,10 or fewer
,,,Total,-,18.7%,2355
,,North Carolina,Less than 1,-,46%,137
,,,≥ 1 and < 5,-,38.3%,358
,,,≥ 5 and < 18,-,24.7%,477
,,,≥ 18 and < 49,-,24.7%,1157
,,,≥ 49 and < 65,-,31.4%,475
,,,65 or more,-,37.4%,751
,,,No value,-,-,10 or fewer
,,,Total,-,30.8%,3355
,,California,Less than 1,-,27.3%,121
,,,≥ 1 and < 5,-,28.3%,286
,,,≥ 5 and < 18,-,18.1%,343
,,,≥ 18 and < 49,-,19.4%,649
,,,≥ 49 and < 65,-,23.4%,286
,,,65 or more,-,36.9%,488
,,,No value,-,-,10 or fewer
,,,Total,-,25.3%,2173
,,Armed Forces Africa,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Tennessee,Less than 1,-,48.6%,35
,,,≥ 1 and < 5,-,30%,110
,,,≥ 5 and < 18,-,14.8%,115
,,,≥ 18 and < 49,-,27.4%,234
,,,≥ 49 and < 65,-,27%,115
,,,65 or more,-,39.2%,212
,,,No value,-,-,10 or fewer
,,,Total,-,29.8%,821
,,Washington,Less than 1,-,-,26
,,,≥ 1 and < 5,-,20.8%,72
,,,≥ 5 and < 18,-,17.2%,116
,,,≥ 18 and < 49,-,21.2%,156
,,,≥ 49 and < 65,-,31.3%,64
,,,65 or more,-,36%,114
,,,No value,-,-,10 or fewer
,,,Total,-,25.2%,548
,,Alabama,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,51.9%,27
,,,≥ 5 and < 18,-,-,30
,,,≥ 18 and < 49,-,9.2%,120
,,,≥ 49 and < 65,-,-,58
,,,65 or more,-,20.2%,99
,,,No value,-,-,10 or fewer
,,,Total,-,19%,343
,,Utah,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,26
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,48.1%,27
,,,No value,-,-,10 or fewer
,,,Total,-,32%,75
,,Michigan,Less than 1,-,39.8%,93
,,,≥ 1 and < 5,-,23.9%,251
,,,≥ 5 and < 18,-,14.3%,314
,,,≥ 18 and < 49,-,16.1%,720
,,,≥ 49 and < 65,-,24.4%,336
,,,65 or more,-,31.7%,608
,,,No value,-,-,10 or fewer
,,,Total,-,23%,2322
,,Mississippi,Less than 1,-,33.9%,59
,,,≥ 1 and < 5,-,28.3%,159
,,,≥ 5 and < 18,-,13.2%,121
,,,≥ 18 and < 49,-,12.5%,377
,,,≥ 49 and < 65,-,14.9%,175
,,,65 or more,-,10.6%,273
,,,No value,-,-,10 or fewer
,,,Total,-,15.7%,1164
,,Virginia,Less than 1,-,40.9%,132
,,,≥ 1 and < 5,-,25.5%,330
,,,≥ 5 and < 18,-,13.3%,518
,,,≥ 18 and < 49,-,13.7%,1139
,,,≥ 49 and < 65,-,21.3%,483
,,,65 or more,-,27.4%,751
,,,No value,-,-,10 or fewer
,,,Total,0.358%,20%,3353
,,Massachusetts,Less than 1,-,-,42
,,,≥ 1 and < 5,-,11.6%,146
,,,≥ 5 and < 18,-,7.9%,202
,,,≥ 18 and < 49,-,12.7%,393
,,,≥ 49 and < 65,-,15.9%,170
,,,65 or more,-,14%,328
,,,No value,-,-,10 or fewer
,,,Total,-,12.7%,1281
,,Armed Forces Pacific,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New Mexico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,37
,,,≥ 49 and < 65,-,-,22
,,,65 or more,-,-,27
,,,No value,-,-,10 or fewer
,,,Total,-,14%,107
,,District of Columbia,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,18
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,40
,,New Hampshire,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,15
,,,≥ 18 and < 49,-,-,26
,,,≥ 49 and < 65,-,-,20
,,,65 or more,-,48.3%,29
,,,No value,-,-,10 or fewer
,,,Total,-,34%,100
,,Maine,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,39
,,,≥ 5 and < 18,-,-,43
,,,≥ 18 and < 49,-,-,97
,,,≥ 49 and < 65,-,-,50
,,,65 or more,-,-,91
,,,No value,-,-,10 or fewer
,,,Total,-,8.6%,326
,,Hawaii,Less than 1,-,48.6%,35
,,,≥ 1 and < 5,-,22.8%,79
,,,≥ 5 and < 18,-,-,86
,,,≥ 18 and < 49,-,11.3%,160
,,,≥ 49 and < 65,-,-,56
,,,65 or more,-,23%,122
,,,No value,-,-,10 or fewer
,,,Total,-,17.7%,538
,,Kansas,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,28
,,,≥ 5 and < 18,-,-,32
,,,≥ 18 and < 49,-,17%,106
,,,≥ 49 and < 65,-,27.1%,70
,,,65 or more,-,25.8%,120
,,,No value,-,-,10 or fewer
,,,Total,-,21.5%,362
,,None of the above,Less than 1,-,18%,266
,,,≥ 1 and < 5,-,15.4%,820
,,,≥ 5 and < 18,-,8.3%,1035
,,,≥ 18 and < 49,-,9.3%,2538
,,,≥ 49 and < 65,-,17.5%,1123
,,,65 or more,-,22.4%,1907
,,,No value,-,-,10 or fewer
,,,Total,-,14.6%,7689
,,Total,Less than 1,2.3%,39.7%,3224
,,,≥ 1 and < 5,1.4%,30.2%,8392
,,,≥ 5 and < 18,-,20.9%,9636
,,,≥ 18 and < 49,0.067%,23.1%,20922
,,,≥ 49 and < 65,0.193%,30.2%,9350
,,,65 or more,0.144%,36.6%,16665
,,,No value,-,-,10 or fewer
,,,Total,0.368%,28.7%,68190
,Jun 25 – Jul 1,Arkansas,Less than 1,-,58.8%,51
,,,≥ 1 and < 5,-,51.9%,133
,,,≥ 5 and < 18,-,41.3%,104
,,,≥ 18 and < 49,-,38.6%,140
,,,≥ 49 and < 65,-,43.2%,88
,,,65 or more,-,49.4%,158
,,,No value,-,-,10 or fewer
,,,Total,-,46.3%,674
,,Delaware,Less than 1,-,58.3%,36
,,,≥ 1 and < 5,-,36.1%,61
,,,≥ 5 and < 18,-,31.3%,64
,,,≥ 18 and < 49,-,18.8%,69
,,,≥ 49 and < 65,-,-,37
,,,65 or more,-,18.3%,60
,,,No value,-,-,10 or fewer
,,,Total,-,27.2%,327
,,Wyoming,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,15
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,61.1%,18
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,19
,,,No value,-,-,10 or fewer
,,,Total,-,53.5%,71
,,Montana,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,11
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,28
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,20
,,,No value,-,-,10 or fewer
,,,Total,-,32.9%,85
,,Kentucky,Less than 1,-,27.2%,92
,,,≥ 1 and < 5,-,30%,160
,,,≥ 5 and < 18,-,17.6%,131
,,,≥ 18 and < 49,-,23%,304
,,,≥ 49 and < 65,-,33.9%,180
,,,65 or more,-,36.8%,342
,,,No value,-,-,10 or fewer
,,,Total,1.1%,29.2%,1209
,,Iowa,Less than 1,-,48.9%,47
,,,≥ 1 and < 5,-,31.6%,95
,,,≥ 5 and < 18,-,23.6%,55
,,,≥ 18 and < 49,-,29.5%,105
,,,≥ 49 and < 65,-,36.1%,72
,,,65 or more,-,42.5%,146
,,,No value,-,-,10 or fewer
,,,Total,-,35.6%,520
,,Illinois,Less than 1,-,65.9%,88
,,,≥ 1 and < 5,-,45.3%,274
,,,≥ 5 and < 18,-,26.2%,294
,,,≥ 18 and < 49,-,28.1%,712
,,,≥ 49 and < 65,-,33%,351
,,,65 or more,-,37.7%,698
,,,No value,-,-,10 or fewer
,,,Total,-,34.7%,2417
,,West Virginia,Less than 1,-,-,13
,,,≥ 1 and < 5,-,75.8%,33
,,,≥ 5 and < 18,-,35.5%,31
,,,≥ 18 and < 49,-,35.3%,119
,,,≥ 49 and < 65,-,44.9%,98
,,,65 or more,-,47.1%,174
,,,No value,-,-,10 or fewer
,,,Total,-,45.5%,468
,,Wisconsin,Less than 1,-,21.9%,73
,,,≥ 1 and < 5,-,14.3%,196
,,,≥ 5 and < 18,-,14.8%,183
,,,≥ 18 and < 49,-,24.5%,376
,,,≥ 49 and < 65,-,30.7%,153
,,,65 or more,-,39.3%,272
,,,No value,-,-,10 or fewer
,,,Total,-,25.3%,1253
,,South Dakota,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,11
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,40%,30
,,,≥ 49 and < 65,-,-,21
,,,65 or more,-,64.3%,28
,,,No value,-,-,10 or fewer
,,,Total,-,49.1%,108
,,Colorado,Less than 1,-,18.2%,121
,,,≥ 1 and < 5,-,16.8%,291
,,,≥ 5 and < 18,-,11.5%,330
,,,≥ 18 and < 49,-,27.7%,509
,,,≥ 49 and < 65,-,52.7%,146
,,,65 or more,-,55.2%,223
,,,No value,-,-,10 or fewer
,,,Total,-,27.8%,1620
,,North Dakota,Less than 1,-,-,11
,,,≥ 1 and < 5,-,-,17
,,,≥ 5 and < 18,-,-,18
,,,≥ 18 and < 49,-,20.3%,59
,,,≥ 49 and < 65,-,35.5%,31
,,,65 or more,-,40.6%,69
,,,No value,-,-,10 or fewer
,,,Total,-,34.1%,205
,,Minnesota,Less than 1,-,38.3%,47
,,,≥ 1 and < 5,-,34.4%,151
,,,≥ 5 and < 18,-,19.7%,183
,,,≥ 18 and < 49,-,26%,373
,,,≥ 49 and < 65,-,32.8%,174
,,,65 or more,-,33.2%,304
,,,No value,-,-,10 or fewer
,,,Total,-,29.3%,1232
,,Nevada,Less than 1,-,-,12
,,,≥ 1 and < 5,-,-,38
,,,≥ 5 and < 18,-,-,56
,,,≥ 18 and < 49,-,26.5%,83
,,,≥ 49 and < 65,-,52.2%,46
,,,65 or more,-,45.2%,73
,,,No value,-,-,10 or fewer
,,,Total,-,32.8%,308
,,Pennsylvania,Less than 1,-,36.7%,109
,,,≥ 1 and < 5,-,27.7%,296
,,,≥ 5 and < 18,-,29.6%,311
,,,≥ 18 and < 49,-,30.8%,972
,,,≥ 49 and < 65,-,41.5%,439
,,,65 or more,-,45.1%,991
,,,No value,-,-,10 or fewer
,,,Total,-,36.6%,3118
,,Oklahoma,Less than 1,-,31%,42
,,,≥ 1 and < 5,-,32.1%,81
,,,≥ 5 and < 18,-,23.7%,93
,,,≥ 18 and < 49,-,17.9%,184
,,,≥ 49 and < 65,-,31.3%,99
,,,65 or more,-,33.7%,187
,,,No value,-,-,10 or fewer
,,,Total,-,27.4%,686
,,Nebraska,Less than 1,-,-,14
,,,≥ 1 and < 5,-,-,22
,,,≥ 5 and < 18,-,-,15
,,,≥ 18 and < 49,-,23.5%,81
,,,≥ 49 and < 65,-,50%,54
,,,65 or more,-,36.6%,82
,,,No value,-,-,10 or fewer
,,,Total,-,32.5%,268
,,Maryland,Less than 1,-,51.4%,35
,,,≥ 1 and < 5,-,44.3%,140
,,,≥ 5 and < 18,-,34.8%,141
,,,≥ 18 and < 49,-,36.4%,330
,,,≥ 49 and < 65,-,37.1%,175
,,,65 or more,-,43.3%,261
,,,No value,-,-,10 or fewer
,,,Total,-,39.4%,1083
,,Idaho,Less than 1,-,-,19
,,,≥ 1 and < 5,-,27.7%,47
,,,≥ 5 and < 18,-,-,44
,,,≥ 18 and < 49,-,13.3%,83
,,,≥ 49 and < 65,-,36.6%,41
,,,65 or more,-,36.5%,104
,,,No value,-,-,10 or fewer
,,,Total,-,26.9%,338
,,Virgin Islands,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Connecticut,Less than 1,-,33.9%,56
,,,≥ 1 and < 5,-,22.1%,122
,,,≥ 5 and < 18,-,15.4%,188
,,,≥ 18 and < 49,-,26.5%,339
,,,≥ 49 and < 65,-,42.5%,174
,,,65 or more,-,54.1%,351
,,,No value,-,-,10 or fewer
,,,Total,-,34.9%,1230
,,Alaska,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Vermont,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,12
,,,≥ 5 and < 18,-,-,14
,,,≥ 18 and < 49,-,-,31
,,,≥ 49 and < 65,-,-,22
,,,65 or more,-,48.4%,31
,,,No value,-,-,10 or fewer
,,,Total,-,33.6%,113
,,New York,Less than 1,-,44.8%,105
,,,≥ 1 and < 5,-,37.8%,328
,,,≥ 5 and < 18,-,28%,418
,,,≥ 18 and < 49,-,30.6%,923
,,,≥ 49 and < 65,-,37.4%,497
,,,65 or more,-,42.5%,954
,,,No value,-,-,10 or fewer
,,,Total,-,36%,3225
