Session Title,Positive RSV Tests and RSV tests and Number of Encounters by State of Residence (U.S.) and Age in Years Range,,,,,
Session ID,2747766,,,,,
Data Model,Encounters,,,,,
Population Base,All Encounters,,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"Diagnosis (All): Pneumonia due to Streptococcus pneumoniae( ICD-10-CM: J13.* ), Acute nasopharyngitis (common cold)( ICD-10-CM: J00.* ), Acute sinusitis( ICD-10-CM: J01.* ), Acute pharyngitis( ICD-10-CM: J02.* ), Acute tonsillitis( ICD-10-CM: J03.* ), Acute laryngitis and tracheitis( ICD-10-CM: J04.* ), Acute obstructive laryngitis (croup) and epiglottitis( ICD-10-CM: J05.* ), Acute upper respiratory infections of multiple and unspecified sites( ICD-10-CM: J06.* ), Influenza due to certain identified influenza viruses( ICD-10-CM: J09.* ), Influenza due to other identified influenza virus( ICD-10-CM: J10.* ), Influenza due to unidentified influenza virus( ICD-10-CM: J11.* ), Viral pneumonia, not elsewhere classified( ICD-10-CM: J12.* ), Pneumonia due to hemophilus influenzae( ICD-10-CM: J14.* ), Bacterial pneumonia, not elsewhere classified( ICD-10-CM: J15.* ), Pneumonia due to other infectious organisms, not elsewhere classified( ICD-10-CM: J16.* ), Pneumonia in diseases classified elsewhere( ICD-10-CM: J17.* ), Pneumonia, unspecified organism( ICD-10-CM: J18.* ), Acute bronchitis( ICD-10-CM: J20.* ), Acute bronchiolitis( ICD-10-CM: J21.* ), Unspecified acute lower respiratory infection( ICD-10-CM: J22.* )",Encounter Type: ED Encounter,,,,
Session Date Range,1/1/2023 - 12/31/2023 (Based On Encounter Start Date),,,,,
Export User,Stephanie Perniciaro,,,,,
Date of Export,8/5/2025,,,,,
,,,,,,
,,,,,,
,,,Measures,Positive RSV Tests (%),RSV tests (%),Number of Encounters
Year,Week,State of Residence (U.S.),Age in Years,,,
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New Mexico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,16
,,,≥ 18 and < 49,-,-,41
,,,≥ 49 and < 65,-,-,23
,,,65 or more,-,-,49
,,,No value,-,-,10 or fewer
,,,Total,-,12.6%,135
,,District of Columbia,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,18
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,28.2%,39
,,New Hampshire,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,23
,,,≥ 18 and < 49,-,-,32
,,,≥ 49 and < 65,-,-,17
,,,65 or more,-,-,51
,,,No value,-,-,10 or fewer
,,,Total,-,22.4%,134
,,Maine,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,16
,,,≥ 5 and < 18,-,-,41
,,,≥ 18 and < 49,-,-,72
,,,≥ 49 and < 65,-,-,55
,,,65 or more,-,16.1%,93
,,,No value,-,-,10 or fewer
,,,Total,-,13.3%,286
,,Hawaii,Less than 1,-,54.5%,22
,,,≥ 1 and < 5,-,35.7%,70
,,,≥ 5 and < 18,-,-,80
,,,≥ 18 and < 49,-,7.5%,146
,,,≥ 49 and < 65,-,-,55
,,,65 or more,-,13.5%,156
,,,No value,-,-,10 or fewer
,,,Total,-,15.7%,529
,,Kansas,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,15
,,,≥ 5 and < 18,-,-,28
,,,≥ 18 and < 49,-,20.8%,120
,,,≥ 49 and < 65,-,35.6%,73
,,,65 or more,-,38.2%,123
,,,No value,-,-,10 or fewer
,,,Total,-,30.1%,366
,,None of the above,Less than 1,-,23.1%,320
,,,≥ 1 and < 5,-,20.3%,735
,,,≥ 5 and < 18,-,16.5%,1034
,,,≥ 18 and < 49,-,17.3%,2956
,,,≥ 49 and < 65,-,25.9%,1333
,,,65 or more,-,29.5%,2592
,,,No value,-,-,10 or fewer
,,,Total,0.134%,22.5%,8970
,,Total,Less than 1,2%,48.7%,3434
,,,≥ 1 and < 5,0.943%,42.6%,7635
,,,≥ 5 and < 18,0.173%,34.8%,11559
,,,≥ 18 and < 49,0.052%,34.2%,23066
,,,≥ 49 and < 65,-,41.3%,10607
,,,65 or more,0.126%,47.1%,20618
,,,No value,-,-,10 or fewer
,,,Total,0.265%,40.2%,76919
,Aug 19 – Aug 25,Arkansas,Less than 1,-,82.4%,102
,,,≥ 1 and < 5,-,76.6%,188
,,,≥ 5 and < 18,-,71.5%,235
,,,≥ 18 and < 49,-,57.3%,225
,,,≥ 49 and < 65,-,58.9%,124
,,,65 or more,-,60.6%,142
,,,No value,-,-,10 or fewer
,,,Total,-,67.3%,1016
,,Delaware,Less than 1,-,75%,32
,,,≥ 1 and < 5,-,71.4%,42
,,,≥ 5 and < 18,-,67.9%,53
,,,≥ 18 and < 49,-,51%,104
,,,≥ 49 and < 65,-,50%,42
,,,65 or more,-,51.1%,94
,,,No value,-,-,10 or fewer
,,,Total,-,57.8%,367
,,Wyoming,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,70%,20
,,,≥ 49 and < 65,-,72.2%,18
,,,65 or more,-,70.4%,27
,,,No value,-,-,10 or fewer
,,,Total,-,69.9%,73
,,Montana,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,21
,,,≥ 49 and < 65,-,-,15
,,,65 or more,-,62.9%,35
,,,No value,-,-,10 or fewer
,,,Total,-,49.5%,95
,,Kentucky,Less than 1,-,59.5%,148
,,,≥ 1 and < 5,-,53.7%,227
,,,≥ 5 and < 18,-,54.5%,415
,,,≥ 18 and < 49,-,45.2%,372
,,,≥ 49 and < 65,-,39.9%,193
,,,65 or more,-,55%,389
,,,No value,-,-,10 or fewer
,,,Total,-,51.3%,1744
,,Iowa,Less than 1,-,70.2%,47
,,,≥ 1 and < 5,-,66.7%,90
,,,≥ 5 and < 18,-,42.3%,71
,,,≥ 18 and < 49,-,61.7%,175
,,,≥ 49 and < 65,-,55.9%,93
,,,65 or more,-,60.8%,222
,,,No value,-,-,10 or fewer
,,,Total,-,59.9%,698
,,Illinois,Less than 1,-,71.6%,109
,,,≥ 1 and < 5,-,65%,317
,,,≥ 5 and < 18,-,55.3%,470
,,,≥ 18 and < 49,-,48.9%,841
,,,≥ 49 and < 65,-,56.6%,429
,,,65 or more,-,57.4%,876
,,,No value,-,-,10 or fewer
,,,Total,-,55.9%,3042
,,West Virginia,Less than 1,-,67.7%,31
,,,≥ 1 and < 5,-,65.2%,69
,,,≥ 5 and < 18,-,68.9%,135
,,,≥ 18 and < 49,-,71.9%,235
,,,≥ 49 and < 65,-,70.2%,131
,,,65 or more,-,72.4%,257
,,,No value,-,-,10 or fewer
,,,Total,-,70.6%,858
,,Wisconsin,Less than 1,-,55.4%,74
,,,≥ 1 and < 5,-,39.3%,135
,,,≥ 5 and < 18,-,37.1%,167
,,,≥ 18 and < 49,-,45.1%,344
,,,≥ 49 and < 65,-,47.2%,195
,,,65 or more,-,55%,309
,,,No value,-,-,10 or fewer
,,,Total,-,46.8%,1224
,,South Dakota,Less than 1,-,-,15
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,15
,,,≥ 18 and < 49,-,42.4%,33
,,,≥ 49 and < 65,-,58.3%,24
,,,65 or more,-,65%,40
,,,No value,-,-,10 or fewer
,,,Total,-,46%,137
,,Colorado,Less than 1,-,29.2%,185
,,,≥ 1 and < 5,-,25.8%,356
,,,≥ 5 and < 18,-,24.3%,654
,,,≥ 18 and < 49,-,40%,540
,,,≥ 49 and < 65,-,49.7%,165
,,,65 or more,-,61.9%,281
,,,No value,-,-,10 or fewer
,,,Total,-,35.6%,2181
,,North Dakota,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,66.7%,18
,,,≥ 5 and < 18,-,48.1%,27
,,,≥ 18 and < 49,-,36.8%,76
,,,≥ 49 and < 65,-,55.2%,29
,,,65 or more,-,56.6%,53
,,,No value,-,-,10 or fewer
,,,Total,-,48.8%,207
,,Minnesota,Less than 1,-,45.3%,53
,,,≥ 1 and < 5,-,37%,119
,,,≥ 5 and < 18,-,38.2%,157
,,,≥ 18 and < 49,-,38%,387
,,,≥ 49 and < 65,-,37.3%,169
,,,65 or more,-,46.4%,345
,,,No value,-,-,10 or fewer
,,,Total,-,40.5%,1230
,,Nevada,Less than 1,-,-,16
,,,≥ 1 and < 5,-,39.5%,43
,,,≥ 5 and < 18,-,30.4%,69
,,,≥ 18 and < 49,-,48.5%,97
,,,≥ 49 and < 65,-,50%,38
,,,65 or more,-,77.8%,63
,,,No value,-,-,10 or fewer
,,,Total,-,48.8%,326
,,Pennsylvania,Less than 1,-,55.7%,115
,,,≥ 1 and < 5,-,52.3%,262
,,,≥ 5 and < 18,-,53.6%,291
,,,≥ 18 and < 49,-,45.8%,1021
,,,≥ 49 and < 65,-,51.1%,476
,,,65 or more,-,57.4%,1118
,,,No value,-,-,10 or fewer
,,,Total,-,52.1%,3283
,,Oklahoma,Less than 1,-,47.9%,94
,,,≥ 1 and < 5,-,39.9%,178
,,,≥ 5 and < 18,-,20.9%,301
,,,≥ 18 and < 49,-,23.1%,337
,,,≥ 49 and < 65,-,37%,127
,,,65 or more,-,50.2%,209
,,,No value,-,-,10 or fewer
,,,Total,-,32.8%,1246
,,Nebraska,Less than 1,-,-,21
,,,≥ 1 and < 5,-,42.9%,42
,,,≥ 5 and < 18,-,37.3%,51
,,,≥ 18 and < 49,-,40.8%,125
,,,≥ 49 and < 65,-,53.3%,60
,,,65 or more,-,58.2%,110
,,,No value,-,-,10 or fewer
,,,Total,-,46.9%,409
,,Maryland,Less than 1,-,68%,50
,,,≥ 1 and < 5,-,62.1%,95
,,,≥ 5 and < 18,-,48.2%,110
,,,≥ 18 and < 49,-,50.3%,346
,,,≥ 49 and < 65,-,56.4%,181
,,,65 or more,-,56.5%,340
,,,No value,-,-,10 or fewer
,,,Total,-,54.7%,1122
,,Idaho,Less than 1,-,54.2%,24
,,,≥ 1 and < 5,-,30.6%,36
,,,≥ 5 and < 18,-,-,62
,,,≥ 18 and < 49,-,23.5%,119
,,,≥ 49 and < 65,-,39.7%,58
,,,65 or more,-,44.5%,119
,,,No value,-,-,10 or fewer
,,,Total,-,33%,418
,,Virgin Islands,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Connecticut,Less than 1,-,32.6%,43
,,,≥ 1 and < 5,-,26.6%,124
,,,≥ 5 and < 18,-,25.3%,186
,,,≥ 18 and < 49,-,32.1%,380
,,,≥ 49 and < 65,-,47.6%,189
,,,65 or more,-,48.6%,370
,,,No value,-,-,10 or fewer
,,,Total,-,37.6%,1292
,,Alaska,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Vermont,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,14
,,,≥ 18 and < 49,-,52.8%,36
,,,≥ 49 and < 65,-,52%,25
,,,65 or more,-,70.4%,54
,,,No value,-,-,10 or fewer
,,,Total,-,57.7%,137
,,New York,Less than 1,-,43.4%,83
,,,≥ 1 and < 5,-,35.3%,201
,,,≥ 5 and < 18,-,45.9%,318
,,,≥ 18 and < 49,-,50.1%,831
,,,≥ 49 and < 65,-,55.3%,501
,,,65 or more,-,62.3%,1120
,,,No value,-,-,10 or fewer
,,,Total,-,53.8%,3054
,,Florida,Less than 1,4.6%,65.2%,388
,,,≥ 1 and < 5,4.5%,52.6%,1172
,,,≥ 5 and < 18,-,51%,2122
,,,≥ 18 and < 49,-,51.3%,2218
,,,≥ 49 and < 65,-,54.3%,902
,,,65 or more,-,62.7%,1792
,,,No value,-,-,10 or fewer
,,,Total,1.1%,54.7%,8594
,,Louisiana,Less than 1,-,74.6%,122
,,,≥ 1 and < 5,-,52.6%,323
,,,≥ 5 and < 18,-,23.3%,653
,,,≥ 18 and < 49,-,20.4%,705
,,,≥ 49 and < 65,-,28.3%,251
,,,65 or more,-,40%,315
,,,No value,-,-,10 or fewer
,,,Total,-,31.8%,2369
,,Indiana,Less than 1,-,48.5%,101
,,,≥ 1 and < 5,-,47.3%,226
,,,≥ 5 and < 18,-,31.5%,422
,,,≥ 18 and < 49,-,26.3%,630
,,,≥ 49 and < 65,-,35.8%,260
,,,65 or more,-,45.6%,434
,,,No value,-,-,10 or fewer
,,,Total,-,36%,2073
,,Texas,Less than 1,-,53.1%,456
,,,≥ 1 and < 5,-,44.7%,1086
,,,≥ 5 and < 18,-,33.9%,1706
,,,≥ 18 and < 49,-,34.2%,1979
,,,≥ 49 and < 65,-,41.8%,809
,,,65 or more,-,49.2%,1465
,,,No value,-,-,10 or fewer
,,,Total,0.267%,40.6%,7501
,,Rhode Island,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,61.1%,18
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,13
,,,No value,-,-,10 or fewer
,,,Total,-,57.4%,47
,,Oregon,Less than 1,-,-,27
,,,≥ 1 and < 5,-,-,40
,,,≥ 5 and < 18,-,21.3%,61
,,,≥ 18 and < 49,-,23.7%,194
,,,≥ 49 and < 65,-,37%,73
,,,65 or more,-,39%,159
,,,No value,-,-,10 or fewer
,,,Total,-,29.2%,554
,,Puerto Rico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Missouri,Less than 1,-,68.8%,16
,,,≥ 1 and < 5,-,53.8%,26
,,,≥ 5 and < 18,-,36.4%,33
,,,≥ 18 and < 49,-,28.4%,88
,,,≥ 49 and < 65,-,44.4%,63
,,,65 or more,-,41.1%,141
,,,No value,-,-,10 or fewer
,,,Total,-,40.3%,367
,,South Carolina,Less than 1,-,64.6%,158
,,,≥ 1 and < 5,-,61%,400
,,,≥ 5 and < 18,-,54.6%,718
,,,≥ 18 and < 49,-,50.5%,1080
,,,≥ 49 and < 65,-,50.2%,412
,,,65 or more,-,44.1%,662
,,,No value,-,-,10 or fewer
,,,Total,-,52%,3430
,,Arizona,Less than 1,-,-,23
,,,≥ 1 and < 5,-,31.2%,77
,,,≥ 5 and < 18,-,31%,116
,,,≥ 18 and < 49,-,41%,173
,,,≥ 49 and < 65,-,52.7%,91
,,,65 or more,-,60.4%,144
,,,No value,-,-,10 or fewer
,,,Total,-,43.8%,624
,,Georgia,Less than 1,-,44.2%,328
,,,≥ 1 and < 5,2.2%,36.1%,773
,,,≥ 5 and < 18,-,47.2%,1234
,,,≥ 18 and < 49,-,52.6%,994
,,,≥ 49 and < 65,-,52.8%,377
,,,65 or more,-,60.9%,555
,,,No value,-,-,10 or fewer
,,,Total,0.704%,48.5%,4261
,,North Carolina,Less than 1,-,54.3%,105
,,,≥ 1 and < 5,-,51.8%,338
,,,≥ 5 and < 18,-,38.9%,447
,,,≥ 18 and < 49,-,36.5%,1130
,,,≥ 49 and < 65,-,43.7%,524
,,,65 or more,-,47%,965
,,,No value,-,-,10 or fewer
,,,Total,-,42.8%,3509
,,California,Less than 1,-,31.1%,151
,,,≥ 1 and < 5,-,32.9%,237
,,,≥ 5 and < 18,-,19.4%,341
,,,≥ 18 and < 49,-,20.5%,787
,,,≥ 49 and < 65,-,36.8%,378
,,,65 or more,-,47.6%,735
,,,No value,-,-,10 or fewer
,,,Total,-,32%,2629
,,Armed Forces Africa,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Tennessee,Less than 1,-,64.7%,102
,,,≥ 1 and < 5,-,42.3%,168
,,,≥ 5 and < 18,-,30.1%,422
,,,≥ 18 and < 49,-,28.8%,306
,,,≥ 49 and < 65,-,41.9%,129
,,,65 or more,-,44.8%,268
,,,No value,-,-,10 or fewer
,,,Total,-,37.7%,1395
,,Washington,Less than 1,-,-,15
,,,≥ 1 and < 5,-,-,36
,,,≥ 5 and < 18,-,-,36
,,,≥ 18 and < 49,-,18.8%,117
,,,≥ 49 and < 65,-,30%,60
,,,65 or more,-,49.2%,126
,,,No value,-,-,10 or fewer
,,,Total,-,32.1%,390
,,Alabama,Less than 1,-,86.7%,15
,,,≥ 1 and < 5,-,73.2%,56
,,,≥ 5 and < 18,-,55.2%,96
,,,≥ 18 and < 49,-,45.1%,162
,,,≥ 49 and < 65,-,52.6%,76
,,,65 or more,-,49.5%,105
,,,No value,-,-,10 or fewer
,,,Total,-,53.3%,510
,,Utah,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,16
,,,≥ 49 and < 65,-,-,12
,,,65 or more,-,73.1%,26
,,,No value,-,-,10 or fewer
,,,Total,-,67.2%,64
,,Michigan,Less than 1,-,20.7%,111
,,,≥ 1 and < 5,-,22.8%,202
,,,≥ 5 and < 18,-,18.9%,291
,,,≥ 18 and < 49,-,18.4%,786
,,,≥ 49 and < 65,-,26.7%,431
,,,65 or more,-,37.5%,790
,,,No value,-,-,10 or fewer
,,,Total,-,26%,2611
,,Mississippi,Less than 1,-,57.9%,126
,,,≥ 1 and < 5,-,41.7%,381
,,,≥ 5 and < 18,-,13.7%,554
,,,≥ 18 and < 49,-,14.8%,765
,,,≥ 49 and < 65,-,18.2%,258
,,,65 or more,-,21.9%,433
,,,No value,-,-,10 or fewer
,,,Total,-,22.4%,2517
,,Virginia,Less than 1,-,50.4%,113
,,,≥ 1 and < 5,-,47.3%,376
,,,≥ 5 and < 18,-,41.6%,652
,,,≥ 18 and < 49,-,21.1%,1296
,,,≥ 49 and < 65,-,29.2%,544
,,,65 or more,-,36.9%,926
,,,No value,-,-,10 or fewer
,,,Total,-,32.8%,3907
,,Massachusetts,Less than 1,-,-,45
,,,≥ 1 and < 5,-,25.3%,150
,,,≥ 5 and < 18,-,18.9%,196
,,,≥ 18 and < 49,-,24.8%,351
,,,≥ 49 and < 65,-,26.9%,182
,,,65 or more,-,32%,409
,,,No value,-,-,10 or fewer
,,,Total,-,26.4%,1333
,,Armed Forces Pacific,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New Mexico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,15
,,,≥ 5 and < 18,-,-,19
,,,≥ 18 and < 49,-,-,54
,,,≥ 49 and < 65,-,-,21
,,,65 or more,-,31.8%,44
,,,No value,-,-,10 or fewer
,,,Total,-,17%,159
,,District of Columbia,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,18
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,41.7%,36
,,New Hampshire,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,16
,,,≥ 18 and < 49,-,-,31
,,,≥ 49 and < 65,-,-,16
,,,65 or more,-,31.4%,35
,,,No value,-,-,10 or fewer
,,,Total,-,31.4%,105
,,Maine,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,28
,,,≥ 5 and < 18,-,-,29
,,,≥ 18 and < 49,-,-,86
,,,≥ 49 and < 65,-,-,49
,,,65 or more,-,10.7%,122
,,,No value,-,-,10 or fewer
,,,Total,-,12.7%,322
,,Hawaii,Less than 1,-,-,19
,,,≥ 1 and < 5,-,32.1%,53
,,,≥ 5 and < 18,-,10.1%,109
,,,≥ 18 and < 49,-,-,150
,,,≥ 49 and < 65,-,-,69
,,,65 or more,-,13.6%,132
,,,No value,-,-,10 or fewer
,,,Total,-,14.1%,532
,,Kansas,Less than 1,-,-,12
,,,≥ 1 and < 5,-,-,24
,,,≥ 5 and < 18,-,-,54
,,,≥ 18 and < 49,-,23.9%,138
,,,≥ 49 and < 65,-,38.9%,54
,,,65 or more,-,30.8%,117
,,,No value,-,-,10 or fewer
,,,Total,-,27.3%,399
,,None of the above,Less than 1,-,21.9%,329
,,,≥ 1 and < 5,-,21.4%,760
,,,≥ 5 and < 18,-,16%,1396
,,,≥ 18 and < 49,-,18.2%,3139
,,,≥ 49 and < 65,-,23.8%,1348
,,,65 or more,-,28.2%,2418
,,,No value,-,-,10 or fewer
,,,Total,-,21.6%,9390
,,Total,Less than 1,2%,50.5%,4036
,,,≥ 1 and < 5,1.2%,43.9%,9531
,,,≥ 5 and < 18,-,36.9%,15550
,,,≥ 18 and < 49,0.066%,34.8%,24081
,,,≥ 49 and < 65,0.122%,41.4%,10686
,,,65 or more,0.131%,47.7%,19914
,,,No value,-,-,10 or fewer
,,,Total,0.309%,40.9%,83798
,Aug 26 – Sep 1,Arkansas,Less than 1,-,83.3%,126
,,,≥ 1 and < 5,-,72.4%,221
,,,≥ 5 and < 18,-,64%,311
,,,≥ 18 and < 49,-,49%,253
,,,≥ 49 and < 65,-,56.3%,112
,,,65 or more,-,55.7%,192
,,,No value,-,-,10 or fewer
,,,Total,-,62.4%,1215
,,Delaware,Less than 1,-,80%,15
,,,≥ 1 and < 5,-,50%,54
,,,≥ 5 and < 18,-,66.7%,66
,,,≥ 18 and < 49,-,64.3%,84
,,,≥ 49 and < 65,-,62.2%,45
,,,65 or more,-,47.3%,91
,,,No value,-,-,10 or fewer
,,,Total,-,58.6%,355
,,Wyoming,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,10 or fewer
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,73.3%,15
,,,No value,-,-,10 or fewer
,,,Total,-,61.2%,49
,,Montana,Less than 1,-,-,11
,,,≥ 1 and < 5,-,-,14
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 49,-,-,27
,,,≥ 49 and < 65,-,-,10 or fewer
,,,65 or more,-,42.4%,33
,,,No value,-,-,10 or fewer
,,,Total,-,40.4%,104
,,Kentucky,Less than 1,-,56.6%,152
,,,≥ 1 and < 5,-,50.2%,271
,,,≥ 5 and < 18,-,48.4%,407
,,,≥ 18 and < 49,-,40.8%,397
,,,≥ 49 and < 65,-,50.3%,183
,,,65 or more,-,50.9%,422
,,,No value,-,-,10 or fewer
,,,Total,-,48.5%,1832
,,Iowa,Less than 1,-,60.5%,38
,,,≥ 1 and < 5,-,47.9%,94
,,,≥ 5 and < 18,-,58%,119
,,,≥ 18 and < 49,-,53.2%,156
,,,≥ 49 and < 65,-,64.8%,88
,,,65 or more,-,66.7%,186
,,,No value,-,-,10 or fewer
,,,Total,-,58.9%,681
,,Illinois,Less than 1,-,69.4%,147
,,,≥ 1 and < 5,-,66.2%,390
,,,≥ 5 and < 18,-,57.8%,661
,,,≥ 18 and < 49,-,49.6%,893
,,,≥ 49 and < 65,-,55.2%,451
,,,65 or more,-,58%,883
,,,No value,-,-,10 or fewer
,,,Total,-,56.8%,3425
,,West Virginia,Less than 1,-,80.6%,31
,,,≥ 1 and < 5,-,79.1%,91
,,,≥ 5 and < 18,-,76.8%,190
,,,≥ 18 and < 49,-,68.7%,268
,,,≥ 49 and < 65,-,67.5%,163
,,,65 or more,-,68.1%,298
,,,No value,-,-,10 or fewer
,,,Total,-,71.1%,1041
,,Wisconsin,Less than 1,-,40.8%,71
,,,≥ 1 and < 5,-,37.5%,136
,,,≥ 5 and < 18,-,44.4%,180
,,,≥ 18 and < 49,-,41.3%,332
,,,≥ 49 and < 65,-,62.2%,119
,,,65 or more,-,54.7%,316
,,,No value,-,-,10 or fewer
,,,Total,-,47.1%,1154
,,South Dakota,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,12
,,,≥ 5 and < 18,-,-,21
,,,≥ 18 and < 49,-,54.1%,37
,,,≥ 49 and < 65,-,78.9%,19
,,,65 or more,-,63.9%,36
,,,No value,-,-,10 or fewer
,,,Total,-,58.8%,131
,,Colorado,Less than 1,-,29.1%,244
,,,≥ 1 and < 5,-,23.7%,452
,,,≥ 5 and < 18,-,26.5%,829
,,,≥ 18 and < 49,-,36.7%,638
,,,≥ 49 and < 65,-,53%,168
,,,65 or more,-,56.5%,294
,,,No value,-,-,10 or fewer
,,,Total,-,33.8%,2625
,,North Dakota,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,21
,,,≥ 5 and < 18,-,51.7%,29
,,,≥ 18 and < 49,-,31.3%,64
,,,≥ 49 and < 65,-,48.4%,31
,,,65 or more,-,52.7%,55
,,,No value,-,-,10 or fewer
,,,Total,-,42.4%,205
,,Minnesota,Less than 1,-,53.2%,47
,,,≥ 1 and < 5,-,43.4%,145
,,,≥ 5 and < 18,-,37.1%,143
,,,≥ 18 and < 49,-,43.9%,351
,,,≥ 49 and < 65,-,42.2%,173
,,,65 or more,-,52.1%,336
,,,No value,-,-,10 or fewer
,,,Total,-,45.4%,1195
,,Nevada,Less than 1,-,-,28
,,,≥ 1 and < 5,-,42.2%,64
,,,≥ 5 and < 18,-,36.3%,80
,,,≥ 18 and < 49,-,47.9%,96
,,,≥ 49 and < 65,-,55%,40
,,,65 or more,-,62.5%,64
,,,No value,-,-,10 or fewer
,,,Total,-,46.2%,372
,,Pennsylvania,Less than 1,-,62.2%,119
,,,≥ 1 and < 5,-,56.5%,299
,,,≥ 5 and < 18,-,53.3%,405
,,,≥ 18 and < 49,-,45.5%,1099
,,,≥ 49 and < 65,-,49.3%,529
,,,65 or more,-,60.3%,1159
,,,No value,-,-,10 or fewer
,,,Total,-,53.2%,3610
,,Oklahoma,Less than 1,-,45.5%,123
,,,≥ 1 and < 5,-,37.8%,246
,,,≥ 5 and < 18,-,25.5%,325
