,,,65 Years or more,10 or fewer,60234
,,,No value,10 or fewer,10 or fewer
,,,Total,129,237181
,,New York,Less than 18 Years,10 or fewer,32680
,,,≥ 18 and < 25 Years,16,18269
,,,≥ 25 and < 35 Years,10 or fewer,29674
,,,≥ 35 and < 45 Years,10 or fewer,27967
,,,≥ 45 and < 55 Years,10 or fewer,23762
,,,≥ 55 and < 65 Years,10 or fewer,28403
,,,65 Years or more,10 or fewer,60823
,,,No value,10 or fewer,10 or fewer
,,,Total,48,221578
,,Virginia,Less than 18 Years,14,31984
,,,≥ 18 and < 25 Years,12,19187
,,,≥ 25 and < 35 Years,20,30448
,,,≥ 35 and < 45 Years,11,28101
,,,≥ 45 and < 55 Years,10 or fewer,24080
,,,≥ 55 and < 65 Years,10 or fewer,26316
,,,65 Years or more,10 or fewer,55280
,,,No value,10 or fewer,10 or fewer
,,,Total,64,215396
,,Illinois,Less than 18 Years,10 or fewer,37238
,,,≥ 18 and < 25 Years,10 or fewer,15396
,,,≥ 25 and < 35 Years,23,23027
,,,≥ 35 and < 45 Years,11,21715
,,,≥ 45 and < 55 Years,10 or fewer,19837
,,,≥ 55 and < 65 Years,10 or fewer,21829
,,,65 Years or more,10 or fewer,50897
,,,No value,10 or fewer,10 or fewer
,,,Total,63,189939
,,California,Less than 18 Years,10 or fewer,32590
,,,≥ 18 and < 25 Years,18,16713
,,,≥ 25 and < 35 Years,10 or fewer,28105
,,,≥ 35 and < 45 Years,10 or fewer,26049
,,,≥ 45 and < 55 Years,10 or fewer,22623
,,,≥ 55 and < 65 Years,10 or fewer,24507
,,,65 Years or more,10 or fewer,51024
,,,No value,10 or fewer,10 or fewer
,,,Total,50,201611
,,Michigan,Less than 18 Years,10 or fewer,30363
,,,≥ 18 and < 25 Years,10 or fewer,16339
,,,≥ 25 and < 35 Years,24,26393
,,,≥ 35 and < 45 Years,10 or fewer,24034
,,,≥ 45 and < 55 Years,10 or fewer,22507
,,,≥ 55 and < 65 Years,10 or fewer,24833
,,,65 Years or more,10 or fewer,54886
,,,No value,10 or fewer,10 or fewer
,,,Total,61,199355
,,Georgia,Less than 18 Years,24,38274
,,,≥ 18 and < 25 Years,32,12801
,,,≥ 25 and < 35 Years,27,19922
,,,≥ 35 and < 45 Years,13,19068
,,,≥ 45 and < 55 Years,11,17439
,,,≥ 55 and < 65 Years,10 or fewer,18539
,,,65 Years or more,10 or fewer,33155
,,,No value,10 or fewer,10 or fewer
,,,Total,116,159198
,,South Carolina,Less than 18 Years,20,27386
,,,≥ 18 and < 25 Years,15,13343
,,,≥ 25 and < 35 Years,23,20362
,,,≥ 35 and < 45 Years,15,19538
,,,≥ 45 and < 55 Years,10 or fewer,17622
,,,≥ 55 and < 65 Years,10 or fewer,19183
,,,65 Years or more,10 or fewer,38515
,,,No value,10 or fewer,10 or fewer
,,,Total,86,155949
,,New Jersey,Less than 18 Years,10 or fewer,29223
,,,≥ 18 and < 25 Years,10 or fewer,10821
,,,≥ 25 and < 35 Years,10 or fewer,18015
,,,≥ 35 and < 45 Years,10 or fewer,17515
,,,≥ 45 and < 55 Years,10 or fewer,15160
,,,≥ 55 and < 65 Years,10 or fewer,16805
,,,65 Years or more,10 or fewer,34216
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,141755
,,Colorado,Less than 18 Years,10 or fewer,31960
,,,≥ 18 and < 25 Years,12,9848
,,,≥ 25 and < 35 Years,10 or fewer,15476
,,,≥ 35 and < 45 Years,10 or fewer,13630
,,,≥ 45 and < 55 Years,10 or fewer,10858
,,,≥ 55 and < 65 Years,10 or fewer,10206
,,,65 Years or more,10 or fewer,22297
,,,No value,10 or fewer,10 or fewer
,,,Total,36,114275
,,Indiana,Less than 18 Years,10 or fewer,16082
,,,≥ 18 and < 25 Years,21,8763
,,,≥ 25 and < 35 Years,10 or fewer,13534
,,,≥ 35 and < 45 Years,10 or fewer,12186
,,,≥ 45 and < 55 Years,10 or fewer,11523
,,,≥ 55 and < 65 Years,10 or fewer,11875
,,,65 Years or more,10 or fewer,24563
,,,No value,10 or fewer,10 or fewer
,,,Total,41,98526
,,Connecticut,Less than 18 Years,10 or fewer,18887
,,,≥ 18 and < 25 Years,10 or fewer,7951
,,,≥ 25 and < 35 Years,10 or fewer,13021
,,,≥ 35 and < 45 Years,10 or fewer,13231
,,,≥ 45 and < 55 Years,10 or fewer,11536
,,,≥ 55 and < 65 Years,10 or fewer,14182
,,,65 Years or more,10 or fewer,29233
,,,No value,10 or fewer,10 or fewer
,,,Total,16,108041
,,Massachusetts,Less than 18 Years,10 or fewer,21077
,,,≥ 18 and < 25 Years,10 or fewer,8806
,,,≥ 25 and < 35 Years,10 or fewer,13437
,,,≥ 35 and < 45 Years,10 or fewer,12803
,,,≥ 45 and < 55 Years,10 or fewer,11067
,,,≥ 55 and < 65 Years,10 or fewer,12931
,,,65 Years or more,10 or fewer,29672
,,,No value,10 or fewer,10 or fewer
,,,Total,16,109793
,,Kentucky,Less than 18 Years,10 or fewer,17056
,,,≥ 18 and < 25 Years,10 or fewer,7284
,,,≥ 25 and < 35 Years,10 or fewer,10540
,,,≥ 35 and < 45 Years,10 or fewer,10337
,,,≥ 45 and < 55 Years,10 or fewer,10128
,,,≥ 55 and < 65 Years,10 or fewer,10393
,,,65 Years or more,10 or fewer,21987
,,,No value,10 or fewer,10 or fewer
,,,Total,18,87725
,,Louisiana,Less than 18 Years,16,15054
,,,≥ 18 and < 25 Years,23,8447
,,,≥ 25 and < 35 Years,23,12216
,,,≥ 35 and < 45 Years,13,10888
,,,≥ 45 and < 55 Years,10 or fewer,8998
,,,≥ 55 and < 65 Years,10 or fewer,9713
,,,65 Years or more,10 or fewer,19053
,,,No value,10 or fewer,10 or fewer
,,,Total,88,84370
,,Wisconsin,Less than 18 Years,10 or fewer,20148
,,,≥ 18 and < 25 Years,10 or fewer,6473
,,,≥ 25 and < 35 Years,10 or fewer,10033
,,,≥ 35 and < 45 Years,10 or fewer,9894
,,,≥ 45 and < 55 Years,10 or fewer,8212
,,,≥ 55 and < 65 Years,10 or fewer,9707
,,,65 Years or more,10 or fewer,21807
,,,No value,10 or fewer,10 or fewer
,,,Total,19,86274
,,Minnesota,Less than 18 Years,10 or fewer,16200
,,,≥ 18 and < 25 Years,10 or fewer,6823
,,,≥ 25 and < 35 Years,10 or fewer,9939
,,,≥ 35 and < 45 Years,10 or fewer,10513
,,,≥ 45 and < 55 Years,10 or fewer,8406
,,,≥ 55 and < 65 Years,10 or fewer,9668
,,,65 Years or more,10 or fewer,22527
,,,No value,10 or fewer,10 or fewer
,,,Total,17,84076
,,Mississippi,Less than 18 Years,13,15418
,,,≥ 18 and < 25 Years,26,7620
,,,≥ 25 and < 35 Years,16,11104
,,,≥ 35 and < 45 Years,10 or fewer,10301
,,,≥ 45 and < 55 Years,10 or fewer,9900
,,,≥ 55 and < 65 Years,10 or fewer,10536
,,,65 Years or more,10 or fewer,21029
,,,No value,10 or fewer,10 or fewer
,,,Total,75,85909
,,Maryland,Less than 18 Years,10 or fewer,10767
,,,≥ 18 and < 25 Years,10 or fewer,6030
,,,≥ 25 and < 35 Years,10 or fewer,9825
,,,≥ 35 and < 45 Years,10 or fewer,9639
,,,≥ 45 and < 55 Years,10 or fewer,7996
,,,≥ 55 and < 65 Years,10 or fewer,9404
,,,65 Years or more,10 or fewer,18872
,,,No value,10 or fewer,10 or fewer
,,,Total,21,72533
,,Tennessee,Less than 18 Years,10 or fewer,17733
,,,≥ 18 and < 25 Years,13,6940
,,,≥ 25 and < 35 Years,10 or fewer,9912
,,,≥ 35 and < 45 Years,10 or fewer,9431
,,,≥ 45 and < 55 Years,10 or fewer,8901
,,,≥ 55 and < 65 Years,10 or fewer,9508
,,,65 Years or more,10 or fewer,19050
,,,No value,10 or fewer,10 or fewer
,,,Total,42,81475
,,Oregon,Less than 18 Years,10 or fewer,11337
,,,≥ 18 and < 25 Years,10 or fewer,5186
,,,≥ 25 and < 35 Years,10 or fewer,8210
,,,≥ 35 and < 45 Years,10 or fewer,7925
,,,≥ 45 and < 55 Years,10 or fewer,6734
,,,≥ 55 and < 65 Years,10 or fewer,7048
,,,65 Years or more,10 or fewer,16741
,,,No value,10 or fewer,10 or fewer
,,,Total,15,63181
,,Oklahoma,Less than 18 Years,10 or fewer,14618
,,,≥ 18 and < 25 Years,10 or fewer,4134
,,,≥ 25 and < 35 Years,10 or fewer,6120
,,,≥ 35 and < 45 Years,10 or fewer,5793
,,,≥ 45 and < 55 Years,10 or fewer,5218
,,,≥ 55 and < 65 Years,10 or fewer,5451
,,,65 Years or more,10 or fewer,11048
,,,No value,10 or fewer,10 or fewer
,,,Total,32,52382
,,Iowa,Less than 18 Years,10 or fewer,9654
,,,≥ 18 and < 25 Years,10 or fewer,3514
,,,≥ 25 and < 35 Years,10 or fewer,5075
,,,≥ 35 and < 45 Years,10 or fewer,4879
,,,≥ 45 and < 55 Years,10 or fewer,4413
,,,≥ 55 and < 65 Years,10 or fewer,4868
,,,65 Years or more,10 or fewer,11393
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,43796
,,West Virginia,Less than 18 Years,10 or fewer,5200
,,,≥ 18 and < 25 Years,10 or fewer,3337
,,,≥ 25 and < 35 Years,10 or fewer,4656
,,,≥ 35 and < 45 Years,10 or fewer,4612
,,,≥ 45 and < 55 Years,10 or fewer,4645
,,,≥ 55 and < 65 Years,10 or fewer,5296
,,,65 Years or more,10 or fewer,11342
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,39088
,,Arkansas,Less than 18 Years,10 or fewer,12039
,,,≥ 18 and < 25 Years,10 or fewer,3117
,,,≥ 25 and < 35 Years,10 or fewer,4205
,,,≥ 35 and < 45 Years,10 or fewer,4151
,,,≥ 45 and < 55 Years,10 or fewer,3804
,,,≥ 55 and < 65 Years,10 or fewer,3934
,,,65 Years or more,10 or fewer,7855
,,,No value,10 or fewer,10 or fewer
,,,Total,34,39105
,,Washington,Less than 18 Years,10 or fewer,6010
,,,≥ 18 and < 25 Years,10 or fewer,2876
,,,≥ 25 and < 35 Years,10 or fewer,4810
,,,≥ 35 and < 45 Years,10 or fewer,4845
,,,≥ 45 and < 55 Years,10 or fewer,4087
,,,≥ 55 and < 65 Years,10 or fewer,4258
,,,65 Years or more,10 or fewer,10334
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,37220
,,Arizona,Less than 18 Years,10 or fewer,6115
,,,≥ 18 and < 25 Years,10 or fewer,3170
,,,≥ 25 and < 35 Years,10 or fewer,4949
,,,≥ 35 and < 45 Years,10 or fewer,4663
,,,≥ 45 and < 55 Years,10 or fewer,4265
,,,≥ 55 and < 65 Years,10 or fewer,4706
,,,65 Years or more,10 or fewer,12817
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,40685
,,Idaho,Less than 18 Years,10 or fewer,5109
,,,≥ 18 and < 25 Years,10 or fewer,3101
,,,≥ 25 and < 35 Years,10 or fewer,4104
,,,≥ 35 and < 45 Years,10 or fewer,3834
,,,≥ 45 and < 55 Years,10 or fewer,3332
,,,≥ 55 and < 65 Years,10 or fewer,3543
,,,65 Years or more,10 or fewer,8961
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,31984
,,Missouri,Less than 18 Years,10 or fewer,2446
,,,≥ 18 and < 25 Years,10 or fewer,2236
,,,≥ 25 and < 35 Years,10 or fewer,3451
,,,≥ 35 and < 45 Years,10 or fewer,3499
,,,≥ 45 and < 55 Years,10 or fewer,3130
,,,≥ 55 and < 65 Years,10 or fewer,3476
,,,65 Years or more,10 or fewer,8035
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,26273
,,Hawaii,Less than 18 Years,10 or fewer,5740
,,,≥ 18 and < 25 Years,10 or fewer,2074
,,,≥ 25 and < 35 Years,10 or fewer,3357
,,,≥ 35 and < 45 Years,10 or fewer,3266
,,,≥ 45 and < 55 Years,10 or fewer,3069
,,,≥ 55 and < 65 Years,10 or fewer,3572
,,,65 Years or more,10 or fewer,8084
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,29162
,,Kansas,Less than 18 Years,10 or fewer,2854
,,,≥ 18 and < 25 Years,10 or fewer,2200
,,,≥ 25 and < 35 Years,10 or fewer,3347
,,,≥ 35 and < 45 Years,10 or fewer,3220
,,,≥ 45 and < 55 Years,10 or fewer,2963
,,,≥ 55 and < 65 Years,10 or fewer,3118
,,,65 Years or more,10 or fewer,7369
,,,No value,10 or fewer,10 or fewer
,,,Total,13,25071
,,Maine,Less than 18 Years,10 or fewer,3629
,,,≥ 18 and < 25 Years,10 or fewer,1766
,,,≥ 25 and < 35 Years,10 or fewer,2809
,,,≥ 35 and < 45 Years,10 or fewer,3150
,,,≥ 45 and < 55 Years,10 or fewer,2672
,,,≥ 55 and < 65 Years,10 or fewer,3191
,,,65 Years or more,10 or fewer,8363
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,25580
,,Nebraska,Less than 18 Years,10 or fewer,3898
,,,≥ 18 and < 25 Years,10 or fewer,2520
,,,≥ 25 and < 35 Years,10 or fewer,3652
,,,≥ 35 and < 45 Years,10 or fewer,3504
,,,≥ 45 and < 55 Years,10 or fewer,3053
,,,≥ 55 and < 65 Years,10 or fewer,3032
,,,65 Years or more,10 or fewer,7058
,,,No value,10 or fewer,10 or fewer
,,,Total,11,26717
,,Nevada,Less than 18 Years,10 or fewer,4425
,,,≥ 18 and < 25 Years,10 or fewer,1714
,,,≥ 25 and < 35 Years,10 or fewer,2953
,,,≥ 35 and < 45 Years,10 or fewer,2740
,,,≥ 45 and < 55 Years,10 or fewer,2519
,,,≥ 55 and < 65 Years,10 or fewer,2607
,,,65 Years or more,10 or fewer,4363
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,21321
,,Rhode Island,Less than 18 Years,10 or fewer,5099
,,,≥ 18 and < 25 Years,10 or fewer,1256
,,,≥ 25 and < 35 Years,10 or fewer,1907
,,,≥ 35 and < 45 Years,10 or fewer,2211
,,,≥ 45 and < 55 Years,10 or fewer,1981
,,,≥ 55 and < 65 Years,10 or fewer,2521
,,,65 Years or more,10 or fewer,5937
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,20912
,,Alabama,Less than 18 Years,10 or fewer,2551
,,,≥ 18 and < 25 Years,10 or fewer,1732
,,,≥ 25 and < 35 Years,10 or fewer,2569
,,,≥ 35 and < 45 Years,10 or fewer,2646
,,,≥ 45 and < 55 Years,10 or fewer,2592
,,,≥ 55 and < 65 Years,10 or fewer,2701
,,,65 Years or more,10 or fewer,5593
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,20384
,,Delaware,Less than 18 Years,10 or fewer,5352
,,,≥ 18 and < 25 Years,10 or fewer,1535
,,,≥ 25 and < 35 Years,10 or fewer,2355
,,,≥ 35 and < 45 Years,10 or fewer,2197
,,,≥ 45 and < 55 Years,10 or fewer,1717
,,,≥ 55 and < 65 Years,10 or fewer,2213
,,,65 Years or more,10 or fewer,4498
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,19867
,,North Dakota,Less than 18 Years,10 or fewer,2603
,,,≥ 18 and < 25 Years,10 or fewer,1288
,,,≥ 25 and < 35 Years,10 or fewer,2012
,,,≥ 35 and < 45 Years,10 or fewer,2024
,,,≥ 45 and < 55 Years,10 or fewer,1582
,,,≥ 55 and < 65 Years,10 or fewer,1683
,,,65 Years or more,10 or fewer,3526
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,14718
,,Vermont,Less than 18 Years,10 or fewer,1516
,,,≥ 18 and < 25 Years,10 or fewer,829
,,,≥ 25 and < 35 Years,10 or fewer,1292
,,,≥ 35 and < 45 Years,10 or fewer,1390
,,,≥ 45 and < 55 Years,10 or fewer,1200
,,,≥ 55 and < 65 Years,10 or fewer,1321
,,,65 Years or more,10 or fewer,3455
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,11003
,,New Hampshire,Less than 18 Years,10 or fewer,1350
,,,≥ 18 and < 25 Years,10 or fewer,740
,,,≥ 25 and < 35 Years,10 or fewer,923
,,,≥ 35 and < 45 Years,10 or fewer,953
,,,≥ 45 and < 55 Years,10 or fewer,893
,,,≥ 55 and < 65 Years,10 or fewer,1170
,,,65 Years or more,10 or fewer,3393
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,9422
,,Montana,Less than 18 Years,10 or fewer,1605
,,,≥ 18 and < 25 Years,10 or fewer,951
,,,≥ 25 and < 35 Years,10 or fewer,1300
,,,≥ 35 and < 45 Years,10 or fewer,1121
,,,≥ 45 and < 55 Years,10 or fewer,1083
,,,≥ 55 and < 65 Years,10 or fewer,1094
,,,65 Years or more,10 or fewer,2784
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,9938
,,New Mexico,Less than 18 Years,10 or fewer,1021
,,,≥ 18 and < 25 Years,10 or fewer,709
,,,≥ 25 and < 35 Years,10 or fewer,1250
,,,≥ 35 and < 45 Years,10 or fewer,1288
,,,≥ 45 and < 55 Years,10 or fewer,1055
,,,≥ 55 and < 65 Years,10 or fewer,1073
,,,65 Years or more,10 or fewer,2546
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8942
,,Utah,Less than 18 Years,10 or fewer,320
,,,≥ 18 and < 25 Years,10 or fewer,846
,,,≥ 25 and < 35 Years,10 or fewer,1364
,,,≥ 35 and < 45 Years,10 or fewer,1261
,,,≥ 45 and < 55 Years,10 or fewer,1021
,,,≥ 55 and < 65 Years,10 or fewer,850
,,,65 Years or more,10 or fewer,1311
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6973
,,South Dakota,Less than 18 Years,10 or fewer,1478
,,,≥ 18 and < 25 Years,10 or fewer,651
,,,≥ 25 and < 35 Years,10 or fewer,987
,,,≥ 35 and < 45 Years,10 or fewer,901
,,,≥ 45 and < 55 Years,10 or fewer,759
,,,≥ 55 and < 65 Years,10 or fewer,833
,,,65 Years or more,10 or fewer,2140
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7749
,,Wyoming,Less than 18 Years,10 or fewer,958
,,,≥ 18 and < 25 Years,10 or fewer,569
,,,≥ 25 and < 35 Years,10 or fewer,651
,,,≥ 35 and < 45 Years,10 or fewer,640
,,,≥ 45 and < 55 Years,10 or fewer,490
,,,≥ 55 and < 65 Years,10 or fewer,638
,,,65 Years or more,10 or fewer,1511
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,5457
,,District of Columbia,Less than 18 Years,10 or fewer,239
,,,≥ 18 and < 25 Years,10 or fewer,242
,,,≥ 25 and < 35 Years,10 or fewer,574
,,,≥ 35 and < 45 Years,10 or fewer,410
,,,≥ 45 and < 55 Years,10 or fewer,301
,,,≥ 55 and < 65 Years,10 or fewer,236
,,,65 Years or more,10 or fewer,311
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,2313
,,Puerto Rico,Less than 18 Years,10 or fewer,46
,,,≥ 18 and < 25 Years,10 or fewer,52
,,,≥ 25 and < 35 Years,10 or fewer,45
,,,≥ 35 and < 45 Years,10 or fewer,22
,,,≥ 45 and < 55 Years,10 or fewer,36
,,,≥ 55 and < 65 Years,10 or fewer,46
,,,65 Years or more,10 or fewer,152
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,399
,,Alaska,Less than 18 Years,10 or fewer,39
,,,≥ 18 and < 25 Years,10 or fewer,24
,,,≥ 25 and < 35 Years,10 or fewer,35
,,,≥ 35 and < 45 Years,10 or fewer,38
,,,≥ 45 and < 55 Years,10 or fewer,31
,,,≥ 55 and < 65 Years,10 or fewer,36
,,,65 Years or more,10 or fewer,121
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,324
,,Virgin Islands,Less than 18 Years,10 or fewer,10 or fewer
,,,≥ 18 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 35 Years,10 or fewer,10 or fewer
,,,≥ 35 and < 45 Years,10 or fewer,10 or fewer
,,,≥ 45 and < 55 Years,10 or fewer,12
,,,≥ 55 and < 65 Years,10 or fewer,10 or fewer
,,,65 Years or more,10 or fewer,37
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,66
,,Armed Forces Africa,Less than 18 Years,10 or fewer,10 or fewer
,,,≥ 18 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 35 Years,10 or fewer,10 or fewer
,,,≥ 35 and < 45 Years,10 or fewer,10 or fewer
,,,≥ 45 and < 55 Years,10 or fewer,10 or fewer
,,,≥ 55 and < 65 Years,10 or fewer,10 or fewer
,,,65 Years or more,10 or fewer,10 or fewer
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,10 or fewer
,,Guam,Less than 18 Years,10 or fewer,10 or fewer
,,,≥ 18 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 35 Years,10 or fewer,10 or fewer
,,,≥ 35 and < 45 Years,10 or fewer,10 or fewer
,,,≥ 45 and < 55 Years,10 or fewer,10 or fewer
,,,≥ 55 and < 65 Years,10 or fewer,10 or fewer
,,,65 Years or more,10 or fewer,10 or fewer
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,12
,,None of the above,Less than 18 Years,10 or fewer,12245
,,,≥ 18 and < 25 Years,10 or fewer,6987
,,,≥ 25 and < 35 Years,13,10816
,,,≥ 35 and < 45 Years,10 or fewer,8844
,,,≥ 45 and < 55 Years,10 or fewer,7191
,,,≥ 55 and < 65 Years,10 or fewer,7605
,,,65 Years or more,10 or fewer,13100
,,,No value,10 or fewer,10 or fewer
,,,Total,23,66788
,,Total,Less than 18 Years,250,897379
,,,≥ 18 and < 25 Years,439,414439
,,,≥ 25 and < 35 Years,440,644650
,,,≥ 35 and < 45 Years,281,606724
,,,≥ 45 and < 55 Years,140,533852
,,,≥ 55 and < 65 Years,83,582464
,,,65 Years or more,69,1248729
,,,No value,10 or fewer,10 or fewer
,,,Total,1702,4928239
,Feb,Florida,Less than 18 Years,12,80148
,,,≥ 18 and < 25 Years,20,30606
,,,≥ 25 and < 35 Years,30,49232
,,,≥ 35 and < 45 Years,23,46890
,,,≥ 45 and < 55 Years,10 or fewer,40878
,,,≥ 55 and < 65 Years,10 or fewer,44819
,,,65 Years or more,10 or fewer,97048
,,,No value,10 or fewer,10 or fewer
,,,Total,104,389621
,,Ohio,Less than 18 Years,16,61447
,,,≥ 18 and < 25 Years,33,33837
,,,≥ 25 and < 35 Years,29,50357
,,,≥ 35 and < 45 Years,26,48131
,,,≥ 45 and < 55 Years,10 or fewer,44143
,,,≥ 55 and < 65 Years,10 or fewer,46960
,,,65 Years or more,10 or fewer,99047
,,,No value,10 or fewer,10 or fewer
,,,Total,121,383922
,,Texas,Less than 18 Years,25,83211
,,,≥ 18 and < 25 Years,37,30883
,,,≥ 25 and < 35 Years,41,49180
,,,≥ 35 and < 45 Years,30,46068
,,,≥ 45 and < 55 Years,10 or fewer,40912
,,,≥ 55 and < 65 Years,10 or fewer,42081
,,,65 Years or more,10 or fewer,86086
,,,No value,10 or fewer,10 or fewer
,,,Total,151,378421
,,Pennsylvania,Less than 18 Years,10 or fewer,30769
,,,≥ 18 and < 25 Years,10 or fewer,17659
,,,≥ 25 and < 35 Years,12,28234
,,,≥ 35 and < 45 Years,10 or fewer,27061
,,,≥ 45 and < 55 Years,10 or fewer,24264
,,,≥ 55 and < 65 Years,10 or fewer,28799
,,,65 Years or more,10 or fewer,66380
,,,No value,10 or fewer,10 or fewer
,,,Total,37,223166
,,North Carolina,Less than 18 Years,10 or fewer,35010
,,,≥ 18 and < 25 Years,30,18319
,,,≥ 25 and < 35 Years,27,28386
,,,≥ 35 and < 45 Years,10 or fewer,26171
,,,≥ 45 and < 55 Years,10 or fewer,24004
,,,≥ 55 and < 65 Years,10 or fewer,26396
,,,65 Years or more,10 or fewer,56081
,,,No value,10 or fewer,10 or fewer
,,,Total,100,214367
,,New York,Less than 18 Years,10 or fewer,26824
,,,≥ 18 and < 25 Years,10 or fewer,16626
,,,≥ 25 and < 35 Years,10 or fewer,26237
,,,≥ 35 and < 45 Years,10 or fewer,25183
,,,≥ 45 and < 55 Years,10 or fewer,21797
,,,≥ 55 and < 65 Years,10 or fewer,25828
,,,65 Years or more,10 or fewer,55743
,,,No value,10 or fewer,10 or fewer
,,,Total,17,198238
,,Virginia,Less than 18 Years,10 or fewer,32538
,,,≥ 18 and < 25 Years,10 or fewer,16973
,,,≥ 25 and < 35 Years,11,26993
,,,≥ 35 and < 45 Years,10 or fewer,25472
,,,≥ 45 and < 55 Years,10 or fewer,21746
,,,≥ 55 and < 65 Years,10 or fewer,24448
,,,65 Years or more,10 or fewer,51596
,,,No value,10 or fewer,10 or fewer
,,,Total,37,199766
,,Illinois,Less than 18 Years,10 or fewer,32773
,,,≥ 18 and < 25 Years,12,13812
,,,≥ 25 and < 35 Years,12,20787
,,,≥ 35 and < 45 Years,10 or fewer,19477
,,,≥ 45 and < 55 Years,10 or fewer,18288
,,,≥ 55 and < 65 Years,10 or fewer,19601
,,,65 Years or more,10 or fewer,46685
,,,No value,10 or fewer,10 or fewer
,,,Total,39,171423
,,California,Less than 18 Years,10 or fewer,30279
,,,≥ 18 and < 25 Years,10 or fewer,14833
,,,≥ 25 and < 35 Years,19,24484
,,,≥ 35 and < 45 Years,10 or fewer,23215
