,,,≥ 55 and < 65 Years,10 or fewer,25204
,,,65 Years or more,10 or fewer,51628
,,,No value,10 or fewer,10 or fewer
,,,Total,106,204861
,,New York,Less than 18 Years,10 or fewer,28024
,,,≥ 18 and < 25 Years,11,16638
,,,≥ 25 and < 35 Years,12,27144
,,,≥ 35 and < 45 Years,10 or fewer,25031
,,,≥ 45 and < 55 Years,10 or fewer,21397
,,,≥ 55 and < 65 Years,10 or fewer,25162
,,,65 Years or more,10 or fewer,50968
,,,No value,10 or fewer,10 or fewer
,,,Total,45,194364
,,Virginia,Less than 18 Years,10 or fewer,30079
,,,≥ 18 and < 25 Years,17,17667
,,,≥ 25 and < 35 Years,13,28622
,,,≥ 35 and < 45 Years,13,26527
,,,≥ 45 and < 55 Years,10 or fewer,22600
,,,≥ 55 and < 65 Years,10 or fewer,25696
,,,65 Years or more,10 or fewer,51379
,,,No value,10 or fewer,10 or fewer
,,,Total,64,202570
,,Illinois,Less than 18 Years,10 or fewer,29976
,,,≥ 18 and < 25 Years,12,13890
,,,≥ 25 and < 35 Years,19,21138
,,,≥ 35 and < 45 Years,10 or fewer,19634
,,,≥ 45 and < 55 Years,10 or fewer,18001
,,,≥ 55 and < 65 Years,10 or fewer,20059
,,,65 Years or more,10 or fewer,44139
,,,No value,10 or fewer,10 or fewer
,,,Total,44,166837
,,California,Less than 18 Years,10 or fewer,25320
,,,≥ 18 and < 25 Years,17,12298
,,,≥ 25 and < 35 Years,23,20983
,,,≥ 35 and < 45 Years,10 or fewer,19640
,,,≥ 45 and < 55 Years,10 or fewer,17458
,,,≥ 55 and < 65 Years,10 or fewer,18776
,,,65 Years or more,10 or fewer,37303
,,,No value,10 or fewer,10 or fewer
,,,Total,59,151778
,,Michigan,Less than 18 Years,10 or fewer,19543
,,,≥ 18 and < 25 Years,10 or fewer,11893
,,,≥ 25 and < 35 Years,13,19015
,,,≥ 35 and < 45 Years,10 or fewer,17125
,,,≥ 45 and < 55 Years,10 or fewer,16066
,,,≥ 55 and < 65 Years,10 or fewer,17681
,,,65 Years or more,10 or fewer,37886
,,,No value,10 or fewer,10 or fewer
,,,Total,43,139209
,,Georgia,Less than 18 Years,12,36741
,,,≥ 18 and < 25 Years,24,12029
,,,≥ 25 and < 35 Years,39,20069
,,,≥ 35 and < 45 Years,15,17791
,,,≥ 45 and < 55 Years,18,16192
,,,≥ 55 and < 65 Years,10 or fewer,16818
,,,65 Years or more,10 or fewer,29757
,,,No value,10 or fewer,10 or fewer
,,,Total,114,149397
,,South Carolina,Less than 18 Years,12,21985
,,,≥ 18 and < 25 Years,19,11944
,,,≥ 25 and < 35 Years,11,18685
,,,≥ 35 and < 45 Years,11,17831
,,,≥ 45 and < 55 Years,10 or fewer,16144
,,,≥ 55 and < 65 Years,10 or fewer,17338
,,,65 Years or more,10 or fewer,33504
,,,No value,10 or fewer,10 or fewer
,,,Total,70,137431
,,New Jersey,Less than 18 Years,10 or fewer,22235
,,,≥ 18 and < 25 Years,10 or fewer,9535
,,,≥ 25 and < 35 Years,10 or fewer,15909
,,,≥ 35 and < 45 Years,10 or fewer,15134
,,,≥ 45 and < 55 Years,10 or fewer,13384
,,,≥ 55 and < 65 Years,10 or fewer,14394
,,,65 Years or more,10 or fewer,28940
,,,No value,10 or fewer,10 or fewer
,,,Total,17,119531
,,Colorado,Less than 18 Years,10 or fewer,28905
,,,≥ 18 and < 25 Years,10 or fewer,8880
,,,≥ 25 and < 35 Years,10 or fewer,13641
,,,≥ 35 and < 45 Years,10 or fewer,11752
,,,≥ 45 and < 55 Years,10 or fewer,8975
,,,≥ 55 and < 65 Years,10 or fewer,8469
,,,65 Years or more,10 or fewer,17715
,,,No value,10 or fewer,10 or fewer
,,,Total,36,98337
,,Indiana,Less than 18 Years,10 or fewer,15016
,,,≥ 18 and < 25 Years,10 or fewer,8207
,,,≥ 25 and < 35 Years,10 or fewer,13263
,,,≥ 35 and < 45 Years,11,11852
,,,≥ 45 and < 55 Years,10 or fewer,10655
,,,≥ 55 and < 65 Years,10 or fewer,10814
,,,65 Years or more,10 or fewer,22294
,,,No value,10 or fewer,10 or fewer
,,,Total,35,92101
,,Connecticut,Less than 18 Years,10 or fewer,15386
,,,≥ 18 and < 25 Years,10 or fewer,6715
,,,≥ 25 and < 35 Years,10 or fewer,10952
,,,≥ 35 and < 45 Years,10 or fewer,10607
,,,≥ 45 and < 55 Years,10 or fewer,9495
,,,≥ 55 and < 65 Years,10 or fewer,11801
,,,65 Years or more,10 or fewer,23270
,,,No value,10 or fewer,10 or fewer
,,,Total,13,88226
,,Massachusetts,Less than 18 Years,10 or fewer,12353
,,,≥ 18 and < 25 Years,10 or fewer,6803
,,,≥ 25 and < 35 Years,10 or fewer,11036
,,,≥ 35 and < 45 Years,10 or fewer,10346
,,,≥ 45 and < 55 Years,10 or fewer,8759
,,,≥ 55 and < 65 Years,10 or fewer,9794
,,,65 Years or more,10 or fewer,20621
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,79712
,,Kentucky,Less than 18 Years,10 or fewer,17056
,,,≥ 18 and < 25 Years,10 or fewer,6814
,,,≥ 25 and < 35 Years,10 or fewer,10051
,,,≥ 35 and < 45 Years,10 or fewer,9844
,,,≥ 45 and < 55 Years,10 or fewer,9192
,,,≥ 55 and < 65 Years,10 or fewer,9849
,,,65 Years or more,10 or fewer,20613
,,,No value,10 or fewer,10 or fewer
,,,Total,21,83419
,,Louisiana,Less than 18 Years,13,13784
,,,≥ 18 and < 25 Years,30,7183
,,,≥ 25 and < 35 Years,10 or fewer,10509
,,,≥ 35 and < 45 Years,11,9831
,,,≥ 45 and < 55 Years,10 or fewer,8115
,,,≥ 55 and < 65 Years,10 or fewer,9195
,,,65 Years or more,10 or fewer,17075
,,,No value,10 or fewer,10 or fewer
,,,Total,71,75692
,,Wisconsin,Less than 18 Years,10 or fewer,16248
,,,≥ 18 and < 25 Years,10 or fewer,6039
,,,≥ 25 and < 35 Years,10 or fewer,9114
,,,≥ 35 and < 45 Years,10 or fewer,8786
,,,≥ 45 and < 55 Years,10 or fewer,7897
,,,≥ 55 and < 65 Years,10 or fewer,9447
,,,65 Years or more,10 or fewer,19375
,,,No value,10 or fewer,10 or fewer
,,,Total,19,76906
,,Minnesota,Less than 18 Years,10 or fewer,14255
,,,≥ 18 and < 25 Years,10 or fewer,6581
,,,≥ 25 and < 35 Years,10 or fewer,9934
,,,≥ 35 and < 45 Years,10 or fewer,9927
,,,≥ 45 and < 55 Years,10 or fewer,7996
,,,≥ 55 and < 65 Years,10 or fewer,8940
,,,65 Years or more,10 or fewer,20147
,,,No value,10 or fewer,10 or fewer
,,,Total,14,77780
,,Mississippi,Less than 18 Years,16,10316
,,,≥ 18 and < 25 Years,21,5623
,,,≥ 25 and < 35 Years,19,8109
,,,≥ 35 and < 45 Years,10 or fewer,7786
,,,≥ 45 and < 55 Years,10 or fewer,7538
,,,≥ 55 and < 65 Years,10 or fewer,7894
,,,65 Years or more,10 or fewer,15670
,,,No value,10 or fewer,10 or fewer
,,,Total,83,62936
,,Maryland,Less than 18 Years,10 or fewer,9581
,,,≥ 18 and < 25 Years,10 or fewer,5449
,,,≥ 25 and < 35 Years,10 or fewer,9126
,,,≥ 35 and < 45 Years,10 or fewer,8619
,,,≥ 45 and < 55 Years,10 or fewer,7395
,,,≥ 55 and < 65 Years,10 or fewer,8741
,,,65 Years or more,10 or fewer,16813
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,65724
,,Tennessee,Less than 18 Years,10 or fewer,8742
,,,≥ 18 and < 25 Years,10 or fewer,4029
,,,≥ 25 and < 35 Years,10 or fewer,5884
,,,≥ 35 and < 45 Years,10 or fewer,5345
,,,≥ 45 and < 55 Years,10 or fewer,5233
,,,≥ 55 and < 65 Years,10 or fewer,5488
,,,65 Years or more,10 or fewer,11100
,,,No value,10 or fewer,10 or fewer
,,,Total,17,45821
,,Oregon,Less than 18 Years,10 or fewer,8537
,,,≥ 18 and < 25 Years,10 or fewer,4323
,,,≥ 25 and < 35 Years,10 or fewer,7000
,,,≥ 35 and < 45 Years,10 or fewer,6727
,,,≥ 45 and < 55 Years,10 or fewer,6268
,,,≥ 55 and < 65 Years,10 or fewer,6592
,,,65 Years or more,10 or fewer,15534
,,,No value,10 or fewer,10 or fewer
,,,Total,14,54982
,,Oklahoma,Less than 18 Years,10 or fewer,10588
,,,≥ 18 and < 25 Years,10 or fewer,3267
,,,≥ 25 and < 35 Years,10 or fewer,5111
,,,≥ 35 and < 45 Years,10 or fewer,5113
,,,≥ 45 and < 55 Years,10 or fewer,4491
,,,≥ 55 and < 65 Years,10 or fewer,4941
,,,65 Years or more,10 or fewer,9490
,,,No value,10 or fewer,10 or fewer
,,,Total,22,43001
,,Iowa,Less than 18 Years,10 or fewer,7045
,,,≥ 18 and < 25 Years,10 or fewer,2920
,,,≥ 25 and < 35 Years,10 or fewer,4449
,,,≥ 35 and < 45 Years,10 or fewer,4159
,,,≥ 45 and < 55 Years,10 or fewer,3609
,,,≥ 55 and < 65 Years,10 or fewer,4060
,,,65 Years or more,10 or fewer,9125
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,35367
,,West Virginia,Less than 18 Years,10 or fewer,5560
,,,≥ 18 and < 25 Years,10 or fewer,3064
,,,≥ 25 and < 35 Years,10 or fewer,4288
,,,≥ 35 and < 45 Years,10 or fewer,4340
,,,≥ 45 and < 55 Years,10 or fewer,4388
,,,≥ 55 and < 65 Years,10 or fewer,4718
,,,65 Years or more,10 or fewer,10146
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,36504
,,Arkansas,Less than 18 Years,10 or fewer,10141
,,,≥ 18 and < 25 Years,10 or fewer,2997
,,,≥ 25 and < 35 Years,10 or fewer,4161
,,,≥ 35 and < 45 Years,10 or fewer,3964
,,,≥ 45 and < 55 Years,10 or fewer,3548
,,,≥ 55 and < 65 Years,10 or fewer,3703
,,,65 Years or more,10 or fewer,7133
,,,No value,10 or fewer,10 or fewer
,,,Total,18,35647
,,Washington,Less than 18 Years,10 or fewer,4942
,,,≥ 18 and < 25 Years,10 or fewer,2525
,,,≥ 25 and < 35 Years,10 or fewer,4462
,,,≥ 35 and < 45 Years,10 or fewer,4507
,,,≥ 45 and < 55 Years,10 or fewer,3790
,,,≥ 55 and < 65 Years,10 or fewer,4147
,,,65 Years or more,10 or fewer,9816
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,34189
,,Arizona,Less than 18 Years,10 or fewer,5238
,,,≥ 18 and < 25 Years,10 or fewer,2587
,,,≥ 25 and < 35 Years,10 or fewer,4275
,,,≥ 35 and < 45 Years,10 or fewer,4131
,,,≥ 45 and < 55 Years,10 or fewer,3771
,,,≥ 55 and < 65 Years,10 or fewer,4089
,,,65 Years or more,10 or fewer,10050
,,,No value,10 or fewer,10 or fewer
,,,Total,15,34141
,,Idaho,Less than 18 Years,10 or fewer,4800
,,,≥ 18 and < 25 Years,10 or fewer,2524
,,,≥ 25 and < 35 Years,10 or fewer,3592
,,,≥ 35 and < 45 Years,10 or fewer,3461
,,,≥ 45 and < 55 Years,10 or fewer,3161
,,,≥ 55 and < 65 Years,10 or fewer,3294
,,,65 Years or more,10 or fewer,8145
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,28977
,,Missouri,Less than 18 Years,10 or fewer,2237
,,,≥ 18 and < 25 Years,10 or fewer,2240
,,,≥ 25 and < 35 Years,10 or fewer,3396
,,,≥ 35 and < 45 Years,10 or fewer,3298
,,,≥ 45 and < 55 Years,10 or fewer,2907
,,,≥ 55 and < 65 Years,10 or fewer,3360
,,,65 Years or more,10 or fewer,7406
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,24844
,,Hawaii,Less than 18 Years,10 or fewer,4778
,,,≥ 18 and < 25 Years,10 or fewer,1823
,,,≥ 25 and < 35 Years,10 or fewer,2849
,,,≥ 35 and < 45 Years,10 or fewer,3054
,,,≥ 45 and < 55 Years,10 or fewer,2792
,,,≥ 55 and < 65 Years,10 or fewer,3278
,,,65 Years or more,10 or fewer,7461
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,26035
,,Kansas,Less than 18 Years,10 or fewer,2780
,,,≥ 18 and < 25 Years,10 or fewer,2094
,,,≥ 25 and < 35 Years,10 or fewer,3350
,,,≥ 35 and < 45 Years,10 or fewer,3099
,,,≥ 45 and < 55 Years,10 or fewer,2747
,,,≥ 55 and < 65 Years,10 or fewer,3141
,,,65 Years or more,10 or fewer,6957
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,24168
,,Maine,Less than 18 Years,10 or fewer,3236
,,,≥ 18 and < 25 Years,10 or fewer,1570
,,,≥ 25 and < 35 Years,10 or fewer,2627
,,,≥ 35 and < 45 Years,10 or fewer,2767
,,,≥ 45 and < 55 Years,10 or fewer,2461
,,,≥ 55 and < 65 Years,10 or fewer,3044
,,,65 Years or more,10 or fewer,7341
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,23046
,,Nebraska,Less than 18 Years,10 or fewer,2872
,,,≥ 18 and < 25 Years,10 or fewer,2202
,,,≥ 25 and < 35 Years,10 or fewer,3110
,,,≥ 35 and < 45 Years,10 or fewer,2988
,,,≥ 45 and < 55 Years,10 or fewer,2470
,,,≥ 55 and < 65 Years,10 or fewer,2689
,,,65 Years or more,10 or fewer,5461
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,21792
,,Nevada,Less than 18 Years,10 or fewer,4144
,,,≥ 18 and < 25 Years,10 or fewer,1484
,,,≥ 25 and < 35 Years,10 or fewer,2653
,,,≥ 35 and < 45 Years,10 or fewer,2488
,,,≥ 45 and < 55 Years,10 or fewer,2326
,,,≥ 55 and < 65 Years,10 or fewer,2417
,,,65 Years or more,10 or fewer,3819
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,19331
,,Rhode Island,Less than 18 Years,10 or fewer,4363
,,,≥ 18 and < 25 Years,10 or fewer,1074
,,,≥ 25 and < 35 Years,10 or fewer,1867
,,,≥ 35 and < 45 Years,10 or fewer,2031
,,,≥ 45 and < 55 Years,10 or fewer,1891
,,,≥ 55 and < 65 Years,10 or fewer,2313
,,,65 Years or more,10 or fewer,5511
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,19050
,,Alabama,Less than 18 Years,10 or fewer,2202
,,,≥ 18 and < 25 Years,10 or fewer,1568
,,,≥ 25 and < 35 Years,10 or fewer,2324
,,,≥ 35 and < 45 Years,10 or fewer,2454
,,,≥ 45 and < 55 Years,10 or fewer,2344
,,,≥ 55 and < 65 Years,10 or fewer,2465
,,,65 Years or more,10 or fewer,5006
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,18363
,,Delaware,Less than 18 Years,10 or fewer,4738
,,,≥ 18 and < 25 Years,10 or fewer,1409
,,,≥ 25 and < 35 Years,10 or fewer,2259
,,,≥ 35 and < 45 Years,10 or fewer,2172
,,,≥ 45 and < 55 Years,10 or fewer,1682
,,,≥ 55 and < 65 Years,10 or fewer,2143
,,,65 Years or more,10 or fewer,4219
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,18622
,,North Dakota,Less than 18 Years,10 or fewer,2279
,,,≥ 18 and < 25 Years,10 or fewer,1242
,,,≥ 25 and < 35 Years,10 or fewer,1969
,,,≥ 35 and < 45 Years,10 or fewer,1897
,,,≥ 45 and < 55 Years,10 or fewer,1536
,,,≥ 55 and < 65 Years,10 or fewer,1532
,,,65 Years or more,10 or fewer,3299
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,13754
,,Vermont,Less than 18 Years,10 or fewer,1332
,,,≥ 18 and < 25 Years,10 or fewer,751
,,,≥ 25 and < 35 Years,10 or fewer,1102
,,,≥ 35 and < 45 Years,10 or fewer,1225
,,,≥ 45 and < 55 Years,10 or fewer,1066
,,,≥ 55 and < 65 Years,10 or fewer,1320
,,,65 Years or more,10 or fewer,3113
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,9909
,,New Hampshire,Less than 18 Years,10 or fewer,972
,,,≥ 18 and < 25 Years,10 or fewer,637
,,,≥ 25 and < 35 Years,10 or fewer,904
,,,≥ 35 and < 45 Years,10 or fewer,880
,,,≥ 45 and < 55 Years,10 or fewer,820
,,,≥ 55 and < 65 Years,10 or fewer,1120
,,,65 Years or more,10 or fewer,2975
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8308
,,Montana,Less than 18 Years,10 or fewer,1264
,,,≥ 18 and < 25 Years,10 or fewer,701
,,,≥ 25 and < 35 Years,10 or fewer,910
,,,≥ 35 and < 45 Years,10 or fewer,868
,,,≥ 45 and < 55 Years,10 or fewer,733
,,,≥ 55 and < 65 Years,10 or fewer,710
,,,65 Years or more,10 or fewer,1966
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7152
,,New Mexico,Less than 18 Years,10 or fewer,871
,,,≥ 18 and < 25 Years,10 or fewer,688
,,,≥ 25 and < 35 Years,10 or fewer,1234
,,,≥ 35 and < 45 Years,10 or fewer,1226
,,,≥ 45 and < 55 Years,10 or fewer,1101
,,,≥ 55 and < 65 Years,10 or fewer,1114
,,,65 Years or more,10 or fewer,2328
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,8562
,,Utah,Less than 18 Years,10 or fewer,373
,,,≥ 18 and < 25 Years,10 or fewer,749
,,,≥ 25 and < 35 Years,10 or fewer,1197
,,,≥ 35 and < 45 Years,10 or fewer,1128
,,,≥ 45 and < 55 Years,10 or fewer,970
,,,≥ 55 and < 65 Years,10 or fewer,850
,,,65 Years or more,10 or fewer,1296
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,6563
,,South Dakota,Less than 18 Years,10 or fewer,1331
,,,≥ 18 and < 25 Years,10 or fewer,633
,,,≥ 25 and < 35 Years,10 or fewer,903
,,,≥ 35 and < 45 Years,10 or fewer,779
,,,≥ 45 and < 55 Years,10 or fewer,787
,,,≥ 55 and < 65 Years,10 or fewer,761
,,,65 Years or more,10 or fewer,1874
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,7068
,,Wyoming,Less than 18 Years,10 or fewer,891
,,,≥ 18 and < 25 Years,10 or fewer,540
,,,≥ 25 and < 35 Years,10 or fewer,633
,,,≥ 35 and < 45 Years,10 or fewer,590
,,,≥ 45 and < 55 Years,10 or fewer,470
,,,≥ 55 and < 65 Years,10 or fewer,630
,,,65 Years or more,10 or fewer,1304
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,5058
,,District of Columbia,Less than 18 Years,10 or fewer,220
,,,≥ 18 and < 25 Years,10 or fewer,227
,,,≥ 25 and < 35 Years,10 or fewer,575
,,,≥ 35 and < 45 Years,10 or fewer,438
,,,≥ 45 and < 55 Years,10 or fewer,284
,,,≥ 55 and < 65 Years,10 or fewer,250
,,,65 Years or more,10 or fewer,308
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,2302
,,Puerto Rico,Less than 18 Years,10 or fewer,51
,,,≥ 18 and < 25 Years,10 or fewer,34
,,,≥ 25 and < 35 Years,10 or fewer,32
,,,≥ 35 and < 45 Years,10 or fewer,30
,,,≥ 45 and < 55 Years,10 or fewer,28
,,,≥ 55 and < 65 Years,10 or fewer,46
,,,65 Years or more,10 or fewer,144
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,365
,,Alaska,Less than 18 Years,10 or fewer,44
,,,≥ 18 and < 25 Years,10 or fewer,19
,,,≥ 25 and < 35 Years,10 or fewer,26
,,,≥ 35 and < 45 Years,10 or fewer,24
,,,≥ 45 and < 55 Years,10 or fewer,26
,,,≥ 55 and < 65 Years,10 or fewer,47
,,,65 Years or more,10 or fewer,86
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,272
,,Virgin Islands,Less than 18 Years,10 or fewer,10 or fewer
,,,≥ 18 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 35 Years,10 or fewer,10 or fewer
,,,≥ 35 and < 45 Years,10 or fewer,10 or fewer
,,,≥ 45 and < 55 Years,10 or fewer,11
,,,≥ 55 and < 65 Years,10 or fewer,10 or fewer
,,,65 Years or more,10 or fewer,34
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,71
,,Armed Forces Africa,Less than 18 Years,10 or fewer,10 or fewer
,,,≥ 18 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 35 Years,10 or fewer,10 or fewer
,,,≥ 35 and < 45 Years,10 or fewer,10 or fewer
,,,≥ 45 and < 55 Years,10 or fewer,10 or fewer
,,,≥ 55 and < 65 Years,10 or fewer,10 or fewer
,,,65 Years or more,10 or fewer,10 or fewer
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,10 or fewer
,,Guam,Less than 18 Years,10 or fewer,10 or fewer
,,,≥ 18 and < 25 Years,10 or fewer,10 or fewer
,,,≥ 25 and < 35 Years,10 or fewer,10 or fewer
,,,≥ 35 and < 45 Years,10 or fewer,10 or fewer
,,,≥ 45 and < 55 Years,10 or fewer,10 or fewer
,,,≥ 55 and < 65 Years,10 or fewer,10 or fewer
,,,65 Years or more,10 or fewer,10 or fewer
,,,No value,10 or fewer,10 or fewer
,,,Total,10 or fewer,16
,,None of the above,Less than 18 Years,10 or fewer,10213
,,,≥ 18 and < 25 Years,10 or fewer,6319
,,,≥ 25 and < 35 Years,10 or fewer,9835
,,,≥ 35 and < 45 Years,10 or fewer,7777
,,,≥ 45 and < 55 Years,10 or fewer,6578
,,,≥ 55 and < 65 Years,10 or fewer,7000
,,,65 Years or more,10 or fewer,11992
,,,No value,10 or fewer,10 or fewer
,,,Total,22,59716
,,Total,Less than 18 Years,193,748522
,,,≥ 18 and < 25 Years,380,359050
,,,≥ 25 and < 35 Years,410,566870
,,,≥ 35 and < 45 Years,266,528297
,,,≥ 45 and < 55 Years,126,466296
,,,≥ 55 and < 65 Years,86,510065
,,,65 Years or more,71,1056102
,,,No value,10 or fewer,10 or fewer
,,,Total,1532,4235208
,Feb,Florida,Less than 18 Years,10 or fewer,71627
,,,≥ 18 and < 25 Years,29,27571
,,,≥ 25 and < 35 Years,25,44560
,,,≥ 35 and < 45 Years,10 or fewer,41173
,,,≥ 45 and < 55 Years,10 or fewer,35594
,,,≥ 55 and < 65 Years,10 or fewer,38498
,,,65 Years or more,10 or fewer,83090
,,,No value,10 or fewer,10 or fewer
,,,Total,84,342113
,,Ohio,Less than 18 Years,25,67028
,,,≥ 18 and < 25 Years,44,32305
,,,≥ 25 and < 35 Years,39,49803
,,,≥ 35 and < 45 Years,30,46427
,,,≥ 45 and < 55 Years,11,40613
,,,≥ 55 and < 65 Years,10 or fewer,42836
,,,65 Years or more,10 or fewer,88394
,,,No value,10 or fewer,10 or fewer
,,,Total,161,367406
,,Texas,Less than 18 Years,26,76471
,,,≥ 18 and < 25 Years,33,26544
,,,≥ 25 and < 35 Years,37,41451
,,,≥ 35 and < 45 Years,17,37963
,,,≥ 45 and < 55 Years,10 or fewer,33943
,,,≥ 55 and < 65 Years,10 or fewer,34077
,,,65 Years or more,10 or fewer,68044
,,,No value,10 or fewer,10 or fewer
,,,Total,139,318493
,,Pennsylvania,Less than 18 Years,10 or fewer,33410
,,,≥ 18 and < 25 Years,12,17983
,,,≥ 25 and < 35 Years,18,28412
,,,≥ 35 and < 45 Years,11,27146
,,,≥ 45 and < 55 Years,10 or fewer,23484
,,,≥ 55 and < 65 Years,10 or fewer,27889
,,,65 Years or more,10 or fewer,60439
,,,No value,10 or fewer,10 or fewer
,,,Total,55,218763
,,North Carolina,Less than 18 Years,16,34506
,,,≥ 18 and < 25 Years,50,16948
,,,≥ 25 and < 35 Years,37,26785
,,,≥ 35 and < 45 Years,23,23806
,,,≥ 45 and < 55 Years,13,21671
,,,≥ 55 and < 65 Years,10 or fewer,23262
,,,65 Years or more,10 or fewer,48091
,,,No value,10 or fewer,10 or fewer
,,,Total,151,195069
,,New York,Less than 18 Years,10 or fewer,26542
,,,≥ 18 and < 25 Years,10 or fewer,16218
,,,≥ 25 and < 35 Years,10 or fewer,25575
,,,≥ 35 and < 45 Years,10 or fewer,23392
,,,≥ 45 and < 55 Years,10 or fewer,20225
,,,≥ 55 and < 65 Years,10 or fewer,23692
,,,65 Years or more,10 or fewer,47518
,,,No value,10 or fewer,10 or fewer
,,,Total,30,183162
,,Virginia,Less than 18 Years,10 or fewer,34095
,,,≥ 18 and < 25 Years,13,16773
,,,≥ 25 and < 35 Years,11,26792
,,,≥ 35 and < 45 Years,10 or fewer,24948
,,,≥ 45 and < 55 Years,10 or fewer,21071
,,,≥ 55 and < 65 Years,10 or fewer,23340
,,,65 Years or more,10 or fewer,47375
,,,No value,10 or fewer,10 or fewer
,,,Total,46,194396
,,Illinois,Less than 18 Years,10 or fewer,34473
,,,≥ 18 and < 25 Years,14,13544
,,,≥ 25 and < 35 Years,12,20267
,,,≥ 35 and < 45 Years,10 or fewer,19135
,,,≥ 45 and < 55 Years,10 or fewer,17355
,,,≥ 55 and < 65 Years,10 or fewer,18768
,,,65 Years or more,10 or fewer,41917
,,,No value,10 or fewer,10 or fewer
,,,Total,49,165461
,,California,Less than 18 Years,11,25184
,,,≥ 18 and < 25 Years,10 or fewer,11732
,,,≥ 25 and < 35 Years,14,19370
,,,≥ 35 and < 45 Years,10 or fewer,18309
