,,,≥ 45 and < 65 Years,10 or fewer,7247,7254
,,,65 Years or more,10 or fewer,7133,7136
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,20,35645,35665
,,Arizona,Less than 15 Years,10 or fewer,4435,4435
,,,≥ 15 and < 25 Years,10 or fewer,3392,3396
,,,≥ 25 and < 45 Years,14,8398,8412
,,,≥ 45 and < 65 Years,10 or fewer,7857,7863
,,,65 Years or more,10 or fewer,10050,10050
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,24,34132,34156
,,Washington,Less than 15 Years,10 or fewer,4042,4043
,,,≥ 15 and < 25 Years,10 or fewer,3421,3426
,,,≥ 25 and < 45 Years,27,8947,8974
,,,≥ 45 and < 65 Years,13,7925,7938
,,,65 Years or more,10 or fewer,9811,9816
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,51,34146,34197
,,Idaho,Less than 15 Years,10 or fewer,3984,3984
,,,≥ 15 and < 25 Years,10 or fewer,3337,3340
,,,≥ 25 and < 45 Years,15,7043,7058
,,,≥ 45 and < 65 Years,10 or fewer,6455,6456
,,,65 Years or more,10 or fewer,8141,8145
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,23,28960,28983
,,Hawaii,Less than 15 Years,10 or fewer,4199,4199
,,,≥ 15 and < 25 Years,10 or fewer,2400,2402
,,,≥ 25 and < 45 Years,10 or fewer,5901,5907
,,,≥ 45 and < 65 Years,10 or fewer,6064,6071
,,,65 Years or more,10 or fewer,7458,7461
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,18,26022,26040
,,Missouri,Less than 15 Years,10 or fewer,1811,1811
,,,≥ 15 and < 25 Years,10 or fewer,2665,2671
,,,≥ 25 and < 45 Years,14,6683,6697
,,,≥ 45 and < 65 Years,10 or fewer,6263,6267
,,,65 Years or more,10 or fewer,7404,7406
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,26,24826,24852
,,Kansas,Less than 15 Years,10 or fewer,2238,2239
,,,≥ 15 and < 25 Years,10 or fewer,2632,2640
,,,≥ 25 and < 45 Years,10 or fewer,6450,6454
,,,≥ 45 and < 65 Years,10 or fewer,5884,5888
,,,65 Years or more,10 or fewer,6955,6957
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,19,24159,24178
,,Nebraska,Less than 15 Years,10 or fewer,2366,2366
,,,≥ 15 and < 25 Years,10 or fewer,2707,2709
,,,≥ 25 and < 45 Years,10 or fewer,6099,6099
,,,≥ 45 and < 65 Years,10 or fewer,5159,5159
,,,65 Years or more,10 or fewer,5460,5461
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,21791,21794
,,Maine,Less than 15 Years,10 or fewer,2632,2632
,,,≥ 15 and < 25 Years,10 or fewer,2173,2175
,,,≥ 25 and < 45 Years,14,5381,5395
,,,≥ 45 and < 65 Years,10 or fewer,5502,5506
,,,65 Years or more,10 or fewer,7341,7342
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,21,23029,23050
,,Rhode Island,Less than 15 Years,10 or fewer,3700,3700
,,,≥ 15 and < 25 Years,10 or fewer,1736,1738
,,,≥ 25 and < 45 Years,10 or fewer,3893,3899
,,,≥ 45 and < 65 Years,10 or fewer,4200,4205
,,,65 Years or more,10 or fewer,5511,5511
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,13,19040,19053
,,Nevada,Less than 15 Years,10 or fewer,3554,3554
,,,≥ 15 and < 25 Years,10 or fewer,2076,2076
,,,≥ 25 and < 45 Years,18,5130,5148
,,,≥ 45 and < 65 Years,10 or fewer,4733,4743
,,,65 Years or more,10 or fewer,3817,3820
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,31,19310,19341
,,Alabama,Less than 15 Years,10 or fewer,1772,1773
,,,≥ 15 and < 25 Years,10 or fewer,2001,2003
,,,≥ 25 and < 45 Years,10 or fewer,4777,4780
,,,≥ 45 and < 65 Years,10 or fewer,4807,4810
,,,65 Years or more,10 or fewer,5003,5007
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,13,18360,18373
,,Delaware,Less than 15 Years,10 or fewer,4065,4066
,,,≥ 15 and < 25 Years,10 or fewer,2081,2081
,,,≥ 25 and < 45 Years,11,4422,4433
,,,≥ 45 and < 65 Years,10 or fewer,3819,3825
,,,65 Years or more,10 or fewer,4217,4219
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,20,18604,18624
,,North Dakota,Less than 15 Years,10 or fewer,1916,1916
,,,≥ 15 and < 25 Years,10 or fewer,1602,1605
,,,≥ 25 and < 45 Years,10 or fewer,3862,3866
,,,≥ 45 and < 65 Years,10 or fewer,3068,3068
,,,65 Years or more,10 or fewer,3299,3299
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,13747,13754
,,Vermont,Less than 15 Years,10 or fewer,1088,1088
,,,≥ 15 and < 25 Years,10 or fewer,995,995
,,,≥ 25 and < 45 Years,10 or fewer,2325,2328
,,,≥ 45 and < 65 Years,10 or fewer,2384,2386
,,,65 Years or more,10 or fewer,3113,3113
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,9905,9910
,,Montana,Less than 15 Years,10 or fewer,1060,1060
,,,≥ 15 and < 25 Years,10 or fewer,905,905
,,,≥ 25 and < 45 Years,10 or fewer,1776,1778
,,,≥ 45 and < 65 Years,10 or fewer,1443,1443
,,,65 Years or more,10 or fewer,1966,1966
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,7150,7152
,,New Hampshire,Less than 15 Years,10 or fewer,809,809
,,,≥ 15 and < 25 Years,10 or fewer,800,800
,,,≥ 25 and < 45 Years,10 or fewer,1779,1784
,,,≥ 45 and < 65 Years,10 or fewer,1938,1940
,,,65 Years or more,10 or fewer,2975,2975
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,8301,8308
,,New Mexico,Less than 15 Years,10 or fewer,719,719
,,,≥ 15 and < 25 Years,10 or fewer,840,840
,,,≥ 25 and < 45 Years,10 or fewer,2461,2463
,,,≥ 45 and < 65 Years,10 or fewer,2215,2215
,,,65 Years or more,10 or fewer,2328,2328
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,8563,8565
,,South Dakota,Less than 15 Years,10 or fewer,1131,1131
,,,≥ 15 and < 25 Years,10 or fewer,833,833
,,,≥ 25 and < 45 Years,10 or fewer,1681,1682
,,,≥ 45 and < 65 Years,10 or fewer,1548,1549
,,,65 Years or more,10 or fewer,1875,1875
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,7068,7070
,,Utah,Less than 15 Years,10 or fewer,283,283
,,,≥ 15 and < 25 Years,10 or fewer,840,840
,,,≥ 25 and < 45 Years,10 or fewer,2326,2328
,,,≥ 45 and < 65 Years,10 or fewer,1820,1820
,,,65 Years or more,10 or fewer,1296,1296
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,6565,6567
,,Wyoming,Less than 15 Years,10 or fewer,729,729
,,,≥ 15 and < 25 Years,10 or fewer,702,703
,,,≥ 25 and < 45 Years,10 or fewer,1225,1225
,,,≥ 45 and < 65 Years,10 or fewer,1100,1100
,,,65 Years or more,10 or fewer,1304,1304
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,5060,5061
,,District of Columbia,Less than 15 Years,10 or fewer,191,191
,,,≥ 15 and < 25 Years,10 or fewer,255,256
,,,≥ 25 and < 45 Years,10 or fewer,1014,1015
,,,≥ 45 and < 65 Years,10 or fewer,534,534
,,,65 Years or more,10 or fewer,307,308
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,2301,2304
,,Puerto Rico,Less than 15 Years,10 or fewer,43,43
,,,≥ 15 and < 25 Years,10 or fewer,42,42
,,,≥ 25 and < 45 Years,10 or fewer,62,62
,,,≥ 45 and < 65 Years,10 or fewer,74,74
,,,65 Years or more,10 or fewer,144,144
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,365,365
,,Alaska,Less than 15 Years,10 or fewer,39,39
,,,≥ 15 and < 25 Years,10 or fewer,24,24
,,,≥ 25 and < 45 Years,10 or fewer,50,50
,,,≥ 45 and < 65 Years,10 or fewer,73,73
,,,65 Years or more,10 or fewer,86,86
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,272,272
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,14,14
,,,≥ 45 and < 65 Years,10 or fewer,18,18
,,,65 Years or more,10 or fewer,34,34
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,71,71
,,None of the above,Less than 15 Years,10 or fewer,8865,8865
,,,≥ 15 and < 25 Years,10 or fewer,7671,7677
,,,≥ 25 and < 45 Years,46,17584,17630
,,,≥ 45 and < 65 Years,17,13571,13588
,,,65 Years or more,10 or fewer,11995,12002
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,76,59688,59764
,,Total,Less than 15 Years,27,634663,634690
,,,≥ 15 and < 25 Years,303,473152,473455
,,,≥ 25 and < 45 Years,1711,1094132,1095843
,,,≥ 45 and < 65 Years,899,975674,976573
,,,65 Years or more,277,1055896,1056173
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,3217,4233523,4236740
,Feb,Ohio,Less than 15 Years,10 or fewer,56659,56659
,,,≥ 15 and < 25 Years,29,42714,42743
,,,≥ 25 and < 45 Years,134,96165,96299
,,,≥ 45 and < 65 Years,68,83399,83467
,,,65 Years or more,24,88375,88399
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,255,367312,367567
,,Florida,Less than 15 Years,10 or fewer,61754,61755
,,,≥ 15 and < 25 Years,25,37453,37478
,,,≥ 25 and < 45 Years,131,85635,85766
,,,≥ 45 and < 65 Years,77,74029,74106
,,,65 Years or more,21,83071,83092
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,255,341942,342197
,,Texas,Less than 15 Years,10 or fewer,65675,65677
,,,≥ 15 and < 25 Years,29,37368,37397
,,,≥ 25 and < 45 Years,59,79409,79468
,,,≥ 45 and < 65 Years,21,68015,68036
,,,65 Years or more,11,68043,68054
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,122,318510,318632
,,Pennsylvania,Less than 15 Years,10 or fewer,28323,28323
,,,≥ 15 and < 25 Years,19,23068,23087
,,,≥ 25 and < 45 Years,79,55508,55587
,,,≥ 45 and < 65 Years,51,51330,51381
,,,65 Years or more,11,60429,60440
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,160,218658,218818
,,North Carolina,Less than 15 Years,10 or fewer,29210,29211
,,,≥ 15 and < 25 Years,26,22283,22309
,,,≥ 25 and < 45 Years,95,50556,50651
,,,≥ 45 and < 65 Years,45,44910,44955
,,,65 Years or more,12,48082,48094
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,179,195041,195220
,,Virginia,Less than 15 Years,10 or fewer,28808,28809
,,,≥ 15 and < 25 Years,10 or fewer,22063,22073
,,,≥ 25 and < 45 Years,65,51690,51755
,,,≥ 45 and < 65 Years,55,44364,44419
,,,65 Years or more,19,47365,47384
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,150,194292,194442
,,New York,Less than 15 Years,10 or fewer,22276,22276
,,,≥ 15 and < 25 Years,10 or fewer,20491,20495
,,,≥ 25 and < 45 Years,82,48895,48977
,,,≥ 45 and < 65 Years,55,43869,43924
,,,65 Years or more,12,47508,47520
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,153,183039,183192
,,California,Less than 15 Years,10 or fewer,21307,21307
,,,≥ 15 and < 25 Years,15,15613,15628
,,,≥ 25 and < 45 Years,87,37615,37702
,,,≥ 45 and < 65 Years,32,33289,33321
,,,65 Years or more,19,33582,33601
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,153,141406,141559
,,Illinois,Less than 15 Years,10 or fewer,29191,29191
,,,≥ 15 and < 25 Years,10 or fewer,18834,18844
,,,≥ 25 and < 45 Years,42,39381,39423
,,,≥ 45 and < 65 Years,34,36099,36133
,,,65 Years or more,12,41905,41917
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,98,165412,165510
,,Michigan,Less than 15 Years,10 or fewer,19152,19152
,,,≥ 15 and < 25 Years,10 or fewer,14871,14875
,,,≥ 25 and < 45 Years,48,34452,34500
,,,≥ 45 and < 65 Years,32,32438,32470
,,,65 Years or more,13,36994,37007
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,97,137907,138004
,,Georgia,Less than 15 Years,10 or fewer,31887,31888
,,,≥ 15 and < 25 Years,10 or fewer,15944,15953
,,,≥ 25 and < 45 Years,43,34903,34946
,,,≥ 45 and < 65 Years,25,31192,31217
,,,65 Years or more,16,27853,27869
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,94,141779,141873
,,South Carolina,Less than 15 Years,10 or fewer,19725,19726
,,,≥ 15 and < 25 Years,12,14999,15011
,,,≥ 25 and < 45 Years,52,33336,33388
,,,≥ 45 and < 65 Years,43,31072,31115
,,,65 Years or more,10 or fewer,31206,31216
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,118,130338,130456
,,New Jersey,Less than 15 Years,10 or fewer,19705,19705
,,,≥ 15 and < 25 Years,10 or fewer,12836,12842
,,,≥ 25 and < 45 Years,46,29142,29188
,,,≥ 45 and < 65 Years,52,25695,25747
,,,65 Years or more,15,26540,26555
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,119,113918,114037
,,Colorado,Less than 15 Years,10 or fewer,25560,25560
,,,≥ 15 and < 25 Years,16,12472,12488
,,,≥ 25 and < 45 Years,63,25721,25784
,,,≥ 45 and < 65 Years,24,18654,18678
,,,65 Years or more,10 or fewer,19000,19005
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,108,101407,101515
,,Indiana,Less than 15 Years,10 or fewer,14161,14161
,,,≥ 15 and < 25 Years,10 or fewer,10363,10369
,,,≥ 25 and < 45 Years,62,23509,23571
,,,≥ 45 and < 65 Years,22,20696,20718
,,,65 Years or more,10 or fewer,21263,21270
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,97,89992,90089
,,Connecticut,Less than 15 Years,10 or fewer,13415,13415
,,,≥ 15 and < 25 Years,10 or fewer,9052,9053
,,,≥ 25 and < 45 Years,26,20592,20618
,,,≥ 45 and < 65 Years,20,20087,20107
,,,65 Years or more,10 or fewer,21445,21449
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,51,84591,84642
,,Massachusetts,Less than 15 Years,10 or fewer,10730,10730
,,,≥ 15 and < 25 Years,10 or fewer,8704,8708
,,,≥ 25 and < 45 Years,44,20730,20774
,,,≥ 45 and < 65 Years,12,17415,17427
,,,65 Years or more,10 or fewer,19329,19330
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,61,76908,76969
,,Kentucky,Less than 15 Years,10 or fewer,15576,15576
,,,≥ 15 and < 25 Years,10 or fewer,9058,9062
,,,≥ 25 and < 45 Years,42,18846,18888
,,,≥ 45 and < 65 Years,18,18190,18208
,,,65 Years or more,10 or fewer,19785,19787
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,66,81455,81521
,,Louisiana,Less than 15 Years,10 or fewer,11888,11890
,,,≥ 15 and < 25 Years,10 or fewer,9457,9462
,,,≥ 25 and < 45 Years,41,19725,19766
,,,≥ 45 and < 65 Years,17,16424,16441
,,,65 Years or more,10 or fewer,15908,15910
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,67,73402,73469
,,Minnesota,Less than 15 Years,10 or fewer,12592,12592
,,,≥ 15 and < 25 Years,14,8637,8651
,,,≥ 25 and < 45 Years,38,19144,19182
,,,≥ 45 and < 65 Years,15,16119,16134
,,,65 Years or more,10 or fewer,19243,19247
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,71,75735,75806
,,Wisconsin,Less than 15 Years,10 or fewer,14541,14541
,,,≥ 15 and < 25 Years,10 or fewer,8313,8315
,,,≥ 25 and < 45 Years,11,17315,17326
,,,≥ 45 and < 65 Years,10 or fewer,16428,16432
,,,65 Years or more,10 or fewer,18056,18058
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,19,74653,74672
,,Mississippi,Less than 15 Years,10 or fewer,8984,8984
,,,≥ 15 and < 25 Years,10 or fewer,7123,7129
,,,≥ 25 and < 45 Years,11,15156,15167
,,,≥ 45 and < 65 Years,12,14358,14370
,,,65 Years or more,10 or fewer,14790,14794
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,33,60411,60444
,,Maryland,Less than 15 Years,10 or fewer,8518,8519
,,,≥ 15 and < 25 Years,10 or fewer,7179,7187
,,,≥ 25 and < 45 Years,31,16913,16944
,,,≥ 45 and < 65 Years,18,14965,14983
,,,65 Years or more,10 or fewer,15725,15731
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,64,63303,63367
,,Tennessee,Less than 15 Years,10 or fewer,7959,7961
,,,≥ 15 and < 25 Years,10 or fewer,5248,5249
