,"PHILLIPS, CO",95,-,-
,"ARCHULETA, CO",81,-,-
,"EMMET, IA",113,-,12.4%
,"CROWLEY, CO",82,-,23.2%
,"PIKE, IL",79,-,15.2%
,"BEN HILL, GA",96,-,16.7%
,"FINNEY, KS",98,-,12.2%
,"WILKES, GA",66,-,33.3%
,"HALE, AL",85,-,25.9%
,"JONES, GA",150,-,20%
,"SAINT CLAIR, AL",114,-,14.9%
,"BRANTLEY, GA",110,-,14.5%
,"RICE, KS",91,-,22%
,"RIO BLANCO, CO",85,-,14.1%
,"WASHINGTON, CO",64,-,21.9%
,"GRADY, GA",155,-,20%
,"CULLMAN, AL",74,-,20.3%
,"LINCOLN, CO",95,-,13.7%
,"COLUSA, CA",115,-,11.3%
,"PIERCE, GA",100,-,12%
,"RAWLINS, KS",59,-,-
,"LOGAN, KS",69,-,21.7%
,"HARDIN, IL",22,-,-
,"TRINITY, CA",73,-,-
,"WORTH, IA",92,-,18.5%
,"LINCOLN, GA",54,-,31.5%
,"CHEROKEE, KS",73,-,15.1%
,"SUMTER, GA",99,-,24.2%
,"LA PAZ, AZ",41,-,-
,"MONO, CA",60,-,-
,"LAFAYETTE, AR",75,-,-
,"AUDUBON, IA",65,-,-
,"EMANUEL, GA",68,-,16.2%
,"KENAI PENINSULA, AK",87,-,-
,"LIMESTONE, AL",125,-,9.6%
,"WILCOX, AL",46,-,-
,"TETON, ID",94,-,-
,"HARVEY, KS",98,-,17.3%
,"CLAY, IN",87,-,24.1%
,"RUSH, KS",67,-,20.9%
,"RUSSELL, KS",55,-,20%
,"CALHOUN, FL",74,-,16.2%
,"CONEJOS, CO",77,-,14.3%
,"BACA, CO",48,-,-
,"FREMONT, ID",83,-,-
,"ATKINSON, GA",73,-,21.9%
,"OWEN, IN",72,-,-
,"COWLEY, KS",85,-,-
,"GREENE, AL",64,-,26.6%
,"COLBERT, AL",55,-,21.8%
,"DECATUR, KS",41,-,34.1%
,"JEFFERSON, FL",91,-,-
,"MITCHELL, IA",104,-,11.5%
,"BONNER, ID",88,-,-
,"ELMORE, AL",92,-,14.1%
,"CHASE, KS",47,-,-
,"CRISP, GA",93,-,17.2%
,"WORTH, GA",85,-,17.6%
,"WAYNE, GA",96,-,24%
,"MORGAN, AL",87,-,17.2%
,"WOODSON, KS",51,-,21.6%
,"FORD, KS",63,-,-
,"LEMHI, ID",30,-,-
,"CLOUD, KS",51,-,-
,"REPUBLIC, KS",33,-,-
,"SCOTT, IL",58,-,20.7%
,"WALKER, AL",50,-,-
,"GULF, FL",66,-,27.3%
,"SHERIDAN, KS",55,-,21.8%
,"MITCHELL, GA",95,-,23.2%
,"LAKE, CO",63,-,-
,"DODGE, GA",71,-,16.9%
,"LAUDERDALE, AL",74,-,18.9%
,"CRENSHAW, AL",31,-,-
,"CAMAS, ID",43,-,-
,"SEDGWICK, CO",42,-,-
,"TOOMBS, GA",67,-,-
,"GREENLEE, AZ",43,-,-
,"PARKE, IN",52,-,-
,"JACKSON, CO",44,-,-
,"NEWTON, AR",66,-,-
,"WHITE, IN",70,-,-
,"NORTON, KS",31,-,-
,"JUNEAU, AK",69,-,-
,"ELLSWORTH, KS",37,-,-
,"MILLER, GA",31,-,-
,"PHILLIPS, KS",38,-,-
,"SIERRA, CA",37,-,-
,"CHEYENNE, KS",24,-,-
,"CALHOUN, IL",40,-,-
,"TALBOT, GA",41,-,31.7%
,"SMITH, KS",35,-,-
,"FRANKLIN, FL",49,-,-
,"SEWARD, KS",50,-,-
,"COSTILLA, CO",34,-,-
,"ADAMS, IA",44,-,-
,"OURAY, CO",23,-,-
,"FAYETTE, AL",38,-,34.2%
,"WILSON, KS",36,-,-
,"IRWIN, GA",45,-,-
,"BROWN, IL",27,-,-
,"MCINTOSH, GA",54,-,-
,"BUTLER, AL",29,-,-
,"APPLING, GA",59,-,18.6%
,"CLAY, AL",35,-,-
,"TALLAPOOSA, AL",32,-,-
,"BLECKLEY, GA",67,-,16.4%
,"NESS, KS",45,-,-
,"EDWARDS, KS",43,-,-
,"AUTAUGA, AL",64,-,-
,"SAGUACHE, CO",27,-,-
,"CLEARWATER, ID",50,-,-
,"TURNER, GA",47,-,-
,"WINSTON, AL",54,-,-
,"SUMNER, KS",42,-,-
,"BENTON, IN",54,-,-
,"SCREVEN, GA",29,-,-
,"WARREN, GA",24,-,-
,"BACON, GA",39,-,-
,"BUTTE, ID",40,-,-
,"WILKINSON, GA",57,-,24.6%
,"CALHOUN, GA",32,-,-
,"TATTNALL, GA",37,-,-
,"PULASKI, GA",38,-,-
,"KIOWA, CO",28,-,-
,"CRAWFORD, GA",48,-,-
,"MARION, KS",31,-,-
,"LONG, GA",47,-,-
,"MACON, GA",32,-,-
,"JENKINS, GA",23,-,-
,"JEWELL, KS",25,-,-
,"GOVE, KS",26,-,-
,"JEFF DAVIS, GA",56,-,-
,"CHEYENNE, CO",33,-,-
,"BAKER, GA",20,-,-
,"SCOTT, KS",37,-,-
,"TAYLOR, GA",49,-,-
,"DOOLY, GA",37,-,-
,"ROOKS, KS",26,-,-
,"WILCOX, GA",39,-,-
,"LIBERTY, FL",34,-,-
,"TELFAIR, GA",40,-,30%
,"JOHNSON, GA",27,-,48.1%
,"QUITMAN, GA",10 or fewer,-,-
,"MITCHELL, KS",27,-,-
,"MORTON, KS",21,-,-
,"PRATT, KS",37,-,-
,"TALIAFERRO, GA",17,-,-
,"TERRELL, GA",34,-,-
,"DALLAS, AL",26,-,-
,"WALLACE, KS",14,-,-
,"LEWIS, ID",32,-,-
,"BENEWAH, ID",22,-,-
,"MARION, GA",31,-,-
,"OTTAWA, KS",16,-,-
,"ALPINE, CA",23,-,-
,"RANDOLPH, GA",25,-,-
,"KETCHIKAN GATEWAY, AK",18,-,-
,"TWIGGS, GA",32,-,-
,"GRANT, KS",23,-,-
,"CHILTON, AL",23,-,-
,"MONTGOMERY, GA",18,-,-
,"GLASCOCK, GA",17,-,-
,"EVANS, GA",26,-,-
,"CANDLER, GA",20,-,-
,"TREGO, KS",12,-,-
,"BULLOCK, AL",10 or fewer,-,-
,"BIBB, AL",38,-,-
,"OSBORNE, KS",10 or fewer,-,-
,"TREUTLEN, GA",21,-,-
,"STEVENS, KS",15,-,-
,"GRAY, KS",14,-,-
,"CHATTAHOOCHEE, GA",34,-,-
,"CHAUTAUQUA, KS",10 or fewer,-,-
,"GRAHAM, KS",14,-,-
,"STEWART, GA",26,-,-
,"KINGMAN, KS",22,-,-
,"SCHLEY, GA",24,-,-
,"LANE, KS",14,-,-
,"HODGEMAN, KS",13,-,-
,"BOUNDARY, ID",19,-,-
,"LINCOLN, KS",10 or fewer,-,-
,"LAWRENCE, AL",21,-,-
,"SITKA, AK",15,-,-
,"DOLORES, CO",13,-,-
,"SHOSHONE, ID",23,-,-
,"MEADE, KS",12,-,-
,"CLARK, KS",18,-,-
,"COOSA, AL",10 or fewer,-,-
,"MINERAL, CO",10 or fewer,-,-
,"PERRY, AL",10 or fewer,-,-
,"PETERSBURG, AK",10 or fewer,-,-
,"WHEELER, GA",10 or fewer,-,-
,"GREELEY, KS",10 or fewer,-,-
,"HAMILTON, KS",10 or fewer,-,-
,"WICHITA, KS",10 or fewer,-,-
,"VALDEZ CORDOVA, AK",10 or fewer,-,-
,"HARPER, KS",10 or fewer,-,-
,"BARBER, KS",10 or fewer,-,-
,"HASKELL, KS",10 or fewer,-,-
,"KEARNY, KS",10 or fewer,-,-
,"ELK, KS",10 or fewer,-,-
,"HINSDALE, CO",10 or fewer,-,-
,"SOUTHEAST FAIRBANKS, AK",10 or fewer,-,-
,"PRINCE OF WALES HYDER, AK",10 or fewer,-,-
,"KIOWA, KS",11,-,-
,"STANTON, KS",10 or fewer,-,-
,"LOWNDES, AL",10 or fewer,-,-
,"WEBSTER, GA",13,-,-
,"NOME, AK",10 or fewer,-,-
,"NORTH SLOPE, AK",10 or fewer,-,-
,"ALEUTIANS WEST, AK",10 or fewer,-,-
,"BETHEL, AK",10 or fewer,-,-
,"HAINES, AK",10 or fewer,-,-
,"SAN JUAN, CO",10 or fewer,-,-
,"WRANGELL, AK",10 or fewer,-,-
,"DENALI, AK",10 or fewer,-,-
,"HOONAH ANGOON, AK",10 or fewer,-,-
,"COMANCHE, KS",10 or fewer,-,-
,"CLARK, ID",10 or fewer,-,-
,"YUKON KOYUKUK, AK",10 or fewer,-,-
,"NORTHWEST ARCTIC, AK",10 or fewer,-,-
,"SKAGWAY, AK",10 or fewer,-,-
,"DILLINGHAM, AK",10 or fewer,-,-
,"ALEUTIANS EAST, AK",10 or fewer,-,-
,"BRISTOL BAY, AK",10 or fewer,-,-
,"YAKUTAT, AK",10 or fewer,-,-
,"KUSILVAK, AK",10 or fewer,-,-
,"LAKE AND PENINSULA, AK",10 or fewer,-,-
,"KALAWAO, HI",10 or fewer,-,-
,None of the above,343589,0.535%,9.1%
,Total,4045218,0.885%,12.1%
≥ 25 and < 35,"COOK, IL",353255,2%,21.9%
,"SAN DIEGO, CA",203861,1.1%,20%
,"MARICOPA, AZ",158008,1.3%,22.4%
,"ORANGE, FL",136313,1.3%,27.2%
,"RIVERSIDE, CA",114094,1.2%,24.3%
,"BROWARD, FL",89397,1.1%,21%
,"MIAMI-DADE, FL",105838,0.988%,18.7%
,"LOS ANGELES, CA",116128,1%,21.4%
,"HONOLULU, HI",76199,1.5%,16.7%
,"SANTA CLARA, CA",86912,0.961%,12.3%
,"FRESNO, CA",80838,2.1%,32.6%
,"HILLSBOROUGH, FL",94628,1.6%,26.8%
,"NEW HAVEN, CT",82191,1.5%,15.1%
,"ALAMEDA, CA",86161,1.4%,15.5%
,"ORANGE, CA",83169,0.705%,17%
,"HARTFORD, CT",74863,1.4%,17.3%
,"DUVAL, FL",77363,1.9%,30.1%
,"CONTRA COSTA, CA",73319,1.4%,12.1%
,"LEE, FL",60923,1.5%,25.1%
,"MARION, IN",87292,2%,24.6%
,"COBB, GA",64712,1.5%,22%
,"FAIRFIELD, CT",55446,1.5%,16.8%
,"EL PASO, CO",73984,1.1%,19.2%
,"DENVER, CO",102716,1.1%,12.4%
,"SAN BERNARDINO, CA",69885,1.9%,23.7%
,"FULTON, GA",54352,0.975%,19.3%
,"PIMA, AZ",51235,2.2%,27.4%
,"ADA, ID",53234,1.5%,17.3%
,"POLK, FL",50576,1.6%,32.7%
,"ARAPAHOE, CO",50162,1.2%,19.1%
,"SAN FRANCISCO, CA",65455,0.909%,6.5%
,"POLK, IA",48077,1.8%,22.7%
,"VOLUSIA, FL",33224,1.2%,32.3%
,"JOHNSON, KS",41583,1.5%,19.9%
,"DEKALB, GA",35149,1.1%,24.1%
,"DUPAGE, IL",37932,1.8%,20.6%
,"LAKE, IL",31110,1.9%,22.3%
,"LAKE, FL",30383,1.3%,32.2%
,"PULASKI, AR",39454,1.8%,26.6%
,"SEMINOLE, FL",36824,1.3%,27.4%
,"SACRAMENTO, CA",48025,0.87%,12.8%
,"OSCEOLA, FL",36408,1.3%,30.4%
,"KANE, IL",34958,2.4%,25.2%
,"GWINNETT, GA",22526,1.2%,24.5%
,"LARIMER, CO",37352,1.1%,14.2%
,"LAKE, IN",30289,2.1%,25.8%
,"ALLEN, IN",35080,2.3%,23.6%
,"PALM BEACH, FL",23818,0.802%,19.6%
,"WINNEBAGO, IL",30566,2.6%,26.8%
,"JEFFERSON, CO",33393,0.97%,14%
,"ADAMS, CO",36780,1.3%,20.2%
,"NEW LONDON, CT",28929,1.6%,18.7%
,"SAN MATEO, CA",29301,1%,12.3%
,"WELD, CO",31831,1.5%,23.3%
,"MONTEREY, CA",29893,2.4%,23.9%
,"PINELLAS, FL",30620,1.6%,27.3%
,"LINN, IA",27592,2%,19.5%
,"KERN, CA",31658,1.8%,31.1%
,"BOULDER, CO",26397,0.913%,10.9%
,"CANYON, ID",26963,2.5%,26.5%
,"DOUGLAS, CO",21230,0.989%,16.2%
,"ALACHUA, FL",33250,1.5%,16%
,"PASCO, FL",23185,1.6%,31.5%
,"NEW CASTLE, DE",15603,1.5%,25.2%
,"HALL, GA",24165,2.2%,26.6%
,"CHAMPAIGN, IL",29693,1.5%,15.3%
,"WILL, IL",22868,2%,26.5%
,"PEORIA, IL",21786,1.9%,23.5%
,"SHAWNEE, KS",20248,2.4%,23.6%
,"MARION, FL",17128,1.8%,37.5%
,"MCHENRY, IL",16913,1.4%,19.8%
,"SUSSEX, DE",15146,2%,30.9%
,"SAINT LUCIE, FL",13366,1.1%,31%
,"SAN JOAQUIN, CA",15217,0.861%,19.3%
,"MOBILE, AL",17851,2.9%,28.6%
,"CHEROKEE, GA",13629,1.1%,21.5%
,"SAINT JOHNS, FL",9305,1.2%,23.5%
,"JOHNSON, IA",25097,1.4%,12.4%
,"VANDERBURGH, IN",19064,2.1%,23.2%
,"MCLEAN, IL",18369,1.3%,23.6%
,"HAMILTON, IN",16003,1.1%,18.2%
,"KENT, DE",16459,2.3%,28.3%
,"COLLIER, FL",11560,1.1%,26%
,"PAULDING, GA",14922,1.7%,28%
,"MIDDLESEX, CT",14459,1.3%,16.7%
,"SONOMA, CA",16917,1.8%,19%
,"TAZEWELL, IL",12966,1.9%,24.2%
,"BREVARD, FL",10589,0.652%,24.4%
,"BALDWIN, AL",11517,1.9%,28.5%
,"INDIAN RIVER, FL",7431,1.2%,19.7%
,"ROCK ISLAND, IL",12793,2.5%,27.6%
,"DOUGLAS, GA",12310,2%,25.7%
,"CLAY, FL",9412,1.6%,34.6%
,"CLARK, IN",13817,2.2%,29.6%
,"LITCHFIELD, CT",10535,1.2%,17.5%
,"SCOTT, IA",12376,2.1%,27.2%
,"SAINT CLAIR, IL",11723,1.6%,29.3%
,"SANGAMON, IL",11382,2%,29.7%
,"BLACK HAWK, IA",12571,2.6%,26.8%
,"WYANDOTTE, KS",14797,2%,27.9%
,"LOWNDES, GA",13340,1.9%,25.5%
,"MARTIN, FL",5894,1%,24.9%
,"ST JOSEPH, IN",10604,2.2%,34.8%
,"LA SALLE, IL",9607,1.8%,27.9%
,"HAWAII, HI",8245,1.8%,24.9%
,"TWIN FALLS, ID",11114,2.2%,20.4%
,"KENDALL, IL",9547,2.1%,24%
,"SOLANO, CA",12997,1.5%,19.9%
,"FLAGLER, FL",5831,1.2%,30.5%
,"TOLLAND, CT",9066,1.2%,16.5%
,"MADISON, IN",9995,2.2%,28.2%
,"WOODBURY, IA",10611,2.1%,28.2%
,"TULARE, CA",11817,0.939%,44.3%
,"NASSAU, FL",7041,1.4%,29.5%
,"HUMBOLDT, CA",10714,1.7%,19.8%
,"JOHNSON, IN",9581,1.5%,27.2%
,"SUMTER, FL",3355,1.4%,33.2%
,"SANTA CRUZ, CA",10014,1.3%,15.9%
,"WINDHAM, CT",8763,1.4%,20.7%
,"CLAYTON, GA",7541,1.3%,31%
,"MADISON, IL",9586,1.7%,29.6%
,"BARTHOLOMEW, IN",9608,2.4%,29.2%
,"VERMILION, IL",8754,2.1%,22.1%
,"SALINE, AR",8452,1.7%,31.5%
,"MADERA, CA",8721,1.5%,35.9%
,"PUEBLO, CO",9139,1.5%,33.3%
,"HENRY, GA",5391,1.2%,29.5%
,"SEBASTIAN, AR",8347,2.4%,32.9%
,"FORSYTH, GA",4544,0.77%,19.2%
,"CRAIGHEAD, AR",10779,2.4%,31.3%
,"PORTER, IN",6810,2%,25.1%
,"MARIN, CA",8123,1.8%,16.3%
,"KAUAI, HI",6650,1.8%,11.2%
,"MACON, IL",7847,1.8%,29%
,"FAULKNER, AR",7594,1.3%,28.6%
,"FLOYD, IN",7130,1.9%,26.6%
,"BARROW, GA",6907,2.1%,29.7%
,"STANISLAUS, CA",5116,0.801%,11%
,"PINAL, AZ",6854,1.1%,23.6%
,"JACKSON, GA",6111,1.7%,27.4%
,"DUBUQUE, IA",7221,1.9%,22.2%
,"BANNOCK, ID",7662,1.4%,27.5%
,"MESA, CO",6060,1.4%,22.5%
,"HIGHLANDS, FL",4581,1.5%,39.1%
,"TROUP, GA",7308,2.7%,29.1%
,"WASHINGTON, AR",3655,1.3%,19.1%
,"MERCED, CA",4974,1.2%,35.9%
,"WHITFIELD, GA",6043,2.5%,43.3%
,"HOUSTON, AL",5823,2%,34.8%
,"WARRICK, IN",5259,1.8%,22.8%
,"LONOKE, AR",5566,1.6%,31.6%
,"HOWARD, IN",5697,2%,32.6%
,"DALLAS, IA",6466,1.3%,21.5%
,"BARTOW, GA",5502,1.5%,31.6%
,"HANCOCK, IN",5580,1.7%,25.8%
,"PLACER, CA",5622,0.249%,9.6%
,"WAYNE, IN",4991,2.6%,31.4%
,"BOONE, IL",4893,2.7%,26.9%
,"KNOX, IL",4565,2.3%,27.9%
,"BENTON, AR",2092,0.813%,19.8%
,"CRAWFORD, AR",4520,1.7%,31.9%
,"HERNANDO, FL",4706,1.7%,34.6%
,"YOLO, CA",6984,1.1%,10.5%
,"SANTA BARBARA, CA",6005,2.4%,28.3%
,"BROOMFIELD, CO",5553,1.1%,13.3%
,"SPALDING, GA",4514,2.2%,33.8%
,"GORDON, GA",4412,1.8%,43.3%
,"HABERSHAM, GA",3834,1.6%,32.2%
,"CITRUS, FL",2841,1.9%,35%
,"MUSCATINE, IA",4270,2.7%,27.6%
,"EL DORADO, CA",3293,-,8.8%
,"LEAVENWORTH, KS",3876,1.7%,27.5%
,"CHARLOTTE, FL",2661,1.3%,25.2%
,"NOBLE, IN",4044,2.6%,23.4%
,"VENTURA, CA",4800,0.292%,6.5%
,"KNOX, IN",3968,2.1%,32.3%
,"ELKHART, IN",4702,2.7%,31.7%
,"WOODFORD, IL",3117,1.3%,22.6%
,"FLOYD, GA",2929,1.6%,35.3%
,"HENRY, IL",3164,2.1%,30.2%
,"CLARKE, GA",4288,2.1%,30.6%
,"RICHMOND, GA",3510,2.5%,40.9%
,"KOSCIUSKO, IN",3847,2.1%,28.1%
,"JEFFERSON, AR",2950,3.7%,37.1%
,"WEBSTER, IA",3905,2%,26.4%
,"MENDOCINO, CA",4385,1.6%,24.4%
,"HUNTINGTON, IN",3560,2.4%,25.2%
,"OGLE, IL",2984,1.8%,25.5%
,"GIBSON, IN",3537,2.1%,26.2%
,"CARROLL, GA",3007,1.9%,29.5%
,"CRITTENDEN, AR",4022,2.1%,31.1%
,"SARASOTA, FL",2423,0.991%,18.8%
,"KINGS, CA",3830,1.3%,43.8%
,"WARREN, IA",3294,1.3%,22.5%
,"DOUGLAS, KS",4524,1.3%,20.4%
,"HARRISON, IN",3030,2.3%,29.5%
,"MARSHALL, IA",3466,2.2%,30.5%
,"WHITLEY, IN",3186,1.9%,22.9%
,"MARSHALL, IN",2979,2%,36.7%
,"LIVINGSTON, IL",3167,1.9%,26.8%
,"CATOOSA, GA",3018,1.9%,34.1%
,"MANATEE, FL",3130,0.958%,23.2%
,"EFFINGHAM, IL",3123,1.6%,26.5%
,"WALKER, GA",2922,1.3%,33.7%
,"ELMORE, ID",5065,1%,17.9%
,"CLINTON, IL",2942,1.9%,29.2%
,"DEKALB, IL",3654,1.7%,27.3%
,"BUREAU, IL",2810,1.6%,29.2%
,"DEARBORN, IN",2178,1.5%,22.7%
,"WALTON, GA",1755,2.3%,28.3%
,"HENDRICKS, IN",3153,1.3%,23.4%
,"WABASH, IN",2591,2.4%,28.4%
,"WHITE, AR",2386,2.8%,35.8%
,"WHITE, GA",2500,1.8%,27.1%
,"LUMPKIN, GA",2985,1.3%,24%
,"BLAINE, ID",2677,1%,9.5%
,"COLUMBIA, GA",2440,1.2%,37%
,"COLUMBIA, FL",2172,2.6%,32.5%
,"COWETA, GA",1959,1.1%,25.2%
,"NAPA, CA",3346,1.5%,18.6%
,"COLES, IL",2939,2.1%,21.3%
,"MURRAY, GA",2701,2.4%,45.6%
,"FAYETTE, GA",1524,0.919%,19.2%
,"PAYETTE, ID",2704,2.9%,24.9%
,"STEPHENS, GA",2335,2%,34.9%
,"COFFEE, AL",1649,2.2%,37.3%
,"LEVY, FL",2206,2.2%,29.7%
,"YAVAPAI, AZ",1862,-,15.4%
,"CAMDEN, GA",2344,1.6%,36.1%
,"GEARY, KS",5042,1.3%,31.3%
,"PUTNAM, FL",1862,2.6%,33.8%
,"MAUI, HI",2156,1.9%,25.8%
,"GREENE, AR",2777,1.8%,31.7%
,"DAWSON, GA",2485,1.1%,18.8%
,"NEWTON, GA",1623,1.2%,26.7%
,"RILEY, KS",3105,2.1%,21.2%
,"STEUBEN, IN",1730,1.8%,27.6%
,"LYON, KS",2605,2.6%,27.8%
,"JEROME, ID",2917,2.3%,20.8%
,"CLEBURNE, AR",1711,1.2%,24.7%
,"GARLAND, AR",1414,1.6%,30.2%
,"BARTON, KS",2154,1.5%,36.8%
,"POTTAWATTAMIE, IA",2572,2.1%,29.6%
,"POSEY, IN",1865,1.9%,23.1%
,"MACOUPIN, IL",1867,1.3%,31%
,"ROUTT, CO",2907,0.654%,7.9%
,"ESCAMBIA, FL",1250,1%,22.2%
,"DALE, AL",2132,1.4%,28.5%
,"HOT SPRING, AR",2084,1.3%,30.3%
,"FULTON, IL",1677,1.3%,23.3%
,"WAPELLO, IA",2213,2.6%,31.1%
,"BENTON, IA",1937,2.3%,23.8%
,"ROCKDALE, GA",1403,1.6%,27.4%
,"LAGRANGE, IN",1883,1.5%,22.7%
,"FAYETTE, IN",2078,2.8%,33.7%
,"STORY, IA",2881,2.2%,23.6%
,"LEON, FL",2737,0.95%,21.5%
,"CLINTON, IA",1851,2.6%,34.7%
,"TELLER, CO",1454,1.2%,17.6%
,"SIOUX, IA",2118,1.3%,15.5%
,"DELAWARE, IN",2571,2.2%,32.4%
,"FRANKLIN, GA",1877,2.2%,38.6%
,"HENDRY, FL",2175,2.4%,37.2%
,"DES MOINES, IA",1614,3.2%,29.8%
,"COCHISE, AZ",1467,1.8%,34.3%
,"BUENA VISTA, IA",1842,3.1%,26.5%
,"POLK, GA",1589,2.1%,31.7%
,"MAHASKA, IA",1966,1.4%,25.7%
,"JEFFERSON, IN",1644,3%,33%
,"CLARK, AR",2084,2%,29.6%
,"MONTGOMERY, IL",1472,1.1%,32.9%
,"POPE, AR",1230,2%,33%
,"BREMER, IA",1565,1.8%,23.6%
,"BANKS, GA",1862,1.9%,30.6%
,"WASHINGTON, IA",1662,1.9%,22.7%
,"CHRISTIAN, IL",1583,2.3%,34.6%
,"LATAH, ID",1757,1%,21.3%
,"HART, GA",1433,1.8%,35%
,"SAN BENITO, CA",1476,1.7%,22.5%
,"POINSETT, AR",1893,2.9%,36.3%
,"WASHINGTON, IN",1588,3%,35.5%
,"ARKANSAS, AR",1703,2.4%,29.5%
,"DOUGLAS, IL",1685,2%,18%
,"MORGAN, IN",1858,1.5%,27.7%
,"JONES, IA",1535,1.4%,20.1%
,"MISSISSIPPI, AR",1679,3%,38.7%
,"SEDGWICK, KS",2704,0.851%,17.3%
,"PIATT, IL",1393,1.1%,16.9%
,"JASPER, IA",1620,1.6%,29.6%
,"SHASTA, CA",2420,0.868%,20%
,"RICHLAND, IL",1509,2.1%,33.2%
,"BUTTS, GA",1617,1.4%,28.4%
,"POWESHIEK, IA",1468,1.9%,27.5%
,"FRANKLIN, KS",1531,1.6%,33.6%
,"OUACHITA, AR",1350,3.5%,34.2%
,"TUSCALOOSA, AL",2397,4.9%,36.9%
,"GENEVA, AL",1321,1.2%,27.1%
,"SUWANNEE, FL",1181,2.2%,36.5%
,"SAN LUIS OBISPO, CA",850,-,13.3%
,"WARREN, IL",1433,2.4%,30.2%
,"HARDEE, FL",1796,1.6%,43%
,"CEDAR, IA",1480,2.3%,20.7%
,"OSAGE, KS",1249,2.1%,24.4%
,"MIAMI, KS",1388,1.8%,30.8%
,"RIPLEY, IN",932,1.4%,27.7%
,"LEE, IA",1390,2.7%,29.5%
,"BRADFORD, FL",1331,2.8%,34.6%
,"BUTTE, CA",3726,-,14.3%
,"PLYMOUTH, IA",1431,0.908%,19.6%
,"OKALOOSA, FL",824,1.3%,18.6%
,"BAKER, FL",1450,1.5%,38.6%
,"TAMA, IA",1434,2.9%,29.3%
,"SHELBY, IL",1284,1.2%,26.9%
,"SANTA ROSA, FL",613,-,21.4%
,"OCONEE, GA",725,2.6%,25.2%
,"DAVIESS, IN",1331,2.8%,31.5%
,"SCOTT, IN",1400,2.9%,39.5%
,"GEM, ID",1210,2.7%,25.1%
,"MIAMI, IN",1434,2%,31.7%
,"JACKSON, IN",1386,2.3%,34.6%
,"STEPHENSON, IL",1153,3%,29%
,"JEFFERSON, KS",1167,2.3%,21.9%
,"BOND, IL",1287,1.9%,30.3%
,"GREENE, GA",744,-,35.5%
,"GRANT, IN",1462,2.4%,34.3%
,"MONROE, FL",1324,1.1%,25.8%
,"ELBERT, CO",1102,1.3%,21.6%
,"OBRIEN, IA",1445,1.6%,19.4%
,"MINIDOKA, ID",1277,2.5%,35.6%
,"JENNINGS, IN",1462,2.7%,38.7%
,"GRUNDY, IL",1725,0.754%,22.7%
,"FAYETTE, IA",1242,2.5%,23.8%
,"VALLEY, ID",1050,-,14.5%
,"BERRIEN, GA",1441,1.9%,25.7%
,"LAKE, CA",1730,0.925%,21.2%
,"RABUN, GA",788,1.5%,35.9%
,"IOWA, IA",1070,1.2%,22.1%
,"FRANKLIN, IN",1050,2%,29%
,"IMPERIAL, CA",2221,0.991%,33.5%
,"LA PORTE, IN",1291,1.1%,26.2%
,"GOODING, ID",1405,1.6%,23%
,"MARSHALL, IL",1082,2.4%,27.1%
,"BAY, FL",1191,-,28.5%
,"IROQUOIS, IL",1073,2%,24.9%
,"LEE, IL",1020,1.7%,29%
,"BUCHANAN, IA",1043,1.6%,29%
,"UNION, AR",757,3.4%,35.9%
,"FREMONT, CO",847,1.9%,27.6%
,"ALLAMAKEE, IA",1098,1.1%,13.8%
,"WHITESIDE, IL",921,2.6%,28.8%
,"MUSCOGEE, GA",1015,1.1%,23.9%
,"WINNESHIEK, IA",950,1.9%,10.6%
,"GRANT, AR",1006,-,36%
,"SHELBY, IN",1328,2.6%,30.3%
,"HENRY, IN",1277,2.1%,33.5%
,"WILLIAMSON, IL",509,-,32.2%
,"SPENCER, IN",1106,1.6%,25.9%
,"MERCER, IL",951,1.3%,26.6%
,"ETOWAH, AL",1609,0.808%,32.3%
,"CERRO GORDO, IA",1203,1.8%,26.1%
,"KANKAKEE, IL",1337,1.6%,29.8%
,"CASSIA, ID",1086,2.7%,27.9%
,"DEL NORTE, CA",1087,3%,22.2%
,"LOGAN, IL",1179,1.4%,32.7%
,"INDEPENDENCE, AR",970,3.3%,35.8%
,"POTTAWATOMIE, KS",902,1.9%,24.2%
,"LAWRENCE, IL",999,2.1%,30.2%
,"FAYETTE, IL",981,1.6%,35.4%
,"WELLS, IN",1118,2.2%,26.7%
,"MARION, AL",915,2.4%,38.3%
,"MASSAC, IL",910,3%,32.3%
,"MOFFAT, CO",1321,0.908%,24.8%
,"COCONINO, AZ",2117,-,8.5%
,"OWYHEE, ID",1043,2.1%,27.4%
,"MARION, IA",982,1.4%,23%
,"BIBB, GA",1057,1.7%,25.7%
,"BOONE, IN",1384,1.3%,19.7%
,"MADISON, GA",826,2.1%,32.8%
,"DUBOIS, IN",895,2.1%,23.1%
,"CHATTOOGA, GA",705,1.7%,38.9%
,"HOUSTON, GA",889,-,24.3%
,"PICKENS, GA",542,-,26.6%
,"CRAWFORD, IL",811,2.6%,30.9%
,"JACKSON, IL",615,2.8%,32.8%
,"BINGHAM, ID",906,1.4%,32.3%
,"MILLER, AR",847,3.3%,36%
,"JACKSON, KS",854,1.6%,27.4%
,"FORD, IL",938,1.8%,22.9%
,"GRUNDY, IA",825,-,23.6%
,"DECATUR, IN",720,2.1%,33.1%
,"UNION, GA",392,-,29.1%
,"CLAYTON, IA",687,-,19.4%
,"MORGAN, CO",776,2.1%,27.4%
