,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,233
,Virginia,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,80
,,≥ 25 and < 35 Years,101
,,≥ 35 and < 45 Years,105
,,≥ 45 and < 55 Years,92
,,≥ 55 and < 65 Years,67
,,65 Years or more,15
,,No value,10 or fewer
,,Total,467
,California,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,70
,,≥ 25 and < 35 Years,113
,,≥ 35 and < 45 Years,75
,,≥ 45 and < 55 Years,66
,,≥ 55 and < 65 Years,47
,,65 Years or more,15
,,No value,10 or fewer
,,Total,386
,New York,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,89
,,≥ 25 and < 35 Years,111
,,≥ 35 and < 45 Years,92
,,≥ 45 and < 55 Years,66
,,≥ 55 and < 65 Years,60
,,65 Years or more,14
,,No value,10 or fewer
,,Total,432
,Georgia,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,17
,,≥ 25 and < 35 Years,16
,,≥ 35 and < 45 Years,17
,,≥ 45 and < 55 Years,13
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,70
,Indiana,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,60
,,≥ 25 and < 35 Years,60
,,≥ 35 and < 45 Years,65
,,≥ 45 and < 55 Years,31
,,≥ 55 and < 65 Years,25
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,252
,Colorado,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,62
,,≥ 25 and < 35 Years,113
,,≥ 35 and < 45 Years,69
,,≥ 45 and < 55 Years,60
,,≥ 55 and < 65 Years,34
,,65 Years or more,12
,,No value,10 or fewer
,,Total,357
,Oklahoma,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,13
,Tennessee,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,15
,,≥ 25 and < 35 Years,18
,,≥ 35 and < 45 Years,12
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,60
,Wisconsin,Less than 18 Years,12
,,≥ 18 and < 25 Years,77
,,≥ 25 and < 35 Years,114
,,≥ 35 and < 45 Years,73
,,≥ 45 and < 55 Years,54
,,≥ 55 and < 65 Years,65
,,65 Years or more,15
,,No value,10 or fewer
,,Total,410
,Minnesota,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,125
,,≥ 25 and < 35 Years,147
,,≥ 35 and < 45 Years,103
,,≥ 45 and < 55 Years,79
,,≥ 55 and < 65 Years,76
,,65 Years or more,18
,,No value,10 or fewer
,,Total,553
,Arkansas,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,13
,,≥ 35 and < 45 Years,14
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,51
,Maryland,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,27
,,≥ 25 and < 35 Years,38
,,≥ 35 and < 45 Years,38
,,≥ 45 and < 55 Years,20
,,≥ 55 and < 65 Years,26
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,160
,Connecticut,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,57
,,≥ 25 and < 35 Years,97
,,≥ 35 and < 45 Years,95
,,≥ 45 and < 55 Years,63
,,≥ 55 and < 65 Years,33
,,65 Years or more,11
,,No value,10 or fewer
,,Total,357
,Kentucky,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,23
,,≥ 25 and < 35 Years,37
,,≥ 35 and < 45 Years,33
,,≥ 45 and < 55 Years,20
,,≥ 55 and < 65 Years,14
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,131
,Arizona,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,21
,,≥ 25 and < 35 Years,37
,,≥ 35 and < 45 Years,22
,,≥ 45 and < 55 Years,16
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,112
,Kansas,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,17
,New Jersey,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,13
,,≥ 25 and < 35 Years,47
,,≥ 35 and < 45 Years,29
,,≥ 45 and < 55 Years,20
,,≥ 55 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,125
,Missouri,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,29
,Nevada,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,11
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,38
,Massachusetts,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,66
,,≥ 25 and < 35 Years,145
,,≥ 35 and < 45 Years,114
,,≥ 45 and < 55 Years,84
,,≥ 55 and < 65 Years,49
,,65 Years or more,14
,,No value,10 or fewer
,,Total,475
,Oregon,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,123
,,≥ 25 and < 35 Years,154
,,≥ 35 and < 45 Years,146
,,≥ 45 and < 55 Years,115
,,≥ 55 and < 65 Years,69
,,65 Years or more,14
,,No value,10 or fewer
,,Total,626
,Nebraska,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,12
,,≥ 25 and < 35 Years,12
,,≥ 35 and < 45 Years,13
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,45
,West Virginia,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,35
,Alabama,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,12
,,≥ 25 and < 35 Years,19
,,≥ 35 and < 45 Years,11
,,≥ 45 and < 55 Years,13
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,65
,Iowa,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,48
,,≥ 25 and < 35 Years,56
,,≥ 35 and < 45 Years,48
,,≥ 45 and < 55 Years,38
,,≥ 55 and < 65 Years,33
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,233
,Washington,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,47
,,≥ 25 and < 35 Years,78
,,≥ 35 and < 45 Years,58
,,≥ 45 and < 55 Years,37
,,≥ 55 and < 65 Years,27
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,258
,Delaware,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,19
,Idaho,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,39
,,≥ 25 and < 35 Years,34
,,≥ 35 and < 45 Years,26
,,≥ 45 and < 55 Years,16
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,130
,Hawaii,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,96
,,≥ 25 and < 35 Years,160
,,≥ 35 and < 45 Years,99
,,≥ 45 and < 55 Years,106
,,≥ 55 and < 65 Years,93
,,65 Years or more,33
,,No value,10 or fewer
,,Total,595
,South Dakota,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,20
,,≥ 25 and < 35 Years,18
,,≥ 35 and < 45 Years,13
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,75
,North Dakota,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,19
,,≥ 25 and < 35 Years,18
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,14
,,≥ 55 and < 65 Years,11
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,71
,Maine,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,18
,New Mexico,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,11
,Utah,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,25
,District of Columbia,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,10 or fewer
,Vermont,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,10 or fewer
,New Hampshire,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,31
,Montana,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,44
,,≥ 25 and < 35 Years,68
,,≥ 35 and < 45 Years,33
,,≥ 45 and < 55 Years,13
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,169
,Wyoming,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,10 or fewer
,Alaska,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,10 or fewer
,Virgin Islands,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,10 or fewer
,Puerto Rico,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,10 or fewer
,Rhode Island,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,13
,None of the above,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,25
,,≥ 25 and < 35 Years,36
,,≥ 35 and < 45 Years,29
,,≥ 45 and < 55 Years,17
,,≥ 55 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,125
,Total,Less than 18 Years,123
,,≥ 18 and < 25 Years,2250
,,≥ 25 and < 35 Years,3160
,,≥ 35 and < 45 Years,2430
,,≥ 45 and < 55 Years,1900
,,≥ 55 and < 65 Years,1500
,,65 Years or more,381
,,No value,10 or fewer
,,Total,11744
Jan 1 – Dec 31 2024,Ohio,Less than 18 Years,26
,,≥ 18 and < 25 Years,409
,,≥ 25 and < 35 Years,547
,,≥ 35 and < 45 Years,404
,,≥ 45 and < 55 Years,338
,,≥ 55 and < 65 Years,266
,,65 Years or more,78
,,No value,10 or fewer
,,Total,2068
,Texas,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,113
,,≥ 25 and < 35 Years,168
,,≥ 35 and < 45 Years,138
,,≥ 45 and < 55 Years,100
,,≥ 55 and < 65 Years,61
,,65 Years or more,12
,,No value,10 or fewer
,,Total,599
,North Carolina,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,19
,,≥ 25 and < 35 Years,42
,,≥ 35 and < 45 Years,28
,,≥ 45 and < 55 Years,23
,,≥ 55 and < 65 Years,14
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,130
,Florida,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,107
,,≥ 25 and < 35 Years,189
,,≥ 35 and < 45 Years,156
,,≥ 45 and < 55 Years,102
,,≥ 55 and < 65 Years,96
,,65 Years or more,37
,,No value,10 or fewer
,,Total,692
,Mississippi,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,16
,,≥ 25 and < 35 Years,31
,,≥ 35 and < 45 Years,24
,,≥ 45 and < 55 Years,13
,,≥ 55 and < 65 Years,17
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,105
,South Carolina,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,29
,,≥ 25 and < 35 Years,36
,,≥ 35 and < 45 Years,33
,,≥ 45 and < 55 Years,29
,,≥ 55 and < 65 Years,21
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,154
,Louisiana,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,15
,,≥ 25 and < 35 Years,20
,,≥ 35 and < 45 Years,12
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,12
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,70
,Pennsylvania,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,119
,,≥ 25 and < 35 Years,164
,,≥ 35 and < 45 Years,150
,,≥ 45 and < 55 Years,110
,,≥ 55 and < 65 Years,89
,,65 Years or more,25
,,No value,10 or fewer
,,Total,663
,Illinois,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,102
,,≥ 25 and < 35 Years,146
,,≥ 35 and < 45 Years,118
,,≥ 45 and < 55 Years,93
,,≥ 55 and < 65 Years,45
,,65 Years or more,14
,,No value,10 or fewer
,,Total,525
,Michigan,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,47
,,≥ 25 and < 35 Years,46
,,≥ 35 and < 45 Years,47
,,≥ 45 and < 55 Years,44
,,≥ 55 and < 65 Years,36
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,230
,Virginia,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,91
,,≥ 25 and < 35 Years,123
,,≥ 35 and < 45 Years,115
,,≥ 45 and < 55 Years,79
,,≥ 55 and < 65 Years,53
,,65 Years or more,18
,,No value,10 or fewer
,,Total,488
,California,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,89
,,≥ 25 and < 35 Years,126
,,≥ 35 and < 45 Years,104
,,≥ 45 and < 55 Years,77
,,≥ 55 and < 65 Years,54
,,65 Years or more,20
,,No value,10 or fewer
,,Total,472
,New York,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,74
,,≥ 25 and < 35 Years,114
,,≥ 35 and < 45 Years,88
,,≥ 45 and < 55 Years,65
,,≥ 55 and < 65 Years,63
,,65 Years or more,11
,,No value,10 or fewer
,,Total,419
,Georgia,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,22
,,≥ 35 and < 45 Years,21
,,≥ 45 and < 55 Years,18
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,84
,Indiana,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,48
,,≥ 25 and < 35 Years,76
,,≥ 35 and < 45 Years,54
,,≥ 45 and < 55 Years,32
,,≥ 55 and < 65 Years,32
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,247
,Colorado,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,94
,,≥ 25 and < 35 Years,118
,,≥ 35 and < 45 Years,92
,,≥ 45 and < 55 Years,55
,,≥ 55 and < 65 Years,37
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,406
,Oklahoma,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,19
,Tennessee,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,22
,,≥ 25 and < 35 Years,25
,,≥ 35 and < 45 Years,21
,,≥ 45 and < 55 Years,19
,,≥ 55 and < 65 Years,13
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,107
,Wisconsin,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,102
,,≥ 25 and < 35 Years,121
,,≥ 35 and < 45 Years,98
,,≥ 45 and < 55 Years,64
,,≥ 55 and < 65 Years,47
,,65 Years or more,11
,,No value,10 or fewer
,,Total,448
,Minnesota,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,125
,,≥ 25 and < 35 Years,164
,,≥ 35 and < 45 Years,123
,,≥ 45 and < 55 Years,83
,,≥ 55 and < 65 Years,72
,,65 Years or more,24
,,No value,10 or fewer
,,Total,595
,Arkansas,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,12
,,≥ 25 and < 35 Years,21
,,≥ 35 and < 45 Years,20
,,≥ 45 and < 55 Years,15
,,≥ 55 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,86
,Maryland,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,34
,,≥ 25 and < 35 Years,40
,,≥ 35 and < 45 Years,51
,,≥ 45 and < 55 Years,29
,,≥ 55 and < 65 Years,28
,,65 Years or more,16
,,No value,10 or fewer
,,Total,199
,Connecticut,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,62
,,≥ 25 and < 35 Years,145
,,≥ 35 and < 45 Years,117
,,≥ 45 and < 55 Years,82
,,≥ 55 and < 65 Years,53
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,470
,Kentucky,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,38
,,≥ 25 and < 35 Years,37
,,≥ 35 and < 45 Years,32
,,≥ 45 and < 55 Years,21
,,≥ 55 and < 65 Years,17
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,151
,Arizona,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,29
,,≥ 25 and < 35 Years,22
,,≥ 35 and < 45 Years,21
,,≥ 45 and < 55 Years,26
,,≥ 55 and < 65 Years,15
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,117
,Kansas,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,14
,New Jersey,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,13
,,≥ 25 and < 35 Years,43
,,≥ 35 and < 45 Years,48
,,≥ 45 and < 55 Years,37
,,≥ 55 and < 65 Years,18
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,168
,Missouri,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,15
,Nevada,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,16
,,≥ 25 and < 35 Years,28
,,≥ 35 and < 45 Years,18
,,≥ 45 and < 55 Years,15
,,≥ 55 and < 65 Years,14
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,92
,Massachusetts,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,67
,,≥ 25 and < 35 Years,136
,,≥ 35 and < 45 Years,89
,,≥ 45 and < 55 Years,73
,,≥ 55 and < 65 Years,64
,,65 Years or more,18
,,No value,10 or fewer
,,Total,449
,Oregon,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,129
,,≥ 25 and < 35 Years,209
,,≥ 35 and < 45 Years,161
,,≥ 45 and < 55 Years,131
,,≥ 55 and < 65 Years,70
,,65 Years or more,32
,,No value,10 or fewer
,,Total,741
,Nebraska,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,12
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,16
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,46
,West Virginia,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,10 or fewer
,,≥ 25 and < 35 Years,15
,,≥ 35 and < 45 Years,10 or fewer
,,≥ 45 and < 55 Years,10 or fewer
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,45
,Alabama,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,15
,,≥ 25 and < 35 Years,10 or fewer
,,≥ 35 and < 45 Years,14
,,≥ 45 and < 55 Years,11
,,≥ 55 and < 65 Years,10 or fewer
,,65 Years or more,10 or fewer
,,No value,10 or fewer
,,Total,60
,Iowa,Less than 18 Years,10 or fewer
,,≥ 18 and < 25 Years,45
,,≥ 25 and < 35 Years,42
,,≥ 35 and < 45 Years,40
