Session Title,"Opioid Overdoses in ED, State Month Age",,,,,
Session ID,2768312,,,,,
Data Model,ED Encounters,,,,,
Population Base,All ED Encounters,,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,,,,,,
Session Date Range,1/1/2023 - 3/31/2024 (Based On Arrival Date),,,,,
Measure,Number of ED Encounters,,,,,
Export User,Stephanie Perniciaro,,,,,
Date of Export,10/22/2025,,,,,
,,,,,,
,,,,,,
,,,ED Diagnoses,"ICD-10 OPIOID OVERDOSE, Initial Encounter",None of the above,"Total: Total includes all data, including data from columns not currently displayed."
Year,Month,State of Residence (U.S.),Age at Time of Visit,,,
,,,65 Years or more,32,81221,81253
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,336,352538,352874
,,Ohio,Less than 15 Years,10 or fewer,47483,47485
,,,≥ 15 and < 25 Years,33,38837,38870
,,,≥ 25 and < 45 Years,281,88722,89003
,,,≥ 45 and < 65 Years,108,78043,78151
,,,65 Years or more,26,80468,80494
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,450,333553,334003
,,Texas,Less than 15 Years,10 or fewer,66629,66630
,,,≥ 15 and < 25 Years,27,38828,38855
,,,≥ 25 and < 45 Years,68,83115,83183
,,,≥ 45 and < 65 Years,24,70266,70290
,,,65 Years or more,13,67234,67247
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,133,326072,326205
,,Pennsylvania,Less than 15 Years,10 or fewer,28753,28753
,,,≥ 15 and < 25 Years,18,24064,24082
,,,≥ 25 and < 45 Years,118,57586,57704
,,,≥ 45 and < 65 Years,76,54467,54543
,,,65 Years or more,17,61404,61421
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,229,226274,226503
,,North Carolina,Less than 15 Years,10 or fewer,29559,29559
,,,≥ 15 and < 25 Years,32,22564,22596
,,,≥ 25 and < 45 Years,163,51880,52043
,,,≥ 45 and < 65 Years,72,45909,45981
,,,65 Years or more,13,46609,46622
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,280,196523,196803
,,Virginia,Less than 15 Years,10 or fewer,27852,27853
,,,≥ 15 and < 25 Years,20,21145,21165
,,,≥ 25 and < 45 Years,120,50360,50480
,,,≥ 45 and < 65 Years,95,43851,43946
,,,65 Years or more,30,45343,45373
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,266,188551,188817
,,New York,Less than 15 Years,10 or fewer,24457,24459
,,,≥ 15 and < 25 Years,18,21885,21903
,,,≥ 25 and < 45 Years,124,52489,52613
,,,≥ 45 and < 65 Years,84,46735,46819
,,,65 Years or more,23,49137,49160
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,251,194703,194954
,,Illinois,Less than 15 Years,10 or fewer,29042,29042
,,,≥ 15 and < 25 Years,11,18217,18228
,,,≥ 25 and < 45 Years,74,38619,38693
,,,≥ 45 and < 65 Years,62,35415,35477
,,,65 Years or more,18,41416,41434
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,165,162710,162875
,,Michigan,Less than 15 Years,10 or fewer,20994,20995
,,,≥ 15 and < 25 Years,10 or fewer,16394,16402
,,,≥ 25 and < 45 Years,65,37207,37272
,,,≥ 45 and < 65 Years,46,34387,34433
,,,65 Years or more,16,38829,38845
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,136,147811,147947
,,California,Less than 15 Years,10 or fewer,22007,22008
,,,≥ 15 and < 25 Years,20,14649,14669
,,,≥ 25 and < 45 Years,101,35196,35297
,,,≥ 45 and < 65 Years,46,30834,30880
,,,65 Years or more,14,29634,29648
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,182,132320,132502
,,Georgia,Less than 15 Years,10 or fewer,31157,31160
,,,≥ 15 and < 25 Years,12,15540,15552
,,,≥ 25 and < 45 Years,84,35043,35127
,,,≥ 45 and < 65 Years,48,31277,31325
,,,65 Years or more,18,26135,26153
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,165,139152,139317
,,South Carolina,Less than 15 Years,10 or fewer,18578,18580
,,,≥ 15 and < 25 Years,13,14653,14666
,,,≥ 25 and < 45 Years,104,33334,33438
,,,≥ 45 and < 65 Years,61,30547,30608
,,,65 Years or more,15,30137,30152
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,195,127249,127444
,,New Jersey,Less than 15 Years,10 or fewer,14331,14331
,,,≥ 15 and < 25 Years,10 or fewer,10386,10395
,,,≥ 25 and < 45 Years,55,24212,24267
,,,≥ 45 and < 65 Years,59,22894,22953
,,,65 Years or more,11,24060,24071
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,134,95883,96017
,,Colorado,Less than 15 Years,10 or fewer,24331,24334
,,,≥ 15 and < 25 Years,14,11889,11903
,,,≥ 25 and < 45 Years,94,23379,23473
,,,≥ 45 and < 65 Years,33,16725,16758
,,,65 Years or more,10 or fewer,16229,16234
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,149,92555,92704
,,Indiana,Less than 15 Years,10 or fewer,13166,13167
,,,≥ 15 and < 25 Years,11,10733,10744
,,,≥ 25 and < 45 Years,87,23954,24041
,,,≥ 45 and < 65 Years,40,21594,21634
,,,65 Years or more,10 or fewer,21933,21941
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,147,91380,91527
,,Connecticut,Less than 15 Years,10 or fewer,14031,14032
,,,≥ 15 and < 25 Years,10 or fewer,9568,9571
,,,≥ 25 and < 45 Years,44,21667,21711
,,,≥ 45 and < 65 Years,46,21019,21065
,,,65 Years or more,10 or fewer,22124,22131
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,101,88409,88510
,,Kentucky,Less than 15 Years,10 or fewer,15794,15797
,,,≥ 15 and < 25 Years,10 or fewer,9212,9222
,,,≥ 25 and < 45 Years,64,20087,20151
,,,≥ 45 and < 65 Years,41,19867,19908
,,,65 Years or more,10 or fewer,20860,20867
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,125,85820,85945
,,Louisiana,Less than 15 Years,10 or fewer,13586,13588
,,,≥ 15 and < 25 Years,11,9697,9708
,,,≥ 25 and < 45 Years,64,21246,21310
,,,≥ 45 and < 65 Years,48,18152,18200
,,,65 Years or more,10 or fewer,16633,16639
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,131,79314,79445
,,Massachusetts,Less than 15 Years,10 or fewer,11426,11426
,,,≥ 15 and < 25 Years,10 or fewer,8952,8956
,,,≥ 25 and < 45 Years,51,20952,21003
,,,≥ 45 and < 65 Years,57,17967,18024
,,,65 Years or more,10 or fewer,19215,19221
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,118,78512,78630
,,Wisconsin,Less than 15 Years,10 or fewer,14329,14329
,,,≥ 15 and < 25 Years,10 or fewer,8748,8752
,,,≥ 25 and < 45 Years,32,18473,18505
,,,≥ 45 and < 65 Years,18,17403,17421
,,,65 Years or more,10 or fewer,19215,19217
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,56,78168,78224
,,Minnesota,Less than 15 Years,10 or fewer,11983,11983
,,,≥ 15 and < 25 Years,19,8651,8670
,,,≥ 25 and < 45 Years,60,19386,19446
,,,≥ 45 and < 65 Years,20,16821,16841
,,,65 Years or more,10 or fewer,20181,20188
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,106,77022,77128
,,Maryland,Less than 15 Years,10 or fewer,9155,9157
,,,≥ 15 and < 25 Years,15,7175,7190
,,,≥ 25 and < 45 Years,63,17836,17899
,,,≥ 45 and < 65 Years,44,15831,15875
,,,65 Years or more,11,15943,15954
,,,No value,10 or fewer,11,11
,,,Total,135,65951,66086
,,Mississippi,Less than 15 Years,10 or fewer,9342,9342
,,,≥ 15 and < 25 Years,12,7123,7135
,,,≥ 25 and < 45 Years,26,15796,15822
,,,≥ 45 and < 65 Years,12,14855,14867
,,,65 Years or more,10 or fewer,14242,14249
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,57,61358,61415
,,Oregon,Less than 15 Years,10 or fewer,8829,8831
,,,≥ 15 and < 25 Years,13,6060,6073
,,,≥ 25 and < 45 Years,50,13319,13369
,,,≥ 45 and < 65 Years,25,12300,12325
,,,65 Years or more,10 or fewer,14444,14451
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,97,54952,55049
,,Tennessee,Less than 15 Years,10 or fewer,8454,8454
,,,≥ 15 and < 25 Years,10 or fewer,5387,5393
,,,≥ 25 and < 45 Years,39,11488,11527
,,,≥ 45 and < 65 Years,16,11051,11067
,,,65 Years or more,10 or fewer,10607,10608
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,62,46987,47049
,,Oklahoma,Less than 15 Years,10 or fewer,4904,4904
,,,≥ 15 and < 25 Years,10 or fewer,3295,3300
,,,≥ 25 and < 45 Years,28,7852,7880
,,,≥ 45 and < 65 Years,10 or fewer,7416,7422
,,,65 Years or more,10 or fewer,7768,7772
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,43,31235,31278
,,Iowa,Less than 15 Years,10 or fewer,6366,6366
,,,≥ 15 and < 25 Years,10 or fewer,4195,4198
,,,≥ 25 and < 45 Years,14,8909,8923
,,,≥ 45 and < 65 Years,10 or fewer,8206,8214
,,,65 Years or more,10 or fewer,9293,9297
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,29,36969,36998
,,Arkansas,Less than 15 Years,10 or fewer,9496,9496
,,,≥ 15 and < 25 Years,10 or fewer,4439,4441
,,,≥ 25 and < 45 Years,10 or fewer,8512,8519
,,,≥ 45 and < 65 Years,10 or fewer,7713,7718
,,,65 Years or more,10 or fewer,7156,7158
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,16,37316,37332
,,West Virginia,Less than 15 Years,10 or fewer,4267,4267
,,,≥ 15 and < 25 Years,10 or fewer,3620,3621
,,,≥ 25 and < 45 Years,10 or fewer,7770,7778
,,,≥ 45 and < 65 Years,10 or fewer,8238,8241
,,,65 Years or more,10 or fewer,8823,8825
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,14,32718,32732
,,Washington,Less than 15 Years,10 or fewer,4785,4786
,,,≥ 15 and < 25 Years,10 or fewer,3577,3585
,,,≥ 25 and < 45 Years,42,8904,8946
,,,≥ 45 and < 65 Years,19,7616,7635
,,,65 Years or more,10 or fewer,9113,9120
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,77,33995,34072
,,Arizona,Less than 15 Years,10 or fewer,4186,4187
,,,≥ 15 and < 25 Years,10 or fewer,3061,3068
,,,≥ 25 and < 45 Years,16,7545,7561
,,,≥ 45 and < 65 Years,10 or fewer,7308,7315
,,,65 Years or more,10 or fewer,8790,8790
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,31,30890,30921
,,Idaho,Less than 15 Years,10 or fewer,4017,4017
,,,≥ 15 and < 25 Years,10 or fewer,3413,3420
,,,≥ 25 and < 45 Years,12,7019,7031
,,,≥ 45 and < 65 Years,10 or fewer,6360,6363
,,,65 Years or more,10 or fewer,7548,7549
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,23,28357,28380
,,Missouri,Less than 15 Years,10 or fewer,2028,2030
,,,≥ 15 and < 25 Years,10 or fewer,2747,2749
,,,≥ 25 and < 45 Years,15,7025,7040
,,,≥ 45 and < 65 Years,10 or fewer,6432,6437
,,,65 Years or more,10 or fewer,7636,7637
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,25,25868,25893
,,Hawaii,Less than 15 Years,10 or fewer,4032,4032
,,,≥ 15 and < 25 Years,10 or fewer,1945,1948
,,,≥ 25 and < 45 Years,10 or fewer,5127,5135
,,,≥ 45 and < 65 Years,10 or fewer,5631,5634
,,,65 Years or more,10 or fewer,6352,6354
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,16,23087,23103
,,Kansas,Less than 15 Years,10 or fewer,2519,2519
,,,≥ 15 and < 25 Years,10 or fewer,2806,2813
,,,≥ 25 and < 45 Years,10 or fewer,6442,6451
,,,≥ 45 and < 65 Years,10 or fewer,5983,5989
,,,65 Years or more,10 or fewer,6975,6976
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,23,24725,24748
,,Maine,Less than 15 Years,10 or fewer,2708,2708
,,,≥ 15 and < 25 Years,10 or fewer,2287,2293
,,,≥ 25 and < 45 Years,20,5510,5530
,,,≥ 45 and < 65 Years,10 or fewer,5625,5628
,,,65 Years or more,10 or fewer,7585,7585
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,29,23715,23744
,,Nebraska,Less than 15 Years,10 or fewer,2675,2675
,,,≥ 15 and < 25 Years,10 or fewer,2883,2885
,,,≥ 25 and < 45 Years,10 or fewer,6291,6295
,,,≥ 45 and < 65 Years,10 or fewer,5126,5128
,,,65 Years or more,10 or fewer,5321,5323
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,22296,22306
,,Nevada,Less than 15 Years,10 or fewer,3732,3733
,,,≥ 15 and < 25 Years,10 or fewer,2351,2353
,,,≥ 25 and < 45 Years,12,5435,5447
,,,≥ 45 and < 65 Years,10 or fewer,4845,4851
,,,65 Years or more,10 or fewer,3796,3798
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,23,20159,20182
,,Rhode Island,Less than 15 Years,10 or fewer,3849,3849
,,,≥ 15 and < 25 Years,10 or fewer,2005,2006
,,,≥ 25 and < 45 Years,10 or fewer,4409,4419
,,,≥ 45 and < 65 Years,10 or fewer,4580,4589
,,,65 Years or more,10 or fewer,5426,5426
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,20,20269,20289
,,Alabama,Less than 15 Years,10 or fewer,2042,2042
,,,≥ 15 and < 25 Years,10 or fewer,2081,2081
,,,≥ 25 and < 45 Years,10 or fewer,4931,4937
,,,≥ 45 and < 65 Years,10 or fewer,4896,4900
,,,65 Years or more,10 or fewer,4851,4854
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,13,18801,18814
,,Delaware,Less than 15 Years,10 or fewer,4550,4551
,,,≥ 15 and < 25 Years,10 or fewer,2033,2036
,,,≥ 25 and < 45 Years,23,4157,4180
,,,≥ 45 and < 65 Years,15,3558,3573
,,,65 Years or more,10 or fewer,3607,3613
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,48,17908,17956
,,North Dakota,Less than 15 Years,10 or fewer,2010,2010
,,,≥ 15 and < 25 Years,10 or fewer,1608,1612
,,,≥ 25 and < 45 Years,10 or fewer,3798,3806
,,,≥ 45 and < 65 Years,10 or fewer,3084,3087
,,,65 Years or more,10 or fewer,3378,3379
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,16,13878,13894
,,Vermont,Less than 15 Years,10 or fewer,1139,1139
,,,≥ 15 and < 25 Years,10 or fewer,1055,1055
,,,≥ 25 and < 45 Years,10 or fewer,2528,2531
,,,≥ 45 and < 65 Years,10 or fewer,2394,2395
,,,65 Years or more,10 or fewer,2981,2981
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,10097,10101
,,New Mexico,Less than 15 Years,10 or fewer,818,818
,,,≥ 15 and < 25 Years,10 or fewer,904,905
,,,≥ 25 and < 45 Years,10 or fewer,2648,2655
,,,≥ 45 and < 65 Years,10 or fewer,2133,2134
,,,65 Years or more,10 or fewer,2180,2180
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,8683,8692
,,New Hampshire,Less than 15 Years,10 or fewer,851,851
,,,≥ 15 and < 25 Years,10 or fewer,829,830
,,,≥ 25 and < 45 Years,13,1665,1678
,,,≥ 45 and < 65 Years,10 or fewer,1958,1961
,,,65 Years or more,10 or fewer,2884,2888
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,21,8187,8208
,,South Dakota,Less than 15 Years,10 or fewer,1295,1295
,,,≥ 15 and < 25 Years,10 or fewer,895,895
,,,≥ 25 and < 45 Years,10 or fewer,1863,1863
,,,≥ 45 and < 65 Years,10 or fewer,1573,1574
,,,65 Years or more,10 or fewer,1959,1959
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,7586,7587
,,Montana,Less than 15 Years,10 or fewer,797,797
,,,≥ 15 and < 25 Years,10 or fewer,667,667
,,,≥ 25 and < 45 Years,10 or fewer,1395,1396
,,,≥ 45 and < 65 Years,10 or fewer,1150,1152
,,,65 Years or more,10 or fewer,1280,1280
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,5289,5292
,,Utah,Less than 15 Years,10 or fewer,277,277
,,,≥ 15 and < 25 Years,10 or fewer,842,842
,,,≥ 25 and < 45 Years,10 or fewer,2375,2375
,,,≥ 45 and < 65 Years,10 or fewer,1761,1761
,,,65 Years or more,10 or fewer,1331,1333
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,6586,6588
,,Wyoming,Less than 15 Years,10 or fewer,699,699
,,,≥ 15 and < 25 Years,10 or fewer,612,614
,,,≥ 25 and < 45 Years,10 or fewer,1136,1136
,,,≥ 45 and < 65 Years,10 or fewer,1089,1089
,,,65 Years or more,10 or fewer,1320,1320
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,4856,4858
,,District of Columbia,Less than 15 Years,10 or fewer,181,181
,,,≥ 15 and < 25 Years,10 or fewer,229,229
,,,≥ 25 and < 45 Years,10 or fewer,882,883
,,,≥ 45 and < 65 Years,10 or fewer,428,429
,,,65 Years or more,10 or fewer,288,289
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,2008,2011
,,Puerto Rico,Less than 15 Years,10 or fewer,58,58
,,,≥ 15 and < 25 Years,10 or fewer,50,50
,,,≥ 25 and < 45 Years,10 or fewer,111,111
,,,≥ 45 and < 65 Years,10 or fewer,110,110
,,,65 Years or more,10 or fewer,141,141
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,470,470
,,Alaska,Less than 15 Years,10 or fewer,22,22
,,,≥ 15 and < 25 Years,10 or fewer,36,36
,,,≥ 25 and < 45 Years,10 or fewer,51,51
,,,≥ 45 and < 65 Years,10 or fewer,55,55
,,,65 Years or more,10 or fewer,57,57
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,221,221
,,Virgin Islands,Less than 15 Years,10 or fewer,10 or fewer,10 or fewer
,,,≥ 15 and < 25 Years,10 or fewer,10 or fewer,10 or fewer
,,,≥ 25 and < 45 Years,10 or fewer,10 or fewer,10 or fewer
,,,≥ 45 and < 65 Years,10 or fewer,14,14
,,,65 Years or more,10 or fewer,27,27
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,10 or fewer,53,53
,,None of the above,Less than 15 Years,10 or fewer,8449,8449
,,,≥ 15 and < 25 Years,14,7541,7555
,,,≥ 25 and < 45 Years,58,17329,17387
,,,≥ 45 and < 65 Years,22,12980,13002
,,,65 Years or more,14,10672,10686
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,108,56971,57079
,,Total,Less than 15 Years,34,663635,663669
,,,≥ 15 and < 25 Years,443,460830,461273
,,,≥ 25 and < 45 Years,2528,1047073,1049601
,,,≥ 45 and < 65 Years,1431,933609,935040
,,,65 Years or more,379,971791,972170
,,,No value,10 or fewer,22,22
,,,Total,4815,4076960,4081775
,Jun,Florida,Less than 15 Years,10 or fewer,50271,50273
,,,≥ 15 and < 25 Years,26,35715,35741
,,,≥ 25 and < 45 Years,204,87233,87437
,,,≥ 45 and < 65 Years,99,74796,74895
,,,65 Years or more,30,78973,79003
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,361,326989,327350
,,Ohio,Less than 15 Years,10 or fewer,35923,35926
,,,≥ 15 and < 25 Years,38,36071,36109
,,,≥ 25 and < 45 Years,260,86342,86602
,,,≥ 45 and < 65 Years,118,77341,77459
,,,65 Years or more,24,77968,77992
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,443,313645,314088
,,Texas,Less than 15 Years,10 or fewer,51216,51216
,,,≥ 15 and < 25 Years,34,36588,36622
,,,≥ 25 and < 45 Years,84,82924,83008
,,,≥ 45 and < 65 Years,24,69677,69701
,,,65 Years or more,15,67032,67047
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,157,307437,307594
,,Pennsylvania,Less than 15 Years,10 or fewer,22831,22832
,,,≥ 15 and < 25 Years,19,22639,22658
,,,≥ 25 and < 45 Years,120,56738,56858
,,,≥ 45 and < 65 Years,72,53354,53426
,,,65 Years or more,17,60760,60777
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,229,216322,216551
,,North Carolina,Less than 15 Years,10 or fewer,23651,23653
,,,≥ 15 and < 25 Years,37,21137,21174
,,,≥ 25 and < 45 Years,160,51139,51299
,,,≥ 45 and < 65 Years,77,45475,45552
,,,65 Years or more,15,47192,47207
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,291,188598,188889
,,Virginia,Less than 15 Years,10 or fewer,22733,22738
,,,≥ 15 and < 25 Years,16,20015,20031
,,,≥ 25 and < 45 Years,112,50273,50385
,,,≥ 45 and < 65 Years,83,43417,43500
,,,65 Years or more,29,45346,45375
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,245,181784,182029
,,New York,Less than 15 Years,10 or fewer,21168,21168
,,,≥ 15 and < 25 Years,14,20330,20344
,,,≥ 25 and < 45 Years,110,52191,52301
,,,≥ 45 and < 65 Years,85,46941,47026
,,,65 Years or more,17,48972,48989
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,226,189602,189828
,,Illinois,Less than 15 Years,10 or fewer,22801,22802
,,,≥ 15 and < 25 Years,10 or fewer,16912,16921
,,,≥ 25 and < 45 Years,76,37688,37764
,,,≥ 45 and < 65 Years,63,34972,35035
,,,65 Years or more,16,40391,40407
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,165,152764,152929
,,Michigan,Less than 15 Years,10 or fewer,16960,16961
,,,≥ 15 and < 25 Years,10 or fewer,15850,15853
,,,≥ 25 and < 45 Years,58,37052,37110
,,,≥ 45 and < 65 Years,32,33847,33879
,,,65 Years or more,25,37630,37655
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,119,141340,141459
,,California,Less than 15 Years,10 or fewer,19053,19055
,,,≥ 15 and < 25 Years,23,13436,13459
,,,≥ 25 and < 45 Years,105,34179,34284
,,,≥ 45 and < 65 Years,55,30459,30514
,,,65 Years or more,11,29484,29495
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,196,126611,126807
,,Georgia,Less than 15 Years,10 or fewer,22728,22729
,,,≥ 15 and < 25 Years,14,14599,14613
,,,≥ 25 and < 45 Years,66,34286,34352
,,,≥ 45 and < 65 Years,40,30539,30579
,,,65 Years or more,10 or fewer,26115,26125
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,131,128268,128399
,,South Carolina,Less than 15 Years,10 or fewer,14084,14086
,,,≥ 15 and < 25 Years,19,13651,13670
,,,≥ 25 and < 45 Years,117,32671,32788
,,,≥ 45 and < 65 Years,55,30080,30135
,,,65 Years or more,10 or fewer,29375,29384
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,202,119861,120063
,,New Jersey,Less than 15 Years,10 or fewer,12002,12002
,,,≥ 15 and < 25 Years,10 or fewer,9633,9638
,,,≥ 25 and < 45 Years,53,23835,23888
,,,≥ 45 and < 65 Years,65,22427,22492
,,,65 Years or more,19,23360,23379
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,142,91257,91399
,,Colorado,Less than 15 Years,10 or fewer,18164,18165
,,,≥ 15 and < 25 Years,10 or fewer,11293,11303
,,,≥ 25 and < 45 Years,82,22832,22914
,,,≥ 45 and < 65 Years,24,16358,16382
,,,65 Years or more,10 or fewer,16155,16161
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,123,84803,84926
,,Indiana,Less than 15 Years,10 or fewer,10625,10625
,,,≥ 15 and < 25 Years,17,10042,10059
,,,≥ 25 and < 45 Years,96,23564,23660
,,,≥ 45 and < 65 Years,36,21089,21125
,,,65 Years or more,10 or fewer,21414,21422
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,157,86734,86891
,,Connecticut,Less than 15 Years,10 or fewer,11836,11837
,,,≥ 15 and < 25 Years,10 or fewer,8821,8825
,,,≥ 25 and < 45 Years,38,21651,21689
,,,≥ 45 and < 65 Years,42,20757,20799
,,,65 Years or more,10 or fewer,22307,22313
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,91,85372,85463
,,Kentucky,Less than 15 Years,10 or fewer,12174,12174
,,,≥ 15 and < 25 Years,10 or fewer,8619,8626
,,,≥ 25 and < 45 Years,82,19669,19751
,,,≥ 45 and < 65 Years,48,19333,19381
,,,65 Years or more,10 or fewer,20127,20134
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,144,79922,80066
,,Louisiana,Less than 15 Years,10 or fewer,10616,10618
,,,≥ 15 and < 25 Years,10 or fewer,9227,9233
,,,≥ 25 and < 45 Years,66,20943,21009
,,,≥ 45 and < 65 Years,40,17403,17443
,,,65 Years or more,10 or fewer,15981,15987
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,120,74170,74290
,,Massachusetts,Less than 15 Years,10 or fewer,9502,9502
,,,≥ 15 and < 25 Years,10 or fewer,8014,8020
,,,≥ 25 and < 45 Years,59,19944,20003
,,,≥ 45 and < 65 Years,37,17911,17948
,,,65 Years or more,10 or fewer,18711,18721
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,112,74082,74194
,,Wisconsin,Less than 15 Years,10 or fewer,12009,12009
,,,≥ 15 and < 25 Years,10 or fewer,8113,8121
,,,≥ 25 and < 45 Years,30,17982,18012
,,,≥ 45 and < 65 Years,16,17241,17257
,,,65 Years or more,10 or fewer,18761,18767
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,60,74106,74166
,,Minnesota,Less than 15 Years,10 or fewer,9844,9845
,,,≥ 15 and < 25 Years,20,8409,8429
,,,≥ 25 and < 45 Years,67,19081,19148
,,,≥ 45 and < 65 Years,24,16347,16371
,,,65 Years or more,10 or fewer,19501,19503
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,114,73182,73296
,,Maryland,Less than 15 Years,10 or fewer,7653,7654
,,,≥ 15 and < 25 Years,10 or fewer,6795,6802
,,,≥ 25 and < 45 Years,61,17525,17586
,,,≥ 45 and < 65 Years,50,15462,15512
,,,65 Years or more,11,15633,15644
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,130,63074,63204
,,Mississippi,Less than 15 Years,10 or fewer,7779,7779
,,,≥ 15 and < 25 Years,10 or fewer,6946,6952
,,,≥ 25 and < 45 Years,16,15862,15878
,,,≥ 45 and < 65 Years,10 or fewer,15079,15086
,,,65 Years or more,10 or fewer,14431,14432
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,30,60097,60127
,,Oregon,Less than 15 Years,10 or fewer,7817,7818
,,,≥ 15 and < 25 Years,18,5600,5618
,,,≥ 25 and < 45 Years,57,13170,13227
,,,≥ 45 and < 65 Years,27,11919,11946
,,,65 Years or more,10 or fewer,14226,14235
,,,No value,10 or fewer,10 or fewer,10 or fewer
,,,Total,112,52732,52844
,,Tennessee,Less than 15 Years,10 or fewer,6786,6786
,,,≥ 15 and < 25 Years,10 or fewer,5051,5060
,,,≥ 25 and < 45 Years,20,10989,11009
,,,≥ 45 and < 65 Years,10 or fewer,10742,10752
,,,65 Years or more,10 or fewer,10534,10534
