Session Title,HA1C 6.5+ and Percentage w/BMI 30+ by Age and County,,,
Session ID,2748255,,,
Data Model,Patients,,,
Population Base,All Patients,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"State of Residence (U.S.): Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, Mississippi, Montana, Nevada, Nebraska, New York, New Jersey, New Mexico, New Hampshire, North Carolina",Base Patient,,
Session Date Range,1/1/2023 - 7/17/2025,,,
Export User,Stephanie Perniciaro,,,
Date of Export,8/8/2025,,,
,,,,
,,,,
,Measures,Number of Patients,Percentage with Base Patient followed by Hemoglobin A1C 6.5% or more within 10 years (%),Percentage with Base Patient followed by BMI 30.0  or more within 10 years (%)
Age in Years (Current),County of Residence,,,
Less than 18,"WAYNE, MI",154370,0.172%,6.4%
,"WAKE, NC",153843,0.398%,4.7%
,"KINGS, NY",129285,0.299%,5.5%
,"MIDDLESEX, MA",127241,0.372%,3.8%
,"MONROE, NY",132670,0.335%,5.7%
,"SUFFOLK, NY",92928,0.229%,5.2%
,"MECKLENBURG, NC",141499,0.187%,3.8%
,"JEFFERSON, KY",136459,0.32%,6.6%
,"NASSAU, NY",85464,0.363%,5%
,"CLARK, NV",94733,0.037%,6.1%
,"KENT, MI",134138,0.331%,4.9%
,"QUEENS, NY",80550,0.173%,4.2%
,"HENNEPIN, MN",98057,0.205%,3.4%
,"OAKLAND, MI",86371,0.403%,4.3%
,"WORCESTER, MA",102647,0.342%,4.6%
,"SUFFOLK, MA",80604,0.29%,6.3%
,"MACOMB, MI",54940,0.451%,6.1%
,"CAMDEN, NJ",75074,0.277%,6.9%
,"GUILFORD, NC",71830,0.206%,5.5%
,"NEW YORK, NY",37876,0.251%,3.1%
,"EAST BATON ROUGE, LA",82470,0.268%,7.3%
,"BALTIMORE, MD",46825,0.301%,4.3%
,"WASHOE, NV",68337,0.405%,4.9%
,"BURLINGTON, NJ",54868,0.264%,5%
,"ERIE, NY",22718,0.11%,6.7%
,"ESSEX, MA",54420,0.513%,4.5%
,"BALTIMORE CITY, MD",40701,0.314%,5.3%
,"FORSYTH, NC",57424,0.096%,5.6%
,"BRISTOL, MA",51460,0.408%,5.8%
,"JACKSON, MO",19415,0.103%,4.2%
,"ESSEX, NJ",45487,0.394%,6.3%
,"MIDDLESEX, NJ",37321,0.351%,5.5%
,"OTTAWA, MI",51829,0.353%,4.1%
,"JEFFERSON, LA",41013,0.149%,6.4%
,"ANNE ARUNDEL, MD",20797,0.423%,4.5%
,"RAMSEY, MN",44207,0.179%,4.7%
,"WASHTENAW, MI",37880,0.053%,4.8%
,"CUMBERLAND, ME",37468,0.32%,3.8%
,"KALAMAZOO, MI",42755,0.241%,5.2%
,"FAYETTE, KY",36890,0.336%,6.9%
,"CUMBERLAND, NC",45050,0.508%,7.1%
,"PRINCE GEORGES, MD",21394,0.079%,4.2%
,"ALBANY, NY",29347,0.566%,7%
,"HILLSBOROUGH, NH",36700,0.403%,4.7%
,"OCEAN, NJ",26545,0.143%,4.6%
,"NORFOLK, MA",34547,0.637%,4.2%
,"DAKOTA, MN",34054,0.358%,3.1%
,"DOUGLAS, NE",18251,0.126%,5.5%
,"LANCASTER, NE",26452,0.132%,5%
,"GLOUCESTER, NJ",28028,0.328%,5.6%
,"MONTGOMERY, MD",19192,0.125%,3%
,"ORLEANS, LA",24127,0.17%,4.7%
,"SAINT TAMMANY, LA",29585,0.226%,5.8%
,"PLYMOUTH, MA",29971,0.734%,5%
,"MUSKEGON, MI",33156,0.362%,7.6%
,"LAFAYETTE, LA",40381,0.258%,6.3%
,"BROOME, NY",31008,0.135%,7.1%
,"BERNALILLO, NM",10777,-,4.4%
,"ANOKA, MN",34809,0.187%,3.7%
,"MONMOUTH, NJ",23507,0.251%,4.6%
,"JOHNSTON, NC",30870,0.418%,6.1%
,"MERCER, NJ",16912,0.467%,5.4%
,"HARFORD, MD",19510,0.502%,5%
,"SAINT LOUIS, MN",28230,0.34%,4.2%
,"HUDSON, NJ",19280,0.399%,5.9%
,"GENESEE, MI",37192,0.613%,5.6%
,"UNION, NC",38149,0.218%,3.9%
,"HINDS, MS",30811,0.422%,7.4%
,"ORANGE, NY",18956,0.148%,3.3%
,"ONEIDA, NY",21839,0.142%,7.4%
,"YORK, ME",24376,0.431%,5.6%
,"STEARNS, MN",33482,0.176%,3.7%
,"BERRIEN, MI",26294,0.327%,6.1%
,"ALAMANCE, NC",22921,0.305%,5.3%
,"WASHINGTON, MD",26232,0.229%,7.8%
,"BRONX, NY",18110,0.215%,6.4%
,"JACKSON, MI",25762,0.26%,8.5%
