Session Title,Number of Patients by Diagnosis (Encounter) and State of Residence (U.S.) and Age at Encounter in Years Range,,,,,
Session ID,2773512,,,,,
Data Model,Patients,,,,,
Population Base,All Patients,,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,"Encounter Type: Emergency, Emergency to Inpatient",,,,,
Session Date Range,1/1/2024 - 12/31/2024,,,,,
Measure,Number of Patients,,,,,
Export User,Stephanie Perniciaro,,,,,
Date of Export,11/5/2025,,,,,
,,,,,,
,,,,,,
,,,Diagnosis (Encounter),firearms initial,None of the above,"Total: Total includes all data, including data from columns not currently displayed."
State of Residence (U.S.),Age at Encounter in Years,Year,Month,,,
,,,Dec,10 or fewer,29230,29234
,≥ 15 and < 25 Years,2024,Jan,31,19749,19780
,,,Feb,17,19357,19374
,,,Mar,16,19922,19938
,,,Apr,27,19755,19782
,,,May,26,20183,20209
,,,Jun,26,18878,18904
,,,Jul,20,19430,19450
,,,Aug,31,19917,19948
,,,Sep,15,20744,20759
,,,Oct,33,21485,21518
,,,Nov,23,20400,20423
,,,Dec,31,20720,20751
,≥ 25 and < 45 Years,2024,Jan,31,46713,46744
,,,Feb,23,43925,43948
,,,Mar,28,46015,46043
,,,Apr,36,44249,44285
,,,May,45,47023,47068
,,,Jun,41,45153,45194
,,,Jul,41,47470,47511
,,,Aug,36,46920,46956
,,,Sep,37,45961,45998
,,,Oct,27,46816,46843
,,,Nov,40,45083,45123
,,,Dec,43,47806,47849
,≥ 45 and < 65 Years,2024,Jan,12,39896,39908
,,,Feb,10 or fewer,36830,36840
,,,Mar,10 or fewer,38540,38545
,,,Apr,12,37786,37798
,,,May,11,39475,39486
,,,Jun,10 or fewer,38949,38959
,,,Jul,10 or fewer,40031,40040
,,,Aug,14,39848,39862
,,,Sep,11,38237,38248
,,,Oct,10 or fewer,38543,38551
,,,Nov,10 or fewer,36781,36787
,,,Dec,10 or fewer,39500,39508
,65 Years or more,2024,Jan,10 or fewer,42182,42188
,,,Feb,10 or fewer,39045,39052
,,,Mar,10 or fewer,40974,40977
,,,Apr,10 or fewer,40798,40799
,,,May,10 or fewer,42457,42459
,,,Jun,10 or fewer,41839,41841
,,,Jul,10 or fewer,42888,42890
,,,Aug,10 or fewer,43605,43609
,,,Sep,10 or fewer,41752,41759
,,,Oct,10 or fewer,42498,42503
,,,Nov,10 or fewer,40453,40457
,,,Dec,10 or fewer,44790,44793
,No value,2024,Jan,10 or fewer,4527,4531
,,,Feb,10 or fewer,4352,4356
,,,Mar,10 or fewer,4260,4264
,,,Apr,10 or fewer,4270,4270
,,,May,10 or fewer,4210,4211
,,,Jun,10 or fewer,4097,4101
,,,Jul,10 or fewer,4203,4205
,,,Aug,10 or fewer,4060,4062
,,,Sep,10 or fewer,4138,4139
,,,Oct,10 or fewer,4392,4393
,,,Nov,10 or fewer,4054,4055
,,,Dec,10 or fewer,4071,4074
,"Total: Total includes all data under the Virginia bucket, including data from rows not currently displayed.",2024,Jan,88,176201,176289
,,,Feb,62,169809,169871
,,,Mar,57,176734,176791
,,,Apr,79,171131,171210
,,,May,87,177945,178032
,,,Jun,84,169053,169137
,,,Jul,75,172545,172620
,,,Aug,88,174323,174411
,,,Sep,73,174604,174677
,,,Oct,75,180366,180441
,,,Nov,76,173779,173855
,,,Dec,92,186092,186184
California,Less than 15 Years,2024,Jan,10 or fewer,19778,19782
,,,Feb,10 or fewer,19956,19956
,,,Mar,10 or fewer,23479,23480
,,,Apr,10 or fewer,22935,22936
,,,May,10 or fewer,24396,24398
,,,Jun,10 or fewer,20230,20236
,,,Jul,10 or fewer,18481,18483
,,,Aug,10 or fewer,19504,19508
,,,Sep,10 or fewer,20401,20402
,,,Oct,10 or fewer,21350,21352
,,,Nov,10 or fewer,22357,22360
,,,Dec,10 or fewer,27314,27314
,≥ 15 and < 25 Years,2024,Jan,27,14800,14827
,,,Feb,23,14158,14181
,,,Mar,21,17342,17363
,,,Apr,18,17238,17256
,,,May,21,18316,18337
,,,Jun,26,17685,17711
,,,Jul,23,18388,18411
,,,Aug,19,18423,18442
,,,Sep,21,18461,18482
,,,Oct,37,19128,19165
,,,Nov,22,18354,18376
,,,Dec,21,19888,19909
,≥ 25 and < 45 Years,2024,Jan,42,35653,35695
,,,Feb,27,32905,32932
,,,Mar,38,41968,42006
,,,Apr,42,41564,41606
,,,May,49,44163,44212
,,,Jun,45,43553,43598
,,,Jul,37,45109,45146
,,,Aug,44,44692,44736
,,,Sep,37,43388,43425
,,,Oct,36,44031,44067
,,,Nov,30,42753,42783
,,,Dec,51,46831,46882
,≥ 45 and < 65 Years,2024,Jan,10 or fewer,30741,30750
,,,Feb,10 or fewer,28354,28361
,,,Mar,10 or fewer,35741,35750
,,,Apr,10 or fewer,35824,35832
,,,May,10 or fewer,37176,37185
,,,Jun,18,36997,37015
,,,Jul,19,38720,38739
,,,Aug,15,38090,38105
,,,Sep,10 or fewer,36703,36711
,,,Oct,10 or fewer,37159,37165
,,,Nov,14,36191,36205
,,,Dec,10 or fewer,39443,39452
,65 Years or more,2024,Jan,10 or fewer,31305,31306
,,,Feb,10 or fewer,28486,28488
,,,Mar,10 or fewer,35858,35860
,,,Apr,10 or fewer,35844,35847
,,,May,10 or fewer,37281,37283
,,,Jun,10 or fewer,37477,37478
,,,Jul,10 or fewer,38858,38860
,,,Aug,10 or fewer,38492,38498
,,,Sep,10 or fewer,36452,36455
,,,Oct,10 or fewer,37299,37301
,,,Nov,10 or fewer,37368,37369
,,,Dec,10 or fewer,41164,41168
,No value,2024,Jan,10 or fewer,4466,4471
,,,Feb,10 or fewer,4872,4874
,,,Mar,10 or fewer,4641,4644
,,,Apr,10 or fewer,5032,5034
,,,May,10 or fewer,5275,5276
,,,Jun,10 or fewer,5112,5114
,,,Jul,10 or fewer,5149,5153
,,,Aug,10 or fewer,5383,5391
,,,Sep,10 or fewer,5160,5162
,,,Oct,10 or fewer,5420,5425
,,,Nov,10 or fewer,5010,5013
,,,Dec,10 or fewer,5172,5174
,"Total: Total includes all data under the California bucket, including data from rows not currently displayed.",2024,Jan,88,136734,136822
,,,Feb,61,128719,128780
,,,Mar,74,159021,159095
,,,Apr,74,158423,158497
,,,May,84,166583,166667
,,,Jun,98,161039,161137
,,,Jul,87,164688,164775
,,,Aug,96,164554,164650
,,,Sep,72,160548,160620
,,,Oct,88,164364,164452
,,,Nov,73,162022,162095
,,,Dec,87,179792,179879
Illinois,Less than 15 Years,2024,Jan,10 or fewer,23131,23133
,,,Feb,10 or fewer,26873,26874
,,,Mar,10 or fewer,28410,28411
,,,Apr,10 or fewer,26533,26537
,,,May,10 or fewer,26692,26695
,,,Jun,10 or fewer,20614,20618
,,,Jul,10 or fewer,19724,19726
,,,Aug,10 or fewer,21465,21467
,,,Sep,10 or fewer,24472,24472
,,,Oct,10 or fewer,25571,25574
,,,Nov,10 or fewer,25340,25341
,,,Dec,10 or fewer,32341,32345
,≥ 15 and < 25 Years,2024,Jan,18,16793,16811
,,,Feb,30,16953,16983
,,,Mar,28,17384,17412
,,,Apr,38,17451,17489
,,,May,59,17687,17746
,,,Jun,45,16513,16558
,,,Jul,46,16963,17009
