Session Title,Number of ED Encounters and Percent with Self-Harm Dx by State of Residence (U.S.) and Age at Time of Visit Range,,,,
Session ID,2758643,,,,
Data Model,ED Encounters,,,,
Population Base,All ED Encounters,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,,,,,
Session Date Range,1/1/2023 - 8/27/2025 (Based On Arrival Date),,,,
Export User,Stephanie Perniciaro,,,,
Date of Export,9/19/2025,,,,
,,,,,
,,,,,
,,,Measures,Number of ED Encounters,Percent with Self-Harm Dx (%)
State of Residence (U.S.),Age at Time of Visit,Year,Month,,
,,,Apr,25212,0.242%
,,,May,26377,0.19%
,,,Jun,25655,0.187%
,,,Jul,26963,0.215%
,,,Aug 1 – Aug 27,23893,0.226%
,≥ 50 and < 65 Years,2023,Jan,11446,0.096%
,,,Feb,10493,0.143%
,,,Mar,11963,0.1%
,,,Apr,11414,0.114%
,,,May,11861,0.16%
,,,Jun,11758,0.136%
,,,Jul,12467,0.12%
,,,Aug,12484,0.128%
,,,Sep,11792,0.119%
,,,Oct,11710,0.137%
,,,Nov,11387,0.105%
,,,Dec,12272,-
,,2024,Jan,12312,0.13%
,,,Feb,13374,-
,,,Mar,14020,0.121%
,,,Apr,13719,0.131%
,,,May,14307,0.105%
,,,Jun,13892,0.13%
,,,Jul,14729,0.075%
,,,Aug,14901,0.141%
,,,Sep,14111,0.149%
,,,Oct,13682,0.11%
,,,Nov,13079,0.084%
,,,Dec,14802,0.101%
,,2025,Jan,14616,0.123%
,,,Feb,13289,0.135%
,,,Mar,14857,0.081%
,,,Apr,14075,0.099%
,,,May,14814,0.115%
,,,Jun,14558,0.082%
,,,Jul,15128,0.159%
,,,Aug 1 – Aug 27,13575,0.14%
,65 Years or more,2023,Jan,14742,-
,,,Feb,13333,-
,,,Mar,15604,-
,,,Apr,14785,-
,,,May,15508,-
,,,Jun,15495,-
,,,Jul,16116,-
,,,Aug,16189,-
,,,Sep,15804,-
,,,Oct,16135,-
,,,Nov,15410,-
,,,Dec,16723,-
,,2024,Jan,17011,-
,,,Feb,18322,-
,,,Mar,19606,-
,,,Apr,19156,-
,,,May,20794,-
,,,Jun,20249,-
,,,Jul,20899,-
,,,Aug,20917,-
,,,Sep,20436,-
,,,Oct,19892,-
,,,Nov,18820,-
,,,Dec,22154,-
,,2025,Jan,21241,-
,,,Feb,19687,-
,,,Mar,21944,-
,,,Apr,20632,0.063%
,,,May,21793,-
,,,Jun,21545,-
,,,Jul,22231,0.058%
,,,Aug 1 – Aug 27,19267,-
,No value,2023,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2024,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2025,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug 1 – Aug 27,10 or fewer,-
,Total,2023,Jan,83597,0.236%
,,,Feb,79243,0.281%
,,,Mar,91034,0.247%
,,,Apr,88100,0.26%
,,,May,90382,0.229%
,,,Jun,82900,0.24%
,,,Jul,85242,0.21%
,,,Aug,88698,0.215%
,,,Sep,88437,0.232%
,,,Oct,89823,0.198%
,,,Nov,90341,0.199%
,,,Dec,98289,0.178%
,,2024,Jan,96121,0.214%
,,,Feb,99428,0.23%
,,,Mar,102304,0.215%
,,,Apr,101256,0.227%
,,,May,105466,0.211%
,,,Jun,97131,0.213%
,,,Jul,100011,0.2%
,,,Aug,104163,0.192%
,,,Sep,103448,0.237%
,,,Oct,102841,0.244%
,,,Nov,97757,0.214%
,,,Dec,114406,0.185%
,,2025,Jan,110713,0.209%
,,,Feb,103874,0.217%
,,,Mar,112118,0.21%
,,,Apr,106578,0.231%
,,,May,109122,0.191%
,,,Jun,101779,0.199%
,,,Jul,104384,0.24%
,,,Aug 1 – Aug 27,94585,0.223%
Connecticut,Less than 10 Years,2023,Jan,9179,-
,,,Feb,9773,-
,,,Mar,10557,-
,,,Apr,9545,-
,,,May,10153,-
,,,Jun,8835,-
,,,Jul,8208,-
,,,Aug,7683,-
,,,Sep,8587,-
,,,Oct,9831,-
,,,Nov,11819,-
,,,Dec,12346,-
,,2024,Jan,9526,-
,,,Feb,10010,-
,,,Mar,11124,-
,,,Apr,9657,-
,,,May,9695,-
,,,Jun,8376,-
,,,Jul,7871,-
,,,Aug,7684,-
,,,Sep,9230,-
,,,Oct,10103,-
,,,Nov,10912,-
,,,Dec,13185,-
,,2025,Jan,11902,-
,,,Feb,9698,-
,,,Mar,10523,-
,,,Apr,9816,-
,,,May,10319,-
,,,Jun,8962,-
,,,Jul,8390,-
,,,Aug 1 – Aug 27,7121,-
,≥ 10 and < 15 Years,2023,Jan,3097,0.452%
,,,Feb,3088,0.615%
,,,Mar,3505,0.514%
,,,Apr,3180,0.44%
,,,May,3891,0.565%
,,,Jun,3004,-
,,,Jul,2746,-
,,,Aug,2593,-
,,,Sep,3286,-
,,,Oct,3445,0.319%
,,,Nov,3220,-
,,,Dec,3240,0.37%
,,2024,Jan,3288,0.578%
,,,Feb,3418,0.41%
,,,Mar,3690,0.352%
,,,Apr,3334,0.33%
,,,May,3850,0.519%
,,,Jun,3033,0.363%
,,,Jul,2914,-
,,,Aug,2742,0.438%
,,,Sep,3936,0.279%
,,,Oct,3989,0.501%
,,,Nov,3765,0.292%
,,,Dec,3301,0.364%
,,2025,Jan,3992,-
,,,Feb,3416,-
,,,Mar,3993,0.401%
,,,Apr,3641,0.357%
,,,May,4092,0.44%
,,,Jun,3043,0.361%
,,,Jul,2838,0.599%
,,,Aug 1 – Aug 27,2437,-
,≥ 15 and < 20 Years,2023,Jan,4391,0.774%
,,,Feb,3939,0.736%
,,,Mar,4592,0.632%
,,,Apr,4170,0.408%
,,,May,4589,0.61%
,,,Jun,3843,0.546%
,,,Jul,4101,0.439%
,,,Aug,4185,0.358%
,,,Sep,4668,0.557%
,,,Oct,4811,0.727%
,,,Nov,4340,0.507%
,,,Dec,4314,0.556%
,,2024,Jan,4400,0.614%
,,,Feb,4358,0.574%
,,,Mar,4388,0.706%
,,,Apr,4545,0.484%
,,,May,4637,0.863%
,,,Jun,4065,0.59%
,,,Jul,4319,0.556%
,,,Aug,4134,0.629%
,,,Sep,4915,0.407%
,,,Oct,5094,0.569%
,,,Nov,4884,0.532%
,,,Dec,4818,0.498%
,,2025,Jan,5195,0.462%
,,,Feb,4565,0.482%
,,,Mar,5187,0.752%
,,,Apr,4714,0.658%
,,,May,5006,0.679%
,,,Jun,4267,0.539%
,,,Jul,4612,0.304%
,,,Aug 1 – Aug 27,3932,0.509%
,≥ 20 and < 30 Years,2023,Jan,9998,0.17%
,,,Feb,9107,0.22%
,,,Mar,10264,0.175%
,,,Apr,9875,0.233%
,,,May,10270,0.195%
,,,Jun,10054,0.189%
,,,Jul,10723,0.177%
,,,Aug,10668,0.159%
,,,Sep,10219,0.176%
,,,Oct,10258,0.127%
,,,Nov,9801,0.194%
,,,Dec,10133,0.138%
,,2024,Jan,10071,0.179%
,,,Feb,9738,0.133%
,,,Mar,9944,0.111%
,,,Apr,10306,-
,,,May,10443,0.134%
,,,Jun,10137,0.118%
,,,Jul,10885,0.257%
,,,Aug,10524,0.171%
,,,Sep,10286,0.117%
,,,Oct,10562,0.142%
,,,Nov,11035,0.19%
,,,Dec,11580,0.104%
,,2025,Jan,11973,0.134%
,,,Feb,10430,0.259%
,,,Mar,11799,0.144%
,,,Apr,11221,0.178%
,,,May,11820,0.203%
,,,Jun,11669,0.154%
,,,Jul,12186,0.172%
,,,Aug 1 – Aug 27,10681,0.187%
,≥ 30 and < 50 Years,2023,Jan,20425,0.083%
,,,Feb,17927,0.061%
,,,Mar,20616,0.063%
,,,Apr,19601,0.082%
,,,May,21067,0.119%
,,,Jun,21153,0.071%
,,,Jul,22249,0.099%
,,,Aug,22033,0.132%
,,,Sep,21030,0.105%
,,,Oct,21277,0.061%
,,,Nov,19718,0.107%
,,,Dec,21025,0.105%
,,2024,Jan,21064,0.114%
,,,Feb,20007,0.08%
,,,Mar,21278,0.146%
,,,Apr,20987,0.11%
,,,May,21961,0.055%
,,,Jun,21218,0.057%
,,,Jul,22533,0.107%
,,,Aug,22375,0.107%
,,,Sep,21434,0.093%
,,,Oct,21467,0.112%
,,,Nov,23563,0.102%
,,,Dec,24487,0.118%
,,2025,Jan,25638,0.07%
,,,Feb,23532,0.119%
,,,Mar,25183,0.151%
,,,Apr,24827,0.125%
,,,May,25622,0.113%
,,,Jun,25699,0.125%
,,,Jul,26384,0.099%
,,,Aug 1 – Aug 27,23299,0.112%
,≥ 50 and < 65 Years,2023,Jan,15971,0.075%
,,,Feb,14159,0.092%
,,,Mar,15964,0.075%
,,,Apr,15526,0.122%
,,,May,16552,0.109%
,,,Jun,16313,-
,,,Jul,17729,-
,,,Aug,17435,-
,,,Sep,16284,0.074%
,,,Oct,16362,-
,,,Nov,15743,0.076%
,,,Dec,16911,0.077%
,,2024,Jan,16762,0.084%
,,,Feb,15753,-
,,,Mar,16271,0.123%
,,,Apr,16533,0.103%
,,,May,17174,0.064%
,,,Jun,16788,0.083%
,,,Jul,17740,0.13%
,,,Aug,17461,0.069%
,,,Sep,16424,0.079%
,,,Oct,16478,0.067%
,,,Nov,17810,0.067%
,,,Dec,18996,-
,,2025,Jan,20021,0.095%
,,,Feb,18147,-
,,,Mar,19274,0.119%
,,,Apr,19004,0.079%
,,,May,19869,0.106%
,,,Jun,19657,0.071%
,,,Jul,20468,0.064%
,,,Aug 1 – Aug 27,17438,-
,65 Years or more,2023,Jan,21392,-
,,,Feb,18882,-
,,,Mar,21367,-
,,,Apr,20823,-
,,,May,22154,-
,,,Jun,22329,-
,,,Jul,23540,-
,,,Aug,23544,-
,,,Sep,22673,-
,,,Oct,23490,-
,,,Nov,22748,-
,,,Dec,24630,-
,,2024,Jan,23277,-
,,,Feb,21466,-
,,,Mar,22810,-
,,,Apr,23030,-
,,,May,24305,-
,,,Jun,23539,-
,,,Jul,24661,-
,,,Aug,24843,-
,,,Sep,23843,-
,,,Oct,24134,-
,,,Nov,25618,-
,,,Dec,28253,-
,,2025,Jan,29211,-
,,,Feb,26463,-
,,,Mar,28217,-
,,,Apr,27378,-
,,,May,28727,-
,,,Jun,28654,-
,,,Jul,30068,-
,,,Aug 1 – Aug 27,25668,-
,No value,2023,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2024,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2025,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug 1 – Aug 27,10 or fewer,-
,Total,2023,Jan,84453,0.115%
,,,Feb,76875,0.129%
,,,Mar,86865,0.109%
,,,Apr,82720,0.116%
,,,May,88676,0.134%
,,,Jun,85531,0.09%
,,,Jul,89296,0.093%
,,,Aug,88141,0.09%
,,,Sep,86747,0.101%
,,,Oct,89474,0.098%
,,,Nov,87389,0.095%
,,,Dec,92599,0.099%
,,2024,Jan,88388,0.123%
,,,Feb,84750,0.098%
,,,Mar,89505,0.123%
,,,Apr,88392,0.095%
,,,May,92065,0.111%
,,,Jun,87156,0.085%
,,,Jul,90923,0.128%
,,,Aug,89763,0.114%
,,,Sep,90068,0.094%
,,,Oct,91827,0.111%
,,,Nov,97587,0.105%
,,,Dec,104620,0.09%
,,2025,Jan,107932,0.086%
,,,Feb,96251,0.107%
,,,Mar,104176,0.135%
,,,Apr,100601,0.116%
,,,May,105455,0.127%
,,,Jun,101951,0.104%
,,,Jul,104946,0.093%
,,,Aug 1 – Aug 27,90576,0.099%
Indiana,Less than 10 Years,2023,Jan,7949,-
,,,Feb,8542,-
,,,Mar,9739,-
,,,Apr,8924,-
,,,May,9788,-
,,,Jun,8032,-
,,,Jul,7613,-
,,,Aug,8662,-
,,,Sep,9362,-
,,,Oct,9433,-
,,,Nov,10752,-
,,,Dec,12692,-
,,2024,Jan,9659,-
,,,Feb,10329,-
,,,Mar,10413,-
,,,Apr,8997,-
,,,May,9587,-
,,,Jun,8164,-
,,,Jul,7826,-
,,,Aug,9020,-
,,,Sep,9474,-
,,,Oct,10146,-
,,,Nov,10189,-
,,,Dec,12996,-
,,2025,Jan,10561,-
,,,Feb,11011,-
,,,Mar,10010,-
,,,Apr,8945,-
,,,May,9122,-
,,,Jun,7898,-
,,,Jul,8044,-
,,,Aug 1 – Aug 27,7676,-
,≥ 10 and < 15 Years,2023,Jan,2526,1.3%
,,,Feb,2850,0.842%
,,,Mar,3019,1.2%
,,,Apr,3014,0.796%
,,,May,3204,0.624%
,,,Jun,2441,0.655%
,,,Jul,2298,0.827%
,,,Aug,3063,0.49%
,,,Sep,3233,0.65%
,,,Oct,2902,0.62%
,,,Nov,2921,0.753%
,,,Dec,3023,0.629%
,,2024,Jan,2830,0.777%
,,,Feb,3618,0.636%
,,,Mar,3141,-
,,,Apr,3073,0.651%
,,,May,3265,0.613%
,,,Jun,2532,0.869%
,,,Jul,2530,0.672%
,,,Aug,3519,0.71%
,,,Sep,3814,0.367%
,,,Oct,3772,0.583%
,,,Nov,3262,0.797%
,,,Dec,3265,0.766%
,,2025,Jan,2971,0.774%
,,,Feb,3289,0.669%
,,,Mar,3064,0.62%
,,,Apr,3212,0.592%
,,,May,3206,0.749%
,,,Jun,2455,0.978%
,,,Jul,2389,0.712%
,,,Aug 1 – Aug 27,2909,0.997%
,≥ 15 and < 20 Years,2023,Jan,4239,1.3%
,,,Feb,4056,1.4%
,,,Mar,4279,1%
,,,Apr,4350,0.966%
,,,May,4525,0.862%
,,,Jun,3987,0.878%
,,,Jul,4133,0.726%
,,,Aug,4861,0.885%
,,,Sep,4798,0.813%
,,,Oct,4510,0.621%
,,,Nov,4372,0.869%
,,,Dec,4462,0.65%
,,2024,Jan,4373,1.1%
,,,Feb,4486,0.58%
,,,Mar,4468,0.828%
,,,Apr,4318,0.834%
,,,May,4659,1%
,,,Jun,4218,0.806%
,,,Jul,4322,0.856%
,,,Aug,5002,0.88%
,,,Sep,5093,1.1%
,,,Oct,5125,0.683%
,,,Nov,4846,0.681%
,,,Dec,4891,0.797%
,,2025,Jan,4550,0.725%
,,,Feb,4462,0.919%
,,,Mar,4586,0.829%
,,,Apr,4794,1%
,,,May,4705,0.85%
,,,Jun,4342,0.691%
,,,Jul,4388,0.752%
,,,Aug 1 – Aug 27,4439,0.946%
,≥ 20 and < 30 Years,2023,Jan,11457,0.314%
,,,Feb,10431,0.336%
,,,Mar,11809,0.39%
,,,Apr,11616,0.336%
,,,May,12085,0.372%
,,,Jun,11841,0.338%
,,,Jul,12339,0.3%
,,,Aug,12757,0.345%
,,,Sep,11905,0.269%
,,,Oct,12276,0.277%
,,,Nov,11908,0.277%
,,,Dec,12617,0.277%
,,2024,Jan,12163,0.288%
,,,Feb,11437,0.289%
,,,Mar,12248,0.22%
,,,Apr,12144,0.222%
,,,May,12698,0.276%
,,,Jun,12301,0.276%
,,,Jul,13189,0.288%
,,,Aug,13102,0.229%
,,,Sep,12369,0.275%
,,,Oct,12956,0.247%
,,,Nov,12282,0.244%
,,,Dec,13536,0.281%
,,2025,Jan,12916,0.263%
,,,Feb,11857,0.27%
,,,Mar,12810,0.265%
,,,Apr,12345,0.316%
,,,May,13452,0.297%
,,,Jun,13206,0.273%
,,,Jul,13843,0.311%
,,,Aug 1 – Aug 27,12106,0.322%
,≥ 30 and < 50 Years,2023,Jan,21559,0.181%
,,,Feb,19688,0.249%
,,,Mar,21989,0.186%
,,,Apr,21636,0.134%
,,,May,22675,0.207%
,,,Jun,22278,0.175%
,,,Jul,23447,0.166%
,,,Aug,23952,0.205%
,,,Sep,22617,0.225%
,,,Oct,22578,0.186%
,,,Nov,22147,0.19%
,,,Dec,23296,0.185%
,,2024,Jan,23707,0.148%
,,,Feb,22335,0.13%
,,,Mar,23394,0.162%
,,,Apr,22744,0.176%
,,,May,24190,0.157%
,,,Jun,23555,0.195%
,,,Jul,24917,0.173%
,,,Aug,25160,0.262%
,,,Sep,24237,0.243%
,,,Oct,24502,0.135%
,,,Nov,22816,0.175%
,,,Dec,24403,0.156%
,,2025,Jan,24289,0.152%
,,,Feb,23438,0.158%
,,,Mar,24961,0.164%
,,,Apr,24252,0.181%
,,,May,25547,0.141%
,,,Jun,25522,0.172%
,,,Jul,26800,0.134%
,,,Aug 1 – Aug 27,23649,0.156%
,≥ 50 and < 65 Years,2023,Jan,15357,0.098%
,,,Feb,14196,0.127%
,,,Mar,15572,0.077%
,,,Apr,15248,0.085%
,,,May,16032,0.106%
,,,Jun,15713,0.127%
,,,Jul,16521,0.157%
,,,Aug,17029,0.106%
,,,Sep,15992,0.081%
,,,Oct,15799,0.089%
,,,Nov,15340,0.098%
,,,Dec,16324,-
,,2024,Jan,15812,0.101%
,,,Feb,15290,0.092%
,,,Mar,16226,0.068%
,,,Apr,15691,0.102%
,,,May,16887,0.107%
,,,Jun,16313,0.135%
,,,Jul,16897,0.13%
,,,Aug,16905,0.077%
,,,Sep,16357,0.098%
,,,Oct,16223,0.117%
,,,Nov,15243,0.072%
,,,Dec,16884,0.13%
,,2025,Jan,17273,0.093%
,,,Feb,16883,0.089%
,,,Mar,17744,0.096%
,,,Apr,17075,0.088%
,,,May,17586,0.097%
,,,Jun,18009,0.083%
,,,Jul,18364,0.098%
,,,Aug 1 – Aug 27,16062,0.075%
,65 Years or more,2023,Jan,20030,-
,,,Feb,18434,-
,,,Mar,20807,-
,,,Apr,20034,-
,,,May,21437,-
,,,Jun,20925,-
,,,Jul,21248,-
,,,Aug,21445,-
,,,Sep,20850,-
,,,Oct,21595,-
,,,Nov,21196,-
,,,Dec,23324,-
,,2024,Jan,21750,-
,,,Feb,20769,-
,,,Mar,21762,-
,,,Apr,21150,-
,,,May,23074,-
,,,Jun,21880,-
,,,Jul,22702,0.048%
,,,Aug,22892,-
,,,Sep,22162,-
,,,Oct,22401,-
,,,Nov,21324,-
,,,Dec,24377,-
,,2025,Jan,23970,-
,,,Feb,23736,-
,,,Mar,25403,-
,,,Apr,23915,-
,,,May,25076,-
,,,Jun,25105,0.048%
,,,Jul,25570,-
,,,Aug 1 – Aug 27,22496,-
,No value,2023,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2024,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2025,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug 1 – Aug 27,10 or fewer,-
,Total,2023,Jan,83117,0.223%
,,,Feb,78197,0.242%
,,,Mar,87214,0.211%
,,,Apr,84822,0.18%
,,,May,89746,0.191%
,,,Jun,85217,0.183%
,,,Jul,87600,0.185%
,,,Aug,91769,0.191%
,,,Sep,88757,0.181%
,,,Oct,89093,0.159%
,,,Nov,88636,0.178%
,,,Dec,95738,0.146%
,,2024,Jan,90294,0.179%
,,,Feb,88264,0.148%
,,,Mar,91652,0.143%
,,,Apr,88117,0.163%
,,,May,94360,0.173%
,,,Jun,88963,0.183%
,,,Jul,92383,0.182%
,,,Aug,95600,0.191%
,,,Sep,93506,0.197%
,,,Oct,95125,0.153%
,,,Nov,89962,0.159%
,,,Dec,100352,0.171%
,,2025,Jan,96530,0.155%
,,,Feb,94676,0.163%
,,,Mar,98578,0.158%
,,,Apr,94538,0.184%
,,,May,98694,0.164%
,,,Jun,96537,0.167%
,,,Jul,99398,0.154%
,,,Aug 1 – Aug 27,89337,0.182%
Massachusetts,Less than 10 Years,2023,Jan,7020,-
,,,Feb,7145,-
,,,Mar,8155,-
,,,Apr,7839,-
,,,May,8611,-
,,,Jun,7382,-
,,,Jul,6922,-
,,,Aug,6351,-
,,,Sep,6607,-
,,,Oct,8032,-
,,,Nov,8940,-
,,,Dec,10087,-
,,2024,Jan,8014,-
,,,Feb,8249,-
,,,Mar,8876,-
,,,Apr,8329,-
,,,May,7946,-
,,,Jun,9793,-
,,,Jul,9095,-
,,,Aug,8959,-
,,,Sep,10186,-
,,,Oct,10804,-
,,,Nov,12199,-
,,,Dec,14616,-
,,2025,Jan,14009,-
,,,Feb,11446,-
,,,Mar,11588,-
,,,Apr,10967,-
,,,May,11325,-
,,,Jun,9934,-
,,,Jul,9463,-
,,,Aug 1 – Aug 27,7909,-
,≥ 10 and < 15 Years,2023,Jan,2086,0.863%
,,,Feb,2049,-
,,,Mar,2473,0.566%
,,,Apr,2330,0.472%
,,,May,2830,0.565%
,,,Jun,2130,0.516%
,,,Jul,1943,-
,,,Aug,1884,-
,,,Sep,2284,-
,,,Oct,2646,0.454%
,,,Nov,2304,-
,,,Dec,2399,-
,,2024,Jan,2353,-
,,,Feb,2470,-
,,,Mar,2653,-
,,,Apr,2477,-
,,,May,2760,-
,,,Jun,3070,-
,,,Jul,2789,-
,,,Aug,2790,-
,,,Sep,3722,-
,,,Oct,3892,0.334%
,,,Nov,3456,-
,,,Dec,3420,-
,,2025,Jan,4057,-
,,,Feb,3323,0.331%
,,,Mar,3853,0.337%
,,,Apr,3370,-
,,,May,3933,-
,,,Jun,3241,0.432%
,,,Jul,2883,-
,,,Aug 1 – Aug 27,2510,-
,≥ 15 and < 20 Years,2023,Jan,3393,0.796%
,,,Feb,3209,0.623%
,,,Mar,3566,0.561%
,,,Apr,3446,0.9%
,,,May,3908,0.589%
,,,Jun,3288,0.517%
,,,Jul,3370,0.356%
,,,Aug,3320,0.452%
,,,Sep,3959,0.53%
,,,Oct,4267,0.445%
,,,Nov,3799,0.342%
,,,Dec,3779,0.503%
,,2024,Jan,3721,0.564%
,,,Feb,3734,0.375%
,,,Mar,3970,0.378%
,,,Apr,3833,0.496%
,,,May,4042,0.594%
,,,Jun,3888,0.36%
,,,Jul,4126,0.485%
,,,Aug,4126,0.412%
,,,Sep,5113,0.45%
,,,Oct,5463,0.513%
,,,Nov,5196,0.443%
,,,Dec,4870,0.452%
,,2025,Jan,5406,0.444%
,,,Feb,4758,0.483%
,,,Mar,5186,0.54%
,,,Apr,4911,0.672%
,,,May,5002,0.54%
,,,Jun,4362,0.527%
,,,Jul,4500,0.6%
,,,Aug 1 – Aug 27,4020,0.299%
,≥ 20 and < 30 Years,2023,Jan,9391,0.181%
,,,Feb,8778,0.239%
,,,Mar,9969,0.271%
,,,Apr,9713,0.175%
,,,May,10508,0.19%
,,,Jun,9859,0.193%
,,,Jul,10348,0.213%
,,,Aug,10417,0.134%
,,,Sep,10175,0.167%
,,,Oct,10537,0.142%
,,,Nov,10130,0.118%
,,,Dec,10458,0.143%
,,2024,Jan,10368,0.116%
,,,Feb,10256,0.205%
,,,Mar,10655,0.15%
,,,Apr,10510,0.19%
,,,May,10749,0.186%
,,,Jun,11038,0.172%
,,,Jul,11571,0.19%
,,,Aug,11064,0.145%
,,,Sep,11288,0.115%
,,,Oct,11579,0.173%
,,,Nov,12183,0.189%
,,,Dec,12612,0.214%
,,2025,Jan,13013,0.207%
,,,Feb,11413,0.123%
,,,Mar,12635,0.166%
,,,Apr,12523,0.192%
,,,May,12558,-
,,,Jun,12042,0.125%
,,,Jul,13129,0.229%
,,,Aug 1 – Aug 27,11418,0.175%
,≥ 30 and < 50 Years,2023,Jan,18088,0.127%
,,,Feb,16164,0.167%
,,,Mar,18873,0.127%
,,,Apr,18263,0.093%
,,,May,19642,0.071%
,,,Jun,19020,0.11%
,,,Jul,19807,0.157%
,,,Aug,19685,0.142%
,,,Sep,18703,0.118%
,,,Oct,19910,0.136%
,,,Nov,19302,0.078%
,,,Dec,20167,0.119%
,,2024,Jan,20377,0.069%
,,,Feb,19583,0.092%
,,,Mar,20772,0.096%
,,,Apr,20147,0.06%
,,,May,20763,0.135%
,,,Jun,20675,0.126%
,,,Jul,22200,0.113%
,,,Aug,21875,0.151%
,,,Sep,20837,0.072%
,,,Oct,22005,0.118%
,,,Nov,23860,0.147%
,,,Dec,24520,0.09%
,,2025,Jan,25188,0.083%
,,,Feb,23239,0.116%
,,,Mar,25092,0.088%
,,,Apr,24381,0.148%
,,,May,25547,0.121%
,,,Jun,24789,0.097%
,,,Jul,26541,0.121%
,,,Aug 1 – Aug 27,22994,0.078%
,≥ 50 and < 65 Years,2023,Jan,12875,0.085%
,,,Feb,11687,-
,,,Mar,13196,0.099%
,,,Apr,13248,0.091%
,,,May,14026,0.128%
,,,Jun,13856,0.079%
,,,Jul,14274,0.091%
,,,Aug,14372,-
,,,Sep,13447,-
,,,Oct,14591,0.089%
,,,Nov,13330,0.09%
,,,Dec,14159,-
,,2024,Jan,14336,0.084%
,,,Feb,13383,-
,,,Mar,14071,-
,,,Apr,14045,0.1%
,,,May,14668,-
,,,Jun,15182,-
,,,Jul,15870,0.101%
,,,Aug,15705,0.083%
,,,Sep,14548,-
,,,Oct,15658,-
,,,Nov,16865,0.089%
,,,Dec,17840,0.101%
,,2025,Jan,18523,0.103%
,,,Feb,17623,0.085%
,,,Mar,18165,0.094%
,,,Apr,17908,0.084%
,,,May,18601,-
,,,Jun,18575,0.086%
,,,Jul,19330,0.083%
,,,Aug 1 – Aug 27,17032,0.065%
,65 Years or more,2023,Jan,17825,-
,,,Feb,15862,-
,,,Mar,18187,-
,,,Apr,18224,-
,,,May,19222,-
,,,Jun,18722,-
,,,Jul,19614,-
,,,Aug,19623,-
,,,Sep,18591,-
,,,Oct,20575,-
,,,Nov,19467,-
,,,Dec,21243,-
,,2024,Jan,20640,-
,,,Feb,19337,-
,,,Mar,20440,-
,,,Apr,20322,-
,,,May,21382,-
,,,Jun,22073,-
,,,Jul,23318,-
,,,Aug,23272,-
,,,Sep,22021,-
,,,Oct,23702,-
,,,Nov,26730,-
,,,Dec,29142,-
