Session Title,Number of ED Encounters and Percent with Self-Harm Dx by State of Residence (U.S.) and Age at Time of Visit Range,,,,
Session ID,2758643,,,,
Data Model,ED Encounters,,,,
Population Base,All ED Encounters,,,,
Population Criteria Filters: These criteria are a summary and do not fully reflect the content of the exported session.,,,,,
Session Date Range,1/1/2023 - 8/27/2025 (Based On Arrival Date),,,,
Export User,Stephanie Perniciaro,,,,
Date of Export,9/19/2025,,,,
,,,,,
,,,,,
,,,Measures,Number of ED Encounters,Percent with Self-Harm Dx (%)
State of Residence (U.S.),Age at Time of Visit,Year,Month,,
,,,Mar,1357,-
,,,Apr,1350,-
,,,May,1490,-
,,,Jun,1138,-
,,,Jul,1150,-
,,,Aug,1373,-
,,,Sep,1732,-
,,,Oct,1896,-
,,,Nov,1358,-
,,,Dec,1248,-
,,2025,Jan,1024,-
,,,Feb,1462,-
,,,Mar,1692,-
,,,Apr,1543,0.778%
,,,May,1600,1.1%
,,,Jun,1180,-
,,,Jul,1170,-
,,,Aug 1 – Aug 27,1063,-
,≥ 15 and < 20 Years,2023,Jan,1476,-
,,,Feb,1387,-
,,,Mar,1787,-
,,,Apr,1623,-
,,,May,1572,0.827%
,,,Jun,1371,-
,,,Jul,1497,-
,,,Aug,1692,-
,,,Sep,1964,-
,,,Oct,1912,-
,,,Nov,1871,-
,,,Dec,1753,-
,,2024,Jan,1774,-
,,,Feb,1805,-
,,,Mar,1952,-
,,,Apr,1884,-
,,,May,1990,0.854%
,,,Jun,1769,0.791%
,,,Jul,1857,-
,,,Aug,2045,-
,,,Sep,2426,-
,,,Oct,2466,-
,,,Nov,2211,-
,,,Dec,1999,-
,,2025,Jan,1810,0.773%
,,,Feb,1934,-
,,,Mar,2158,-
,,,Apr,2117,-
,,,May,2047,0.782%
,,,Jun,1867,0.643%
,,,Jul,1995,0.802%
,,,Aug 1 – Aug 27,1856,0.7%
,≥ 20 and < 30 Years,2023,Jan,3434,-
,,,Feb,3119,-
,,,Mar,3871,-
,,,Apr,3784,-
,,,May,3890,-
,,,Jun,3779,-
,,,Jul,3988,-
,,,Aug,4090,-
,,,Sep,3932,-
,,,Oct,4010,-
,,,Nov,4063,-
,,,Dec,4479,-
,,2024,Jan,4293,0.256%
,,,Feb,4247,-
,,,Mar,4412,-
,,,Apr,4294,-
,,,May,4580,-
,,,Jun,4698,-
,,,Jul,5049,0.238%
,,,Aug,5091,-
,,,Sep,4831,-
,,,Oct,4763,-
,,,Nov,4805,-
,,,Dec,4878,-
,,2025,Jan,4754,-
,,,Feb,4539,-
,,,Mar,5036,0.258%
,,,Apr,4658,-
,,,May,4957,0.222%
,,,Jun,5084,0.216%
,,,Jul,5148,-
,,,Aug 1 – Aug 27,4349,-
,≥ 30 and < 50 Years,2023,Jan,6719,-
,,,Feb,6158,-
,,,Mar,7782,0.154%
,,,Apr,7550,-
,,,May,7822,-
,,,Jun,7518,0.186%
,,,Jul,8357,-
,,,Aug,8280,-
,,,Sep,7900,-
,,,Oct,7933,-
,,,Nov,8277,-
,,,Dec,8923,-
,,2024,Jan,8752,-
,,,Feb,8369,-
,,,Mar,8782,-
,,,Apr,8404,-
,,,May,9440,-
,,,Jun,9232,-
,,,Jul,10179,-
,,,Aug,9785,0.215%
,,,Sep,9375,0.149%
,,,Oct,9608,0.114%
,,,Nov,9068,-
,,,Dec,9410,-
,,2025,Jan,9163,-
,,,Feb,8904,-
,,,Mar,9808,-
,,,Apr,9569,0.167%
,,,May,9805,0.112%
,,,Jun,10057,-
,,,Jul,10560,0.123%
,,,Aug 1 – Aug 27,8925,-
,≥ 50 and < 65 Years,2023,Jan,5396,-
,,,Feb,4995,-
,,,Mar,6191,-
,,,Apr,6101,-
,,,May,6359,-
,,,Jun,6286,-
,,,Jul,6600,-
,,,Aug,6708,-
,,,Sep,6325,-
,,,Oct,6343,-
,,,Nov,6616,-
,,,Dec,7002,-
,,2024,Jan,6963,-
,,,Feb,6721,-
,,,Mar,7274,-
,,,Apr,7055,-
,,,May,8098,-
,,,Jun,7825,-
,,,Jul,8292,-
,,,Aug,8112,-
,,,Sep,7951,-
,,,Oct,7768,-
,,,Nov,7110,-
,,,Dec,7802,-
,,2025,Jan,7731,-
,,,Feb,7628,-
,,,Mar,8395,-
,,,Apr,8170,-
,,,May,8418,-
,,,Jun,8672,-
,,,Jul,9097,-
,,,Aug 1 – Aug 27,7722,-
,65 Years or more,2023,Jan,7451,-
,,,Feb,6869,-
,,,Mar,8643,-
,,,Apr,8814,-
,,,May,8841,-
,,,Jun,8865,-
,,,Jul,9262,-
,,,Aug,9287,-
,,,Sep,8974,-
,,,Oct,9043,-
,,,Nov,9997,-
,,,Dec,11179,-
,,2024,Jan,10145,-
,,,Feb,9786,-
,,,Mar,10389,-
,,,Apr,10514,-
,,,May,12123,-
,,,Jun,11662,-
,,,Jul,12019,-
,,,Aug,12300,-
,,,Sep,11904,-
,,,Oct,11681,-
,,,Nov,11217,-
,,,Dec,12005,-
,,2025,Jan,11341,-
,,,Feb,11543,-
,,,Mar,12803,-
,,,Apr,12329,-
,,,May,13402,-
,,,Jun,13238,-
,,,Jul,13483,-
,,,Aug 1 – Aug 27,11594,-
,No value,2023,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2024,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2025,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug 1 – Aug 27,10 or fewer,-
,Total,2023,Jan,27937,0.115%
,,,Feb,26357,0.102%
,,,Mar,33099,0.124%
,,,Apr,32065,0.075%
,,,May,32757,0.11%
,,,Jun,31081,0.113%
,,,Jul,33004,0.091%
,,,Aug,33499,0.101%
,,,Sep,33447,0.111%
,,,Oct,33700,0.083%
,,,Nov,35863,0.084%
,,,Dec,39347,0.086%
,,2024,Jan,36516,0.096%
,,,Feb,35929,0.097%
,,,Mar,37859,0.098%
,,,Apr,36888,0.081%
,,,May,41335,0.094%
,,,Jun,39337,0.102%
,,,Jul,41459,0.082%
,,,Aug,41822,0.108%
,,,Sep,41696,0.115%
,,,Oct,41991,0.079%
,,,Nov,39365,0.079%
,,,Dec,41576,0.087%
,,2025,Jan,39101,0.102%
,,,Feb,40382,0.069%
,,,Mar,44095,0.095%
,,,Apr,42007,0.114%
,,,May,44110,0.141%
,,,Jun,43382,0.113%
,,,Jul,44472,0.115%
,,,Aug 1 – Aug 27,38150,0.102%
Arkansas,Less than 10 Years,2023,Jan,7082,-
,,,Feb,6549,-
,,,Mar,7474,-
,,,Apr,7203,-
,,,May,7476,-
,,,Jun,6159,-
,,,Jul,5949,-
,,,Aug,6624,-
,,,Sep,7377,-
,,,Oct,7755,-
,,,Nov,9219,-
,,,Dec,9369,-
,,2024,Jan,7195,-
,,,Feb,8335,-
,,,Mar,7808,-
,,,Apr,7437,-
,,,May,7576,-
,,,Jun,6147,-
,,,Jul,5721,-
,,,Aug,6568,-
,,,Sep,7167,-
,,,Oct,7763,-
,,,Nov,7892,-
,,,Dec,9522,-
,,2025,Jan,8630,-
,,,Feb,7801,-
,,,Mar,7852,-
,,,Apr,7116,-
,,,May,7565,-
,,,Jun,6444,-
,,,Jul,6398,-
,,,Aug 1 – Aug 27,6087,-
,≥ 10 and < 15 Years,2023,Jan,1617,1.1%
,,,Feb,1568,0.893%
,,,Mar,1761,1%
,,,Apr,2040,0.98%
,,,May,2030,0.985%
,,,Jun,1401,-
,,,Jul,1408,0.852%
,,,Aug,1853,0.594%
,,,Sep,2154,0.65%
,,,Oct,2005,-
,,,Nov,1818,-
,,,Dec,1756,-
,,2024,Jan,1664,-
,,,Feb,2228,0.539%
,,,Mar,1959,0.766%
,,,Apr,2165,0.647%
,,,May,1988,0.956%
,,,Jun,1522,0.854%
,,,Jul,1522,0.788%
,,,Aug,1840,1%
,,,Sep,2300,-
,,,Oct,2457,0.448%
,,,Nov,1941,0.721%
,,,Dec,1923,0.728%
,,2025,Jan,1990,0.653%
,,,Feb,1923,-
,,,Mar,2003,0.549%
,,,Apr,2093,0.669%
,,,May,1873,0.801%
,,,Jun,1446,0.83%
,,,Jul,1571,1.1%
,,,Aug 1 – Aug 27,1593,0.691%
,≥ 15 and < 20 Years,2023,Jan,1968,1.4%
,,,Feb,1850,1.4%
,,,Mar,2088,1.3%
,,,Apr,2142,1.2%
,,,May,2066,1.2%
,,,Jun,1885,0.955%
,,,Jul,2031,1.3%
,,,Aug,2160,1.2%
,,,Sep,2321,1.1%
,,,Oct,2310,0.823%
,,,Nov,2026,1.1%
,,,Dec,1992,1%
,,2024,Jan,2076,0.626%
,,,Feb,2323,1.2%
,,,Mar,2040,0.784%
,,,Apr,2299,1.2%
,,,May,2147,1.5%
,,,Jun,2056,0.875%
,,,Jul,2029,0.887%
,,,Aug,2244,0.713%
,,,Sep,2438,0.902%
,,,Oct,2543,0.511%
,,,Nov,2397,1.1%
,,,Dec,2178,1.1%
,,2025,Jan,2354,0.977%
,,,Feb,2173,1.2%
,,,Mar,2312,0.735%
,,,Apr,2409,1.2%
,,,May,2203,0.59%
,,,Jun,2177,0.827%
,,,Jul,2241,1.1%
,,,Aug 1 – Aug 27,2067,1.2%
,≥ 20 and < 30 Years,2023,Jan,4185,0.335%
,,,Feb,3798,0.316%
,,,Mar,4197,0.262%
,,,Apr,4082,-
,,,May,4530,0.265%
,,,Jun,4353,0.299%
,,,Jul,4577,-
,,,Aug,4477,0.491%
,,,Sep,4213,0.285%
,,,Oct,4192,0.334%
,,,Nov,3889,0.334%
,,,Dec,4253,-
,,2024,Jan,4274,0.304%
,,,Feb,4033,-
,,,Mar,4256,-
,,,Apr,4107,0.341%
,,,May,4364,-
,,,Jun,4285,-
,,,Jul,4240,-
,,,Aug,4373,0.297%
,,,Sep,4247,0.353%
,,,Oct,4233,0.307%
,,,Nov,4379,-
,,,Dec,4318,-
,,2025,Jan,4321,-
,,,Feb,3850,-
,,,Mar,4329,-
,,,Apr,4200,0.262%
,,,May,4652,-
,,,Jun,4513,-
,,,Jul,4670,0.3%
,,,Aug 1 – Aug 27,3929,-
,≥ 30 and < 50 Years,2023,Jan,7849,0.331%
,,,Feb,7018,-
,,,Mar,7826,0.141%
,,,Apr,7650,0.183%
,,,May,8256,0.254%
,,,Jun,8156,-
,,,Jul,8405,0.226%
,,,Aug,8278,0.217%
,,,Sep,7960,0.251%
,,,Oct,7886,0.266%
,,,Nov,7543,0.252%
,,,Dec,8103,-
,,2024,Jan,7876,0.14%
,,,Feb,7815,0.141%
,,,Mar,7858,0.165%
,,,Apr,7952,0.163%
,,,May,8484,0.165%
,,,Jun,8203,0.293%
,,,Jul,8475,0.224%
,,,Aug,8586,0.245%
,,,Sep,7876,0.254%
,,,Oct,8036,-
,,,Nov,7743,0.297%
,,,Dec,8019,0.274%
,,2025,Jan,8107,-
,,,Feb,7403,0.176%
,,,Mar,8284,-
,,,Apr,7990,0.163%
,,,May,8612,0.163%
,,,Jun,8779,0.125%
,,,Jul,8623,0.197%
,,,Aug 1 – Aug 27,7541,0.159%
,≥ 50 and < 65 Years,2023,Jan,5267,-
,,,Feb,4932,-
,,,Mar,5550,-
,,,Apr,5405,-
,,,May,5845,-
,,,Jun,5675,-
,,,Jul,5775,-
,,,Aug,5880,-
,,,Sep,5533,0.253%
,,,Oct,5355,-
,,,Nov,5145,-
,,,Dec,5625,-
,,2024,Jan,5422,-
,,,Feb,5208,-
,,,Mar,5680,-
,,,Apr,5548,-
,,,May,5896,-
,,,Jun,5797,-
,,,Jul,5906,0.22%
,,,Aug,5925,-
,,,Sep,5756,-
,,,Oct,5817,-
,,,Nov,5429,-
,,,Dec,5873,-
,,2025,Jan,5847,-
,,,Feb,5424,-
,,,Mar,5872,-
,,,Apr,5746,0.261%
,,,May,6112,-
,,,Jun,5945,-
,,,Jul,6061,-
,,,Aug 1 – Aug 27,5313,-
,65 Years or more,2023,Jan,6625,-
,,,Feb,6080,-
,,,Mar,6880,-
,,,Apr,6621,-
,,,May,7142,-
,,,Jun,6947,-
,,,Jul,7074,-
,,,Aug,6996,-
,,,Sep,6897,-
,,,Oct,6889,-
,,,Nov,6692,-
,,,Dec,7548,-
,,2024,Jan,7129,-
,,,Feb,7029,-
,,,Mar,7393,-
,,,Apr,7173,-
,,,May,7667,-
,,,Jun,7735,-
,,,Jul,7671,-
,,,Aug,7840,-
,,,Sep,7340,-
,,,Oct,7747,-
,,,Nov,7413,-
,,,Dec,8025,-
,,2025,Jan,7860,-
,,,Feb,7106,-
,,,Mar,8075,-
,,,Apr,7705,-
,,,May,8087,-
,,,Jun,7778,-
,,,Jul,7873,-
,,,Aug 1 – Aug 27,6967,-
,No value,2023,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2024,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2025,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug 1 – Aug 27,10 or fewer,-
,Total,2023,Jan,34593,0.272%
,,,Feb,31795,0.198%
,,,Mar,35776,0.215%
,,,Apr,35143,0.239%
,,,May,37345,0.214%
,,,Jun,34576,0.165%
,,,Jul,35219,0.216%
,,,Aug,36268,0.24%
,,,Sep,36455,0.236%
,,,Oct,36392,0.198%
,,,Nov,36333,0.204%
,,,Dec,38646,0.129%
,,2024,Jan,35636,0.143%
,,,Feb,36971,0.181%
,,,Mar,36994,0.162%
,,,Apr,36681,0.221%
,,,May,38122,0.207%
,,,Jun,35745,0.193%
,,,Jul,35565,0.211%
,,,Aug,37376,0.209%
,,,Sep,37124,0.205%
,,,Oct,38596,0.153%
,,,Nov,37194,0.22%
,,,Dec,39858,0.198%
,,2025,Jan,39109,0.146%
,,,Feb,35680,0.182%
,,,Mar,38727,0.137%
,,,Apr,37259,0.225%
,,,May,39104,0.153%
,,,Jun,37082,0.162%
,,,Jul,37437,0.222%
,,,Aug 1 – Aug 27,33497,0.2%
Washington,Less than 10 Years,2023,Jan,2898,-
,,,Feb,3078,-
,,,Mar,3749,-
,,,Apr,3339,-
,,,May,3618,-
,,,Jun,3283,-
,,,Jul,2968,-
,,,Aug,2640,-
,,,Sep,2686,-
,,,Oct,2908,-
,,,Nov,3485,-
,,,Dec,4193,-
,,2024,Jan,3068,-
,,,Feb,3135,-
,,,Mar,3671,-
,,,Apr,3594,-
,,,May,3870,-
,,,Jun,3383,-
,,,Jul,2911,-
,,,Aug,2704,-
,,,Sep,2810,-
,,,Oct,2861,-
,,,Nov,3022,-
,,,Dec,4330,-
,,2025,Jan,3891,-
,,,Feb,3646,-
,,,Mar,3615,-
,,,Apr,3372,-
,,,May,3603,-
,,,Jun,3244,-
,,,Jul,2695,-
,,,Aug 1 – Aug 27,2317,-
,≥ 10 and < 15 Years,2023,Jan,895,2.5%
,,,Feb,917,1.6%
,,,Mar,1077,-
,,,Apr,972,1.5%
,,,May,1173,1.3%
,,,Jun,998,-
,,,Jul,879,-
,,,Aug,830,-
,,,Sep,939,-
,,,Oct,1004,1.3%
,,,Nov,948,1.2%
,,,Dec,908,-
,,2024,Jan,975,1.3%
,,,Feb,1026,1.3%
,,,Mar,1172,-
,,,Apr,1158,1%
,,,May,1230,1.7%
,,,Jun,1122,-
,,,Jul,959,-
,,,Aug,837,-
,,,Sep,1038,-
,,,Oct,1011,-
,,,Nov,985,-
,,,Dec,1175,-
,,2025,Jan,1165,1.5%
,,,Feb,1069,1.4%
,,,Mar,1222,-
,,,Apr,1049,1%
,,,May,1356,1.1%
,,,Jun,987,-
,,,Jul,873,-
,,,Aug 1 – Aug 27,775,-
,≥ 15 and < 20 Years,2023,Jan,1496,1.9%
,,,Feb,1303,1.9%
,,,Mar,1555,1.4%
,,,Apr,1456,1.5%
,,,May,1576,1.5%
,,,Jun,1523,1.4%
,,,Jul,1600,1.3%
,,,Aug,1483,0.809%
,,,Sep,1525,1.6%
,,,Oct,1641,1.3%
,,,Nov,1452,1.6%
,,,Dec,1396,0.788%
,,2024,Jan,1569,1.1%
,,,Feb,1494,1.7%
,,,Mar,1593,1.4%
,,,Apr,1668,0.899%
,,,May,1628,0.921%
,,,Jun,1451,1.3%
,,,Jul,1513,0.925%
,,,Aug,1529,1.5%
,,,Sep,1639,1.8%
,,,Oct,1721,0.813%
,,,Nov,1659,1.3%
,,,Dec,1755,0.969%
,,2025,Jan,1781,0.842%
,,,Feb,1642,0.974%
,,,Mar,1678,0.894%
,,,Apr,1580,1.9%
,,,May,1623,1.4%
,,,Jun,1564,0.959%
,,,Jul,1604,1.3%
,,,Aug 1 – Aug 27,1383,1.7%
,≥ 20 and < 30 Years,2023,Jan,3899,0.41%
,,,Feb,3593,0.362%
,,,Mar,4046,0.395%
,,,Apr,3863,0.595%
,,,May,4116,0.364%
,,,Jun,4155,0.337%
,,,Jul,4314,0.417%
,,,Aug,4290,0.28%
,,,Sep,4136,0.338%
,,,Oct,4150,0.361%
,,,Nov,3888,0.463%
,,,Dec,4170,0.432%
,,2024,Jan,3995,0.3%
,,,Feb,3842,-
,,,Mar,4064,0.566%
,,,Apr,3984,0.301%
,,,May,4172,0.36%
,,,Jun,4150,0.361%
,,,Jul,4418,0.475%
,,,Aug,4256,0.329%
,,,Sep,4186,0.406%
,,,Oct,4202,0.547%
,,,Nov,3995,0.501%
,,,Dec,4435,0.271%
,,2025,Jan,4303,-
,,,Feb,3800,0.395%
,,,Mar,4294,0.326%
,,,Apr,4026,0.348%
,,,May,4344,0.345%
,,,Jun,4177,0.359%
,,,Jul,4289,0.373%
,,,Aug 1 – Aug 27,3877,0.387%
,≥ 30 and < 50 Years,2023,Jan,7797,0.167%
,,,Feb,7325,0.232%
,,,Mar,8362,0.239%
,,,Apr,8121,0.283%
,,,May,8528,0.199%
,,,Jun,8353,0.335%
,,,Jul,8694,0.219%
,,,Aug,8849,0.203%
,,,Sep,8279,0.205%
,,,Oct,8740,0.32%
,,,Nov,8303,0.145%
,,,Dec,8796,-
,,2024,Jan,8733,0.309%
,,,Feb,8366,0.203%
,,,Mar,9058,0.188%
,,,Apr,8822,0.159%
,,,May,9269,0.205%
,,,Jun,8828,0.17%
,,,Jul,9423,0.18%
,,,Aug,9327,0.193%
,,,Sep,9273,0.216%
,,,Oct,9150,0.208%
,,,Nov,8600,0.186%
,,,Dec,9353,0.128%
,,2025,Jan,9507,-
,,,Feb,8610,0.174%
,,,Mar,9387,0.234%
,,,Apr,9058,0.199%
,,,May,9771,0.143%
,,,Jun,9189,0.174%
,,,Jul,9816,0.285%
,,,Aug 1 – Aug 27,8579,0.233%
,≥ 50 and < 65 Years,2023,Jan,5458,-
,,,Feb,4998,-
,,,Mar,5882,-
,,,Apr,5395,-
,,,May,5893,-
,,,Jun,5577,-
,,,Jul,5979,-
,,,Aug,5949,-
,,,Sep,5684,-
,,,Oct,5853,-
,,,Nov,5606,-
,,,Dec,6025,-
,,2024,Jan,6021,-
,,,Feb,5479,-
,,,Mar,5974,-
,,,Apr,5775,-
,,,May,6083,-
,,,Jun,6083,-
,,,Jul,6328,-
,,,Aug,6416,-
,,,Sep,5814,-
,,,Oct,5922,-
,,,Nov,5622,-
,,,Dec,6161,-
,,2025,Jan,6216,0.193%
,,,Feb,5739,-
,,,Mar,6408,-
,,,Apr,6077,-
,,,May,6415,0.249%
,,,Jun,6200,-
,,,Jul,6564,-
,,,Aug 1 – Aug 27,5713,-
,65 Years or more,2023,Jan,8565,-
,,,Feb,7968,-
,,,Mar,8953,-
,,,Apr,8597,-
,,,May,9090,-
,,,Jun,8962,-
,,,Jul,9319,-
,,,Aug,9489,-
,,,Sep,8975,-
,,,Oct,9343,-
,,,Nov,9129,-
,,,Dec,9798,-
,,2024,Jan,9805,-
,,,Feb,8876,-
,,,Mar,9535,-
,,,Apr,9455,-
,,,May,10205,-
,,,Jun,10180,-
,,,Jul,10416,-
,,,Aug,10304,-
,,,Sep,10019,-
,,,Oct,9883,-
,,,Nov,9531,-
,,,Dec,10613,-
,,2025,Jan,10315,-
,,,Feb,9622,-
,,,Mar,10649,-
,,,Apr,10239,-
,,,May,10997,-
,,,Jun,10735,-
,,,Jul,11029,-
,,,Aug 1 – Aug 27,9714,-
,No value,2023,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2024,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug,10 or fewer,-
,,,Sep,10 or fewer,-
,,,Oct,10 or fewer,-
,,,Nov,10 or fewer,-
,,,Dec,10 or fewer,-
,,2025,Jan,10 or fewer,-
,,,Feb,10 or fewer,-
,,,Mar,10 or fewer,-
,,,Apr,10 or fewer,-
,,,May,10 or fewer,-
,,,Jun,10 or fewer,-
,,,Jul,10 or fewer,-
,,,Aug 1 – Aug 27,10 or fewer,-
,Total,2023,Jan,31008,0.274%
,,,Feb,29182,0.278%
,,,Mar,33624,0.232%
,,,Apr,31743,0.293%
,,,May,33994,0.235%
,,,Jun,32851,0.24%
,,,Jul,33753,0.204%
,,,Aug,33530,0.161%
,,,Sep,32224,0.23%
,,,Oct,33639,0.259%
,,,Nov,32811,0.213%
,,,Dec,35286,0.15%
,,2024,Jan,34166,0.237%
,,,Feb,32218,0.223%
,,,Mar,35067,0.231%
,,,Apr,34456,0.163%
,,,May,36457,0.211%
,,,Jun,35197,0.188%
,,,Jul,35968,0.2%
,,,Aug,35373,0.189%
,,,Sep,34779,0.236%
,,,Oct,34750,0.227%
,,,Nov,33414,0.224%
,,,Dec,37822,0.151%
,,2025,Jan,37178,0.172%
,,,Feb,34128,0.185%
,,,Mar,37253,0.169%
,,,Apr,35401,0.237%
,,,May,38109,0.223%
,,,Jun,36096,0.18%
,,,Jul,36870,0.217%
,,,Aug 1 – Aug 27,32358,0.229%
Arizona,Less than 10 Years,2023,Jan,2785,-
,,,Feb,2825,-
,,,Mar,3138,-
,,,Apr,3098,-
,,,May,3230,-
,,,Jun,2585,-
,,,Jul,2264,-
,,,Aug,2633,-
,,,Sep,2736,-
,,,Oct,2833,-
,,,Nov,3526,-
,,,Dec,4333,-
,,2024,Jan,3457,-
,,,Feb,3265,-
,,,Mar,3206,-
,,,Apr,3344,-
,,,May,3632,-
,,,Jun,2671,-
,,,Jul,2488,-
,,,Aug,2557,-
,,,Sep,2461,-
,,,Oct,2743,-
,,,Nov,3177,-
,,,Dec,4353,-
,,2025,Jan,4002,-
,,,Feb,3931,-
,,,Mar,3712,-
,,,Apr,3260,-
,,,May,3282,-
,,,Jun,2439,-
,,,Jul,2342,-
,,,Aug 1 – Aug 27,2374,-
,≥ 10 and < 15 Years,2023,Jan,859,-
,,,Feb,773,-
,,,Mar,911,-
,,,Apr,919,-
,,,May,952,-
,,,Jun,687,-
,,,Jul,651,-
,,,Aug,856,-
,,,Sep,926,-
,,,Oct,995,-
,,,Nov,995,-
,,,Dec,1074,-
,,2024,Jan,977,-
,,,Feb,1055,-
,,,Mar,969,-
,,,Apr,1118,-
,,,May,1041,-
,,,Jun,691,-
,,,Jul,657,-
,,,Aug,1054,-
,,,Sep,1089,-
,,,Oct,947,-
,,,Nov,1022,-
,,,Dec,1164,-
,,2025,Jan,1178,-
,,,Feb,1243,-
,,,Mar,1173,-
,,,Apr,1211,-
,,,May,1042,-
,,,Jun,740,-
,,,Jul,719,-
,,,Aug 1 – Aug 27,906,-
,≥ 15 and < 20 Years,2023,Jan,1226,-
,,,Feb,1115,-
,,,Mar,1269,-
,,,Apr,1276,0.862%
,,,May,1285,-
,,,Jun,1137,-
,,,Jul,1243,-
,,,Aug,1338,-
,,,Sep,1440,-
,,,Oct,1391,-
,,,Nov,1528,0.72%
,,,Dec,1485,0.741%
,,2024,Jan,1410,-
,,,Feb,1439,-
,,,Mar,1399,-
,,,Apr,1394,-
,,,May,1510,-
,,,Jun,1348,-
,,,Jul,1365,-
,,,Aug,1548,-
,,,Sep,1614,-
,,,Oct,1614,-
,,,Nov,1589,-
,,,Dec,1642,-
,,2025,Jan,1756,-
,,,Feb,1684,-
,,,Mar,1722,-
,,,Apr,1814,-
,,,May,1580,-
,,,Jun,1462,1.1%
,,,Jul,1565,1%
,,,Aug 1 – Aug 27,1454,-
,≥ 20 and < 30 Years,2023,Jan,3357,-
,,,Feb,3019,-
,,,Mar,3441,0.436%
,,,Apr,3404,-
,,,May,3755,0.373%
,,,Jun,3560,0.393%
,,,Jul,3701,0.378%
,,,Aug,3697,-
,,,Sep,3672,-
,,,Oct,3873,-
,,,Nov,3825,-
,,,Dec,3870,-
,,2024,Jan,4137,0.29%
,,,Feb,3637,-
,,,Mar,4052,-
,,,Apr,4018,-
,,,May,4124,-
,,,Jun,3886,-
,,,Jul,4135,0.266%
,,,Aug,4103,0.39%
,,,Sep,4001,0.35%
,,,Oct,4128,0.339%
,,,Nov,3997,-
,,,Dec,4813,-
,,2025,Jan,4785,0.251%
,,,Feb,4405,0.25%
,,,Mar,5031,-
,,,Apr,4911,0.265%
,,,May,5054,0.277%
,,,Jun,4748,0.232%
,,,Jul,4823,0.311%
,,,Aug 1 – Aug 27,4353,-
,≥ 30 and < 50 Years,2023,Jan,6597,0.167%
,,,Feb,5976,0.234%
,,,Mar,6789,-
,,,Apr,6817,0.176%
,,,May,7297,0.301%
,,,Jun,7096,0.155%
,,,Jul,7538,0.146%
,,,Aug,7612,0.158%
,,,Sep,7174,0.195%
,,,Oct,7488,-
,,,Nov,7423,-
,,,Dec,7748,-
,,2024,Jan,8033,0.137%
,,,Feb,7409,-
,,,Mar,7787,-
,,,Apr,7868,-
,,,May,8123,-
,,,Jun,7735,0.155%
,,,Jul,8410,0.178%
,,,Aug,8266,0.169%
,,,Sep,8138,-
,,,Oct,8188,0.159%
,,,Nov,7867,-
,,,Dec,9253,0.184%
,,2025,Jan,9249,0.195%
,,,Feb,9047,0.155%
,,,Mar,9800,0.112%
,,,Apr,9751,0.123%
