,,,≥ 1 and < 5,16.6%,49.2%,199
,,,≥ 5 and < 18,4.6%,51.9%,283
,,,≥ 18 and < 50,3.2%,57.3%,431
,,,≥ 50 and < 65,-,64.4%,205
,,,65 or more,6.8%,74.7%,427
,,,No value,-,-,10 or fewer
,,,Total,7%,60.6%,1623
,,California,Less than 1,16.3%,45.3%,375
,,,≥ 1 and < 5,16.1%,45.9%,737
,,,≥ 5 and < 18,3.6%,39.5%,1132
,,,≥ 18 and < 50,1.5%,37.1%,1828
,,,≥ 50 and < 65,2.4%,46.5%,848
,,,65 or more,4%,53.7%,1365
,,,No value,-,-,10 or fewer
,,,Total,5.1%,43.9%,6285
,,Tennessee,Less than 1,9.7%,65.8%,196
,,,≥ 1 and < 5,3.9%,52.6%,513
,,,≥ 5 and < 18,-,47.4%,803
,,,≥ 18 and < 50,1.3%,39.3%,824
,,,≥ 50 and < 65,-,43.5%,402
,,,65 or more,-,47.1%,681
,,,No value,-,-,10 or fewer
,,,Total,2.1%,46.8%,3419
,,Washington,Less than 1,24.4%,54.9%,82
,,,≥ 1 and < 5,11.5%,48.3%,174
,,,≥ 5 and < 18,-,39.3%,239
,,,≥ 18 and < 50,-,39.5%,387
,,,≥ 50 and < 65,-,56.3%,190
,,,65 or more,-,61.2%,286
,,,No value,-,-,10 or fewer
,,,Total,5.1%,48.5%,1358
,,Alabama,Less than 1,-,77.8%,18
,,,≥ 1 and < 5,-,82.2%,45
,,,≥ 5 and < 18,-,66.1%,115
,,,≥ 18 and < 50,-,63.3%,237
,,,≥ 50 and < 65,-,63.3%,98
,,,65 or more,-,72.7%,194
,,,No value,-,-,10 or fewer
,,,Total,3.3%,67.9%,707
,,Utah,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,11
,,,≥ 18 and < 50,-,63.9%,72
,,,≥ 50 and < 65,-,70.4%,27
,,,65 or more,-,83.8%,37
,,,No value,-,-,10 or fewer
,,,Total,10.9%,70.5%,156
,,Michigan,Less than 1,10.5%,37%,381
,,,≥ 1 and < 5,6.7%,36.6%,1130
,,,≥ 5 and < 18,1.8%,27.7%,1546
,,,≥ 18 and < 50,1.1%,33.8%,2657
,,,≥ 50 and < 65,1.9%,40.4%,1400
,,,65 or more,2.7%,47.1%,2244
,,,No value,-,-,10 or fewer
,,,Total,2.8%,37.4%,9358
,,Mississippi,Less than 1,-,64.5%,152
,,,≥ 1 and < 5,3.4%,50.8%,447
,,,≥ 5 and < 18,-,26.6%,598
,,,≥ 18 and < 50,-,22.9%,1162
,,,≥ 50 and < 65,-,27%,515
,,,65 or more,-,33.7%,726
,,,No value,-,-,10 or fewer
,,,Total,1.3%,31.5%,3600
,,Virginia,Less than 1,6.7%,71.6%,327
,,,≥ 1 and < 5,3.8%,60%,1003
,,,≥ 5 and < 18,0.947%,37.6%,1901
,,,≥ 18 and < 50,0.677%,28.2%,3252
,,,≥ 50 and < 65,1.3%,37.6%,1461
,,,65 or more,1.5%,49.1%,2137
,,,No value,-,-,10 or fewer
,,,Total,1.5%,40.3%,10081
,,Massachusetts,Less than 1,-,33.5%,212
,,,≥ 1 and < 5,2.4%,34.3%,539
,,,≥ 5 and < 18,-,31.9%,875
,,,≥ 18 and < 50,-,42%,1251
,,,≥ 50 and < 65,1.9%,45.3%,629
,,,65 or more,3%,56.6%,1313
,,,No value,-,-,10 or fewer
,,,Total,1.9%,43.3%,4819
,,Armed Forces Pacific,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New Mexico,Less than 1,-,-,12
,,,≥ 1 and < 5,-,73.5%,34
,,,≥ 5 and < 18,-,25%,52
,,,≥ 18 and < 50,-,-,113
,,,≥ 50 and < 65,-,-,38
,,,65 or more,-,29%,93
,,,No value,-,-,10 or fewer
,,,Total,5.6%,26.3%,342
,,District of Columbia,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,12
,,,≥ 18 and < 50,-,33.3%,48
,,,≥ 50 and < 65,-,-,11
,,,65 or more,-,-,13
,,,No value,-,-,10 or fewer
,,,Total,-,40.2%,92
,,Maine,Less than 1,27.5%,60%,40
,,,≥ 1 and < 5,-,42.3%,71
,,,≥ 5 and < 18,-,20.2%,173
,,,≥ 18 and < 50,-,20%,305
,,,≥ 50 and < 65,-,25.7%,167
,,,65 or more,-,18.5%,308
,,,No value,-,-,10 or fewer
,,,Total,2%,23.5%,1064
,,New Hampshire,Less than 1,-,-,13
,,,≥ 1 and < 5,-,-,26
,,,≥ 5 and < 18,-,31.7%,41
,,,≥ 18 and < 50,-,48.2%,112
,,,≥ 50 and < 65,-,37.1%,62
,,,65 or more,-,40.2%,107
,,,No value,-,-,10 or fewer
,,,Total,3%,41%,361
,,Hawaii,Less than 1,-,16%,75
,,,≥ 1 and < 5,-,12%,175
,,,≥ 5 and < 18,-,7.1%,240
,,,≥ 18 and < 50,-,11.1%,324
,,,≥ 50 and < 65,-,13%,146
,,,65 or more,-,16.8%,232
,,,No value,-,-,10 or fewer
,,,Total,1%,12.1%,1192
,,Kansas,Less than 1,-,28.6%,56
,,,≥ 1 and < 5,-,43.7%,87
,,,≥ 5 and < 18,-,31.8%,211
,,,≥ 18 and < 50,-,34.8%,330
,,,≥ 50 and < 65,-,38.3%,175
,,,65 or more,3.3%,46.9%,337
,,,No value,-,-,10 or fewer
,,,Total,2.8%,38.5%,1196
,,None of the above,Less than 1,5.6%,35%,1103
,,,≥ 1 and < 5,3.7%,33.1%,3201
,,,≥ 5 and < 18,0.869%,26.2%,5751
,,,≥ 18 and < 50,0.676%,26.6%,10212
,,,≥ 50 and < 65,1.3%,34.1%,4559
,,,65 or more,1.5%,40.4%,7147
,,,No value,-,-,10 or fewer
,,,Total,1.4%,31.6%,31973
,,Total,Less than 1,12.7%,60.1%,9780
,,,≥ 1 and < 5,8.3%,55.9%,25372
,,,≥ 5 and < 18,2.1%,46.9%,38188
,,,≥ 18 and < 50,1.4%,44.9%,59127
,,,≥ 50 and < 65,2.1%,52.3%,28295
,,,65 or more,2.8%,60.5%,47374
,,,No value,-,-,10 or fewer
,,,Total,3.3%,51.9%,208136
,Feb 16 – Feb 22,Armed Forces America,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Arkansas,Less than 1,12.1%,77.9%,140
,,,≥ 1 and < 5,9.4%,81.5%,372
,,,≥ 5 and < 18,3.8%,78.6%,392
,,,≥ 18 and < 50,-,62.1%,406
,,,≥ 50 and < 65,-,65.8%,193
,,,65 or more,4.3%,71.2%,302
,,,No value,-,-,10 or fewer
,,,Total,5%,72.8%,1805
,,Delaware,Less than 1,-,89.5%,76
,,,≥ 1 and < 5,-,83.7%,172
,,,≥ 5 and < 18,-,81.5%,195
,,,≥ 18 and < 50,-,74.4%,203
,,,≥ 50 and < 65,-,74.1%,116
,,,65 or more,-,77.5%,218
,,,No value,-,-,10 or fewer
,,,Total,2.2%,79.3%,980
,,Wyoming,Less than 1,-,-,14
,,,≥ 1 and < 5,26.2%,73.8%,42
,,,≥ 5 and < 18,-,55.2%,29
,,,≥ 18 and < 50,-,64.2%,53
,,,≥ 50 and < 65,-,53.3%,30
,,,65 or more,-,74%,50
,,,No value,-,-,10 or fewer
,,,Total,9.6%,64.7%,218
,,Montana,Less than 1,-,45.5%,33
,,,≥ 1 and < 5,23%,52.7%,74
,,,≥ 5 and < 18,-,49.3%,67
,,,≥ 18 and < 50,-,48.9%,92
,,,≥ 50 and < 65,-,60%,40
,,,65 or more,-,64.4%,87
,,,No value,-,-,10 or fewer
,,,Total,10.9%,53.9%,393
,,Kentucky,Less than 1,7%,59.7%,201
,,,≥ 1 and < 5,9.5%,66.2%,476
,,,≥ 5 and < 18,-,66.7%,460
,,,≥ 18 and < 50,1.8%,60.5%,775
,,,≥ 50 and < 65,2.6%,69.1%,460
,,,65 or more,-,68.8%,735
,,,No value,-,-,10 or fewer
,,,Total,3.3%,65.5%,3107
,,Illinois,Less than 1,12.6%,78.3%,318
,,,≥ 1 and < 5,9.4%,76.7%,860
,,,≥ 5 and < 18,2.8%,64%,1229
,,,≥ 18 and < 50,1.6%,61.4%,1885
,,,≥ 50 and < 65,2.7%,67.7%,985
,,,65 or more,3.4%,74.4%,1885
,,,No value,-,-,10 or fewer
,,,Total,3.9%,68.7%,7162
,,West Virginia,Less than 1,12.9%,80%,85
,,,≥ 1 and < 5,9.3%,79.6%,226
,,,≥ 5 and < 18,4.1%,79.9%,343
,,,≥ 18 and < 50,2%,80.8%,655
,,,≥ 50 and < 65,4.3%,82.4%,421
,,,65 or more,2.1%,83.7%,705
,,,No value,-,-,10 or fewer
,,,Total,3.8%,81.6%,2435
,,Iowa,Less than 1,23.7%,69.8%,169
,,,≥ 1 and < 5,18.3%,67.6%,312
,,,≥ 5 and < 18,4.9%,66.4%,283
,,,≥ 18 and < 50,2.4%,61.3%,452
,,,≥ 50 and < 65,-,66.5%,251
,,,65 or more,3.7%,77.6%,438
,,,No value,-,-,10 or fewer
,,,Total,7.6%,68.3%,1905
,,Wisconsin,Less than 1,25.4%,65.2%,244
,,,≥ 1 and < 5,14.9%,59.1%,570
,,,≥ 5 and < 18,4.3%,57%,703
,,,≥ 18 and < 50,2%,65.1%,879
,,,≥ 50 and < 65,3.5%,70.4%,487
,,,65 or more,4.7%,76%,729
,,,No value,-,-,10 or fewer
,,,Total,6.8%,65.5%,3612
,,South Dakota,Less than 1,-,64.7%,34
,,,≥ 1 and < 5,-,56.9%,51
,,,≥ 5 and < 18,-,55.8%,52
,,,≥ 18 and < 50,-,62.9%,89
,,,≥ 50 and < 65,-,71.4%,28
,,,65 or more,-,75.9%,87
,,,No value,-,-,10 or fewer
,,,Total,8.5%,65.1%,341
,,Virgin Islands,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Colorado,Less than 1,22.9%,56.6%,484
,,,≥ 1 and < 5,21.1%,51.6%,1059
,,,≥ 5 and < 18,6.8%,45.3%,1179
,,,≥ 18 and < 50,2.4%,49.2%,1076
,,,≥ 50 and < 65,5%,61.8%,424
,,,65 or more,4.5%,73.7%,665
,,,No value,-,-,10 or fewer
,,,Total,10%,53.9%,4887
,,North Dakota,Less than 1,36.4%,78.8%,33
,,,≥ 1 and < 5,28.4%,65.3%,95
,,,≥ 5 and < 18,-,65.1%,86
,,,≥ 18 and < 50,-,58.7%,138
,,,≥ 50 and < 65,-,61.2%,67
,,,65 or more,-,66.4%,119
,,,No value,-,-,10 or fewer
,,,Total,11.2%,64.1%,538
,,Minnesota,Less than 1,26.2%,68.2%,195
,,,≥ 1 and < 5,23.5%,64.8%,358
,,,≥ 5 and < 18,7%,65.4%,474
,,,≥ 18 and < 50,5%,61.5%,785
,,,≥ 50 and < 65,5.7%,65.4%,332
,,,65 or more,5.9%,69.3%,659
,,,No value,-,-,10 or fewer
,,,Total,9.5%,65.4%,2803
,,Pennsylvania,Less than 1,15.9%,74.7%,359
,,,≥ 1 and < 5,9.9%,74.5%,777
,,,≥ 5 and < 18,2.2%,62.8%,1092
,,,≥ 18 and < 50,1.8%,60.1%,2492
,,,≥ 50 and < 65,2.7%,68.9%,1387
,,,65 or more,3.6%,71.8%,2818
,,,No value,-,-,10 or fewer
,,,Total,3.8%,67.3%,8925
,,Oklahoma,Less than 1,18.3%,55.9%,213
,,,≥ 1 and < 5,11.8%,55.5%,321
,,,≥ 5 and < 18,4.3%,35.6%,303
,,,≥ 18 and < 50,2%,32.3%,554
,,,≥ 50 and < 65,-,48.1%,262
,,,65 or more,4.8%,58.7%,462
,,,No value,-,-,10 or fewer
,,,Total,6.1%,46.4%,2115
,,Nevada,Less than 1,21.6%,41.2%,51
,,,≥ 1 and < 5,17.5%,45.6%,114
,,,≥ 5 and < 18,-,38.6%,132
,,,≥ 18 and < 50,-,61.7%,180
,,,≥ 50 and < 65,-,67.4%,92
,,,65 or more,-,69.3%,101
,,,No value,-,-,10 or fewer
,,,Total,7.9%,54.8%,670
,,Maryland,Less than 1,-,60.6%,109
,,,≥ 1 and < 5,5.3%,72.3%,303
,,,≥ 5 and < 18,-,63.9%,355
,,,≥ 18 and < 50,-,62.7%,828
,,,≥ 50 and < 65,-,65.9%,431
,,,65 or more,1.5%,71.3%,755
,,,No value,-,-,10 or fewer
,,,Total,2.2%,66.6%,2781
,,Nebraska,Less than 1,-,50%,72
,,,≥ 1 and < 5,20%,64.5%,110
,,,≥ 5 and < 18,-,56.2%,89
,,,≥ 18 and < 50,-,51%,255
,,,≥ 50 and < 65,-,68.9%,135
,,,65 or more,-,72.6%,281
,,,No value,-,-,10 or fewer
,,,Total,6.2%,62%,942
,,Idaho,Less than 1,32.1%,58%,81
,,,≥ 1 and < 5,26.2%,55.8%,206
,,,≥ 5 and < 18,7.2%,43.6%,181
,,,≥ 18 and < 50,-,25.9%,297
,,,≥ 50 and < 65,-,42.3%,111
,,,65 or more,4.4%,52.6%,272
,,,No value,-,-,10 or fewer
,,,Total,10.3%,44.3%,1148
,,Connecticut,Less than 1,-,62.2%,111
,,,≥ 1 and < 5,6.8%,59.5%,264
,,,≥ 5 and < 18,-,58%,526
,,,≥ 18 and < 50,-,65.6%,951
,,,≥ 50 and < 65,2.7%,74.6%,515
,,,65 or more,2.3%,82%,898
,,,No value,-,-,10 or fewer
,,,Total,2.3%,69.7%,3265
,,Alaska,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,15
,,New York,Less than 1,13.8%,64.7%,232
,,,≥ 1 and < 5,8%,66.1%,687
,,,≥ 5 and < 18,3.2%,64.5%,928
,,,≥ 18 and < 50,1.5%,64.7%,2090
,,,≥ 50 and < 65,2.1%,71.3%,1035
,,,65 or more,3.9%,79%,2235
,,,No value,-,-,10 or fewer
,,,Total,3.6%,70.2%,7207
,,Vermont,Less than 1,-,-,17
,,,≥ 1 and < 5,-,55.2%,29
,,,≥ 5 and < 18,-,65.1%,43
,,,≥ 18 and < 50,-,60.3%,121
,,,≥ 50 and < 65,-,75%,56
,,,65 or more,-,73%,111
,,,No value,-,-,10 or fewer
,,,Total,3.4%,66%,377
,,Florida,Less than 1,9.2%,69%,638
,,,≥ 1 and < 5,4.5%,59.8%,1986
,,,≥ 5 and < 18,1.5%,50.4%,3076
,,,≥ 18 and < 50,0.971%,50.2%,4119
,,,≥ 50 and < 65,2.1%,58.4%,1785
,,,65 or more,2.4%,68.3%,3352
,,,No value,-,-,10 or fewer
,,,Total,2.4%,57.4%,14956
,,Louisiana,Less than 1,8.5%,67.3%,165
,,,≥ 1 and < 5,5.8%,54.6%,377
,,,≥ 5 and < 18,-,24.6%,549
,,,≥ 18 and < 50,-,26.6%,882
,,,≥ 50 and < 65,-,40.8%,341
,,,65 or more,-,49.2%,492
,,,No value,-,-,10 or fewer
,,,Total,2.1%,38.1%,2806
,,Rhode Island,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,11
,,,≥ 5 and < 18,-,-,15
,,,≥ 18 and < 50,-,81.3%,16
,,,≥ 50 and < 65,-,76%,25
,,,65 or more,-,85.7%,42
,,,No value,-,-,10 or fewer
,,,Total,-,75.2%,109
,,Indiana,Less than 1,16.2%,66.5%,185
,,,≥ 1 and < 5,9.1%,58.9%,540
,,,≥ 5 and < 18,2.7%,43.5%,639
,,,≥ 18 and < 50,1.9%,34.9%,1329
,,,≥ 50 and < 65,-,49.9%,729
,,,65 or more,2.4%,60.9%,1184
,,,No value,-,-,10 or fewer
,,,Total,3.5%,49.2%,4606
,,Texas,Less than 1,9.5%,72.2%,740
,,,≥ 1 and < 5,5.5%,65.2%,1646
,,,≥ 5 and < 18,1.8%,52.8%,2290
,,,≥ 18 and < 50,0.977%,42%,3991
,,,≥ 50 and < 65,1.7%,50.8%,1631
,,,65 or more,2.5%,61%,2834
,,,No value,-,-,10 or fewer
,,,Total,2.6%,53.7%,13132
,,Oregon,Less than 1,20%,61.9%,160
,,,≥ 1 and < 5,21.1%,51.8%,299
,,,≥ 5 and < 18,10.4%,56.6%,385
,,,≥ 18 and < 50,2.9%,64.5%,519
,,,≥ 50 and < 65,7.9%,69.2%,227
,,,65 or more,8.7%,73.1%,390
,,,No value,-,-,10 or fewer
,,,Total,10.2%,63.1%,1980
,,Missouri,Less than 1,33.3%,83.3%,36
,,,≥ 1 and < 5,28.1%,75%,64
,,,≥ 5 and < 18,-,53.1%,49
,,,≥ 18 and < 50,-,44.5%,263
,,,≥ 50 and < 65,-,52.3%,155
,,,65 or more,-,59.6%,287
,,,No value,-,-,10 or fewer
,,,Total,6.7%,55.4%,854
,,Puerto Rico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,16
,,South Carolina,Less than 1,-,58.8%,165
,,,≥ 1 and < 5,3.6%,63.8%,500
,,,≥ 5 and < 18,-,59.3%,700
,,,≥ 18 and < 50,0.818%,59.3%,1589
,,,≥ 50 and < 65,-,64.7%,705
,,,65 or more,2.5%,65.7%,1056
,,,No value,-,-,10 or fewer
,,,Total,1.8%,62%,4715
,,North Carolina,Less than 1,15.5%,63.3%,297
,,,≥ 1 and < 5,9.6%,60.6%,847
,,,≥ 5 and < 18,2.3%,49%,1168
,,,≥ 18 and < 50,1.4%,44.6%,2202
,,,≥ 50 and < 65,1.8%,52.6%,1083
,,,65 or more,3%,54.3%,1961
,,,No value,-,-,10 or fewer
,,,Total,3.5%,51.5%,7558
,,Georgia,Less than 1,6.1%,49.5%,376
,,,≥ 1 and < 5,3.1%,44.9%,833
,,,≥ 5 and < 18,-,46.7%,886
,,,≥ 18 and < 50,1.1%,59.4%,1223
,,,≥ 50 and < 65,2.6%,65%,540
,,,65 or more,2.5%,69.4%,843
,,,No value,-,-,10 or fewer
,,,Total,2.2%,56.1%,4701
,,Arizona,Less than 1,18.7%,42.9%,91
,,,≥ 1 and < 5,13%,41.1%,146
,,,≥ 5 and < 18,4.8%,45.8%,227
,,,≥ 18 and < 50,4.9%,57.6%,410
,,,≥ 50 and < 65,9.3%,69.8%,182
,,,65 or more,7.5%,78.6%,398
,,,No value,-,-,10 or fewer
,,,Total,7.8%,60.5%,1454
,,California,Less than 1,17.3%,47.1%,342
,,,≥ 1 and < 5,16.7%,43.9%,700
,,,≥ 5 and < 18,3%,36%,1028
,,,≥ 18 and < 50,2.5%,37%,1835
,,,≥ 50 and < 65,3.3%,47%,766
,,,65 or more,3.8%,55.5%,1283
,,,No value,-,-,10 or fewer
,,,Total,5.5%,43.5%,5954
,,Tennessee,Less than 1,-,65.4%,185
,,,≥ 1 and < 5,3.5%,54.7%,455
,,,≥ 5 and < 18,-,48.3%,574
,,,≥ 18 and < 50,-,40.8%,736
,,,≥ 50 and < 65,-,45.1%,381
,,,65 or more,1.8%,49.4%,626
,,,No value,-,-,10 or fewer
,,,Total,1.9%,48.3%,2957
,,Washington,Less than 1,17.3%,57.3%,75
,,,≥ 1 and < 5,12.5%,46.3%,160
,,,≥ 5 and < 18,-,39.6%,235
,,,≥ 18 and < 50,-,38.1%,431
,,,≥ 50 and < 65,-,55.1%,158
,,,65 or more,4.8%,60.7%,331
,,,No value,-,-,10 or fewer
,,,Total,4.8%,47.6%,1390
,,Alabama,Less than 1,-,88.2%,17
,,,≥ 1 and < 5,-,84.3%,51
,,,≥ 5 and < 18,-,72.6%,117
,,,≥ 18 and < 50,-,66.3%,202
,,,≥ 50 and < 65,-,73.7%,99
,,,65 or more,-,75.1%,177
,,,No value,-,-,10 or fewer
,,,Total,2.9%,72.9%,663
,,Utah,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,75.8%,62
,,,≥ 50 and < 65,-,64.1%,39
,,,65 or more,-,71.9%,32
,,,No value,-,-,10 or fewer
,,,Total,10.3%,74.8%,155
,,Michigan,Less than 1,9.4%,35.6%,405
,,,≥ 1 and < 5,7.6%,38.5%,923
,,,≥ 5 and < 18,1.8%,31%,1132
,,,≥ 18 and < 50,0.931%,31.8%,2362
,,,≥ 50 and < 65,1.2%,40.1%,1333
,,,65 or more,2.3%,48%,2262
,,,No value,-,-,10 or fewer
,,,Total,2.6%,38.3%,8417
,,Mississippi,Less than 1,-,57.8%,147
,,,≥ 1 and < 5,-,49.4%,362
,,,≥ 5 and < 18,-,32.5%,545
,,,≥ 18 and < 50,-,23.2%,1032
,,,≥ 50 and < 65,-,28.2%,394
,,,65 or more,-,37.9%,626
,,,No value,-,-,10 or fewer
,,,Total,1.1%,33.1%,3106
,,Virginia,Less than 1,8.6%,68.8%,292
,,,≥ 1 and < 5,5.3%,59.8%,754
,,,≥ 5 and < 18,1.1%,34.7%,1267
,,,≥ 18 and < 50,0.828%,28.2%,2535
,,,≥ 50 and < 65,1.1%,39.6%,1218
,,,65 or more,2%,47.2%,2062
,,,No value,-,-,10 or fewer
,,,Total,1.9%,40.1%,8128
,,Massachusetts,Less than 1,-,30.6%,157
,,,≥ 1 and < 5,-,29.2%,411
,,,≥ 5 and < 18,-,36%,536
,,,≥ 18 and < 50,-,39.1%,1096
,,,≥ 50 and < 65,2.1%,46.9%,527
,,,65 or more,1.3%,52.5%,1100
,,,No value,-,-,10 or fewer
,,,Total,1.3%,42.2%,3827
,,Armed Forces Pacific,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,New Mexico,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,74.1%,27
,,,≥ 5 and < 18,-,-,44
,,,≥ 18 and < 50,-,11.9%,109
,,,≥ 50 and < 65,-,18.6%,59
,,,65 or more,-,19.3%,83
,,,No value,-,-,10 or fewer
,,,Total,5.1%,21.4%,332
,,District of Columbia,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,51.1%,45
,,,≥ 50 and < 65,-,-,12
,,,65 or more,-,64.7%,17
,,,No value,-,-,10 or fewer
,,,Total,-,56%,84
,,Maine,Less than 1,27.3%,56.8%,44
,,,≥ 1 and < 5,-,35.7%,84
,,,≥ 5 and < 18,-,13.7%,124
,,,≥ 18 and < 50,-,18.3%,268
,,,≥ 50 and < 65,-,25%,176
,,,65 or more,-,22.2%,320
,,,No value,-,-,10 or fewer
,,,Total,3.1%,23.2%,1016
,,New Hampshire,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,25
,,,≥ 5 and < 18,-,23.1%,52
,,,≥ 18 and < 50,-,39.6%,101
,,,≥ 50 and < 65,-,50%,50
,,,65 or more,-,45%,140
,,,No value,-,-,10 or fewer
,,,Total,-,40.7%,376
,,Hawaii,Less than 1,-,16.9%,77
,,,≥ 1 and < 5,-,13.9%,158
,,,≥ 5 and < 18,-,8.4%,238
,,,≥ 18 and < 50,-,6.6%,289
,,,≥ 50 and < 65,-,-,153
,,,65 or more,-,17.6%,261
,,,No value,-,-,10 or fewer
,,,Total,-,11.1%,1176
,,Kansas,Less than 1,-,50%,28
,,,≥ 1 and < 5,-,40.5%,74
,,,≥ 5 and < 18,-,24.1%,108
,,,≥ 18 and < 50,-,33.1%,284
,,,≥ 50 and < 65,-,33.5%,188
,,,65 or more,-,45.9%,342
,,,No value,-,-,10 or fewer
,,,Total,2.8%,37.5%,1024
,,None of the above,Less than 1,5.6%,34.7%,952
,,,≥ 1 and < 5,3.2%,32.9%,2544
,,,≥ 5 and < 18,0.883%,28.3%,4190
,,,≥ 18 and < 50,0.715%,26.7%,8527
,,,≥ 50 and < 65,1.3%,34.3%,3969
,,,65 or more,1.7%,41%,6297
,,,No value,-,-,10 or fewer
,,,Total,1.5%,32.4%,26479
,,Total,Less than 1,12.6%,58.8%,8871
,,,≥ 1 and < 5,8.7%,55.5%,21473
,,,≥ 5 and < 18,2.4%,46.8%,29335
,,,≥ 18 and < 50,1.4%,44.4%,51719
,,,≥ 50 and < 65,2.2%,52.9%,24786
,,,65 or more,2.8%,60.2%,43419
,,,No value,-,-,10 or fewer
,,,Total,3.4%,51.8%,179603
,Feb 23 – Mar 1,Armed Forces America,Less than 1,-,-,10 or fewer
,,,≥ 1 and < 5,-,-,10 or fewer
,,,≥ 5 and < 18,-,-,10 or fewer
,,,≥ 18 and < 50,-,-,10 or fewer
,,,≥ 50 and < 65,-,-,10 or fewer
,,,65 or more,-,-,10 or fewer
,,,No value,-,-,10 or fewer
,,,Total,-,-,10 or fewer
,,Arkansas,Less than 1,12.8%,81.4%,156
,,,≥ 1 and < 5,12.5%,83.8%,321
,,,≥ 5 and < 18,-,78.2%,262
,,,≥ 18 and < 50,5.2%,63.8%,345
,,,≥ 50 and < 65,-,64.8%,193
,,,65 or more,-,62.2%,294
,,,No value,-,-,10 or fewer
,,,Total,6%,71.9%,1571
,,Delaware,Less than 1,-,83.7%,49
,,,≥ 1 and < 5,-,84.5%,110
,,,≥ 5 and < 18,-,83.3%,180
,,,≥ 18 and < 50,-,74.7%,170
,,,≥ 50 and < 65,-,78.9%,109
,,,65 or more,-,84.3%,204
,,,No value,-,-,10 or fewer
,,,Total,3.2%,81.4%,822
,,Wyoming,Less than 1,-,78.6%,14
,,,≥ 1 and < 5,-,82.8%,29
,,,≥ 5 and < 18,-,74.2%,31
,,,≥ 18 and < 50,-,74.5%,51
,,,≥ 50 and < 65,-,-,12
,,,65 or more,-,82.5%,40
,,,No value,-,-,10 or fewer
,,,Total,11.3%,77.4%,177
,,Montana,Less than 1,42.1%,68.4%,38
,,,≥ 1 and < 5,19.7%,50.8%,61
,,,≥ 5 and < 18,-,43.1%,51
,,,≥ 18 and < 50,-,51%,100
,,,≥ 50 and < 65,-,63%,46
,,,65 or more,-,62.6%,91
,,,No value,-,-,10 or fewer
,,,Total,9.3%,55.8%,387
,,Kentucky,Less than 1,11.5%,60.4%,192
,,,≥ 1 and < 5,8.5%,68.1%,401
,,,≥ 5 and < 18,-,64.5%,411
,,,≥ 18 and < 50,1.6%,57.5%,737
,,,≥ 50 and < 65,-,68.1%,433
,,,65 or more,1.8%,71.9%,789
,,,No value,-,-,10 or fewer
,,,Total,3.4%,65.5%,2963
