"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Alachua County, FL","12001","Hispanic or Latino","2135-2",336
,"Alachua County, FL","12001","Not Hispanic or Latino","2186-5",2205
,"Alachua County, FL","12001","Unknown or Not Stated","9",Suppressed
,"Bay County, FL","12005","Hispanic or Latino","2135-2",351
,"Bay County, FL","12005","Not Hispanic or Latino","2186-5",1836
,"Bay County, FL","12005","Unknown or Not Stated","9",0
,"Brevard County, FL","12009","Hispanic or Latino","2135-2",833
,"Brevard County, FL","12009","Not Hispanic or Latino","2186-5",4444
,"Brevard County, FL","12009","Unknown or Not Stated","9",Suppressed
,"Broward County, FL","12011","Hispanic or Latino","2135-2",7101
,"Broward County, FL","12011","Not Hispanic or Latino","2186-5",13036
,"Broward County, FL","12011","Unknown or Not Stated","9",Suppressed
,"Charlotte County, FL","12015","Hispanic or Latino","2135-2",157
,"Charlotte County, FL","12015","Not Hispanic or Latino","2186-5",870
,"Charlotte County, FL","12015","Unknown or Not Stated","9",Suppressed
,"Citrus County, FL","12017","Hispanic or Latino","2135-2",99
,"Citrus County, FL","12017","Not Hispanic or Latino","2186-5",961
,"Citrus County, FL","12017","Unknown or Not Stated","9",Suppressed
,"Clay County, FL","12019","Hispanic or Latino","2135-2",271
,"Clay County, FL","12019","Not Hispanic or Latino","2186-5",1979
,"Clay County, FL","12019","Unknown or Not Stated","9",Suppressed
,"Collier County, FL","12021","Hispanic or Latino","2135-2",1723
,"Collier County, FL","12021","Not Hispanic or Latino","2186-5",1741
,"Collier County, FL","12021","Unknown or Not Stated","9",Suppressed
,"Duval County, FL","12031","Hispanic or Latino","2135-2",2333
,"Duval County, FL","12031","Not Hispanic or Latino","2186-5",10322
,"Duval County, FL","12031","Unknown or Not Stated","9",Suppressed
,"Escambia County, FL","12033","Hispanic or Latino","2135-2",385
,"Escambia County, FL","12033","Not Hispanic or Latino","2186-5",3256
,"Escambia County, FL","12033","Unknown or Not Stated","9",0
,"Hernando County, FL","12053","Hispanic or Latino","2135-2",419
,"Hernando County, FL","12053","Not Hispanic or Latino","2186-5",1298
,"Hernando County, FL","12053","Unknown or Not Stated","9",Suppressed
,"Hillsborough County, FL","12057","Hispanic or Latino","2135-2",6334
,"Hillsborough County, FL","12057","Not Hispanic or Latino","2186-5",10527
,"Hillsborough County, FL","12057","Unknown or Not Stated","9",Suppressed
,"Indian River County, FL","12061","Hispanic or Latino","2135-2",278
,"Indian River County, FL","12061","Not Hispanic or Latino","2186-5",951
,"Indian River County, FL","12061","Unknown or Not Stated","9",0
,"Lake County, FL","12069","Hispanic or Latino","2135-2",995
,"Lake County, FL","12069","Not Hispanic or Latino","2186-5",2844
,"Lake County, FL","12069","Unknown or Not Stated","9",Suppressed
,"Lee County, FL","12071","Hispanic or Latino","2135-2",3381
,"Lee County, FL","12071","Not Hispanic or Latino","2186-5",4375
,"Lee County, FL","12071","Unknown or Not Stated","9",0
,"Leon County, FL","12073","Hispanic or Latino","2135-2",231
,"Leon County, FL","12073","Not Hispanic or Latino","2186-5",2463
,"Leon County, FL","12073","Unknown or Not Stated","9",Suppressed
,"Manatee County, FL","12081","Hispanic or Latino","2135-2",1386
,"Manatee County, FL","12081","Not Hispanic or Latino","2186-5",2555
,"Manatee County, FL","12081","Unknown or Not Stated","9",Suppressed
,"Marion County, FL","12083","Hispanic or Latino","2135-2",863
,"Marion County, FL","12083","Not Hispanic or Latino","2186-5",2733
,"Marion County, FL","12083","Unknown or Not Stated","9",Suppressed
,"Martin County, FL","12085","Hispanic or Latino","2135-2",462
,"Martin County, FL","12085","Not Hispanic or Latino","2186-5",785
,"Martin County, FL","12085","Unknown or Not Stated","9",0
,"Miami-Dade County, FL","12086","Hispanic or Latino","2135-2",19872
,"Miami-Dade County, FL","12086","Not Hispanic or Latino","2186-5",9631
,"Miami-Dade County, FL","12086","Unknown or Not Stated","9",13
,"Okaloosa County, FL","12091","Hispanic or Latino","2135-2",495
,"Okaloosa County, FL","12091","Not Hispanic or Latino","2186-5",2010
,"Okaloosa County, FL","12091","Unknown or Not Stated","9",0
