"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bell County, TX","48027","Female","F",2885
,"Bell County, TX","48027","Male","M",3038
,"Bexar County, TX","48029","Female","F",12925
,"Bexar County, TX","48029","Male","M",13598
,"Brazoria County, TX","48039","Female","F",2249
,"Brazoria County, TX","48039","Male","M",2368
,"Brazos County, TX","48041","Female","F",1390
,"Brazos County, TX","48041","Male","M",1429
,"Cameron County, TX","48061","Female","F",2916
,"Cameron County, TX","48061","Male","M",2915
,"Collin County, TX","48085","Female","F",6379
,"Collin County, TX","48085","Male","M",6737
,"Comal County, TX","48091","Female","F",996
,"Comal County, TX","48091","Male","M",1061
,"Dallas County, TX","48113","Female","F",18170
,"Dallas County, TX","48113","Male","M",18752
,"Denton County, TX","48121","Female","F",5555
,"Denton County, TX","48121","Male","M",6002
,"Ector County, TX","48135","Female","F",1491
,"Ector County, TX","48135","Male","M",1520
,"Ellis County, TX","48139","Female","F",1421
,"Ellis County, TX","48139","Male","M",1444
,"El Paso County, TX","48141","Female","F",5212
,"El Paso County, TX","48141","Male","M",5519
,"Fort Bend County, TX","48157","Female","F",4672
,"Fort Bend County, TX","48157","Male","M",4783
,"Galveston County, TX","48167","Female","F",1870
,"Galveston County, TX","48167","Male","M",2021
,"Grayson County, TX","48181","Female","F",892
,"Grayson County, TX","48181","Male","M",979
,"Gregg County, TX","48183","Female","F",792
,"Gregg County, TX","48183","Male","M",808
,"Guadalupe County, TX","48187","Female","F",1075
,"Guadalupe County, TX","48187","Male","M",1069
,"Harris County, TX","48201","Female","F",31654
,"Harris County, TX","48201","Male","M",33373
,"Hays County, TX","48209","Female","F",1653
,"Hays County, TX","48209","Male","M",1729
,"Hidalgo County, TX","48215","Female","F",6921
,"Hidalgo County, TX","48215","Male","M",7018
,"Jefferson County, TX","48245","Female","F",1508
,"Jefferson County, TX","48245","Male","M",1606
,"Johnson County, TX","48251","Female","F",1312
,"Johnson County, TX","48251","Male","M",1335
,"Kaufman County, TX","48257","Female","F",1428
,"Kaufman County, TX","48257","Male","M",1492
,"Lubbock County, TX","48303","Female","F",1955
,"Lubbock County, TX","48303","Male","M",2046
,"McLennan County, TX","48309","Female","F",1697
,"McLennan County, TX","48309","Male","M",1690
,"Midland County, TX","48329","Female","F",1491
,"Midland County, TX","48329","Male","M",1571
,"Montgomery County, TX","48339","Female","F",4328
,"Montgomery County, TX","48339","Male","M",4496
,"Nueces County, TX","48355","Female","F",2049
,"Nueces County, TX","48355","Male","M",2147
,"Parker County, TX","48367","Female","F",952
,"Parker County, TX","48367","Male","M",1007
,"Potter County, TX","48375","Female","F",749
,"Potter County, TX","48375","Male","M",767
,"Randall County, TX","48381","Female","F",831
,"Randall County, TX","48381","Male","M",844
,"Smith County, TX","48423","Female","F",1468
,"Smith County, TX","48423","Male","M",1612
,"Tarrant County, TX","48439","Female","F",13613
,"Tarrant County, TX","48439","Male","M",13987
,"Taylor County, TX","48441","Female","F",996
,"Taylor County, TX","48441","Male","M",995
,"Tom Green County, TX","48451","Female","F",760
,"Tom Green County, TX","48451","Male","M",745
,"Travis County, TX","48453","Female","F",8029
,"Travis County, TX","48453","Male","M",8183
,"Webb County, TX","48479","Female","F",2149
,"Webb County, TX","48479","Male","M",2258
,"Wichita County, TX","48485","Female","F",697
,"Wichita County, TX","48485","Male","M",792
,"Williamson County, TX","48491","Female","F",4040
,"Williamson County, TX","48491","Male","M",4401
,"Unidentified Counties, TX","48999","Female","F",28851
,"Unidentified Counties, TX","48999","Male","M",29787
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Texas (48)"
"Year: 2023"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 11:48:32 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 11:48:32 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
