"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Benton County, WA","53005","Hispanic or Latino","2135-2",957
,"Benton County, WA","53005","Not Hispanic or Latino","2186-5",1418
,"Benton County, WA","53005","Unknown or Not Stated","9",88
,"Clark County, WA","53011","Hispanic or Latino","2135-2",916
,"Clark County, WA","53011","Not Hispanic or Latino","2186-5",4366
,"Clark County, WA","53011","Unknown or Not Stated","9",205
,"Cowlitz County, WA","53015","Hispanic or Latino","2135-2",189
,"Cowlitz County, WA","53015","Not Hispanic or Latino","2186-5",943
,"Cowlitz County, WA","53015","Unknown or Not Stated","9",71
,"King County, WA","53033","Hispanic or Latino","2135-2",3565
,"King County, WA","53033","Not Hispanic or Latino","2186-5",17862
,"King County, WA","53033","Unknown or Not Stated","9",1015
,"Kitsap County, WA","53035","Hispanic or Latino","2135-2",437
,"Kitsap County, WA","53035","Not Hispanic or Latino","2186-5",2191
,"Kitsap County, WA","53035","Unknown or Not Stated","9",63
,"Pierce County, WA","53053","Hispanic or Latino","2135-2",1951
,"Pierce County, WA","53053","Not Hispanic or Latino","2186-5",8309
,"Pierce County, WA","53053","Unknown or Not Stated","9",190
,"Skagit County, WA","53057","Hispanic or Latino","2135-2",443
,"Skagit County, WA","53057","Not Hispanic or Latino","2186-5",888
,"Skagit County, WA","53057","Unknown or Not Stated","9",23
,"Snohomish County, WA","53061","Hispanic or Latino","2135-2",1640
,"Snohomish County, WA","53061","Not Hispanic or Latino","2186-5",7678
,"Snohomish County, WA","53061","Unknown or Not Stated","9",558
,"Spokane County, WA","53063","Hispanic or Latino","2135-2",507
,"Spokane County, WA","53063","Not Hispanic or Latino","2186-5",5022
,"Spokane County, WA","53063","Unknown or Not Stated","9",177
,"Thurston County, WA","53067","Hispanic or Latino","2135-2",490
,"Thurston County, WA","53067","Not Hispanic or Latino","2186-5",2321
,"Thurston County, WA","53067","Unknown or Not Stated","9",29
,"Whatcom County, WA","53073","Hispanic or Latino","2135-2",379
,"Whatcom County, WA","53073","Not Hispanic or Latino","2186-5",1500
,"Whatcom County, WA","53073","Unknown or Not Stated","9",60
,"Yakima County, WA","53077","Hispanic or Latino","2135-2",1938
,"Yakima County, WA","53077","Not Hispanic or Latino","2186-5",1007
,"Yakima County, WA","53077","Unknown or Not Stated","9",182
,"Unidentified Counties, WA","53999","Hispanic or Latino","2135-2",3733
,"Unidentified Counties, WA","53999","Not Hispanic or Latino","2186-5",7412
,"Unidentified Counties, WA","53999","Unknown or Not Stated","9",209
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Washington (53)"
"Year: 2023"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 1:43:50 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 1:43:50 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
