"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alameda County, CA","06001","Female","F",7911
,"Alameda County, CA","06001","Male","M",8283
,"Butte County, CA","06007","Female","F",1031
,"Butte County, CA","06007","Male","M",1009
,"Contra Costa County, CA","06013","Female","F",5337
,"Contra Costa County, CA","06013","Male","M",5862
,"El Dorado County, CA","06017","Female","F",693
,"El Dorado County, CA","06017","Male","M",737
,"Fresno County, CA","06019","Female","F",6434
,"Fresno County, CA","06019","Male","M",6662
,"Humboldt County, CA","06023","Female","F",525
,"Humboldt County, CA","06023","Male","M",548
,"Imperial County, CA","06025","Female","F",1139
,"Imperial County, CA","06025","Male","M",1129
,"Kern County, CA","06029","Female","F",5913
,"Kern County, CA","06029","Male","M",6158
,"Kings County, CA","06031","Female","F",1009
,"Kings County, CA","06031","Male","M",1008
,"Los Angeles County, CA","06037","Female","F",44117
,"Los Angeles County, CA","06037","Male","M",46650
,"Madera County, CA","06039","Female","F",1087
,"Madera County, CA","06039","Male","M",1092
,"Marin County, CA","06041","Female","F",1069
,"Marin County, CA","06041","Male","M",1111
,"Merced County, CA","06047","Female","F",1808
,"Merced County, CA","06047","Male","M",1849
,"Monterey County, CA","06053","Female","F",2633
,"Monterey County, CA","06053","Male","M",2710
,"Napa County, CA","06055","Female","F",590
,"Napa County, CA","06055","Male","M",665
,"Orange County, CA","06059","Female","F",14478
,"Orange County, CA","06059","Male","M",15516
,"Placer County, CA","06061","Female","F",1875
,"Placer County, CA","06061","Male","M",1900
,"Riverside County, CA","06065","Female","F",12977
,"Riverside County, CA","06065","Male","M",13424
,"Sacramento County, CA","06067","Female","F",8407
,"Sacramento County, CA","06067","Male","M",8985
,"San Bernardino County, CA","06071","Female","F",12030
,"San Bernardino County, CA","06071","Male","M",12736
,"San Diego County, CA","06073","Female","F",17237
,"San Diego County, CA","06073","Male","M",18357
,"San Francisco County, CA","06075","Female","F",3314
,"San Francisco County, CA","06075","Male","M",3486
,"San Joaquin County, CA","06077","Female","F",4688
,"San Joaquin County, CA","06077","Male","M",4871
,"San Luis Obispo County, CA","06079","Female","F",1221
,"San Luis Obispo County, CA","06079","Male","M",1220
,"San Mateo County, CA","06081","Female","F",3470
,"San Mateo County, CA","06081","Male","M",3675
,"Santa Barbara County, CA","06083","Female","F",2633
,"Santa Barbara County, CA","06083","Male","M",2804
,"Santa Clara County, CA","06085","Female","F",9059
,"Santa Clara County, CA","06085","Male","M",9263
,"Santa Cruz County, CA","06087","Female","F",1089
,"Santa Cruz County, CA","06087","Male","M",1051
,"Shasta County, CA","06089","Female","F",916
,"Shasta County, CA","06089","Male","M",905
,"Solano County, CA","06095","Female","F",2285
,"Solano County, CA","06095","Male","M",2345
,"Sonoma County, CA","06097","Female","F",2197
,"Sonoma County, CA","06097","Male","M",2166
,"Stanislaus County, CA","06099","Female","F",3329
,"Stanislaus County, CA","06099","Male","M",3389
,"Tulare County, CA","06107","Female","F",3159
,"Tulare County, CA","06107","Male","M",3385
,"Ventura County, CA","06111","Female","F",4050
,"Ventura County, CA","06111","Male","M",4298
,"Yolo County, CA","06113","Female","F",961
,"Yolo County, CA","06113","Male","M",935
,"Unidentified Counties, CA","06999","Female","F",4572
,"Unidentified Counties, CA","06999","Male","M",4681
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: California (06)"
"Year: 2023"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 8:29:56 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 8:29:56 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
