"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Albany County, NY","36001","Female","F",1287
,"Albany County, NY","36001","Male","M",1408
,"Bronx County, NY","36005","Female","F",7991
,"Bronx County, NY","36005","Male","M",8356
,"Broome County, NY","36007","Female","F",844
,"Broome County, NY","36007","Male","M",856
,"Chautauqua County, NY","36013","Female","F",622
,"Chautauqua County, NY","36013","Male","M",599
,"Dutchess County, NY","36027","Female","F",1221
,"Dutchess County, NY","36027","Male","M",1310
,"Erie County, NY","36029","Female","F",4285
,"Erie County, NY","36029","Male","M",4455
,"Jefferson County, NY","36045","Female","F",767
,"Jefferson County, NY","36045","Male","M",860
,"Kings County, NY","36047","Female","F",15982
,"Kings County, NY","36047","Male","M",17115
,"Monroe County, NY","36055","Female","F",3400
,"Monroe County, NY","36055","Male","M",3756
,"Nassau County, NY","36059","Female","F",6524
,"Nassau County, NY","36059","Male","M",6939
,"New York County, NY","36061","Female","F",6638
,"New York County, NY","36061","Male","M",6895
,"Niagara County, NY","36063","Female","F",896
,"Niagara County, NY","36063","Male","M",941
,"Oneida County, NY","36065","Female","F",1084
,"Oneida County, NY","36065","Male","M",1177
,"Onondaga County, NY","36067","Female","F",2214
,"Onondaga County, NY","36067","Male","M",2262
,"Ontario County, NY","36069","Female","F",436
,"Ontario County, NY","36069","Male","M",491
,"Orange County, NY","36071","Female","F",2751
,"Orange County, NY","36071","Male","M",2979
,"Oswego County, NY","36075","Female","F",518
,"Oswego County, NY","36075","Male","M",604
,"Queens County, NY","36081","Female","F",11646
,"Queens County, NY","36081","Male","M",12298
,"Rensselaer County, NY","36083","Female","F",754
,"Rensselaer County, NY","36083","Male","M",766
,"Richmond County, NY","36085","Female","F",2406
,"Richmond County, NY","36085","Male","M",2476
,"Rockland County, NY","36087","Female","F",3258
,"Rockland County, NY","36087","Male","M",3354
,"St. Lawrence County, NY","36089","Female","F",454
,"St. Lawrence County, NY","36089","Male","M",537
,"Saratoga County, NY","36091","Female","F",943
,"Saratoga County, NY","36091","Male","M",993
,"Schenectady County, NY","36093","Female","F",827
,"Schenectady County, NY","36093","Male","M",907
,"Suffolk County, NY","36103","Female","F",7608
,"Suffolk County, NY","36103","Male","M",7882
,"Tompkins County, NY","36109","Female","F",297
,"Tompkins County, NY","36109","Male","M",349
,"Ulster County, NY","36111","Female","F",690
,"Ulster County, NY","36111","Male","M",678
,"Westchester County, NY","36119","Female","F",4761
,"Westchester County, NY","36119","Male","M",4941
,"Unidentified Counties, NY","36999","Female","F",8039
,"Unidentified Counties, NY","36999","Male","M",8285
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New York (36)"
"Year: 2023"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 9:00:28 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 9:00:28 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"3. Bronx, New York (FIPS code 36005) represents Bronx Borough, New York City."
"4. Kings County, New York (FIPS code 36047) represents Brooklyn Borough, New York City."
"5. New York County, New York (FIPS code 36061) represents Manhattan Borough, New York City."
"6. Queens, New York (FIPS code 36081) represents Queens Borough, New York City."
"7. Richmond County, New York (FIPS code 36085) represents Staten Island Borough, New York City."
