"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allegan County, MI","26005","Female","F",562
,"Allegan County, MI","26005","Male","M",619
,"Bay County, MI","26017","Female","F",380
,"Bay County, MI","26017","Male","M",461
,"Berrien County, MI","26021","Female","F",659
,"Berrien County, MI","26021","Male","M",742
,"Calhoun County, MI","26025","Female","F",685
,"Calhoun County, MI","26025","Male","M",638
,"Eaton County, MI","26045","Female","F",512
,"Eaton County, MI","26045","Male","M",514
,"Genesee County, MI","26049","Female","F",1965
,"Genesee County, MI","26049","Male","M",2037
,"Ingham County, MI","26065","Female","F",1298
,"Ingham County, MI","26065","Male","M",1385
,"Jackson County, MI","26075","Female","F",738
,"Jackson County, MI","26075","Male","M",763
,"Kalamazoo County, MI","26077","Female","F",1212
,"Kalamazoo County, MI","26077","Male","M",1340
,"Kent County, MI","26081","Female","F",3885
,"Kent County, MI","26081","Male","M",4004
,"Livingston County, MI","26093","Female","F",784
,"Livingston County, MI","26093","Male","M",865
,"Macomb County, MI","26099","Female","F",4143
,"Macomb County, MI","26099","Male","M",4380
,"Monroe County, MI","26115","Female","F",668
,"Monroe County, MI","26115","Male","M",684
,"Muskegon County, MI","26121","Female","F",865
,"Muskegon County, MI","26121","Male","M",999
,"Oakland County, MI","26125","Female","F",5861
,"Oakland County, MI","26125","Male","M",6205
,"Ottawa County, MI","26139","Female","F",1461
,"Ottawa County, MI","26139","Male","M",1560
,"Saginaw County, MI","26145","Female","F",917
,"Saginaw County, MI","26145","Male","M",957
,"St. Clair County, MI","26147","Female","F",681
,"St. Clair County, MI","26147","Male","M",746
,"Washtenaw County, MI","26161","Female","F",1503
,"Washtenaw County, MI","26161","Male","M",1569
,"Wayne County, MI","26163","Female","F",9735
,"Wayne County, MI","26163","Male","M",10330
,"Unidentified Counties, MI","26999","Female","F",9579
,"Unidentified Counties, MI","26999","Male","M",10233
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Michigan (26)"
"Year: 2023"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 8:49:40 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 8:49:40 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
