"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bartow County, GA","13015","Female","F",683
,"Bartow County, GA","13015","Male","M",693
,"Bibb County, GA","13021","Female","F",975
,"Bibb County, GA","13021","Male","M",941
,"Carroll County, GA","13045","Female","F",760
,"Carroll County, GA","13045","Male","M",829
,"Chatham County, GA","13051","Female","F",1778
,"Chatham County, GA","13051","Male","M",1798
,"Cherokee County, GA","13057","Female","F",1501
,"Cherokee County, GA","13057","Male","M",1585
,"Clarke County, GA","13059","Female","F",667
,"Clarke County, GA","13059","Male","M",667
,"Clayton County, GA","13063","Female","F",1644
,"Clayton County, GA","13063","Male","M",1688
,"Cobb County, GA","13067","Female","F",4250
,"Cobb County, GA","13067","Male","M",4453
,"Columbia County, GA","13073","Female","F",800
,"Columbia County, GA","13073","Male","M",840
,"Coweta County, GA","13077","Female","F",848
,"Coweta County, GA","13077","Male","M",820
,"DeKalb County, GA","13089","Female","F",4653
,"DeKalb County, GA","13089","Male","M",4830
,"Douglas County, GA","13097","Female","F",848
,"Douglas County, GA","13097","Male","M",854
,"Fayette County, GA","13113","Female","F",439
,"Fayette County, GA","13113","Male","M",458
,"Forsyth County, GA","13117","Female","F",1154
,"Forsyth County, GA","13117","Male","M",1198
,"Fulton County, GA","13121","Female","F",6168
,"Fulton County, GA","13121","Male","M",6189
,"Gwinnett County, GA","13135","Female","F",5385
,"Gwinnett County, GA","13135","Male","M",5750
,"Hall County, GA","13139","Female","F",1394
,"Hall County, GA","13139","Male","M",1411
,"Henry County, GA","13151","Female","F",1366
,"Henry County, GA","13151","Male","M",1404
,"Houston County, GA","13153","Female","F",959
,"Houston County, GA","13153","Male","M",1043
,"Lowndes County, GA","13185","Female","F",799
,"Lowndes County, GA","13185","Male","M",731
,"Muscogee County, GA","13215","Female","F",1205
,"Muscogee County, GA","13215","Male","M",1362
,"Paulding County, GA","13223","Female","F",914
,"Paulding County, GA","13223","Male","M",952
,"Richmond County, GA","13245","Female","F",1370
,"Richmond County, GA","13245","Male","M",1360
,"Whitfield County, GA","13313","Female","F",621
,"Whitfield County, GA","13313","Male","M",689
,"Unidentified Counties, GA","13999","Female","F",20191
,"Unidentified Counties, GA","13999","Male","M",21203
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Georgia (13)"
"Year: 2023"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 8:36:36 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 8:36:36 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
