"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alamance County, NC","37001","Female","F",926
,"Alamance County, NC","37001","Male","M",962
,"Brunswick County, NC","37019","Female","F",590
,"Brunswick County, NC","37019","Male","M",587
,"Buncombe County, NC","37021","Female","F",1150
,"Buncombe County, NC","37021","Male","M",1238
,"Cabarrus County, NC","37025","Female","F",1322
,"Cabarrus County, NC","37025","Male","M",1343
,"Catawba County, NC","37035","Female","F",805
,"Catawba County, NC","37035","Male","M",869
,"Craven County, NC","37049","Female","F",580
,"Craven County, NC","37049","Male","M",653
,"Cumberland County, NC","37051","Female","F",2499
,"Cumberland County, NC","37051","Male","M",2588
,"Davidson County, NC","37057","Female","F",849
,"Davidson County, NC","37057","Male","M",952
,"Durham County, NC","37063","Female","F",2007
,"Durham County, NC","37063","Male","M",2061
,"Forsyth County, NC","37067","Female","F",2106
,"Forsyth County, NC","37067","Male","M",2280
,"Gaston County, NC","37071","Female","F",1345
,"Gaston County, NC","37071","Male","M",1514
,"Guilford County, NC","37081","Female","F",2846
,"Guilford County, NC","37081","Male","M",2910
,"Harnett County, NC","37085","Female","F",896
,"Harnett County, NC","37085","Male","M",1017
,"Henderson County, NC","37089","Female","F",512
,"Henderson County, NC","37089","Male","M",494
,"Iredell County, NC","37097","Female","F",948
,"Iredell County, NC","37097","Male","M",1066
,"Johnston County, NC","37101","Female","F",1387
,"Johnston County, NC","37101","Male","M",1471
,"Mecklenburg County, NC","37119","Female","F",7303
,"Mecklenburg County, NC","37119","Male","M",7803
,"New Hanover County, NC","37129","Female","F",1023
,"New Hanover County, NC","37129","Male","M",1111
,"Onslow County, NC","37133","Female","F",1753
,"Onslow County, NC","37133","Male","M",1917
,"Orange County, NC","37135","Female","F",567
,"Orange County, NC","37135","Male","M",595
,"Pitt County, NC","37147","Female","F",967
,"Pitt County, NC","37147","Male","M",1037
,"Randolph County, NC","37151","Female","F",779
,"Randolph County, NC","37151","Male","M",822
,"Robeson County, NC","37155","Female","F",901
,"Robeson County, NC","37155","Male","M",974
,"Rowan County, NC","37159","Female","F",798
,"Rowan County, NC","37159","Male","M",784
,"Union County, NC","37179","Female","F",1264
,"Union County, NC","37179","Male","M",1333
,"Wake County, NC","37183","Female","F",6251
,"Wake County, NC","37183","Male","M",6698
,"Wayne County, NC","37191","Female","F",806
,"Wayne County, NC","37191","Male","M",869
,"Unidentified Counties, NC","37999","Female","F",15099
,"Unidentified Counties, NC","37999","Male","M",15855
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: North Carolina (37)"
"Year: 2023"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 9:01:33 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 9:01:33 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
