"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alachua County, FL","12001","Female","F",1275
,"Alachua County, FL","12001","Male","M",1268
,"Bay County, FL","12005","Female","F",1081
,"Bay County, FL","12005","Male","M",1106
,"Brevard County, FL","12009","Female","F",2568
,"Brevard County, FL","12009","Male","M",2711
,"Broward County, FL","12011","Female","F",9730
,"Broward County, FL","12011","Male","M",10413
,"Charlotte County, FL","12015","Female","F",505
,"Charlotte County, FL","12015","Male","M",523
,"Citrus County, FL","12017","Female","F",543
,"Citrus County, FL","12017","Male","M",519
,"Clay County, FL","12019","Female","F",1122
,"Clay County, FL","12019","Male","M",1129
,"Collier County, FL","12021","Female","F",1734
,"Collier County, FL","12021","Male","M",1731
,"Duval County, FL","12031","Female","F",6217
,"Duval County, FL","12031","Male","M",6440
,"Escambia County, FL","12033","Female","F",1719
,"Escambia County, FL","12033","Male","M",1922
,"Hernando County, FL","12053","Female","F",841
,"Hernando County, FL","12053","Male","M",880
,"Hillsborough County, FL","12057","Female","F",8271
,"Hillsborough County, FL","12057","Male","M",8597
,"Indian River County, FL","12061","Female","F",602
,"Indian River County, FL","12061","Male","M",627
,"Lake County, FL","12069","Female","F",1919
,"Lake County, FL","12069","Male","M",1923
,"Lee County, FL","12071","Female","F",3822
,"Lee County, FL","12071","Male","M",3934
,"Leon County, FL","12073","Female","F",1321
,"Leon County, FL","12073","Male","M",1374
,"Manatee County, FL","12081","Female","F",1979
,"Manatee County, FL","12081","Male","M",1963
,"Marion County, FL","12083","Female","F",1747
,"Marion County, FL","12083","Male","M",1852
,"Martin County, FL","12085","Female","F",627
,"Martin County, FL","12085","Male","M",620
,"Miami-Dade County, FL","12086","Female","F",14369
,"Miami-Dade County, FL","12086","Male","M",15147
,"Okaloosa County, FL","12091","Female","F",1210
,"Okaloosa County, FL","12091","Male","M",1295
,"Orange County, FL","12095","Female","F",7989
,"Orange County, FL","12095","Male","M",8285
,"Osceola County, FL","12097","Female","F",2399
,"Osceola County, FL","12097","Male","M",2566
,"Palm Beach County, FL","12099","Female","F",7288
,"Palm Beach County, FL","12099","Male","M",7794
,"Pasco County, FL","12101","Female","F",2797
,"Pasco County, FL","12101","Male","M",3021
,"Pinellas County, FL","12103","Female","F",3436
,"Pinellas County, FL","12103","Male","M",3606
,"Polk County, FL","12105","Female","F",4451
,"Polk County, FL","12105","Male","M",4778
,"St. Johns County, FL","12109","Female","F",1190
,"St. Johns County, FL","12109","Male","M",1337
,"St. Lucie County, FL","12111","Female","F",1809
,"St. Lucie County, FL","12111","Male","M",1921
,"Santa Rosa County, FL","12113","Female","F",996
,"Santa Rosa County, FL","12113","Male","M",983
,"Sarasota County, FL","12115","Female","F",1451
,"Sarasota County, FL","12115","Male","M",1532
,"Seminole County, FL","12117","Female","F",2178
,"Seminole County, FL","12117","Male","M",2171
,"Volusia County, FL","12127","Female","F",2435
,"Volusia County, FL","12127","Male","M",2566
,"Unidentified Counties, FL","12999","Female","F",6430
,"Unidentified Counties, FL","12999","Male","M",6825
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Florida (12)"
"Year: 2023"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 8:35:24 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 8:35:24 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
