"Notes","State of Residence","State of Residence Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births
,"Florida","12","3000 - 3499 grams","07",87186
,"Florida","12","3500 - 3999 grams","08",55176
,"Florida","12","4000 - 4499 grams","09",12847
,"Florida","12","4500 - 4999 grams","10",1712
,"Florida","12","5000 - 8165 grams","11",189
,"Florida","12","Unknown or Not Stated","12",94
,"Georgia","13","499 grams or less","01",229
,"Georgia","13","500 - 999 grams","02",806
,"Georgia","13","1000 - 1499 grams","03",1074
,"Georgia","13","1500 - 1999 grams","04",2445
,"Georgia","13","2000 - 2499 grams","05",8176
,"Georgia","13","2500 - 2999 grams","06",27324
,"Georgia","13","3000 - 3499 grams","07",48426
,"Georgia","13","3500 - 3999 grams","08",29190
,"Georgia","13","4000 - 4499 grams","09",6479
,"Georgia","13","4500 - 4999 grams","10",817
,"Georgia","13","5000 - 8165 grams","11",85
,"Georgia","13","Unknown or Not Stated","12",69
,"Hawaii","15","499 grams or less","01",16
,"Hawaii","15","500 - 999 grams","02",52
,"Hawaii","15","1000 - 1499 grams","03",122
,"Hawaii","15","1500 - 1999 grams","04",251
,"Hawaii","15","2000 - 2499 grams","05",849
,"Hawaii","15","2500 - 2999 grams","06",3290
,"Hawaii","15","3000 - 3499 grams","07",5803
,"Hawaii","15","3500 - 3999 grams","08",3455
,"Hawaii","15","4000 - 4499 grams","09",834
,"Hawaii","15","4500 - 4999 grams","10",120
,"Hawaii","15","5000 - 8165 grams","11",11
,"Hawaii","15","Unknown or Not Stated","12",Suppressed
,"Idaho","16","499 grams or less","01",20
,"Idaho","16","500 - 999 grams","02",83
,"Idaho","16","1000 - 1499 grams","03",128
,"Idaho","16","1500 - 1999 grams","04",297
,"Idaho","16","2000 - 2499 grams","05",1022
,"Idaho","16","2500 - 2999 grams","06",3973
,"Idaho","16","3000 - 3499 grams","07",8880
,"Idaho","16","3500 - 3999 grams","08",6209
,"Idaho","16","4000 - 4499 grams","09",1535
,"Idaho","16","4500 - 4999 grams","10",205
,"Idaho","16","5000 - 8165 grams","11",28
,"Idaho","16","Unknown or Not Stated","12",17
,"Illinois","17","499 grams or less","01",189
,"Illinois","17","500 - 999 grams","02",636
,"Illinois","17","1000 - 1499 grams","03",899
,"Illinois","17","1500 - 1999 grams","04",2169
,"Illinois","17","2000 - 2499 grams","05",7178
,"Illinois","17","2500 - 2999 grams","06",24446
,"Illinois","17","3000 - 3499 grams","07",48839
,"Illinois","17","3500 - 3999 grams","08",31695
,"Illinois","17","4000 - 4499 grams","09",7652
,"Illinois","17","4500 - 4999 grams","10",953
,"Illinois","17","5000 - 8165 grams","11",105
,"Illinois","17","Unknown or Not Stated","12",59
,"Indiana","18","499 grams or less","01",103
,"Indiana","18","500 - 999 grams","02",381
,"Indiana","18","1000 - 1499 grams","03",581
,"Indiana","18","1500 - 1999 grams","04",1299
,"Indiana","18","2000 - 2499 grams","05",4423
,"Indiana","18","2500 - 2999 grams","06",14901
,"Indiana","18","3000 - 3499 grams","07",30488
,"Indiana","18","3500 - 3999 grams","08",20756
,"Indiana","18","4000 - 4499 grams","09",5228
,"Indiana","18","4500 - 4999 grams","10",702
,"Indiana","18","5000 - 8165 grams","11",90
,"Indiana","18","Unknown or Not Stated","12",48
,"Iowa","19","499 grams or less","01",46
,"Iowa","19","500 - 999 grams","02",149
,"Iowa","19","1000 - 1499 grams","03",217
,"Iowa","19","1500 - 1999 grams","04",533
,"Iowa","19","2000 - 2499 grams","05",1797
,"Iowa","19","2500 - 2999 grams","06",6160
,"Iowa","19","3000 - 3499 grams","07",13614
,"Iowa","19","3500 - 3999 grams","08",10245
,"Iowa","19","4000 - 4499 grams","09",2856
,"Iowa","19","4500 - 4999 grams","10",379
,"Iowa","19","5000 - 8165 grams","11",34
,"Iowa","19","Unknown or Not Stated","12",22
,"Kansas","20","499 grams or less","01",42
,"Kansas","20","500 - 999 grams","02",123
,"Kansas","20","1000 - 1499 grams","03",194
,"Kansas","20","1500 - 1999 grams","04",516
,"Kansas","20","2000 - 2499 grams","05",1729
,"Kansas","20","2500 - 2999 grams","06",6263
,"Kansas","20","3000 - 3499 grams","07",13025
,"Kansas","20","3500 - 3999 grams","08",9354
,"Kansas","20","4000 - 4499 grams","09",2445
,"Kansas","20","4500 - 4999 grams","10",316
,"Kansas","20","5000 - 8165 grams","11",45
,"Kansas","20","Unknown or Not Stated","12",13
,"Kentucky","21","499 grams or less","01",83
,"Kentucky","21","500 - 999 grams","02",259
,"Kentucky","21","1000 - 1499 grams","03",388
,"Kentucky","21","1500 - 1999 grams","04",865
,"Kentucky","21","2000 - 2499 grams","05",3002
,"Kentucky","21","2500 - 2999 grams","06",9935
,"Kentucky","21","3000 - 3499 grams","07",20136
,"Kentucky","21","3500 - 3999 grams","08",13460
,"Kentucky","21","4000 - 4499 grams","09",3376
,"Kentucky","21","4500 - 4999 grams","10",418
,"Kentucky","21","5000 - 8165 grams","11",39
,"Kentucky","21","Unknown or Not Stated","12",23
,"Louisiana","22","499 grams or less","01",126
,"Louisiana","22","500 - 999 grams","02",370
,"Louisiana","22","1000 - 1499 grams","03",571
,"Louisiana","22","1500 - 1999 grams","04",1120
,"Louisiana","22","2000 - 2499 grams","05",3989
,"Louisiana","22","2500 - 2999 grams","06",12750
,"Louisiana","22","3000 - 3499 grams","07",21475
,"Louisiana","22","3500 - 3999 grams","08",11752
,"Louisiana","22","4000 - 4499 grams","09",2432
,"Louisiana","22","4500 - 4999 grams","10",272
,"Louisiana","22","5000 - 8165 grams","11",38
,"Louisiana","22","Unknown or Not Stated","12",32
,"Maine","23","499 grams or less","01",12
,"Maine","23","500 - 999 grams","02",45
,"Maine","23","1000 - 1499 grams","03",64
,"Maine","23","1500 - 1999 grams","04",169
,"Maine","23","2000 - 2499 grams","05",642
,"Maine","23","2500 - 2999 grams","06",1943
,"Maine","23","3000 - 3499 grams","07",4400
,"Maine","23","3500 - 3999 grams","08",3304
,"Maine","23","4000 - 4499 grams","09",893
,"Maine","23","4500 - 4999 grams","10",125
,"Maine","23","5000 - 8165 grams","11",22
,"Maine","23","Unknown or Not Stated","12",Suppressed
,"Maryland","24","499 grams or less","01",103
,"Maryland","24","500 - 999 grams","02",376
,"Maryland","24","1000 - 1499 grams","03",489
,"Maryland","24","1500 - 1999 grams","04",1083
,"Maryland","24","2000 - 2499 grams","05",3572
,"Maryland","24","2500 - 2999 grams","06",13056
,"Maryland","24","3000 - 3499 grams","07",24965
,"Maryland","24","3500 - 3999 grams","08",16947
,"Maryland","24","4000 - 4499 grams","09",4376
,"Maryland","24","4500 - 4999 grams","10",546
,"Maryland","24","5000 - 8165 grams","11",57
,"Maryland","24","Unknown or Not Stated","12",24
,"Massachusetts","25","499 grams or less","01",61
,"Massachusetts","25","500 - 999 grams","02",237
,"Massachusetts","25","1000 - 1499 grams","03",451
,"Massachusetts","25","1500 - 1999 grams","04",995
,"Massachusetts","25","2000 - 2499 grams","05",3337
,"Massachusetts","25","2500 - 2999 grams","06",12424
,"Massachusetts","25","3000 - 3499 grams","07",25989
,"Massachusetts","25","3500 - 3999 grams","08",18127
,"Massachusetts","25","4000 - 4499 grams","09",4539
,"Massachusetts","25","4500 - 4999 grams","10",577
,"Massachusetts","25","5000 - 8165 grams","11",47
,"Massachusetts","25","Unknown or Not Stated","12",309
,"Michigan","26","499 grams or less","01",154
,"Michigan","26","500 - 999 grams","02",492
,"Michigan","26","1000 - 1499 grams","03",694
,"Michigan","26","1500 - 1999 grams","04",1687
,"Michigan","26","2000 - 2499 grams","05",5800
,"Michigan","26","2500 - 2999 grams","06",18871
,"Michigan","26","3000 - 3499 grams","07",37457
,"Michigan","26","3500 - 3999 grams","08",25951
,"Michigan","26","4000 - 4499 grams","09",6926
,"Michigan","26","4500 - 4999 grams","10",901
,"Michigan","26","5000 - 8165 grams","11",131
,"Michigan","26","Unknown or Not Stated","12",60
,"Minnesota","27","499 grams or less","01",81
,"Minnesota","27","500 - 999 grams","02",246
,"Minnesota","27","1000 - 1499 grams","03",398
,"Minnesota","27","1500 - 1999 grams","04",896
,"Minnesota","27","2000 - 2499 grams","05",2818
,"Minnesota","27","2500 - 2999 grams","06",10305
,"Minnesota","27","3000 - 3499 grams","07",23446
,"Minnesota","27","3500 - 3999 grams","08",17809
,"Minnesota","27","4000 - 4499 grams","09",4902
,"Minnesota","27","4500 - 4999 grams","10",651
,"Minnesota","27","5000 - 8165 grams","11",71
,"Minnesota","27","Unknown or Not Stated","12",92
,"Mississippi","28","499 grams or less","01",73
,"Mississippi","28","500 - 999 grams","02",251
,"Mississippi","28","1000 - 1499 grams","03",411
,"Mississippi","28","1500 - 1999 grams","04",844
,"Mississippi","28","2000 - 2499 grams","05",2711
,"Mississippi","28","2500 - 2999 grams","06",8095
,"Mississippi","28","3000 - 3499 grams","07",13376
,"Mississippi","28","3500 - 3999 grams","08",6973
,"Mississippi","28","4000 - 4499 grams","09",1473
,"Mississippi","28","4500 - 4999 grams","10",211
,"Mississippi","28","5000 - 8165 grams","11",30
,"Mississippi","28","Unknown or Not Stated","12",11
,"Missouri","29","499 grams or less","01",77
,"Missouri","29","500 - 999 grams","02",301
,"Missouri","29","1000 - 1499 grams","03",516
,"Missouri","29","1500 - 1999 grams","04",1178
,"Missouri","29","2000 - 2499 grams","05",3900
,"Missouri","29","2500 - 2999 grams","06",12818
,"Missouri","29","3000 - 3499 grams","07",25668
,"Missouri","29","3500 - 3999 grams","08",17506
,"Missouri","29","4000 - 4499 grams","09",4460
,"Missouri","29","4500 - 4999 grams","10",592
,"Missouri","29","5000 - 8165 grams","11",68
,"Missouri","29","Unknown or Not Stated","12",39
,"Montana","30","499 grams or less","01",12
,"Montana","30","500 - 999 grams","02",39
,"Montana","30","1000 - 1499 grams","03",62
,"Montana","30","1500 - 1999 grams","04",163
,"Montana","30","2000 - 2499 grams","05",579
,"Montana","30","2500 - 2999 grams","06",2150
,"Montana","30","3000 - 3499 grams","07",4330
,"Montana","30","3500 - 3999 grams","08",2932
,"Montana","30","4000 - 4499 grams","09",693
,"Montana","30","4500 - 4999 grams","10",98
,"Montana","30","5000 - 8165 grams","11",15
,"Montana","30","Unknown or Not Stated","12",Suppressed
,"Nebraska","31","499 grams or less","01",33
,"Nebraska","31","500 - 999 grams","02",101
,"Nebraska","31","1000 - 1499 grams","03",161
,"Nebraska","31","1500 - 1999 grams","04",383
,"Nebraska","31","2000 - 2499 grams","05",1258
,"Nebraska","31","2500 - 2999 grams","06",4420
,"Nebraska","31","3000 - 3499 grams","07",9443
,"Nebraska","31","3500 - 3999 grams","08",6572
,"Nebraska","31","4000 - 4499 grams","09",1530
,"Nebraska","31","4500 - 4999 grams","10",184
,"Nebraska","31","5000 - 8165 grams","11",20
,"Nebraska","31","Unknown or Not Stated","12",Suppressed
,"Nevada","32","499 grams or less","01",29
,"Nevada","32","500 - 999 grams","02",187
,"Nevada","32","1000 - 1499 grams","03",229
,"Nevada","32","1500 - 1999 grams","04",570
,"Nevada","32","2000 - 2499 grams","05",2001
,"Nevada","32","2500 - 2999 grams","06",7089
,"Nevada","32","3000 - 3499 grams","07",13001
,"Nevada","32","3500 - 3999 grams","08",7060
,"Nevada","32","4000 - 4499 grams","09",1423
,"Nevada","32","4500 - 4999 grams","10",180
,"Nevada","32","5000 - 8165 grams","11",20
,"Nevada","32","Unknown or Not Stated","12",Suppressed
,"New Hampshire","33","499 grams or less","01",Suppressed
,"New Hampshire","33","500 - 999 grams","02",33
,"New Hampshire","33","1000 - 1499 grams","03",60
,"New Hampshire","33","1500 - 1999 grams","04",160
,"New Hampshire","33","2000 - 2499 grams","05",548
,"New Hampshire","33","2500 - 2999 grams","06",1909
,"New Hampshire","33","3000 - 3499 grams","07",4468
,"New Hampshire","33","3500 - 3999 grams","08",3578
,"New Hampshire","33","4000 - 4499 grams","09",994
,"New Hampshire","33","4500 - 4999 grams","10",138
,"New Hampshire","33","5000 - 8165 grams","11",19
,"New Hampshire","33","Unknown or Not Stated","12",21
,"New Jersey","34","499 grams or less","01",105
,"New Jersey","34","500 - 999 grams","02",438
,"New Jersey","34","1000 - 1499 grams","03",633
,"New Jersey","34","1500 - 1999 grams","04",1538
,"New Jersey","34","2000 - 2499 grams","05",5161
,"New Jersey","34","2500 - 2999 grams","06",19669
,"New Jersey","34","3000 - 3499 grams","07",40021
,"New Jersey","34","3500 - 3999 grams","08",26241
,"New Jersey","34","4000 - 4499 grams","09",6367
,"New Jersey","34","4500 - 4999 grams","10",733
,"New Jersey","34","5000 - 8165 grams","11",67
,"New Jersey","34","Unknown or Not Stated","12",28
,"New Mexico","35","499 grams or less","01",14
,"New Mexico","35","500 - 999 grams","02",93
,"New Mexico","35","1000 - 1499 grams","03",138
,"New Mexico","35","1500 - 1999 grams","04",374
,"New Mexico","35","2000 - 2499 grams","05",1405
,"New Mexico","35","2500 - 2999 grams","06",4972
,"New Mexico","35","3000 - 3499 grams","07",8649
,"New Mexico","35","3500 - 3999 grams","08",4372
,"New Mexico","35","4000 - 4499 grams","09",791
,"New Mexico","35","4500 - 4999 grams","10",112
,"New Mexico","35","5000 - 8165 grams","11",26
,"New Mexico","35","Unknown or Not Stated","12",Suppressed
,"New York","36","499 grams or less","01",168
,"New York","36","500 - 999 grams","02",892
,"New York","36","1000 - 1499 grams","03",1433
,"New York","36","1500 - 1999 grams","04",3369
,"New York","36","2000 - 2499 grams","05",11519
,"New York","36","2500 - 2999 grams","06",40990
,"New York","36","3000 - 3499 grams","07",80070
,"New York","36","3500 - 3999 grams","08",51226
,"New York","36","4000 - 4499 grams","09",11889
,"New York","36","4500 - 4999 grams","10",1448
,"New York","36","5000 - 8165 grams","11",174
,"New York","36","Unknown or Not Stated","12",434
,"North Carolina","37","499 grams or less","01",229
,"North Carolina","37","500 - 999 grams","02",684
,"North Carolina","37","1000 - 1499 grams","03",1024
,"North Carolina","37","1500 - 1999 grams","04",2192
,"North Carolina","37","2000 - 2499 grams","05",7168
,"North Carolina","37","2500 - 2999 grams","06",23925
,"North Carolina","37","3000 - 3499 grams","07",45814
,"North Carolina","37","3500 - 3999 grams","08",30274
,"North Carolina","37","4000 - 4499 grams","09",7534
,"North Carolina","37","4500 - 4999 grams","10",1022
,"North Carolina","37","5000 - 8165 grams","11",114
,"North Carolina","37","Unknown or Not Stated","12",102
,"North Dakota","38","499 grams or less","01",Suppressed
,"North Dakota","38","500 - 999 grams","02",31
,"North Dakota","38","1000 - 1499 grams","03",77
,"North Dakota","38","1500 - 1999 grams","04",115
,"North Dakota","38","2000 - 2499 grams","05",451
,"North Dakota","38","2500 - 2999 grams","06",1604
,"North Dakota","38","3000 - 3499 grams","07",3734
,"North Dakota","38","3500 - 3999 grams","08",2730
,"North Dakota","38","4000 - 4499 grams","09",771
,"North Dakota","38","4500 - 4999 grams","10",117
,"North Dakota","38","5000 - 8165 grams","11",Suppressed
,"North Dakota","38","Unknown or Not Stated","12",Suppressed
,"Ohio","39","499 grams or less","01",215
,"Ohio","39","500 - 999 grams","02",697
,"Ohio","39","1000 - 1499 grams","03",983
,"Ohio","39","1500 - 1999 grams","04",2208
,"Ohio","39","2000 - 2499 grams","05",6989
,"Ohio","39","2500 - 2999 grams","06",24797
,"Ohio","39","3000 - 3499 grams","07",48697
,"Ohio","39","3500 - 3999 grams","08",32746
,"Ohio","39","4000 - 4499 grams","09",8310
,"Ohio","39","4500 - 4999 grams","10",1022
,"Ohio","39","5000 - 8165 grams","11",107
,"Ohio","39","Unknown or Not Stated","12",125
,"Oklahoma","40","499 grams or less","01",68
,"Oklahoma","40","500 - 999 grams","02",223
,"Oklahoma","40","1000 - 1499 grams","03",363
,"Oklahoma","40","1500 - 1999 grams","04",805
,"Oklahoma","40","2000 - 2499 grams","05",2658
,"Oklahoma","40","2500 - 2999 grams","06",9354
,"Oklahoma","40","3000 - 3499 grams","07",18762
,"Oklahoma","40","3500 - 3999 grams","08",12246
,"Oklahoma","40","4000 - 4499 grams","09",2963
,"Oklahoma","40","4500 - 4999 grams","10",376
,"Oklahoma","40","5000 - 8165 grams","11",34
,"Oklahoma","40","Unknown or Not Stated","12",57
,"Oregon","41","499 grams or less","01",51
,"Oregon","41","500 - 999 grams","02",139
,"Oregon","41","1000 - 1499 grams","03",221
,"Oregon","41","1500 - 1999 grams","04",526
,"Oregon","41","2000 - 2499 grams","05",1803
,"Oregon","41","2500 - 2999 grams","06",6376
,"Oregon","41","3000 - 3499 grams","07",14523
,"Oregon","41","3500 - 3999 grams","08",11091
,"Oregon","41","4000 - 4499 grams","09",3060
,"Oregon","41","4500 - 4999 grams","10",453
,"Oregon","41","5000 - 8165 grams","11",42
,"Oregon","41","Unknown or Not Stated","12",13
,"Pennsylvania","42","499 grams or less","01",166
,"Pennsylvania","42","500 - 999 grams","02",599
,"Pennsylvania","42","1000 - 1499 grams","03",900
,"Pennsylvania","42","1500 - 1999 grams","04",2129
,"Pennsylvania","42","2000 - 2499 grams","05",6909
,"Pennsylvania","42","2500 - 2999 grams","06",23833
,"Pennsylvania","42","3000 - 3499 grams","07",48598
,"Pennsylvania","42","3500 - 3999 grams","08",33926
,"Pennsylvania","42","4000 - 4499 grams","09",8493
,"Pennsylvania","42","4500 - 4999 grams","10",1129
,"Pennsylvania","42","5000 - 8165 grams","11",122
,"Pennsylvania","42","Unknown or Not Stated","12",147
,"Rhode Island","44","499 grams or less","01",10
,"Rhode Island","44","500 - 999 grams","02",52
,"Rhode Island","44","1000 - 1499 grams","03",62
,"Rhode Island","44","1500 - 1999 grams","04",146
,"Rhode Island","44","2000 - 2499 grams","05",483
,"Rhode Island","44","2500 - 2999 grams","06",1801
,"Rhode Island","44","3000 - 3499 grams","07",3735
,"Rhode Island","44","3500 - 3999 grams","08",2688
,"Rhode Island","44","4000 - 4499 grams","09",713
,"Rhode Island","44","4500 - 4999 grams","10",95
,"Rhode Island","44","5000 - 8165 grams","11",10
,"Rhode Island","44","Unknown or Not Stated","12",10
,"South Carolina","45","499 grams or less","01",118
,"South Carolina","45","500 - 999 grams","02",337
,"South Carolina","45","1000 - 1499 grams","03",486
,"South Carolina","45","1500 - 1999 grams","04",1079
,"South Carolina","45","2000 - 2499 grams","05",3730
,"South Carolina","45","2500 - 2999 grams","06",11866
,"South Carolina","45","3000 - 3499 grams","07",22252
,"South Carolina","45","3500 - 3999 grams","08",13964
,"South Carolina","45","4000 - 4499 grams","09",3387
,"South Carolina","45","4500 - 4999 grams","10",450
,"South Carolina","45","5000 - 8165 grams","11",34
,"South Carolina","45","Unknown or Not Stated","12",26
,"South Dakota","46","499 grams or less","01",Suppressed
,"South Dakota","46","500 - 999 grams","02",52
,"South Dakota","46","1000 - 1499 grams","03",83
,"South Dakota","46","1500 - 1999 grams","04",150
,"South Dakota","46","2000 - 2499 grams","05",514
,"South Dakota","46","2500 - 2999 grams","06",1970
,"South Dakota","46","3000 - 3499 grams","07",4328
,"South Dakota","46","3500 - 3999 grams","08",3213
,"South Dakota","46","4000 - 4499 grams","09",776
,"South Dakota","46","4500 - 4999 grams","10",94
,"South Dakota","46","5000 - 8165 grams","11",Suppressed
,"South Dakota","46","Unknown or Not Stated","12",Suppressed
,"Tennessee","47","499 grams or less","01",112
,"Tennessee","47","500 - 999 grams","02",446
,"Tennessee","47","1000 - 1499 grams","03",686
,"Tennessee","47","1500 - 1999 grams","04",1439
,"Tennessee","47","2000 - 2499 grams","05",4843
,"Tennessee","47","2500 - 2999 grams","06",16142
,"Tennessee","47","3000 - 3499 grams","07",31958
,"Tennessee","47","3500 - 3999 grams","08",21255
,"Tennessee","47","4000 - 4499 grams","09",5353
,"Tennessee","47","4500 - 4999 grams","10",673
,"Tennessee","47","5000 - 8165 grams","11",80
,"Tennessee","47","Unknown or Not Stated","12",34
,"Texas","48","499 grams or less","01",523
,"Texas","48","500 - 999 grams","02",2022
,"Texas","48","1000 - 1499 grams","03",2859
,"Texas","48","1500 - 1999 grams","04",6460
,"Texas","48","2000 - 2499 grams","05",21465
,"Texas","48","2500 - 2999 grams","06",80938
,"Texas","48","3000 - 3499 grams","07",156103
,"Texas","48","3500 - 3999 grams","08",93751
,"Texas","48","4000 - 4499 grams","09",20636
,"Texas","48","4500 - 4999 grams","10",2608
,"Texas","48","5000 - 8165 grams","11",303
,"Texas","48","Unknown or Not Stated","12",277
,"Utah","49","499 grams or less","01",46
,"Utah","49","500 - 999 grams","02",188
,"Utah","49","1000 - 1499 grams","03",263
,"Utah","49","1500 - 1999 grams","04",635
,"Utah","49","2000 - 2499 grams","05",2176
,"Utah","49","2500 - 2999 grams","06",8972
,"Utah","49","3000 - 3499 grams","07",18351
,"Utah","49","3500 - 3999 grams","08",11545
,"Utah","49","4000 - 4499 grams","09",2508
,"Utah","49","4500 - 4999 grams","10",283
,"Utah","49","5000 - 8165 grams","11",29
,"Utah","49","Unknown or Not Stated","12",23
,"Vermont","50","499 grams or less","01",Suppressed
,"Vermont","50","500 - 999 grams","02",11
,"Vermont","50","1000 - 1499 grams","03",32
,"Vermont","50","1500 - 1999 grams","04",57
,"Vermont","50","2000 - 2499 grams","05",258
,"Vermont","50","2500 - 2999 grams","06",830
,"Vermont","50","3000 - 3499 grams","07",1885
,"Vermont","50","3500 - 3999 grams","08",1469
,"Vermont","50","4000 - 4499 grams","09",445
,"Vermont","50","4500 - 4999 grams","10",65
,"Vermont","50","5000 - 8165 grams","11",Suppressed
,"Vermont","50","Unknown or Not Stated","12",Suppressed
,"Virginia","51","499 grams or less","01",121
,"Virginia","51","500 - 999 grams","02",490
,"Virginia","51","1000 - 1499 grams","03",719
,"Virginia","51","1500 - 1999 grams","04",1585
,"Virginia","51","2000 - 2499 grams","05",4897
,"Virginia","51","2500 - 2999 grams","06",17483
,"Virginia","51","3000 - 3499 grams","07",35321
,"Virginia","51","3500 - 3999 grams","08",24519
,"Virginia","51","4000 - 4499 grams","09",6495
,"Virginia","51","4500 - 4999 grams","10",900
,"Virginia","51","5000 - 8165 grams","11",81
,"Virginia","51","Unknown or Not Stated","12",38
,"Washington","53","499 grams or less","01",77
,"Washington","53","500 - 999 grams","02",323
,"Washington","53","1000 - 1499 grams","03",441
,"Washington","53","1500 - 1999 grams","04",1026
