"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Atlantic County, NJ","34001","Hispanic or Latino","2135-2",858
,"Atlantic County, NJ","34001","Not Hispanic or Latino","2186-5",1870
,"Atlantic County, NJ","34001","Unknown or Not Stated","9",22
,"Bergen County, NJ","34003","Hispanic or Latino","2135-2",2612
,"Bergen County, NJ","34003","Not Hispanic or Latino","2186-5",6181
,"Bergen County, NJ","34003","Unknown or Not Stated","9",104
,"Burlington County, NJ","34005","Hispanic or Latino","2135-2",768
,"Burlington County, NJ","34005","Not Hispanic or Latino","2186-5",3840
,"Burlington County, NJ","34005","Unknown or Not Stated","9",81
,"Camden County, NJ","34007","Hispanic or Latino","2135-2",1680
,"Camden County, NJ","34007","Not Hispanic or Latino","2186-5",4086
,"Camden County, NJ","34007","Unknown or Not Stated","9",141
,"Cumberland County, NJ","34011","Hispanic or Latino","2135-2",905
,"Cumberland County, NJ","34011","Not Hispanic or Latino","2186-5",889
,"Cumberland County, NJ","34011","Unknown or Not Stated","9",23
,"Essex County, NJ","34013","Hispanic or Latino","2135-2",3505
,"Essex County, NJ","34013","Not Hispanic or Latino","2186-5",6192
,"Essex County, NJ","34013","Unknown or Not Stated","9",108
,"Gloucester County, NJ","34015","Hispanic or Latino","2135-2",343
,"Gloucester County, NJ","34015","Not Hispanic or Latino","2186-5",2596
,"Gloucester County, NJ","34015","Unknown or Not Stated","9",38
,"Hudson County, NJ","34017","Hispanic or Latino","2135-2",3223
,"Hudson County, NJ","34017","Not Hispanic or Latino","2186-5",5361
,"Hudson County, NJ","34017","Unknown or Not Stated","9",71
,"Hunterdon County, NJ","34019","Hispanic or Latino","2135-2",147
,"Hunterdon County, NJ","34019","Not Hispanic or Latino","2186-5",864
,"Hunterdon County, NJ","34019","Unknown or Not Stated","9",14
,"Mercer County, NJ","34021","Hispanic or Latino","2135-2",1656
,"Mercer County, NJ","34021","Not Hispanic or Latino","2186-5",2428
,"Mercer County, NJ","34021","Unknown or Not Stated","9",19
,"Middlesex County, NJ","34023","Hispanic or Latino","2135-2",2897
,"Middlesex County, NJ","34023","Not Hispanic or Latino","2186-5",5420
,"Middlesex County, NJ","34023","Unknown or Not Stated","9",47
,"Monmouth County, NJ","34025","Hispanic or Latino","2135-2",1247
,"Monmouth County, NJ","34025","Not Hispanic or Latino","2186-5",5101
,"Monmouth County, NJ","34025","Unknown or Not Stated","9",53
,"Morris County, NJ","34027","Hispanic or Latino","2135-2",1043
,"Morris County, NJ","34027","Not Hispanic or Latino","2186-5",3756
,"Morris County, NJ","34027","Unknown or Not Stated","9",130
,"Ocean County, NJ","34029","Hispanic or Latino","2135-2",1150
,"Ocean County, NJ","34029","Not Hispanic or Latino","2186-5",9301
,"Ocean County, NJ","34029","Unknown or Not Stated","9",72
,"Passaic County, NJ","34031","Hispanic or Latino","2135-2",3376
,"Passaic County, NJ","34031","Not Hispanic or Latino","2186-5",2814
,"Passaic County, NJ","34031","Unknown or Not Stated","9",82
,"Somerset County, NJ","34035","Hispanic or Latino","2135-2",952
,"Somerset County, NJ","34035","Not Hispanic or Latino","2186-5",2299
,"Somerset County, NJ","34035","Unknown or Not Stated","9",50
,"Sussex County, NJ","34037","Hispanic or Latino","2135-2",262
,"Sussex County, NJ","34037","Not Hispanic or Latino","2186-5",1146
,"Sussex County, NJ","34037","Unknown or Not Stated","9",25
,"Union County, NJ","34039","Hispanic or Latino","2135-2",3158
,"Union County, NJ","34039","Not Hispanic or Latino","2186-5",3465
,"Union County, NJ","34039","Unknown or Not Stated","9",91
,"Warren County, NJ","34041","Hispanic or Latino","2135-2",214
,"Warren County, NJ","34041","Not Hispanic or Latino","2186-5",816
,"Warren County, NJ","34041","Unknown or Not Stated","9",29
,"Unidentified Counties, NJ","34999","Hispanic or Latino","2135-2",242
,"Unidentified Counties, NJ","34999","Not Hispanic or Latino","2186-5",1125
,"Unidentified Counties, NJ","34999","Unknown or Not Stated","9",13
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2023"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 1:25:33 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 1:25:33 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
