"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, OH","39003","Female","F",598
,"Allen County, OH","39003","Male","M",607
,"Ashtabula County, OH","39007","Female","F",489
,"Ashtabula County, OH","39007","Male","M",482
,"Butler County, OH","39017","Female","F",2078
,"Butler County, OH","39017","Male","M",2119
,"Clark County, OH","39023","Female","F",806
,"Clark County, OH","39023","Male","M",831
,"Clermont County, OH","39025","Female","F",1131
,"Clermont County, OH","39025","Male","M",1124
,"Columbiana County, OH","39029","Female","F",423
,"Columbiana County, OH","39029","Male","M",459
,"Cuyahoga County, OH","39035","Female","F",6125
,"Cuyahoga County, OH","39035","Male","M",6576
,"Delaware County, OH","39041","Female","F",1071
,"Delaware County, OH","39041","Male","M",1049
,"Fairfield County, OH","39045","Female","F",803
,"Fairfield County, OH","39045","Male","M",862
,"Franklin County, OH","39049","Female","F",8458
,"Franklin County, OH","39049","Male","M",8685
,"Greene County, OH","39057","Female","F",811
,"Greene County, OH","39057","Male","M",910
,"Hamilton County, OH","39061","Female","F",4849
,"Hamilton County, OH","39061","Male","M",5250
,"Lake County, OH","39085","Female","F",1004
,"Lake County, OH","39085","Male","M",1078
,"Licking County, OH","39089","Female","F",930
,"Licking County, OH","39089","Male","M",897
,"Lorain County, OH","39093","Female","F",1492
,"Lorain County, OH","39093","Male","M",1579
,"Lucas County, OH","39095","Female","F",2245
,"Lucas County, OH","39095","Male","M",2295
,"Mahoning County, OH","39099","Female","F",1141
,"Mahoning County, OH","39099","Male","M",1131
,"Medina County, OH","39103","Female","F",809
,"Medina County, OH","39103","Male","M",828
,"Miami County, OH","39109","Female","F",533
,"Miami County, OH","39109","Male","M",576
,"Montgomery County, OH","39113","Female","F",3080
,"Montgomery County, OH","39113","Male","M",3014
,"Portage County, OH","39133","Female","F",652
,"Portage County, OH","39133","Male","M",671
,"Richland County, OH","39139","Female","F",626
,"Richland County, OH","39139","Male","M",686
,"Stark County, OH","39151","Female","F",1925
,"Stark County, OH","39151","Male","M",2043
,"Summit County, OH","39153","Female","F",2595
,"Summit County, OH","39153","Male","M",2698
,"Trumbull County, OH","39155","Female","F",924
,"Trumbull County, OH","39155","Male","M",983
,"Warren County, OH","39165","Female","F",1190
,"Warren County, OH","39165","Male","M",1226
,"Wayne County, OH","39169","Female","F",668
,"Wayne County, OH","39169","Male","M",712
,"Wood County, OH","39173","Female","F",624
,"Wood County, OH","39173","Male","M",644
,"Unidentified Counties, OH","39999","Female","F",13967
,"Unidentified Counties, OH","39999","Male","M",14834
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Ohio (39)"
"Year: 2023"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 2:49:37 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 2:49:37 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
