"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Benton County, WA","53005","Female","F",1269
,"Benton County, WA","53005","Male","M",1283
,"Clark County, WA","53011","Female","F",2757
,"Clark County, WA","53011","Male","M",2870
,"Cowlitz County, WA","53015","Female","F",600
,"Cowlitz County, WA","53015","Male","M",602
,"King County, WA","53033","Female","F",11573
,"King County, WA","53033","Male","M",11855
,"Kitsap County, WA","53035","Female","F",1328
,"Kitsap County, WA","53035","Male","M",1408
,"Pierce County, WA","53053","Female","F",5440
,"Pierce County, WA","53053","Male","M",5656
,"Skagit County, WA","53057","Female","F",693
,"Skagit County, WA","53057","Male","M",705
,"Snohomish County, WA","53061","Female","F",4696
,"Snohomish County, WA","53061","Male","M",5087
,"Spokane County, WA","53063","Female","F",2849
,"Spokane County, WA","53063","Male","M",3015
,"Thurston County, WA","53067","Female","F",1543
,"Thurston County, WA","53067","Male","M",1587
,"Whatcom County, WA","53073","Female","F",977
,"Whatcom County, WA","53073","Male","M",1059
,"Yakima County, WA","53077","Female","F",1672
,"Yakima County, WA","53077","Male","M",1723
,"Unidentified Counties, WA","53999","Female","F",5718
,"Unidentified Counties, WA","53999","Male","M",5946
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Washington (53)"
"Year: 2021"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:55:46 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:55:46 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
