"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Champaign County, IL","17019","Female","F",1052
,"Champaign County, IL","17019","Male","M",1045
,"Cook County, IL","17031","Female","F",26282
,"Cook County, IL","17031","Male","M",27831
,"DeKalb County, IL","17037","Female","F",514
,"DeKalb County, IL","17037","Male","M",539
,"DuPage County, IL","17043","Female","F",4841
,"DuPage County, IL","17043","Male","M",4929
,"Kane County, IL","17089","Female","F",2710
,"Kane County, IL","17089","Male","M",2910
,"Kankakee County, IL","17091","Female","F",566
,"Kankakee County, IL","17091","Male","M",588
,"Kendall County, IL","17093","Female","F",802
,"Kendall County, IL","17093","Male","M",778
,"Lake County, IL","17097","Female","F",3402
,"Lake County, IL","17097","Male","M",3455
,"LaSalle County, IL","17099","Female","F",577
,"LaSalle County, IL","17099","Male","M",556
,"McHenry County, IL","17111","Female","F",1464
,"McHenry County, IL","17111","Male","M",1635
,"McLean County, IL","17113","Female","F",858
,"McLean County, IL","17113","Male","M",837
,"Macon County, IL","17115","Female","F",581
,"Macon County, IL","17115","Male","M",594
,"Madison County, IL","17119","Female","F",1328
,"Madison County, IL","17119","Male","M",1466
,"Peoria County, IL","17143","Female","F",1072
,"Peoria County, IL","17143","Male","M",1077
,"Rock Island County, IL","17161","Female","F",766
,"Rock Island County, IL","17161","Male","M",792
,"St. Clair County, IL","17163","Female","F",1364
,"St. Clair County, IL","17163","Male","M",1384
,"Sangamon County, IL","17167","Female","F",1042
,"Sangamon County, IL","17167","Male","M",1020
,"Tazewell County, IL","17179","Female","F",600
,"Tazewell County, IL","17179","Male","M",698
,"Will County, IL","17197","Female","F",3441
,"Will County, IL","17197","Male","M",3546
,"Winnebago County, IL","17201","Female","F",1578
,"Winnebago County, IL","17201","Male","M",1705
,"Unidentified Counties, IL","17999","Female","F",9705
,"Unidentified Counties, IL","17999","Male","M",10259
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Illinois (17)"
"Year: 2021"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 12:29:53 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 12:29:53 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
