"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, OH","39003","Female","F",627
,"Allen County, OH","39003","Male","M",589
,"Ashtabula County, OH","39007","Female","F",529
,"Ashtabula County, OH","39007","Male","M",523
,"Butler County, OH","39017","Female","F",2096
,"Butler County, OH","39017","Male","M",2156
,"Clark County, OH","39023","Female","F",747
,"Clark County, OH","39023","Male","M",770
,"Clermont County, OH","39025","Female","F",1097
,"Clermont County, OH","39025","Male","M",1108
,"Columbiana County, OH","39029","Female","F",476
,"Columbiana County, OH","39029","Male","M",497
,"Cuyahoga County, OH","39035","Female","F",6499
,"Cuyahoga County, OH","39035","Male","M",6637
,"Delaware County, OH","39041","Female","F",1057
,"Delaware County, OH","39041","Male","M",1098
,"Fairfield County, OH","39045","Female","F",816
,"Fairfield County, OH","39045","Male","M",890
,"Franklin County, OH","39049","Female","F",8529
,"Franklin County, OH","39049","Male","M",8912
,"Greene County, OH","39057","Female","F",822
,"Greene County, OH","39057","Male","M",831
,"Hamilton County, OH","39061","Female","F",5095
,"Hamilton County, OH","39061","Male","M",5235
,"Lake County, OH","39085","Female","F",977
,"Lake County, OH","39085","Male","M",1115
,"Licking County, OH","39089","Female","F",908
,"Licking County, OH","39089","Male","M",1020
,"Lorain County, OH","39093","Female","F",1563
,"Lorain County, OH","39093","Male","M",1648
,"Lucas County, OH","39095","Female","F",2426
,"Lucas County, OH","39095","Male","M",2530
,"Mahoning County, OH","39099","Female","F",1209
,"Mahoning County, OH","39099","Male","M",1140
,"Medina County, OH","39103","Female","F",839
,"Medina County, OH","39103","Male","M",907
,"Miami County, OH","39109","Female","F",608
,"Miami County, OH","39109","Male","M",552
,"Montgomery County, OH","39113","Female","F",3048
,"Montgomery County, OH","39113","Male","M",3069
,"Portage County, OH","39133","Female","F",695
,"Portage County, OH","39133","Male","M",683
,"Richland County, OH","39139","Female","F",692
,"Richland County, OH","39139","Male","M",715
,"Stark County, OH","39151","Female","F",1926
,"Stark County, OH","39151","Male","M",2036
,"Summit County, OH","39153","Female","F",2676
,"Summit County, OH","39153","Male","M",2797
,"Trumbull County, OH","39155","Female","F",951
,"Trumbull County, OH","39155","Male","M",1007
,"Warren County, OH","39165","Female","F",1174
,"Warren County, OH","39165","Male","M",1244
,"Wayne County, OH","39169","Female","F",679
,"Wayne County, OH","39169","Male","M",722
,"Wood County, OH","39173","Female","F",632
,"Wood County, OH","39173","Male","M",669
,"Unidentified Counties, OH","39999","Female","F",14279
,"Unidentified Counties, OH","39999","Male","M",15019
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Ohio (39)"
"Year: 2021"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:42:55 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:42:55 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
