"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Atlantic County, NJ","34001","Female","F",1358
,"Atlantic County, NJ","34001","Male","M",1384
,"Bergen County, NJ","34003","Female","F",4478
,"Bergen County, NJ","34003","Male","M",4649
,"Burlington County, NJ","34005","Female","F",2286
,"Burlington County, NJ","34005","Male","M",2369
,"Camden County, NJ","34007","Female","F",3058
,"Camden County, NJ","34007","Male","M",3265
,"Cumberland County, NJ","34011","Female","F",870
,"Cumberland County, NJ","34011","Male","M",915
,"Essex County, NJ","34013","Female","F",4772
,"Essex County, NJ","34013","Male","M",4951
,"Gloucester County, NJ","34015","Female","F",1458
,"Gloucester County, NJ","34015","Male","M",1556
,"Hudson County, NJ","34017","Female","F",4434
,"Hudson County, NJ","34017","Male","M",4684
,"Hunterdon County, NJ","34019","Female","F",511
,"Hunterdon County, NJ","34019","Male","M",542
,"Mercer County, NJ","34021","Female","F",1991
,"Mercer County, NJ","34021","Male","M",2123
,"Middlesex County, NJ","34023","Female","F",4196
,"Middlesex County, NJ","34023","Male","M",4453
,"Monmouth County, NJ","34025","Female","F",3062
,"Monmouth County, NJ","34025","Male","M",3114
,"Morris County, NJ","34027","Female","F",2394
,"Morris County, NJ","34027","Male","M",2487
,"Ocean County, NJ","34029","Female","F",4982
,"Ocean County, NJ","34029","Male","M",5252
,"Passaic County, NJ","34031","Female","F",3090
,"Passaic County, NJ","34031","Male","M",3163
,"Somerset County, NJ","34035","Female","F",1570
,"Somerset County, NJ","34035","Male","M",1598
,"Sussex County, NJ","34037","Female","F",672
,"Sussex County, NJ","34037","Male","M",703
,"Union County, NJ","34039","Female","F",3194
,"Union County, NJ","34039","Male","M",3405
,"Warren County, NJ","34041","Female","F",557
,"Warren County, NJ","34041","Male","M",523
,"Unidentified Counties, NJ","34999","Female","F",661
,"Unidentified Counties, NJ","34999","Male","M",767
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2021"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:37:25 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:37:25 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
