"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alamance County, NC","37001","Female","F",951
,"Alamance County, NC","37001","Male","M",979
,"Brunswick County, NC","37019","Female","F",539
,"Brunswick County, NC","37019","Male","M",575
,"Buncombe County, NC","37021","Female","F",1184
,"Buncombe County, NC","37021","Male","M",1259
,"Cabarrus County, NC","37025","Female","F",1280
,"Cabarrus County, NC","37025","Male","M",1400
,"Catawba County, NC","37035","Female","F",837
,"Catawba County, NC","37035","Male","M",835
,"Craven County, NC","37049","Female","F",618
,"Craven County, NC","37049","Male","M",617
,"Cumberland County, NC","37051","Female","F",2625
,"Cumberland County, NC","37051","Male","M",2614
,"Davidson County, NC","37057","Female","F",863
,"Davidson County, NC","37057","Male","M",928
,"Durham County, NC","37063","Female","F",2030
,"Durham County, NC","37063","Male","M",2214
,"Forsyth County, NC","37067","Female","F",2133
,"Forsyth County, NC","37067","Male","M",2303
,"Gaston County, NC","37071","Female","F",1293
,"Gaston County, NC","37071","Male","M",1390
,"Guilford County, NC","37081","Female","F",2836
,"Guilford County, NC","37081","Male","M",2954
,"Harnett County, NC","37085","Female","F",890
,"Harnett County, NC","37085","Male","M",982
,"Henderson County, NC","37089","Female","F",480
,"Henderson County, NC","37089","Male","M",518
,"Iredell County, NC","37097","Female","F",936
,"Iredell County, NC","37097","Male","M",996
,"Johnston County, NC","37101","Female","F",1327
,"Johnston County, NC","37101","Male","M",1442
,"Mecklenburg County, NC","37119","Female","F",7268
,"Mecklenburg County, NC","37119","Male","M",7789
,"New Hanover County, NC","37129","Female","F",1035
,"New Hanover County, NC","37129","Male","M",1118
,"Onslow County, NC","37133","Female","F",1870
,"Onslow County, NC","37133","Male","M",1987
,"Orange County, NC","37135","Female","F",558
,"Orange County, NC","37135","Male","M",635
,"Pitt County, NC","37147","Female","F",1042
,"Pitt County, NC","37147","Male","M",1050
,"Randolph County, NC","37151","Female","F",734
,"Randolph County, NC","37151","Male","M",765
,"Robeson County, NC","37155","Female","F",911
,"Robeson County, NC","37155","Male","M",938
,"Rowan County, NC","37159","Female","F",779
,"Rowan County, NC","37159","Male","M",831
,"Union County, NC","37179","Female","F",1146
,"Union County, NC","37179","Male","M",1293
,"Wake County, NC","37183","Female","F",6495
,"Wake County, NC","37183","Male","M",6675
,"Wayne County, NC","37191","Female","F",775
,"Wayne County, NC","37191","Male","M",826
,"Unidentified Counties, NC","37999","Female","F",15170
,"Unidentified Counties, NC","37999","Male","M",15948
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: North Carolina (37)"
"Year: 2021"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:40:51 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:40:51 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
