"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Anne Arundel County, MD","24003","Hispanic or Latino","2135-2",1114
,"Anne Arundel County, MD","24003","Not Hispanic or Latino","2186-5",5875
,"Anne Arundel County, MD","24003","Unknown or Not Stated","9",15
,"Baltimore County, MD","24005","Hispanic or Latino","2135-2",1293
,"Baltimore County, MD","24005","Not Hispanic or Latino","2186-5",8067
,"Baltimore County, MD","24005","Unknown or Not Stated","9",17
,"Carroll County, MD","24013","Hispanic or Latino","2135-2",119
,"Carroll County, MD","24013","Not Hispanic or Latino","2186-5",1681
,"Carroll County, MD","24013","Unknown or Not Stated","9",Suppressed
,"Cecil County, MD","24015","Hispanic or Latino","2135-2",74
,"Cecil County, MD","24015","Not Hispanic or Latino","2186-5",1053
,"Cecil County, MD","24015","Unknown or Not Stated","9",Suppressed
,"Charles County, MD","24017","Hispanic or Latino","2135-2",228
,"Charles County, MD","24017","Not Hispanic or Latino","2186-5",1605
,"Charles County, MD","24017","Unknown or Not Stated","9",11
,"Frederick County, MD","24021","Hispanic or Latino","2135-2",603
,"Frederick County, MD","24021","Not Hispanic or Latino","2186-5",2589
,"Frederick County, MD","24021","Unknown or Not Stated","9",Suppressed
,"Harford County, MD","24025","Hispanic or Latino","2135-2",180
,"Harford County, MD","24025","Not Hispanic or Latino","2186-5",2442
,"Harford County, MD","24025","Unknown or Not Stated","9",Suppressed
,"Howard County, MD","24027","Hispanic or Latino","2135-2",502
,"Howard County, MD","24027","Not Hispanic or Latino","2186-5",2742
,"Howard County, MD","24027","Unknown or Not Stated","9",Suppressed
,"Montgomery County, MD","24031","Hispanic or Latino","2135-2",3584
,"Montgomery County, MD","24031","Not Hispanic or Latino","2186-5",7927
,"Montgomery County, MD","24031","Unknown or Not Stated","9",21
,"Prince George's County, MD","24033","Hispanic or Latino","2135-2",3665
,"Prince George's County, MD","24033","Not Hispanic or Latino","2186-5",7086
,"Prince George's County, MD","24033","Unknown or Not Stated","9",34
,"St. Mary's County, MD","24037","Hispanic or Latino","2135-2",110
,"St. Mary's County, MD","24037","Not Hispanic or Latino","2186-5",1297
,"St. Mary's County, MD","24037","Unknown or Not Stated","9",Suppressed
,"Washington County, MD","24043","Hispanic or Latino","2135-2",197
,"Washington County, MD","24043","Not Hispanic or Latino","2186-5",1393
,"Washington County, MD","24043","Unknown or Not Stated","9",Suppressed
,"Baltimore city, MD","24510","Hispanic or Latino","2135-2",1004
,"Baltimore city, MD","24510","Not Hispanic or Latino","2186-5",6215
,"Baltimore city, MD","24510","Unknown or Not Stated","9",14
,"Unidentified Counties, MD","24999","Hispanic or Latino","2135-2",491
,"Unidentified Counties, MD","24999","Not Hispanic or Latino","2186-5",5002
,"Unidentified Counties, MD","24999","Unknown or Not Stated","9",Suppressed
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Maryland (24)"
"Year: 2021"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 3:16:49 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 3:16:49 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"4. The independent city of Baltimore, Maryland (FIPS code 24510) is reported separately from Baltimore County (FIPS code 24005)."
