"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Benton County, WA","53005","Hispanic or Latino","2135-2",887
,"Benton County, WA","53005","Not Hispanic or Latino","2186-5",1528
,"Benton County, WA","53005","Unknown or Not Stated","9",137
,"Clark County, WA","53011","Hispanic or Latino","2135-2",827
,"Clark County, WA","53011","Not Hispanic or Latino","2186-5",4583
,"Clark County, WA","53011","Unknown or Not Stated","9",217
,"Cowlitz County, WA","53015","Hispanic or Latino","2135-2",168
,"Cowlitz County, WA","53015","Not Hispanic or Latino","2186-5",990
,"Cowlitz County, WA","53015","Unknown or Not Stated","9",44
,"King County, WA","53033","Hispanic or Latino","2135-2",3225
,"King County, WA","53033","Not Hispanic or Latino","2186-5",19057
,"King County, WA","53033","Unknown or Not Stated","9",1146
,"Kitsap County, WA","53035","Hispanic or Latino","2135-2",408
,"Kitsap County, WA","53035","Not Hispanic or Latino","2186-5",2258
,"Kitsap County, WA","53035","Unknown or Not Stated","9",70
,"Pierce County, WA","53053","Hispanic or Latino","2135-2",1888
,"Pierce County, WA","53053","Not Hispanic or Latino","2186-5",8901
,"Pierce County, WA","53053","Unknown or Not Stated","9",307
,"Skagit County, WA","53057","Hispanic or Latino","2135-2",410
,"Skagit County, WA","53057","Not Hispanic or Latino","2186-5",967
,"Skagit County, WA","53057","Unknown or Not Stated","9",21
,"Snohomish County, WA","53061","Hispanic or Latino","2135-2",1438
,"Snohomish County, WA","53061","Not Hispanic or Latino","2186-5",7899
,"Snohomish County, WA","53061","Unknown or Not Stated","9",446
,"Spokane County, WA","53063","Hispanic or Latino","2135-2",515
,"Spokane County, WA","53063","Not Hispanic or Latino","2186-5",5212
,"Spokane County, WA","53063","Unknown or Not Stated","9",137
,"Thurston County, WA","53067","Hispanic or Latino","2135-2",512
,"Thurston County, WA","53067","Not Hispanic or Latino","2186-5",2592
,"Thurston County, WA","53067","Unknown or Not Stated","9",26
,"Whatcom County, WA","53073","Hispanic or Latino","2135-2",300
,"Whatcom County, WA","53073","Not Hispanic or Latino","2186-5",1657
,"Whatcom County, WA","53073","Unknown or Not Stated","9",79
,"Yakima County, WA","53077","Hispanic or Latino","2135-2",2005
,"Yakima County, WA","53077","Not Hispanic or Latino","2186-5",1163
,"Yakima County, WA","53077","Unknown or Not Stated","9",227
,"Unidentified Counties, WA","53999","Hispanic or Latino","2135-2",3677
,"Unidentified Counties, WA","53999","Not Hispanic or Latino","2186-5",7731
,"Unidentified Counties, WA","53999","Unknown or Not Stated","9",256
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Washington (53)"
"Year: 2021"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 3:46:08 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 3:46:08 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
