"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Atlantic County, NJ","34001","Hispanic or Latino","2135-2",777
,"Atlantic County, NJ","34001","Not Hispanic or Latino","2186-5",1933
,"Atlantic County, NJ","34001","Unknown or Not Stated","9",32
,"Bergen County, NJ","34003","Hispanic or Latino","2135-2",2564
,"Bergen County, NJ","34003","Not Hispanic or Latino","2186-5",6415
,"Bergen County, NJ","34003","Unknown or Not Stated","9",148
,"Burlington County, NJ","34005","Hispanic or Latino","2135-2",639
,"Burlington County, NJ","34005","Not Hispanic or Latino","2186-5",3948
,"Burlington County, NJ","34005","Unknown or Not Stated","9",68
,"Camden County, NJ","34007","Hispanic or Latino","2135-2",1613
,"Camden County, NJ","34007","Not Hispanic or Latino","2186-5",4607
,"Camden County, NJ","34007","Unknown or Not Stated","9",103
,"Cumberland County, NJ","34011","Hispanic or Latino","2135-2",827
,"Cumberland County, NJ","34011","Not Hispanic or Latino","2186-5",942
,"Cumberland County, NJ","34011","Unknown or Not Stated","9",16
,"Essex County, NJ","34013","Hispanic or Latino","2135-2",2988
,"Essex County, NJ","34013","Not Hispanic or Latino","2186-5",6545
,"Essex County, NJ","34013","Unknown or Not Stated","9",190
,"Gloucester County, NJ","34015","Hispanic or Latino","2135-2",344
,"Gloucester County, NJ","34015","Not Hispanic or Latino","2186-5",2630
,"Gloucester County, NJ","34015","Unknown or Not Stated","9",40
,"Hudson County, NJ","34017","Hispanic or Latino","2135-2",3243
,"Hudson County, NJ","34017","Not Hispanic or Latino","2186-5",5714
,"Hudson County, NJ","34017","Unknown or Not Stated","9",161
,"Hunterdon County, NJ","34019","Hispanic or Latino","2135-2",157
,"Hunterdon County, NJ","34019","Not Hispanic or Latino","2186-5",885
,"Hunterdon County, NJ","34019","Unknown or Not Stated","9",11
,"Mercer County, NJ","34021","Hispanic or Latino","2135-2",1497
,"Mercer County, NJ","34021","Not Hispanic or Latino","2186-5",2563
,"Mercer County, NJ","34021","Unknown or Not Stated","9",54
,"Middlesex County, NJ","34023","Hispanic or Latino","2135-2",2861
,"Middlesex County, NJ","34023","Not Hispanic or Latino","2186-5",5636
,"Middlesex County, NJ","34023","Unknown or Not Stated","9",152
,"Monmouth County, NJ","34025","Hispanic or Latino","2135-2",1117
,"Monmouth County, NJ","34025","Not Hispanic or Latino","2186-5",4967
,"Monmouth County, NJ","34025","Unknown or Not Stated","9",92
,"Morris County, NJ","34027","Hispanic or Latino","2135-2",984
,"Morris County, NJ","34027","Not Hispanic or Latino","2186-5",3779
,"Morris County, NJ","34027","Unknown or Not Stated","9",118
,"Ocean County, NJ","34029","Hispanic or Latino","2135-2",990
,"Ocean County, NJ","34029","Not Hispanic or Latino","2186-5",9157
,"Ocean County, NJ","34029","Unknown or Not Stated","9",87
,"Passaic County, NJ","34031","Hispanic or Latino","2135-2",3252
,"Passaic County, NJ","34031","Not Hispanic or Latino","2186-5",2909
,"Passaic County, NJ","34031","Unknown or Not Stated","9",92
,"Somerset County, NJ","34035","Hispanic or Latino","2135-2",829
,"Somerset County, NJ","34035","Not Hispanic or Latino","2186-5",2273
,"Somerset County, NJ","34035","Unknown or Not Stated","9",66
,"Sussex County, NJ","34037","Hispanic or Latino","2135-2",179
,"Sussex County, NJ","34037","Not Hispanic or Latino","2186-5",1153
,"Sussex County, NJ","34037","Unknown or Not Stated","9",43
,"Union County, NJ","34039","Hispanic or Latino","2135-2",2846
,"Union County, NJ","34039","Not Hispanic or Latino","2186-5",3611
,"Union County, NJ","34039","Unknown or Not Stated","9",142
,"Warren County, NJ","34041","Hispanic or Latino","2135-2",208
,"Warren County, NJ","34041","Not Hispanic or Latino","2186-5",847
,"Warren County, NJ","34041","Unknown or Not Stated","9",25
,"Unidentified Counties, NJ","34999","Hispanic or Latino","2135-2",228
,"Unidentified Counties, NJ","34999","Not Hispanic or Latino","2186-5",1184
,"Unidentified Counties, NJ","34999","Unknown or Not Stated","9",16
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New Jersey (34)"
"Year: 2021"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 3:27:46 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 3:27:46 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
