"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Alameda County, CA","06001","Female","F",8249
,"Alameda County, CA","06001","Male","M",8686
,"Butte County, CA","06007","Female","F",1038
,"Butte County, CA","06007","Male","M",1027
,"Contra Costa County, CA","06013","Female","F",5782
,"Contra Costa County, CA","06013","Male","M",6109
,"El Dorado County, CA","06017","Female","F",773
,"El Dorado County, CA","06017","Male","M",821
,"Fresno County, CA","06019","Female","F",6954
,"Fresno County, CA","06019","Male","M",7016
,"Humboldt County, CA","06023","Female","F",568
,"Humboldt County, CA","06023","Male","M",696
,"Imperial County, CA","06025","Female","F",1218
,"Imperial County, CA","06025","Male","M",1149
,"Kern County, CA","06029","Female","F",6189
,"Kern County, CA","06029","Male","M",6305
,"Kings County, CA","06031","Female","F",1065
,"Kings County, CA","06031","Male","M",1085
,"Los Angeles County, CA","06037","Female","F",47105
,"Los Angeles County, CA","06037","Male","M",49136
,"Madera County, CA","06039","Female","F",982
,"Madera County, CA","06039","Male","M",1047
,"Marin County, CA","06041","Female","F",1143
,"Marin County, CA","06041","Male","M",1188
,"Merced County, CA","06047","Female","F",1855
,"Merced County, CA","06047","Male","M",2008
,"Monterey County, CA","06053","Female","F",2721
,"Monterey County, CA","06053","Male","M",2709
,"Napa County, CA","06055","Female","F",568
,"Napa County, CA","06055","Male","M",635
,"Orange County, CA","06059","Female","F",15038
,"Orange County, CA","06059","Male","M",15725
,"Placer County, CA","06061","Female","F",1900
,"Placer County, CA","06061","Male","M",1946
,"Riverside County, CA","06065","Female","F",13480
,"Riverside County, CA","06065","Male","M",13967
,"Sacramento County, CA","06067","Female","F",8957
,"Sacramento County, CA","06067","Male","M",9427
,"San Bernardino County, CA","06071","Female","F",13073
,"San Bernardino County, CA","06071","Male","M",13615
,"San Diego County, CA","06073","Female","F",18422
,"San Diego County, CA","06073","Male","M",18985
,"San Francisco County, CA","06075","Female","F",3560
,"San Francisco County, CA","06075","Male","M",3926
,"San Joaquin County, CA","06077","Female","F",4830
,"San Joaquin County, CA","06077","Male","M",4890
,"San Luis Obispo County, CA","06079","Female","F",1181
,"San Luis Obispo County, CA","06079","Male","M",1264
,"San Mateo County, CA","06081","Female","F",3616
,"San Mateo County, CA","06081","Male","M",3834
,"Santa Barbara County, CA","06083","Female","F",2741
,"Santa Barbara County, CA","06083","Male","M",2750
,"Santa Clara County, CA","06085","Female","F",9237
,"Santa Clara County, CA","06085","Male","M",9937
,"Santa Cruz County, CA","06087","Female","F",1077
,"Santa Cruz County, CA","06087","Male","M",1178
,"Shasta County, CA","06089","Female","F",925
,"Shasta County, CA","06089","Male","M",913
,"Solano County, CA","06095","Female","F",2423
,"Solano County, CA","06095","Male","M",2565
,"Sonoma County, CA","06097","Female","F",2246
,"Sonoma County, CA","06097","Male","M",2319
,"Stanislaus County, CA","06099","Female","F",3680
,"Stanislaus County, CA","06099","Male","M",3644
,"Tulare County, CA","06107","Female","F",3285
,"Tulare County, CA","06107","Male","M",3482
,"Ventura County, CA","06111","Female","F",4223
,"Ventura County, CA","06111","Male","M",4465
,"Yolo County, CA","06113","Female","F",959
,"Yolo County, CA","06113","Male","M",1008
,"Unidentified Counties, CA","06999","Female","F",4953
,"Unidentified Counties, CA","06999","Male","M",5135
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: California (06)"
"Year: 2021"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 12:20:07 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 12:20:07 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
