"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Alameda County, CA","06001","Hispanic or Latino","2135-2",4422
,"Alameda County, CA","06001","Not Hispanic or Latino","2186-5",11944
,"Alameda County, CA","06001","Unknown or Not Stated","9",569
,"Butte County, CA","06007","Hispanic or Latino","2135-2",481
,"Butte County, CA","06007","Not Hispanic or Latino","2186-5",1565
,"Butte County, CA","06007","Unknown or Not Stated","9",19
,"Contra Costa County, CA","06013","Hispanic or Latino","2135-2",4001
,"Contra Costa County, CA","06013","Not Hispanic or Latino","2186-5",7685
,"Contra Costa County, CA","06013","Unknown or Not Stated","9",205
,"El Dorado County, CA","06017","Hispanic or Latino","2135-2",303
,"El Dorado County, CA","06017","Not Hispanic or Latino","2186-5",1248
,"El Dorado County, CA","06017","Unknown or Not Stated","9",43
,"Fresno County, CA","06019","Hispanic or Latino","2135-2",8493
,"Fresno County, CA","06019","Not Hispanic or Latino","2186-5",4934
,"Fresno County, CA","06019","Unknown or Not Stated","9",543
,"Humboldt County, CA","06023","Hispanic or Latino","2135-2",210
,"Humboldt County, CA","06023","Not Hispanic or Latino","2186-5",1014
,"Humboldt County, CA","06023","Unknown or Not Stated","9",40
,"Imperial County, CA","06025","Hispanic or Latino","2135-2",2156
,"Imperial County, CA","06025","Not Hispanic or Latino","2186-5",161
,"Imperial County, CA","06025","Unknown or Not Stated","9",50
,"Kern County, CA","06029","Hispanic or Latino","2135-2",6428
,"Kern County, CA","06029","Not Hispanic or Latino","2186-5",5876
,"Kern County, CA","06029","Unknown or Not Stated","9",190
,"Kings County, CA","06031","Hispanic or Latino","2135-2",1381
,"Kings County, CA","06031","Not Hispanic or Latino","2186-5",748
,"Kings County, CA","06031","Unknown or Not Stated","9",21
,"Los Angeles County, CA","06037","Hispanic or Latino","2135-2",52791
,"Los Angeles County, CA","06037","Not Hispanic or Latino","2186-5",41524
,"Los Angeles County, CA","06037","Unknown or Not Stated","9",1926
,"Madera County, CA","06039","Hispanic or Latino","2135-2",1496
,"Madera County, CA","06039","Not Hispanic or Latino","2186-5",510
,"Madera County, CA","06039","Unknown or Not Stated","9",23
,"Marin County, CA","06041","Hispanic or Latino","2135-2",682
,"Marin County, CA","06041","Not Hispanic or Latino","2186-5",1463
,"Marin County, CA","06041","Unknown or Not Stated","9",186
,"Merced County, CA","06047","Hispanic or Latino","2135-2",2727
,"Merced County, CA","06047","Not Hispanic or Latino","2186-5",1101
,"Merced County, CA","06047","Unknown or Not Stated","9",35
,"Monterey County, CA","06053","Hispanic or Latino","2135-2",4102
,"Monterey County, CA","06053","Not Hispanic or Latino","2186-5",1228
,"Monterey County, CA","06053","Unknown or Not Stated","9",100
,"Napa County, CA","06055","Hispanic or Latino","2135-2",582
,"Napa County, CA","06055","Not Hispanic or Latino","2186-5",599
,"Napa County, CA","06055","Unknown or Not Stated","9",22
,"Orange County, CA","06059","Hispanic or Latino","2135-2",12575
,"Orange County, CA","06059","Not Hispanic or Latino","2186-5",17100
,"Orange County, CA","06059","Unknown or Not Stated","9",1088
,"Placer County, CA","06061","Hispanic or Latino","2135-2",724
,"Placer County, CA","06061","Not Hispanic or Latino","2186-5",3015
,"Placer County, CA","06061","Unknown or Not Stated","9",107
,"Riverside County, CA","06065","Hispanic or Latino","2135-2",16352
,"Riverside County, CA","06065","Not Hispanic or Latino","2186-5",9589
,"Riverside County, CA","06065","Unknown or Not Stated","9",1506
,"Sacramento County, CA","06067","Hispanic or Latino","2135-2",5099
,"Sacramento County, CA","06067","Not Hispanic or Latino","2186-5",12852
,"Sacramento County, CA","06067","Unknown or Not Stated","9",433
,"San Bernardino County, CA","06071","Hispanic or Latino","2135-2",15721
,"San Bernardino County, CA","06071","Not Hispanic or Latino","2186-5",9518
,"San Bernardino County, CA","06071","Unknown or Not Stated","9",1449
,"San Diego County, CA","06073","Hispanic or Latino","2135-2",14865
,"San Diego County, CA","06073","Not Hispanic or Latino","2186-5",18461
,"San Diego County, CA","06073","Unknown or Not Stated","9",4081
,"San Francisco County, CA","06075","Hispanic or Latino","2135-2",1455
,"San Francisco County, CA","06075","Not Hispanic or Latino","2186-5",5523
,"San Francisco County, CA","06075","Unknown or Not Stated","9",508
,"San Joaquin County, CA","06077","Hispanic or Latino","2135-2",4766
,"San Joaquin County, CA","06077","Not Hispanic or Latino","2186-5",4450
,"San Joaquin County, CA","06077","Unknown or Not Stated","9",504
,"San Luis Obispo County, CA","06079","Hispanic or Latino","2135-2",861
,"San Luis Obispo County, CA","06079","Not Hispanic or Latino","2186-5",1333
,"San Luis Obispo County, CA","06079","Unknown or Not Stated","9",251
,"San Mateo County, CA","06081","Hispanic or Latino","2135-2",1831
,"San Mateo County, CA","06081","Not Hispanic or Latino","2186-5",5040
,"San Mateo County, CA","06081","Unknown or Not Stated","9",579
,"Santa Barbara County, CA","06083","Hispanic or Latino","2135-2",3493
,"Santa Barbara County, CA","06083","Not Hispanic or Latino","2186-5",1912
,"Santa Barbara County, CA","06083","Unknown or Not Stated","9",86
,"Santa Clara County, CA","06085","Hispanic or Latino","2135-2",5542
,"Santa Clara County, CA","06085","Not Hispanic or Latino","2186-5",11536
,"Santa Clara County, CA","06085","Unknown or Not Stated","9",2096
,"Santa Cruz County, CA","06087","Hispanic or Latino","2135-2",1127
,"Santa Cruz County, CA","06087","Not Hispanic or Latino","2186-5",1045
,"Santa Cruz County, CA","06087","Unknown or Not Stated","9",83
,"Shasta County, CA","06089","Hispanic or Latino","2135-2",237
,"Shasta County, CA","06089","Not Hispanic or Latino","2186-5",1556
,"Shasta County, CA","06089","Unknown or Not Stated","9",45
,"Solano County, CA","06095","Hispanic or Latino","2135-2",1812
,"Solano County, CA","06095","Not Hispanic or Latino","2186-5",2938
,"Solano County, CA","06095","Unknown or Not Stated","9",238
,"Sonoma County, CA","06097","Hispanic or Latino","2135-2",1756
,"Sonoma County, CA","06097","Not Hispanic or Latino","2186-5",2583
,"Sonoma County, CA","06097","Unknown or Not Stated","9",226
,"Stanislaus County, CA","06099","Hispanic or Latino","2135-2",4331
,"Stanislaus County, CA","06099","Not Hispanic or Latino","2186-5",2920
,"Stanislaus County, CA","06099","Unknown or Not Stated","9",73
,"Tulare County, CA","06107","Hispanic or Latino","2135-2",4494
,"Tulare County, CA","06107","Not Hispanic or Latino","2186-5",2231
,"Tulare County, CA","06107","Unknown or Not Stated","9",42
,"Ventura County, CA","06111","Hispanic or Latino","2135-2",4735
,"Ventura County, CA","06111","Not Hispanic or Latino","2186-5",3777
,"Ventura County, CA","06111","Unknown or Not Stated","9",176
,"Yolo County, CA","06113","Hispanic or Latino","2135-2",779
,"Yolo County, CA","06113","Not Hispanic or Latino","2186-5",1058
,"Yolo County, CA","06113","Unknown or Not Stated","9",130
,"Unidentified Counties, CA","06999","Hispanic or Latino","2135-2",3267
,"Unidentified Counties, CA","06999","Not Hispanic or Latino","2186-5",6378
,"Unidentified Counties, CA","06999","Unknown or Not Stated","9",443
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: California (06)"
"Year: 2021"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 2:59:34 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 2:59:34 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
