"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Allen County, IN","18003","Female","F",2550
,"Allen County, IN","18003","Male","M",2719
,"Clark County, IN","18019","Female","F",674
,"Clark County, IN","18019","Male","M",771
,"Delaware County, IN","18035","Female","F",546
,"Delaware County, IN","18035","Male","M",576
,"Elkhart County, IN","18039","Female","F",1353
,"Elkhart County, IN","18039","Male","M",1573
,"Hamilton County, IN","18057","Female","F",1970
,"Hamilton County, IN","18057","Male","M",2026
,"Hendricks County, IN","18063","Female","F",828
,"Hendricks County, IN","18063","Male","M",986
,"Johnson County, IN","18081","Female","F",880
,"Johnson County, IN","18081","Male","M",998
,"Lake County, IN","18089","Female","F",2671
,"Lake County, IN","18089","Male","M",2766
,"La Porte County, IN","18091","Female","F",552
,"La Porte County, IN","18091","Male","M",617
,"Madison County, IN","18095","Female","F",663
,"Madison County, IN","18095","Male","M",744
,"Marion County, IN","18097","Female","F",6712
,"Marion County, IN","18097","Male","M",7049
,"Monroe County, IN","18105","Female","F",560
,"Monroe County, IN","18105","Male","M",566
,"Porter County, IN","18127","Female","F",775
,"Porter County, IN","18127","Male","M",871
,"St. Joseph County, IN","18141","Female","F",1585
,"St. Joseph County, IN","18141","Male","M",1691
,"Tippecanoe County, IN","18157","Female","F",990
,"Tippecanoe County, IN","18157","Male","M",1035
,"Vanderburgh County, IN","18163","Female","F",1090
,"Vanderburgh County, IN","18163","Male","M",1060
,"Vigo County, IN","18167","Female","F",556
,"Vigo County, IN","18167","Male","M",576
,"Unidentified Counties, IN","18999","Female","F",13896
,"Unidentified Counties, IN","18999","Male","M",14471
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Indiana (18)"
"Year: 2021"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 12:30:50 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 12:30:50 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
