"Notes","County of Residence","County of Residence Code","Sex of Infant","Sex of Infant Code",Births
,"Bell County, TX","48027","Female","F",3028
,"Bell County, TX","48027","Male","M",3083
,"Bexar County, TX","48029","Female","F",12468
,"Bexar County, TX","48029","Male","M",13089
,"Brazoria County, TX","48039","Female","F",2225
,"Brazoria County, TX","48039","Male","M",2447
,"Brazos County, TX","48041","Female","F",1344
,"Brazos County, TX","48041","Male","M",1386
,"Cameron County, TX","48061","Female","F",2787
,"Cameron County, TX","48061","Male","M",2951
,"Collin County, TX","48085","Female","F",5910
,"Collin County, TX","48085","Male","M",6281
,"Comal County, TX","48091","Female","F",861
,"Comal County, TX","48091","Male","M",906
,"Dallas County, TX","48113","Female","F",17453
,"Dallas County, TX","48113","Male","M",18093
,"Denton County, TX","48121","Female","F",5234
,"Denton County, TX","48121","Male","M",5544
,"Ector County, TX","48135","Female","F",1396
,"Ector County, TX","48135","Male","M",1377
,"Ellis County, TX","48139","Female","F",1287
,"Ellis County, TX","48139","Male","M",1302
,"El Paso County, TX","48141","Female","F",5306
,"El Paso County, TX","48141","Male","M",5576
,"Fort Bend County, TX","48157","Female","F",4491
,"Fort Bend County, TX","48157","Male","M",4645
,"Galveston County, TX","48167","Female","F",1877
,"Galveston County, TX","48167","Male","M",1991
,"Grayson County, TX","48181","Female","F",865
,"Grayson County, TX","48181","Male","M",904
,"Gregg County, TX","48183","Female","F",859
,"Gregg County, TX","48183","Male","M",844
,"Guadalupe County, TX","48187","Female","F",894
,"Guadalupe County, TX","48187","Male","M",951
,"Harris County, TX","48201","Female","F",30906
,"Harris County, TX","48201","Male","M",32246
,"Hays County, TX","48209","Female","F",1488
,"Hays County, TX","48209","Male","M",1427
,"Hidalgo County, TX","48215","Female","F",6518
,"Hidalgo County, TX","48215","Male","M",6738
,"Jefferson County, TX","48245","Female","F",1473
,"Jefferson County, TX","48245","Male","M",1636
,"Johnson County, TX","48251","Female","F",1120
,"Johnson County, TX","48251","Male","M",1239
,"Kaufman County, TX","48257","Female","F",1105
,"Kaufman County, TX","48257","Male","M",1173
,"Lubbock County, TX","48303","Female","F",1956
,"Lubbock County, TX","48303","Male","M",2043
,"McLennan County, TX","48309","Female","F",1599
,"McLennan County, TX","48309","Male","M",1748
,"Midland County, TX","48329","Female","F",1375
,"Midland County, TX","48329","Male","M",1430
,"Montgomery County, TX","48339","Female","F",3945
,"Montgomery County, TX","48339","Male","M",4116
,"Nueces County, TX","48355","Female","F",2042
,"Nueces County, TX","48355","Male","M",2278
,"Parker County, TX","48367","Female","F",919
,"Parker County, TX","48367","Male","M",883
,"Potter County, TX","48375","Female","F",783
,"Potter County, TX","48375","Male","M",777
,"Randall County, TX","48381","Female","F",865
,"Randall County, TX","48381","Male","M",845
,"Smith County, TX","48423","Female","F",1428
,"Smith County, TX","48423","Male","M",1584
,"Tarrant County, TX","48439","Female","F",13328
,"Tarrant County, TX","48439","Male","M",13747
,"Taylor County, TX","48441","Female","F",891
,"Taylor County, TX","48441","Male","M",969
,"Tom Green County, TX","48451","Female","F",722
,"Tom Green County, TX","48451","Male","M",744
,"Travis County, TX","48453","Female","F",7535
,"Travis County, TX","48453","Male","M",8059
,"Webb County, TX","48479","Female","F",2061
,"Webb County, TX","48479","Male","M",2164
,"Wichita County, TX","48485","Female","F",780
,"Wichita County, TX","48485","Male","M",796
,"Williamson County, TX","48491","Female","F",3680
,"Williamson County, TX","48491","Male","M",4006
,"Unidentified Counties, TX","48999","Female","F",27776
,"Unidentified Counties, TX","48999","Male","M",28996
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: Texas (48)"
"Year: 2021"
"Group By: County of Residence; Sex of Infant"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 18, 2026 1:51:32 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 18, 2026 1:51:32 PM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
"2. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
